config,target,split,bin,observations,mean_probability,event_rate
target_c_top20_leadership__random_forest,target_c_top20_leadership,development_cpcv,4,29,0.418557563686301,0.1724137931034483
target_c_top20_leadership__random_forest,target_c_top20_leadership,development_cpcv,5,29,0.43778068567862466,0.3448275862068966
target_c_top20_leadership__random_forest,target_c_top20_leadership,development_cpcv,6,28,0.45941214196038527,0.2857142857142857
target_c_top20_leadership__random_forest,target_c_top20_leadership,development_cpcv,7,29,0.47481547981452005,0.1724137931034483
target_c_top20_leadership__random_forest,target_c_top20_leadership,development_cpcv,8,28,0.49467102216628894,0.17857142857142858
target_c_top20_leadership__random_forest,target_c_top20_leadership,development_cpcv,9,29,0.5319547247092478,0.2413793103448276
target_c_top20_leadership__random_forest,target_c_top20_leadership,development_cpcv,10,29,0.5808518354570577,0.1724137931034483
target_c_top20_leadership__random_forest,target_c_top20_leadership,holdout,1,8,0.314480601091274,0.25
target_c_top20_leadership__random_forest,target_c_top20_leadership,holdout,2,7,0.37875780854164537,0.0
target_c_top20_leadership__random_forest,target_c_top20_leadership,holdout,3,7,0.4093020058018531,0.0
target_c_top20_leadership__random_forest,target_c_top20_leadership,holdout,4,7,0.4351659844950733,0.0
target_c_top20_leadership__random_forest,target_c_top20_leadership,holdout,5,8,0.46545056778149296,0.0
target_c_top20_leadership__random_forest,target_c_top20_leadership,holdout,6,7,0.5016001247976896,0.42857142857142855
target_c_top20_leadership__random_forest,target_c_top20_leadership,holdout,7,7,0.5229444190147801,0.2857142857142857
target_c_top20_leadership__random_forest,target_c_top20_leadership,holdout,8,7,0.5434184092195015,0.14285714285714285
target_c_top20_leadership__random_forest,target_c_top20_leadership,holdout,9,7,0.5744878054888746,0.14285714285714285
target_c_top20_leadership__random_forest,target_c_top20_leadership,holdout,10,8,0.6053575687411737,0.125
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,development_cpcv,1,29,0.08384819016738788,0.3793103448275862
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,development_cpcv,2,29,0.11036176071428178,0.3793103448275862
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,development_cpcv,3,28,0.13525635514960163,0.32142857142857145
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,development_cpcv,4,29,0.16601179646560266,0.1724137931034483
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,development_cpcv,5,29,0.19929923228732357,0.2413793103448276
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,development_cpcv,6,28,0.23370531719722104,0.25
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,development_cpcv,7,29,0.28224384221478804,0.1724137931034483
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,development_cpcv,8,28,0.3292255257757013,0.10714285714285714
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,development_cpcv,9,29,0.3925982552476869,0.20689655172413793
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,development_cpcv,10,29,0.5252880330231565,0.2413793103448276
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,holdout,1,8,0.10280282598593284,0.125
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,holdout,2,7,0.13399389251284993,0.0
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,holdout,3,7,0.1632370276887034,0.14285714285714285
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,holdout,4,7,0.19845182647040763,0.14285714285714285
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,holdout,5,8,0.228861956382566,0.0
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,holdout,6,7,0.25276059213039864,0.14285714285714285
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,holdout,7,7,0.271122306907397,0.42857142857142855
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,holdout,8,7,0.29412771585097597,0.42857142857142855
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,holdout,9,7,0.3235617822271482,0.0
target_c_top20_leadership__gradient_boosting,target_c_top20_leadership,holdout,10,8,0.45836160142027715,0.0
target_c_top20_leadership__xgboost,target_c_top20_leadership,development_cpcv,1,29,0.0863005573636499,0.41379310344827586
target_c_top20_leadership__xgboost,target_c_top20_leadership,development_cpcv,2,29,0.11628710088031044,0.3793103448275862
target_c_top20_leadership__xgboost,target_c_top20_leadership,development_cpcv,3,28,0.1402912160381675,0.14285714285714285
target_c_top20_leadership__xgboost,target_c_top20_leadership,development_cpcv,4,29,0.1716112200299214,0.3448275862068966
target_c_top20_leadership__xgboost,target_c_top20_leadership,development_cpcv,5,29,0.20767149786496983,0.27586206896551724
target_c_top20_leadership__xgboost,target_c_top20_leadership,development_cpcv,6,28,0.23938090798578093,0.10714285714285714
target_c_top20_leadership__xgboost,target_c_top20_leadership,development_cpcv,7,29,0.26720115372846864,0.20689655172413793
target_c_top20_leadership__xgboost,target_c_top20_leadership,development_cpcv,8,28,0.31487144343554974,0.14285714285714285
target_c_top20_leadership__xgboost,target_c_top20_leadership,development_cpcv,9,29,0.3753152173654786,0.27586206896551724
target_c_top20_leadership__xgboost,target_c_top20_leadership,development_cpcv,10,29,0.5008918168215917,0.1724137931034483
target_c_top20_leadership__xgboost,target_c_top20_leadership,holdout,1,8,0.09477099031209946,0.125
target_c_top20_leadership__xgboost,target_c_top20_leadership,holdout,2,7,0.13534249365329742,0.14285714285714285
target_c_top20_leadership__xgboost,target_c_top20_leadership,holdout,3,7,0.17060814797878265,0.0
target_c_top20_leadership__xgboost,target_c_top20_leadership,holdout,4,7,0.1961626261472702,0.0
target_c_top20_leadership__xgboost,target_c_top20_leadership,holdout,5,8,0.22448283433914185,0.125
target_c_top20_leadership__xgboost,target_c_top20_leadership,holdout,6,7,0.25375252962112427,0.2857142857142857
target_c_top20_leadership__xgboost,target_c_top20_leadership,holdout,7,7,0.28392866253852844,0.2857142857142857
target_c_top20_leadership__xgboost,target_c_top20_leadership,holdout,8,7,0.31356939673423767,0.2857142857142857
target_c_top20_leadership__xgboost,target_c_top20_leadership,holdout,9,7,0.36686986684799194,0.14285714285714285
target_c_top20_leadership__xgboost,target_c_top20_leadership,holdout,10,8,0.45981565117836,0.0
