candidate,allocation_type,fold,test_groups,fold_sharpe
dynamic_tilt_random_forest_m1_0,dynamic_btc_eth_tilt,5,"1,2",1.5095235617059013
dynamic_tilt_random_forest_m1_0,dynamic_btc_eth_tilt,6,"1,3",1.1247570739342174
dynamic_tilt_random_forest_m1_0,dynamic_btc_eth_tilt,7,"1,4",1.9712866956572386
dynamic_tilt_random_forest_m1_0,dynamic_btc_eth_tilt,8,"1,5",1.8433574657833227
dynamic_tilt_random_forest_m1_0,dynamic_btc_eth_tilt,9,"2,3",-0.5148347782929782
dynamic_tilt_random_forest_m1_0,dynamic_btc_eth_tilt,10,"2,4",0.2547579953032051
dynamic_tilt_random_forest_m1_0,dynamic_btc_eth_tilt,11,"2,5",0.02977409966510342
dynamic_tilt_random_forest_m1_0,dynamic_btc_eth_tilt,12,"3,4",-0.18320497851962386
dynamic_tilt_random_forest_m1_0,dynamic_btc_eth_tilt,13,"3,5",-0.3823980613479113
dynamic_tilt_random_forest_m1_0,dynamic_btc_eth_tilt,14,"4,5",0.7065224932869127
balanced_random_forest_m1_5,balanced_btc_eth,0,"0,1",1.6692620218456795
balanced_random_forest_m1_5,balanced_btc_eth,1,"0,2",0.1824540178482631
balanced_random_forest_m1_5,balanced_btc_eth,2,"0,3",-0.08950388025024894
balanced_random_forest_m1_5,balanced_btc_eth,3,"0,4",0.5628732536293626
balanced_random_forest_m1_5,balanced_btc_eth,4,"0,5",0.4357409504985622
balanced_random_forest_m1_5,balanced_btc_eth,5,"1,2",1.5911959012341084
balanced_random_forest_m1_5,balanced_btc_eth,6,"1,3",1.1844268653924999
balanced_random_forest_m1_5,balanced_btc_eth,7,"1,4",2.076236851531272
balanced_random_forest_m1_5,balanced_btc_eth,8,"1,5",1.974233520459747
balanced_random_forest_m1_5,balanced_btc_eth,9,"2,3",-0.4924339730605858
balanced_random_forest_m1_5,balanced_btc_eth,10,"2,4",0.23591745424966223
balanced_random_forest_m1_5,balanced_btc_eth,11,"2,5",0.04934452310981597
balanced_random_forest_m1_5,balanced_btc_eth,12,"3,4",-0.15488416847979655
balanced_random_forest_m1_5,balanced_btc_eth,13,"3,5",-0.30804879553918696
balanced_random_forest_m1_5,balanced_btc_eth,14,"4,5",0.764738685890744
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,0,"0,1",1.517423890407365
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,1,"0,2",0.1099657289596578
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,2,"0,3",-0.18457931658656823
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,3,"0,4",0.46636864915613757
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,4,"0,5",0.3091344212756602
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,5,"1,2",1.5095235617059013
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,6,"1,3",1.1247570739342174
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,7,"1,4",1.9712866956572386
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,8,"1,5",1.8433574657833227
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,9,"2,3",-0.5148347782929782
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,10,"2,4",0.2547579953032051
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,11,"2,5",0.02977409966510342
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,12,"3,4",-0.18320497851962386
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,13,"3,5",-0.3823980613479113
dynamic_tilt_random_forest_m1_5,dynamic_btc_eth_tilt,14,"4,5",0.7065224932869127
balanced_random_forest_m2_0,balanced_btc_eth,0,"0,1",1.6692620218456795
balanced_random_forest_m2_0,balanced_btc_eth,1,"0,2",0.1824540178482631
balanced_random_forest_m2_0,balanced_btc_eth,2,"0,3",-0.08950388025024894
balanced_random_forest_m2_0,balanced_btc_eth,3,"0,4",0.5628732536293626
balanced_random_forest_m2_0,balanced_btc_eth,4,"0,5",0.4357409504985622
balanced_random_forest_m2_0,balanced_btc_eth,5,"1,2",1.5911959012341084
balanced_random_forest_m2_0,balanced_btc_eth,6,"1,3",1.1844268653924999
balanced_random_forest_m2_0,balanced_btc_eth,7,"1,4",2.076236851531272
balanced_random_forest_m2_0,balanced_btc_eth,8,"1,5",1.974233520459747
balanced_random_forest_m2_0,balanced_btc_eth,9,"2,3",-0.4924339730605858
balanced_random_forest_m2_0,balanced_btc_eth,10,"2,4",0.23591745424966223
balanced_random_forest_m2_0,balanced_btc_eth,11,"2,5",0.04934452310981597
balanced_random_forest_m2_0,balanced_btc_eth,12,"3,4",-0.15488416847979655
balanced_random_forest_m2_0,balanced_btc_eth,13,"3,5",-0.30804879553918696
balanced_random_forest_m2_0,balanced_btc_eth,14,"4,5",0.764738685890744
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,0,"0,1",1.517423890407365
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,1,"0,2",0.1099657289596578
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,2,"0,3",-0.18457931658656823
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,3,"0,4",0.46636864915613757
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,4,"0,5",0.3091344212756602
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,5,"1,2",1.5095235617059013
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,6,"1,3",1.1247570739342174
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,7,"1,4",1.9712866956572386
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,8,"1,5",1.8433574657833227
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,9,"2,3",-0.5148347782929782
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,10,"2,4",0.2547579953032051
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,11,"2,5",0.02977409966510342
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,12,"3,4",-0.18320497851962386
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,13,"3,5",-0.3823980613479113
dynamic_tilt_random_forest_m2_0,dynamic_btc_eth_tilt,14,"4,5",0.7065224932869127
balanced_gradient_boosting_m0_5,balanced_btc_eth,0,"0,1",1.9465674097190093
balanced_gradient_boosting_m0_5,balanced_btc_eth,1,"0,2",0.36819610099082367
balanced_gradient_boosting_m0_5,balanced_btc_eth,2,"0,3",-0.11508028214246899
balanced_gradient_boosting_m0_5,balanced_btc_eth,3,"0,4",0.7257885748214569
balanced_gradient_boosting_m0_5,balanced_btc_eth,4,"0,5",0.6771952746882404
balanced_gradient_boosting_m0_5,balanced_btc_eth,5,"1,2",1.6390379163918674
balanced_gradient_boosting_m0_5,balanced_btc_eth,6,"1,3",1.0914294756951615
balanced_gradient_boosting_m0_5,balanced_btc_eth,7,"1,4",1.9938473615754375
balanced_gradient_boosting_m0_5,balanced_btc_eth,8,"1,5",1.989525900144076
balanced_gradient_boosting_m0_5,balanced_btc_eth,9,"2,3",-0.49226739256043267
balanced_gradient_boosting_m0_5,balanced_btc_eth,10,"2,4",0.2615223798977077
balanced_gradient_boosting_m0_5,balanced_btc_eth,11,"2,5",0.18003877708551552
balanced_gradient_boosting_m0_5,balanced_btc_eth,12,"3,4",-0.2613043049989912
balanced_gradient_boosting_m0_5,balanced_btc_eth,13,"3,5",-0.35003532126871334
balanced_gradient_boosting_m0_5,balanced_btc_eth,14,"4,5",0.6388077679056371
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,0,"0,1",1.8589345740914471
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,1,"0,2",0.2559835031877594
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,2,"0,3",-0.19866237335023665
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,3,"0,4",0.6614111244315516
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,4,"0,5",0.621840809194954
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,5,"1,2",1.553690570419036
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,6,"1,3",1.0481596227982517
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,7,"1,4",1.9447721361582935
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,8,"1,5",1.9495994990495191
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,9,"2,3",-0.571302683647546
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,10,"2,4",0.20700032654095543
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,11,"2,5",0.13517447640965577
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,12,"3,4",-0.29136301795578584
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,13,"3,5",-0.37409113009813755
dynamic_tilt_gradient_boosting_m0_5,dynamic_btc_eth_tilt,14,"4,5",0.6562596289998696
balanced_gradient_boosting_m1_0,balanced_btc_eth,0,"0,1",2.1932145862792884
balanced_gradient_boosting_m1_0,balanced_btc_eth,1,"0,2",0.6311718649028711
balanced_gradient_boosting_m1_0,balanced_btc_eth,2,"0,3",0.16246860026748222
balanced_gradient_boosting_m1_0,balanced_btc_eth,3,"0,4",1.0230936724231028
balanced_gradient_boosting_m1_0,balanced_btc_eth,4,"0,5",1.0476454882651731
balanced_gradient_boosting_m1_0,balanced_btc_eth,5,"1,2",1.6699153417715522
balanced_gradient_boosting_m1_0,balanced_btc_eth,6,"1,3",1.1166100453905368
balanced_gradient_boosting_m1_0,balanced_btc_eth,7,"1,4",2.075886794569534
balanced_gradient_boosting_m1_0,balanced_btc_eth,8,"1,5",2.114325687142077
balanced_gradient_boosting_m1_0,balanced_btc_eth,9,"2,3",-0.5642017747409843
balanced_gradient_boosting_m1_0,balanced_btc_eth,10,"2,4",0.18547736189958383
balanced_gradient_boosting_m1_0,balanced_btc_eth,11,"2,5",0.18735030410351855
balanced_gradient_boosting_m1_0,balanced_btc_eth,12,"3,4",-0.29658793700488867
balanced_gradient_boosting_m1_0,balanced_btc_eth,13,"3,5",-0.3083851714331761
balanced_gradient_boosting_m1_0,balanced_btc_eth,14,"4,5",0.7239775984304216
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,0,"0,1",2.108518428632119
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,1,"0,2",0.5166475413341033
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,2,"0,3",0.0796237897496621
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,3,"0,4",0.9521757361599021
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,4,"0,5",0.9861169450422984
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,5,"1,2",1.5943020607298322
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,6,"1,3",1.0799777526657415
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,7,"1,4",2.0369824512529586
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,8,"1,5",2.085319306906325
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,9,"2,3",-0.6428306346728949
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,10,"2,4",0.12964415775478952
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,11,"2,5",0.1402270461588596
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,12,"3,4",-0.32767447566807983
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,13,"3,5",-0.3329970427289425
dynamic_tilt_gradient_boosting_m1_0,dynamic_btc_eth_tilt,14,"4,5",0.7402430828623877
balanced_gradient_boosting_m1_5,balanced_btc_eth,0,"0,1",2.1932145862792884
balanced_gradient_boosting_m1_5,balanced_btc_eth,1,"0,2",0.6311718649028711
balanced_gradient_boosting_m1_5,balanced_btc_eth,2,"0,3",0.16246860026748222
balanced_gradient_boosting_m1_5,balanced_btc_eth,3,"0,4",1.0230936724231028
balanced_gradient_boosting_m1_5,balanced_btc_eth,4,"0,5",1.0476454882651731
balanced_gradient_boosting_m1_5,balanced_btc_eth,5,"1,2",1.6699153417715522
balanced_gradient_boosting_m1_5,balanced_btc_eth,6,"1,3",1.1166100453905368
balanced_gradient_boosting_m1_5,balanced_btc_eth,7,"1,4",2.075886794569534
balanced_gradient_boosting_m1_5,balanced_btc_eth,8,"1,5",2.114325687142077
balanced_gradient_boosting_m1_5,balanced_btc_eth,9,"2,3",-0.5642017747409843
balanced_gradient_boosting_m1_5,balanced_btc_eth,10,"2,4",0.18547736189958383
balanced_gradient_boosting_m1_5,balanced_btc_eth,11,"2,5",0.18735030410351855
balanced_gradient_boosting_m1_5,balanced_btc_eth,12,"3,4",-0.29658793700488867
balanced_gradient_boosting_m1_5,balanced_btc_eth,13,"3,5",-0.3083851714331761
balanced_gradient_boosting_m1_5,balanced_btc_eth,14,"4,5",0.7239775984304216
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,0,"0,1",2.108518428632119
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,1,"0,2",0.5166475413341033
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,2,"0,3",0.0796237897496621
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,3,"0,4",0.9521757361599021
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,4,"0,5",0.9861169450422984
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,5,"1,2",1.5943020607298322
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,6,"1,3",1.0799777526657415
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,7,"1,4",2.0369824512529586
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,8,"1,5",2.085319306906325
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,9,"2,3",-0.6428306346728949
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,10,"2,4",0.12964415775478952
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,11,"2,5",0.1402270461588596
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,12,"3,4",-0.32767447566807983
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,13,"3,5",-0.3329970427289425
dynamic_tilt_gradient_boosting_m1_5,dynamic_btc_eth_tilt,14,"4,5",0.7402430828623877
balanced_gradient_boosting_m2_0,balanced_btc_eth,0,"0,1",2.1932145862792884
balanced_gradient_boosting_m2_0,balanced_btc_eth,1,"0,2",0.6311718649028711
balanced_gradient_boosting_m2_0,balanced_btc_eth,2,"0,3",0.16246860026748222
balanced_gradient_boosting_m2_0,balanced_btc_eth,3,"0,4",1.0230936724231028
balanced_gradient_boosting_m2_0,balanced_btc_eth,4,"0,5",1.0476454882651731
balanced_gradient_boosting_m2_0,balanced_btc_eth,5,"1,2",1.6699153417715522
balanced_gradient_boosting_m2_0,balanced_btc_eth,6,"1,3",1.1166100453905368
balanced_gradient_boosting_m2_0,balanced_btc_eth,7,"1,4",2.075886794569534
balanced_gradient_boosting_m2_0,balanced_btc_eth,8,"1,5",2.114325687142077
balanced_gradient_boosting_m2_0,balanced_btc_eth,9,"2,3",-0.5642017747409843
balanced_gradient_boosting_m2_0,balanced_btc_eth,10,"2,4",0.18547736189958383
balanced_gradient_boosting_m2_0,balanced_btc_eth,11,"2,5",0.18735030410351855
balanced_gradient_boosting_m2_0,balanced_btc_eth,12,"3,4",-0.29658793700488867
balanced_gradient_boosting_m2_0,balanced_btc_eth,13,"3,5",-0.3083851714331761
balanced_gradient_boosting_m2_0,balanced_btc_eth,14,"4,5",0.7239775984304216
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,0,"0,1",2.108518428632119
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,1,"0,2",0.5166475413341033
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,2,"0,3",0.0796237897496621
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,3,"0,4",0.9521757361599021
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,4,"0,5",0.9861169450422984
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,5,"1,2",1.5943020607298322
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,6,"1,3",1.0799777526657415
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,7,"1,4",2.0369824512529586
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,8,"1,5",2.085319306906325
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,9,"2,3",-0.6428306346728949
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,10,"2,4",0.12964415775478952
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,11,"2,5",0.1402270461588596
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,12,"3,4",-0.32767447566807983
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,13,"3,5",-0.3329970427289425
dynamic_tilt_gradient_boosting_m2_0,dynamic_btc_eth_tilt,14,"4,5",0.7402430828623877
balanced_xgboost_m0_5,balanced_btc_eth,0,"0,1",1.9465674097190093
balanced_xgboost_m0_5,balanced_btc_eth,1,"0,2",0.36819610099082367
balanced_xgboost_m0_5,balanced_btc_eth,2,"0,3",-0.11508028214246899
balanced_xgboost_m0_5,balanced_btc_eth,3,"0,4",0.7257885748214569
balanced_xgboost_m0_5,balanced_btc_eth,4,"0,5",0.6771952746882404
balanced_xgboost_m0_5,balanced_btc_eth,5,"1,2",1.6390379163918674
balanced_xgboost_m0_5,balanced_btc_eth,6,"1,3",1.0914294756951615
balanced_xgboost_m0_5,balanced_btc_eth,7,"1,4",1.9938473615754375
balanced_xgboost_m0_5,balanced_btc_eth,8,"1,5",1.989525900144076
balanced_xgboost_m0_5,balanced_btc_eth,9,"2,3",-0.49226739256043267
balanced_xgboost_m0_5,balanced_btc_eth,10,"2,4",0.2615223798977077
balanced_xgboost_m0_5,balanced_btc_eth,11,"2,5",0.18003877708551552
balanced_xgboost_m0_5,balanced_btc_eth,12,"3,4",-0.2613043049989912
balanced_xgboost_m0_5,balanced_btc_eth,13,"3,5",-0.35003532126871334
balanced_xgboost_m0_5,balanced_btc_eth,14,"4,5",0.6388077679056371
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,0,"0,1",1.7973844244575834
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,1,"0,2",0.2098202726586676
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,2,"0,3",-0.23931003966679534
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,3,"0,4",0.6358608936159109
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,4,"0,5",0.547783979750877
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,5,"1,2",1.4914509746340907
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,6,"1,3",0.9921530301860461
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,7,"1,4",1.897130655237362
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,8,"1,5",1.8635621587945408
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,9,"2,3",-0.6096015533856621
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,10,"2,4",0.18173779525754452
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,11,"2,5",0.06007951637550282
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,12,"3,4",-0.31232426683782044
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,13,"3,5",-0.4337778433188058
dynamic_tilt_xgboost_m0_5,dynamic_btc_eth_tilt,14,"4,5",0.5982457715994679
balanced_xgboost_m1_0,balanced_btc_eth,0,"0,1",2.1931979447785825
balanced_xgboost_m1_0,balanced_btc_eth,1,"0,2",0.6419225780358727
balanced_xgboost_m1_0,balanced_btc_eth,2,"0,3",0.1376897376624366
balanced_xgboost_m1_0,balanced_btc_eth,3,"0,4",1.0351545121170609
balanced_xgboost_m1_0,balanced_btc_eth,4,"0,5",1.0600909706104797
balanced_xgboost_m1_0,balanced_btc_eth,5,"1,2",1.6601890824599113
balanced_xgboost_m1_0,balanced_btc_eth,6,"1,3",1.082510333782991
balanced_xgboost_m1_0,balanced_btc_eth,7,"1,4",2.0645784186098854
balanced_xgboost_m1_0,balanced_btc_eth,8,"1,5",2.102656918708465
balanced_xgboost_m1_0,balanced_btc_eth,9,"2,3",-0.6070941559126022
balanced_xgboost_m1_0,balanced_btc_eth,10,"2,4",0.18547736189958383
balanced_xgboost_m1_0,balanced_btc_eth,11,"2,5",0.18735030410351855
balanced_xgboost_m1_0,balanced_btc_eth,12,"3,4",-0.34047855495790913
balanced_xgboost_m1_0,balanced_btc_eth,13,"3,5",-0.35352744820759485
balanced_xgboost_m1_0,balanced_btc_eth,14,"4,5",0.7239775984304216
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,0,"0,1",2.035881570372896
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,1,"0,2",0.49177705029417035
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,2,"0,3",0.023517621112314282
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,3,"0,4",0.9472383122329527
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,4,"0,5",0.9414805457293113
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,5,"1,2",1.505477512901761
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,6,"1,3",0.9775919237930831
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,7,"1,4",1.9558525417612362
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,8,"1,5",1.9666768509182981
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,9,"2,3",-0.7167452311388266
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,10,"2,4",0.10664322392244245
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,11,"2,5",0.0699147189904768
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,12,"3,4",-0.3874594027225004
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,13,"3,5",-0.4297532411907808
dynamic_tilt_xgboost_m1_0,dynamic_btc_eth_tilt,14,"4,5",0.6837892489158923
balanced_xgboost_m1_5,balanced_btc_eth,0,"0,1",2.1931979447785825
balanced_xgboost_m1_5,balanced_btc_eth,1,"0,2",0.6419225780358727
balanced_xgboost_m1_5,balanced_btc_eth,2,"0,3",0.1376897376624366
balanced_xgboost_m1_5,balanced_btc_eth,3,"0,4",1.0351545121170609
balanced_xgboost_m1_5,balanced_btc_eth,4,"0,5",1.0600909706104797
balanced_xgboost_m1_5,balanced_btc_eth,5,"1,2",1.6601890824599113
balanced_xgboost_m1_5,balanced_btc_eth,6,"1,3",1.082510333782991
balanced_xgboost_m1_5,balanced_btc_eth,7,"1,4",2.0645784186098854
balanced_xgboost_m1_5,balanced_btc_eth,8,"1,5",2.102656918708465
balanced_xgboost_m1_5,balanced_btc_eth,9,"2,3",-0.6070941559126022
balanced_xgboost_m1_5,balanced_btc_eth,10,"2,4",0.18547736189958383
balanced_xgboost_m1_5,balanced_btc_eth,11,"2,5",0.18735030410351855
balanced_xgboost_m1_5,balanced_btc_eth,12,"3,4",-0.34047855495790913
balanced_xgboost_m1_5,balanced_btc_eth,13,"3,5",-0.35352744820759485
balanced_xgboost_m1_5,balanced_btc_eth,14,"4,5",0.7239775984304216
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,0,"0,1",2.035881570372896
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,1,"0,2",0.49177705029417035
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,2,"0,3",0.023517621112314282
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,3,"0,4",0.9472383122329527
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,4,"0,5",0.9414805457293113
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,5,"1,2",1.505477512901761
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,6,"1,3",0.9775919237930831
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,7,"1,4",1.9558525417612362
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,8,"1,5",1.9666768509182981
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,9,"2,3",-0.7167452311388266
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,10,"2,4",0.10664322392244245
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,11,"2,5",0.0699147189904768
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,12,"3,4",-0.3874594027225004
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,13,"3,5",-0.4297532411907808
dynamic_tilt_xgboost_m1_5,dynamic_btc_eth_tilt,14,"4,5",0.6837892489158923
balanced_xgboost_m2_0,balanced_btc_eth,0,"0,1",2.1931979447785825
balanced_xgboost_m2_0,balanced_btc_eth,1,"0,2",0.6419225780358727
balanced_xgboost_m2_0,balanced_btc_eth,2,"0,3",0.1376897376624366
balanced_xgboost_m2_0,balanced_btc_eth,3,"0,4",1.0351545121170609
balanced_xgboost_m2_0,balanced_btc_eth,4,"0,5",1.0600909706104797
balanced_xgboost_m2_0,balanced_btc_eth,5,"1,2",1.6601890824599113
balanced_xgboost_m2_0,balanced_btc_eth,6,"1,3",1.082510333782991
balanced_xgboost_m2_0,balanced_btc_eth,7,"1,4",2.0645784186098854
balanced_xgboost_m2_0,balanced_btc_eth,8,"1,5",2.102656918708465
balanced_xgboost_m2_0,balanced_btc_eth,9,"2,3",-0.6070941559126022
balanced_xgboost_m2_0,balanced_btc_eth,10,"2,4",0.18547736189958383
balanced_xgboost_m2_0,balanced_btc_eth,11,"2,5",0.18735030410351855
balanced_xgboost_m2_0,balanced_btc_eth,12,"3,4",-0.34047855495790913
balanced_xgboost_m2_0,balanced_btc_eth,13,"3,5",-0.35352744820759485
balanced_xgboost_m2_0,balanced_btc_eth,14,"4,5",0.7239775984304216
dynamic_tilt_xgboost_m2_0,dynamic_btc_eth_tilt,0,"0,1",2.035881570372896
dynamic_tilt_xgboost_m2_0,dynamic_btc_eth_tilt,1,"0,2",0.49177705029417035
dynamic_tilt_xgboost_m2_0,dynamic_btc_eth_tilt,2,"0,3",0.023517621112314282
dynamic_tilt_xgboost_m2_0,dynamic_btc_eth_tilt,3,"0,4",0.9472383122329527
dynamic_tilt_xgboost_m2_0,dynamic_btc_eth_tilt,4,"0,5",0.9414805457293113
dynamic_tilt_xgboost_m2_0,dynamic_btc_eth_tilt,5,"1,2",1.505477512901761
