config,model,feature,importance,method,target
target_c_top20_leadership__logistic_regression,logistic_regression,tvl_percentile,-0.6990450870199593,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,upside_semivariance,-0.41722225122020146,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,top20_above_30dma_pct,0.4149959152783936,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,distance_from_90d_lows,0.3982621685326828,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,recovery_from_drawdown,-0.31378917295019354,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,jump_intensity,0.2963289654247081,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,top20_30d_high_pct,-0.23255023621270413,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,falling_vix_after_high_vix,0.18235924161794512,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,eth_btc_relative_strength_30d,-0.1466541249289477,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,dispersion_acceleration,0.12865431249630438,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,volume_confirmation_of_price_trend,-0.0990564008495286,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,market_dollar_volume_growth_30d,0.08210469130350855,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,risk_appetite_recovery_score,-0.07911339349416066,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,stablecoin_supply_acceleration,0.07595995884254007,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,downside_to_upside_volatility_ratio,-0.034217694449181546,coefficient,target_c_top20_leadership
target_c_top20_leadership__logistic_regression,logistic_regression,volatility_of_volatility,-0.028194504352581452,coefficient,target_c_top20_leadership
