family,candidate,fold,test_groups,fold_sharpe
transition,regime_transition_t50_14d,0,"0,1",2.4721169329745627
transition,regime_transition_t50_14d,1,"0,2",0.29677728813247795
transition,regime_transition_t50_14d,2,"0,3",1.5781276275862859
transition,regime_transition_t50_14d,3,"0,4",1.9605278408127242
transition,regime_transition_t50_14d,4,"0,5",1.6991885549336552
transition,regime_transition_t50_14d,5,"1,2",0.33072684099856264
transition,regime_transition_t50_14d,6,"1,3",1.535735917348882
transition,regime_transition_t50_14d,7,"1,4",1.7979014499958288
transition,regime_transition_t50_14d,8,"1,5",1.5774681210078043
transition,regime_transition_t50_14d,9,"2,3",-0.46796748809793554
transition,regime_transition_t50_14d,10,"2,4",-1.051669667799101
transition,regime_transition_t50_14d,11,"2,5",-1.209928549246957
transition,regime_transition_t50_14d,12,"3,4",0.6883373334062284
transition,regime_transition_t50_14d,13,"3,5",0.5025884063313609
transition,regime_transition_t50_14d,14,"4,5",0.507810084865409
transition,regime_transition_t60_14d,0,"0,1",2.4721169329745627
transition,regime_transition_t60_14d,1,"0,2",0.29677728813247795
transition,regime_transition_t60_14d,2,"0,3",1.5781276275862859
transition,regime_transition_t60_14d,3,"0,4",1.9557267248802972
transition,regime_transition_t60_14d,4,"0,5",1.697469883762688
transition,regime_transition_t60_14d,5,"1,2",0.33072684099856264
transition,regime_transition_t60_14d,6,"1,3",1.535735917348882
transition,regime_transition_t60_14d,7,"1,4",1.793414777085278
transition,regime_transition_t60_14d,8,"1,5",1.575946032328369
transition,regime_transition_t60_14d,9,"2,3",-0.46796748809793554
transition,regime_transition_t60_14d,10,"2,4",-1.0585162525574838
transition,regime_transition_t60_14d,11,"2,5",-1.2116029013955434
transition,regime_transition_t60_14d,12,"3,4",0.6833399107209001
transition,regime_transition_t60_14d,13,"3,5",0.5011080006397808
transition,regime_transition_t60_14d,14,"4,5",0.48991883299599337
cross_sectional,cross_sectional_top3_t40_7d,0,"0,1",1.7248228561461647
cross_sectional,cross_sectional_top3_t40_7d,1,"0,2",-0.0939668188353997
cross_sectional,cross_sectional_top3_t40_7d,2,"0,3",1.2438934745053558
cross_sectional,cross_sectional_top3_t40_7d,3,"0,4",1.0515448955485747
cross_sectional,cross_sectional_top3_t40_7d,4,"0,5",0.977782117106501
cross_sectional,cross_sectional_top3_t40_7d,5,"1,2",0.23844066413381756
cross_sectional,cross_sectional_top3_t40_7d,6,"1,3",1.617050481558081
cross_sectional,cross_sectional_top3_t40_7d,7,"1,4",1.550447668067502
cross_sectional,cross_sectional_top3_t40_7d,8,"1,5",1.4542238499819322
cross_sectional,cross_sectional_top3_t40_7d,9,"2,3",-0.32407006936599747
cross_sectional,cross_sectional_top3_t40_7d,10,"2,4",-1.1474745641209614
cross_sectional,cross_sectional_top3_t40_7d,11,"2,5",-1.1458483342471588
cross_sectional,cross_sectional_top3_t40_7d,12,"3,4",0.879757709912453
cross_sectional,cross_sectional_top3_t40_7d,13,"3,5",0.7992797279857359
cross_sectional,cross_sectional_top3_t40_7d,14,"4,5",0.4498421707858982
cross_sectional,cross_sectional_top5_t40_7d,0,"0,1",1.7248228561461647
cross_sectional,cross_sectional_top5_t40_7d,1,"0,2",-0.0939668188353997
cross_sectional,cross_sectional_top5_t40_7d,2,"0,3",1.2438934745053558
cross_sectional,cross_sectional_top5_t40_7d,3,"0,4",1.0515448955485747
cross_sectional,cross_sectional_top5_t40_7d,4,"0,5",0.977782117106501
cross_sectional,cross_sectional_top5_t40_7d,5,"1,2",0.23844066413381756
cross_sectional,cross_sectional_top5_t40_7d,6,"1,3",1.617050481558081
cross_sectional,cross_sectional_top5_t40_7d,7,"1,4",1.550447668067502
cross_sectional,cross_sectional_top5_t40_7d,8,"1,5",1.4542238499819322
cross_sectional,cross_sectional_top5_t40_7d,9,"2,3",-0.32407006936599747
cross_sectional,cross_sectional_top5_t40_7d,10,"2,4",-1.1474745641209614
cross_sectional,cross_sectional_top5_t40_7d,11,"2,5",-1.1458483342471588
cross_sectional,cross_sectional_top5_t40_7d,12,"3,4",0.879757709912453
cross_sectional,cross_sectional_top5_t40_7d,13,"3,5",0.7992797279857359
cross_sectional,cross_sectional_top5_t40_7d,14,"4,5",0.4498421707858982
cross_sectional,cross_sectional_top3_t50_7d,0,"0,1",1.6932464777707228
cross_sectional,cross_sectional_top3_t50_7d,1,"0,2",-0.12360265451492912
cross_sectional,cross_sectional_top3_t50_7d,2,"0,3",1.2123475353804767
cross_sectional,cross_sectional_top3_t50_7d,3,"0,4",1.0102176638326972
cross_sectional,cross_sectional_top3_t50_7d,4,"0,5",0.9380139359464245
cross_sectional,cross_sectional_top3_t50_7d,5,"1,2",0.23844066413381756
cross_sectional,cross_sectional_top3_t50_7d,6,"1,3",1.617050481558081
cross_sectional,cross_sectional_top3_t50_7d,7,"1,4",1.550447668067502
cross_sectional,cross_sectional_top3_t50_7d,8,"1,5",1.4542238499819322
cross_sectional,cross_sectional_top3_t50_7d,9,"2,3",-0.32407006936599747
cross_sectional,cross_sectional_top3_t50_7d,10,"2,4",-1.1474745641209614
cross_sectional,cross_sectional_top3_t50_7d,11,"2,5",-1.1458483342471588
cross_sectional,cross_sectional_top3_t50_7d,12,"3,4",0.879757709912453
cross_sectional,cross_sectional_top3_t50_7d,13,"3,5",0.7992797279857359
cross_sectional,cross_sectional_top3_t50_7d,14,"4,5",0.4498421707858982
cross_sectional,cross_sectional_top5_t50_7d,0,"0,1",1.6932464777707228
cross_sectional,cross_sectional_top5_t50_7d,1,"0,2",-0.12360265451492912
cross_sectional,cross_sectional_top5_t50_7d,2,"0,3",1.2123475353804767
cross_sectional,cross_sectional_top5_t50_7d,3,"0,4",1.0102176638326972
cross_sectional,cross_sectional_top5_t50_7d,4,"0,5",0.9380139359464245
cross_sectional,cross_sectional_top5_t50_7d,5,"1,2",0.23844066413381756
cross_sectional,cross_sectional_top5_t50_7d,6,"1,3",1.617050481558081
cross_sectional,cross_sectional_top5_t50_7d,7,"1,4",1.550447668067502
cross_sectional,cross_sectional_top5_t50_7d,8,"1,5",1.4542238499819322
cross_sectional,cross_sectional_top5_t50_7d,9,"2,3",-0.32407006936599747
cross_sectional,cross_sectional_top5_t50_7d,10,"2,4",-1.1474745641209614
cross_sectional,cross_sectional_top5_t50_7d,11,"2,5",-1.1458483342471588
cross_sectional,cross_sectional_top5_t50_7d,12,"3,4",0.879757709912453
cross_sectional,cross_sectional_top5_t50_7d,13,"3,5",0.7992797279857359
cross_sectional,cross_sectional_top5_t50_7d,14,"4,5",0.4498421707858982
cross_sectional,cross_sectional_top3_t60_7d,0,"0,1",1.6932464777707228
cross_sectional,cross_sectional_top3_t60_7d,1,"0,2",-0.12360265451492912
cross_sectional,cross_sectional_top3_t60_7d,2,"0,3",1.2123475353804767
cross_sectional,cross_sectional_top3_t60_7d,3,"0,4",1.0102176638326972
cross_sectional,cross_sectional_top3_t60_7d,4,"0,5",0.9380139359464245
cross_sectional,cross_sectional_top3_t60_7d,5,"1,2",0.23844066413381756
cross_sectional,cross_sectional_top3_t60_7d,6,"1,3",1.617050481558081
cross_sectional,cross_sectional_top3_t60_7d,7,"1,4",1.550447668067502
cross_sectional,cross_sectional_top3_t60_7d,8,"1,5",1.4542238499819322
cross_sectional,cross_sectional_top3_t60_7d,9,"2,3",-0.32407006936599747
cross_sectional,cross_sectional_top3_t60_7d,10,"2,4",-1.1474745641209614
cross_sectional,cross_sectional_top3_t60_7d,11,"2,5",-1.1458483342471588
cross_sectional,cross_sectional_top3_t60_7d,12,"3,4",0.879757709912453
cross_sectional,cross_sectional_top3_t60_7d,13,"3,5",0.7992797279857359
cross_sectional,cross_sectional_top3_t60_7d,14,"4,5",0.4498421707858982
cross_sectional,cross_sectional_top5_t60_7d,0,"0,1",1.6932464777707228
cross_sectional,cross_sectional_top5_t60_7d,1,"0,2",-0.12360265451492912
cross_sectional,cross_sectional_top5_t60_7d,2,"0,3",1.2123475353804767
cross_sectional,cross_sectional_top5_t60_7d,3,"0,4",1.0102176638326972
cross_sectional,cross_sectional_top5_t60_7d,4,"0,5",0.9380139359464245
cross_sectional,cross_sectional_top5_t60_7d,5,"1,2",0.23844066413381756
cross_sectional,cross_sectional_top5_t60_7d,6,"1,3",1.617050481558081
cross_sectional,cross_sectional_top5_t60_7d,7,"1,4",1.550447668067502
cross_sectional,cross_sectional_top5_t60_7d,8,"1,5",1.4542238499819322
cross_sectional,cross_sectional_top5_t60_7d,9,"2,3",-0.32407006936599747
cross_sectional,cross_sectional_top5_t60_7d,10,"2,4",-1.1474745641209614
cross_sectional,cross_sectional_top5_t60_7d,11,"2,5",-1.1458483342471588
cross_sectional,cross_sectional_top5_t60_7d,12,"3,4",0.879757709912453
cross_sectional,cross_sectional_top5_t60_7d,13,"3,5",0.7992797279857359
cross_sectional,cross_sectional_top5_t60_7d,14,"4,5",0.4498421707858982
cross_sectional,cross_sectional_top3_t40_14d,0,"0,1",2.4721169329745627
cross_sectional,cross_sectional_top3_t40_14d,1,"0,2",0.29677728813247795
cross_sectional,cross_sectional_top3_t40_14d,2,"0,3",1.5781276275862859
cross_sectional,cross_sectional_top3_t40_14d,3,"0,4",1.9557267248802972
cross_sectional,cross_sectional_top3_t40_14d,4,"0,5",1.697469883762688
cross_sectional,cross_sectional_top3_t40_14d,5,"1,2",0.33072684099856264
cross_sectional,cross_sectional_top3_t40_14d,6,"1,3",1.535735917348882
cross_sectional,cross_sectional_top3_t40_14d,7,"1,4",1.793414777085278
cross_sectional,cross_sectional_top3_t40_14d,8,"1,5",1.575946032328369
cross_sectional,cross_sectional_top3_t40_14d,9,"2,3",-0.46796748809793554
cross_sectional,cross_sectional_top3_t40_14d,10,"2,4",-1.0585162525574838
cross_sectional,cross_sectional_top3_t40_14d,11,"2,5",-1.2116029013955434
cross_sectional,cross_sectional_top3_t40_14d,12,"3,4",0.6833399107209001
cross_sectional,cross_sectional_top3_t40_14d,13,"3,5",0.5011080006397808
cross_sectional,cross_sectional_top3_t40_14d,14,"4,5",0.48991883299599337
cross_sectional,cross_sectional_top5_t40_14d,0,"0,1",2.4721169329745627
cross_sectional,cross_sectional_top5_t40_14d,1,"0,2",0.29677728813247795
cross_sectional,cross_sectional_top5_t40_14d,2,"0,3",1.5781276275862859
cross_sectional,cross_sectional_top5_t40_14d,3,"0,4",1.9557267248802972
cross_sectional,cross_sectional_top5_t40_14d,4,"0,5",1.697469883762688
cross_sectional,cross_sectional_top5_t40_14d,5,"1,2",0.33072684099856264
cross_sectional,cross_sectional_top5_t40_14d,6,"1,3",1.535735917348882
cross_sectional,cross_sectional_top5_t40_14d,7,"1,4",1.793414777085278
cross_sectional,cross_sectional_top5_t40_14d,8,"1,5",1.575946032328369
cross_sectional,cross_sectional_top5_t40_14d,9,"2,3",-0.46796748809793554
cross_sectional,cross_sectional_top5_t40_14d,10,"2,4",-1.0585162525574838
cross_sectional,cross_sectional_top5_t40_14d,11,"2,5",-1.2116029013955434
cross_sectional,cross_sectional_top5_t40_14d,12,"3,4",0.6833399107209001
cross_sectional,cross_sectional_top5_t40_14d,13,"3,5",0.5011080006397808
cross_sectional,cross_sectional_top5_t40_14d,14,"4,5",0.48991883299599337
cross_sectional,cross_sectional_top3_t50_14d,0,"0,1",2.4721169329745627
cross_sectional,cross_sectional_top3_t50_14d,1,"0,2",0.29677728813247795
cross_sectional,cross_sectional_top3_t50_14d,2,"0,3",1.5781276275862859
cross_sectional,cross_sectional_top3_t50_14d,3,"0,4",1.9557267248802972
cross_sectional,cross_sectional_top3_t50_14d,4,"0,5",1.697469883762688
cross_sectional,cross_sectional_top3_t50_14d,5,"1,2",0.33072684099856264
cross_sectional,cross_sectional_top3_t50_14d,6,"1,3",1.535735917348882
cross_sectional,cross_sectional_top3_t50_14d,7,"1,4",1.793414777085278
cross_sectional,cross_sectional_top3_t50_14d,8,"1,5",1.575946032328369
cross_sectional,cross_sectional_top3_t50_14d,9,"2,3",-0.46796748809793554
cross_sectional,cross_sectional_top3_t50_14d,10,"2,4",-1.0585162525574838
cross_sectional,cross_sectional_top3_t50_14d,11,"2,5",-1.2116029013955434
cross_sectional,cross_sectional_top3_t50_14d,12,"3,4",0.6833399107209001
cross_sectional,cross_sectional_top3_t50_14d,13,"3,5",0.5011080006397808
cross_sectional,cross_sectional_top3_t50_14d,14,"4,5",0.48991883299599337
cross_sectional,cross_sectional_top5_t50_14d,0,"0,1",2.4721169329745627
cross_sectional,cross_sectional_top5_t50_14d,1,"0,2",0.29677728813247795
cross_sectional,cross_sectional_top5_t50_14d,2,"0,3",1.5781276275862859
cross_sectional,cross_sectional_top5_t50_14d,3,"0,4",1.9557267248802972
cross_sectional,cross_sectional_top5_t50_14d,4,"0,5",1.697469883762688
cross_sectional,cross_sectional_top5_t50_14d,5,"1,2",0.33072684099856264
cross_sectional,cross_sectional_top5_t50_14d,6,"1,3",1.535735917348882
cross_sectional,cross_sectional_top5_t50_14d,7,"1,4",1.793414777085278
cross_sectional,cross_sectional_top5_t50_14d,8,"1,5",1.575946032328369
cross_sectional,cross_sectional_top5_t50_14d,9,"2,3",-0.46796748809793554
cross_sectional,cross_sectional_top5_t50_14d,10,"2,4",-1.0585162525574838
cross_sectional,cross_sectional_top5_t50_14d,11,"2,5",-1.2116029013955434
cross_sectional,cross_sectional_top5_t50_14d,12,"3,4",0.6833399107209001
cross_sectional,cross_sectional_top5_t50_14d,13,"3,5",0.5011080006397808
cross_sectional,cross_sectional_top5_t50_14d,14,"4,5",0.48991883299599337
cross_sectional,cross_sectional_top3_t60_14d,0,"0,1",2.4721169329745627
cross_sectional,cross_sectional_top3_t60_14d,1,"0,2",0.29677728813247795
cross_sectional,cross_sectional_top3_t60_14d,2,"0,3",1.5781276275862859
cross_sectional,cross_sectional_top3_t60_14d,3,"0,4",1.9557267248802972
cross_sectional,cross_sectional_top3_t60_14d,4,"0,5",1.697469883762688
cross_sectional,cross_sectional_top3_t60_14d,5,"1,2",0.33072684099856264
cross_sectional,cross_sectional_top3_t60_14d,6,"1,3",1.535735917348882
cross_sectional,cross_sectional_top3_t60_14d,7,"1,4",1.793414777085278
cross_sectional,cross_sectional_top3_t60_14d,8,"1,5",1.575946032328369
cross_sectional,cross_sectional_top3_t60_14d,9,"2,3",-0.46796748809793554
cross_sectional,cross_sectional_top3_t60_14d,10,"2,4",-1.0585162525574838
cross_sectional,cross_sectional_top3_t60_14d,11,"2,5",-1.2116029013955434
cross_sectional,cross_sectional_top3_t60_14d,12,"3,4",0.6833399107209001
cross_sectional,cross_sectional_top3_t60_14d,13,"3,5",0.5011080006397808
cross_sectional,cross_sectional_top3_t60_14d,14,"4,5",0.48991883299599337
cross_sectional,cross_sectional_top5_t60_14d,0,"0,1",2.4721169329745627
cross_sectional,cross_sectional_top5_t60_14d,1,"0,2",0.29677728813247795
cross_sectional,cross_sectional_top5_t60_14d,2,"0,3",1.5781276275862859
cross_sectional,cross_sectional_top5_t60_14d,3,"0,4",1.9557267248802972
cross_sectional,cross_sectional_top5_t60_14d,4,"0,5",1.697469883762688
cross_sectional,cross_sectional_top5_t60_14d,5,"1,2",0.33072684099856264
cross_sectional,cross_sectional_top5_t60_14d,6,"1,3",1.535735917348882
cross_sectional,cross_sectional_top5_t60_14d,7,"1,4",1.793414777085278
cross_sectional,cross_sectional_top5_t60_14d,8,"1,5",1.575946032328369
cross_sectional,cross_sectional_top5_t60_14d,9,"2,3",-0.46796748809793554
cross_sectional,cross_sectional_top5_t60_14d,10,"2,4",-1.0585162525574838
cross_sectional,cross_sectional_top5_t60_14d,11,"2,5",-1.2116029013955434
cross_sectional,cross_sectional_top5_t60_14d,12,"3,4",0.6833399107209001
cross_sectional,cross_sectional_top5_t60_14d,13,"3,5",0.5011080006397808
cross_sectional,cross_sectional_top5_t60_14d,14,"4,5",0.48991883299599337
combined,combined_cross_sectional_relative_transition_7d,0,"0,1",1.7577526559087535
combined,combined_cross_sectional_relative_transition_7d,1,"0,2",-0.021553889414958727
combined,combined_cross_sectional_relative_transition_7d,2,"0,3",1.250357875133608
combined,combined_cross_sectional_relative_transition_7d,3,"0,4",1.0166330879670196
combined,combined_cross_sectional_relative_transition_7d,4,"0,5",1.0545848167982388
combined,combined_cross_sectional_relative_transition_7d,5,"1,2",0.2966727469486854
combined,combined_cross_sectional_relative_transition_7d,6,"1,3",1.6532692247204832
combined,combined_cross_sectional_relative_transition_7d,7,"1,4",1.5711281001878594
combined,combined_cross_sectional_relative_transition_7d,8,"1,5",1.590312286849339
combined,combined_cross_sectional_relative_transition_7d,9,"2,3",-0.26148028921171007
combined,combined_cross_sectional_relative_transition_7d,10,"2,4",-1.1332017941291361
combined,combined_cross_sectional_relative_transition_7d,11,"2,5",-0.9999352843264199
combined,combined_cross_sectional_relative_transition_7d,12,"3,4",0.8383188460917425
combined,combined_cross_sectional_relative_transition_7d,13,"3,5",0.8830257519677648
combined,combined_cross_sectional_relative_transition_7d,14,"4,5",0.5496806004970803
combined,combined_cross_sectional_relative_transition_14d,0,"0,1",2.4700238437829456
combined,combined_cross_sectional_relative_transition_14d,1,"0,2",0.41592086610975804
combined,combined_cross_sectional_relative_transition_14d,2,"0,3",1.5844913925436859
combined,combined_cross_sectional_relative_transition_14d,3,"0,4",1.8955502855109492
combined,combined_cross_sectional_relative_transition_14d,4,"0,5",1.8287566636678345
combined,combined_cross_sectional_relative_transition_14d,5,"1,2",0.38241201925638835
combined,combined_cross_sectional_relative_transition_14d,6,"1,3",1.5091640716164672
combined,combined_cross_sectional_relative_transition_14d,7,"1,4",1.730186804149663
combined,combined_cross_sectional_relative_transition_14d,8,"1,5",1.675774285275482
combined,combined_cross_sectional_relative_transition_14d,9,"2,3",-0.3955367058064169
combined,combined_cross_sectional_relative_transition_14d,10,"2,4",-1.0265515274387722
combined,combined_cross_sectional_relative_transition_14d,11,"2,5",-1.012061484541165
combined,combined_cross_sectional_relative_transition_14d,12,"3,4",0.6314722942328986
combined,combined_cross_sectional_relative_transition_14d,13,"3,5",0.6054753480895757
combined,combined_cross_sectional_relative_transition_14d,14,"4,5",0.6717067500851811
