config,model,feature,importance,method
btc_leads_eth_30d_gt_5__xgboost,xgboost,vix_change_21d,0.11070938408374786,model_importance
btc_leads_eth_30d_gt_5__xgboost,xgboost,equity_momentum_21d,0.09750215709209442,model_importance
btc_leads_eth_30d_gt_5__xgboost,xgboost,vix_level,0.0967700332403183,model_importance
btc_leads_eth_30d_gt_5__xgboost,xgboost,equity_realized_vol_21d,0.09589792042970657,model_importance
btc_leads_eth_30d_gt_5__xgboost,xgboost,dow_vol_level,0.09135518223047256,model_importance
btc_leads_eth_30d_gt_5__xgboost,xgboost,tvl_growth_30d,0.09098858386278152,model_importance
btc_leads_eth_30d_gt_5__xgboost,xgboost,vix_change_5d,0.08940915763378143,model_importance
btc_leads_eth_30d_gt_5__xgboost,xgboost,volatility_4h_7d,0.08478634804487228,model_importance
btc_leads_eth_30d_gt_5__xgboost,xgboost,stablecoin_supply_change_7d,0.08179382234811783,model_importance
btc_leads_eth_30d_gt_5__xgboost,xgboost,cross_sectional_dispersion,0.08111801743507385,model_importance
btc_leads_eth_30d_gt_5__xgboost,xgboost,volatility_expansion_probability,0.07966947555541992,model_importance
risk_off_to_risk_on_2_4w__logistic_regression,logistic_regression,equity_realized_vol_21d,-0.7968805741474401,coefficient
risk_off_to_risk_on_2_4w__logistic_regression,logistic_regression,equity_momentum_21d,-0.678130428004177,coefficient
risk_off_to_risk_on_2_4w__logistic_regression,logistic_regression,vix_change_21d,0.5950718290846869,coefficient
risk_off_to_risk_on_2_4w__logistic_regression,logistic_regression,stablecoin_supply_change_7d,-0.36176263578983237,coefficient
risk_off_to_risk_on_2_4w__logistic_regression,logistic_regression,volatility_4h_7d,0.3607251634881919,coefficient
risk_off_to_risk_on_2_4w__logistic_regression,logistic_regression,dow_vol_level,-0.3361415156749828,coefficient
risk_off_to_risk_on_2_4w__logistic_regression,logistic_regression,vix_change_5d,0.2833107673118502,coefficient
risk_off_to_risk_on_2_4w__logistic_regression,logistic_regression,tvl_growth_30d,0.2190220297310616,coefficient
risk_off_to_risk_on_2_4w__logistic_regression,logistic_regression,volatility_expansion_probability,-0.20107725976252144,coefficient
risk_off_to_risk_on_2_4w__logistic_regression,logistic_regression,vix_level,0.15766640335970625,coefficient
risk_off_to_risk_on_2_4w__logistic_regression,logistic_regression,cross_sectional_dispersion,-0.09770571043824475,coefficient
risk_off_to_risk_on_2_4w__elastic_net_logistic,elastic_net_logistic,equity_realized_vol_21d,-0.7136227907614394,coefficient
risk_off_to_risk_on_2_4w__elastic_net_logistic,elastic_net_logistic,equity_momentum_21d,-0.6108121775414924,coefficient
risk_off_to_risk_on_2_4w__elastic_net_logistic,elastic_net_logistic,vix_change_21d,0.5749928992676548,coefficient
risk_off_to_risk_on_2_4w__elastic_net_logistic,elastic_net_logistic,stablecoin_supply_change_7d,-0.29207935846737587,coefficient
risk_off_to_risk_on_2_4w__elastic_net_logistic,elastic_net_logistic,volatility_4h_7d,0.28083051390126434,coefficient
risk_off_to_risk_on_2_4w__elastic_net_logistic,elastic_net_logistic,vix_change_5d,0.27335593228214766,coefficient
risk_off_to_risk_on_2_4w__elastic_net_logistic,elastic_net_logistic,volatility_expansion_probability,-0.18466926489637706,coefficient
risk_off_to_risk_on_2_4w__elastic_net_logistic,elastic_net_logistic,tvl_growth_30d,0.1328316646363804,coefficient
risk_off_to_risk_on_2_4w__elastic_net_logistic,elastic_net_logistic,dow_vol_level,-0.12822236155984912,coefficient
risk_off_to_risk_on_2_4w__elastic_net_logistic,elastic_net_logistic,cross_sectional_dispersion,-0.024511116535334495,coefficient
risk_off_to_risk_on_2_4w__elastic_net_logistic,elastic_net_logistic,vix_level,0.0,coefficient
risk_off_to_risk_on_2_4w__random_forest,random_forest,vix_change_21d,0.29035607433710114,model_importance
risk_off_to_risk_on_2_4w__random_forest,random_forest,vix_change_5d,0.12176198600952987,model_importance
risk_off_to_risk_on_2_4w__random_forest,random_forest,equity_momentum_21d,0.11200377547090545,model_importance
risk_off_to_risk_on_2_4w__random_forest,random_forest,dow_vol_level,0.09041094645706702,model_importance
risk_off_to_risk_on_2_4w__random_forest,random_forest,cross_sectional_dispersion,0.08533890233722206,model_importance
risk_off_to_risk_on_2_4w__random_forest,random_forest,equity_realized_vol_21d,0.07780355288165547,model_importance
risk_off_to_risk_on_2_4w__random_forest,random_forest,vix_level,0.061051480247899,model_importance
risk_off_to_risk_on_2_4w__random_forest,random_forest,volatility_4h_7d,0.05080607753366077,model_importance
risk_off_to_risk_on_2_4w__random_forest,random_forest,volatility_expansion_probability,0.04400822933664875,model_importance
risk_off_to_risk_on_2_4w__random_forest,random_forest,tvl_growth_30d,0.03366057909971335,model_importance
risk_off_to_risk_on_2_4w__random_forest,random_forest,stablecoin_supply_change_7d,0.03279839628859715,model_importance
risk_off_to_risk_on_2_4w__gradient_boosting,gradient_boosting,vix_change_21d,0.23199681869033317,model_importance
risk_off_to_risk_on_2_4w__gradient_boosting,gradient_boosting,vix_change_5d,0.1879787722651754,model_importance
risk_off_to_risk_on_2_4w__gradient_boosting,gradient_boosting,equity_momentum_21d,0.10400257396566702,model_importance
risk_off_to_risk_on_2_4w__gradient_boosting,gradient_boosting,cross_sectional_dispersion,0.08896370150416066,model_importance
risk_off_to_risk_on_2_4w__gradient_boosting,gradient_boosting,vix_level,0.0836847445371579,model_importance
risk_off_to_risk_on_2_4w__gradient_boosting,gradient_boosting,equity_realized_vol_21d,0.07805750408313473,model_importance
risk_off_to_risk_on_2_4w__gradient_boosting,gradient_boosting,stablecoin_supply_change_7d,0.07145908666244409,model_importance
risk_off_to_risk_on_2_4w__gradient_boosting,gradient_boosting,dow_vol_level,0.06306152033350026,model_importance
risk_off_to_risk_on_2_4w__gradient_boosting,gradient_boosting,volatility_4h_7d,0.0371047515979035,model_importance
risk_off_to_risk_on_2_4w__gradient_boosting,gradient_boosting,volatility_expansion_probability,0.0346018788910479,model_importance
risk_off_to_risk_on_2_4w__gradient_boosting,gradient_boosting,tvl_growth_30d,0.01908864746947525,model_importance
risk_off_to_risk_on_2_4w__xgboost,xgboost,vix_change_21d,0.137970969080925,model_importance
risk_off_to_risk_on_2_4w__xgboost,xgboost,vix_change_5d,0.10722794383764267,model_importance
risk_off_to_risk_on_2_4w__xgboost,xgboost,equity_momentum_21d,0.10718347877264023,model_importance
risk_off_to_risk_on_2_4w__xgboost,xgboost,cross_sectional_dispersion,0.09484059363603592,model_importance
risk_off_to_risk_on_2_4w__xgboost,xgboost,vix_level,0.09203297644853592,model_importance
risk_off_to_risk_on_2_4w__xgboost,xgboost,equity_realized_vol_21d,0.08790424466133118,model_importance
risk_off_to_risk_on_2_4w__xgboost,xgboost,volatility_4h_7d,0.08430392295122147,model_importance
risk_off_to_risk_on_2_4w__xgboost,xgboost,dow_vol_level,0.07691197842359543,model_importance
risk_off_to_risk_on_2_4w__xgboost,xgboost,stablecoin_supply_change_7d,0.07534328103065491,model_importance
risk_off_to_risk_on_2_4w__xgboost,xgboost,volatility_expansion_probability,0.06978585571050644,model_importance
risk_off_to_risk_on_2_4w__xgboost,xgboost,tvl_growth_30d,0.06649478524923325,model_importance
top20_top_quintile_30d__logistic_regression,logistic_regression,asset_volatility_30d,-0.24925849988085505,coefficient
top20_top_quintile_30d__logistic_regression,logistic_regression,asset_volume_expansion,0.14366195614043303,coefficient
top20_top_quintile_30d__logistic_regression,logistic_regression,asset_momentum_30d,0.12419002171958382,coefficient
top20_top_quintile_30d__logistic_regression,logistic_regression,asset_momentum_90d,0.12417303313948864,coefficient
top20_top_quintile_30d__logistic_regression,logistic_regression,tvl_growth_30d,-0.12273659661053796,coefficient
top20_top_quintile_30d__logistic_regression,logistic_regression,dow_vol_level,0.10541015206574206,coefficient
top20_top_quintile_30d__logistic_regression,logistic_regression,cross_sectional_dispersion,0.0768313841288033,coefficient
top20_top_quintile_30d__logistic_regression,logistic_regression,volatility_4h_7d,0.05646274868377796,coefficient
top20_top_quintile_30d__logistic_regression,logistic_regression,vix_level,-0.037105979560005276,coefficient
top20_top_quintile_30d__logistic_regression,logistic_regression,equity_realized_vol_21d,0.008209195621818648,coefficient
top20_top_quintile_30d__logistic_regression,logistic_regression,volatility_expansion_probability,0.007703865806022171,coefficient
top20_top_quintile_30d__logistic_regression,logistic_regression,vix_change_5d,-0.006712442767383092,coefficient
top20_top_quintile_30d__logistic_regression,logistic_regression,vix_change_21d,-0.005723404564657154,coefficient
top20_top_quintile_30d__logistic_regression,logistic_regression,stablecoin_supply_change_7d,-0.0018224373426403459,coefficient
top20_top_quintile_30d__logistic_regression,logistic_regression,equity_momentum_21d,0.0006891231049222881,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,asset_volatility_30d,-0.2456786550952962,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,asset_momentum_90d,0.12312818250031646,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,asset_momentum_30d,0.12270703350697079,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,tvl_growth_30d,-0.11854836502788924,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,asset_volume_expansion,0.10462562062080744,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,cross_sectional_dispersion,0.07392487978851503,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,dow_vol_level,0.07372989551678448,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,volatility_4h_7d,0.053288682083880955,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,vix_change_5d,-0.007975369155008715,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,vix_change_21d,-0.006439883591938271,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,volatility_expansion_probability,0.005731394622573685,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,equity_realized_vol_21d,0.005476264079219749,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,vix_level,-0.002865515855803304,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,equity_momentum_21d,0.0011264971852633422,coefficient
top20_top_quintile_30d__elastic_net_logistic,elastic_net_logistic,stablecoin_supply_change_7d,0.0,coefficient
top20_top_quintile_30d__random_forest,random_forest,asset_volatility_30d,0.2337588093248993,model_importance
top20_top_quintile_30d__random_forest,random_forest,asset_momentum_90d,0.1856767460412713,model_importance
top20_top_quintile_30d__random_forest,random_forest,asset_momentum_30d,0.1198100128052049,model_importance
top20_top_quintile_30d__random_forest,random_forest,asset_volume_expansion,0.10879390753759835,model_importance
top20_top_quintile_30d__random_forest,random_forest,cross_sectional_dispersion,0.05811966033256065,model_importance
top20_top_quintile_30d__random_forest,random_forest,volatility_expansion_probability,0.0348898166282827,model_importance
top20_top_quintile_30d__random_forest,random_forest,tvl_growth_30d,0.03315255736675496,model_importance
top20_top_quintile_30d__random_forest,random_forest,equity_momentum_21d,0.03302478315068563,model_importance
top20_top_quintile_30d__random_forest,random_forest,stablecoin_supply_change_7d,0.031179510716111865,model_importance
top20_top_quintile_30d__random_forest,random_forest,vix_change_5d,0.02889311579092546,model_importance
top20_top_quintile_30d__random_forest,random_forest,volatility_4h_7d,0.0285917409755748,model_importance
top20_top_quintile_30d__random_forest,random_forest,dow_vol_level,0.02839304901210518,model_importance
top20_top_quintile_30d__random_forest,random_forest,vix_change_21d,0.027880942256962176,model_importance
top20_top_quintile_30d__random_forest,random_forest,equity_realized_vol_21d,0.024371174592036172,model_importance
top20_top_quintile_30d__random_forest,random_forest,vix_level,0.023464173469026676,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,asset_volatility_30d,0.34849674466889735,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,asset_momentum_90d,0.26425436391044493,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,cross_sectional_dispersion,0.14729251518950753,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,asset_momentum_30d,0.08167874440405187,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,asset_volume_expansion,0.07502448788300489,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,vix_level,0.025466851850156243,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,tvl_growth_30d,0.02224264222876444,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,equity_momentum_21d,0.017116567529395114,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,volatility_4h_7d,0.009635168844904902,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,volatility_expansion_probability,0.006494024300961393,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,equity_realized_vol_21d,0.0022978891899113354,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,dow_vol_level,0.0,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,stablecoin_supply_change_7d,0.0,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,vix_change_5d,0.0,model_importance
top20_top_quintile_30d__gradient_boosting,gradient_boosting,vix_change_21d,0.0,model_importance
top20_top_quintile_30d__xgboost,xgboost,cross_sectional_dispersion,0.11044207960367203,model_importance
top20_top_quintile_30d__xgboost,xgboost,volatility_expansion_probability,0.1006729006767273,model_importance
top20_top_quintile_30d__xgboost,xgboost,asset_volatility_30d,0.07621955871582031,model_importance
top20_top_quintile_30d__xgboost,xgboost,vix_change_21d,0.07592407613992691,model_importance
top20_top_quintile_30d__xgboost,xgboost,asset_momentum_90d,0.07222272455692291,model_importance
top20_top_quintile_30d__xgboost,xgboost,asset_momentum_30d,0.06822209805250168,model_importance
top20_top_quintile_30d__xgboost,xgboost,vix_level,0.06819642335176468,model_importance
top20_top_quintile_30d__xgboost,xgboost,equity_momentum_21d,0.06349095702171326,model_importance
top20_top_quintile_30d__xgboost,xgboost,asset_volume_expansion,0.05857309699058533,model_importance
top20_top_quintile_30d__xgboost,xgboost,equity_realized_vol_21d,0.056890204548835754,model_importance
top20_top_quintile_30d__xgboost,xgboost,tvl_growth_30d,0.05550204589962959,model_importance
top20_top_quintile_30d__xgboost,xgboost,volatility_4h_7d,0.05338327959179878,model_importance
top20_top_quintile_30d__xgboost,xgboost,dow_vol_level,0.04783308133482933,model_importance
top20_top_quintile_30d__xgboost,xgboost,stablecoin_supply_change_7d,0.04732127860188484,model_importance
top20_top_quintile_30d__xgboost,xgboost,vix_change_5d,0.04510634392499924,model_importance
