name,family,benchmark_group,split,cost_bps,selected_development_candidate,CAGR,Sharpe,Sortino,Calmar,Annualized Volatility,Maximum Drawdown,Hit Rate,Turnover,Exposure,Transaction Costs,Cash Allocation,Annual Turnover,Worst Month,Best Month,Average Holdings,overlay_type,rebalance_days,threshold,secondary_threshold,top_k
convex_upside_t50_7d,Convex-upside exposure participation overlay.,convex,development,25,False,0.2375072887063019,0.6841821199790747,0.6600435757375578,0.3173804058141586,0.5182126989245208,-0.7483363319075651,0.34099616858237547,0.029556650246305417,0.5210727969348659,0.135,0.47892720306513414,10.788177339901477,-0.4329294666098096,0.5171626168136121,1.2950191570881227,convex_upside,7,0.5,,5
convex_upside_t50_7d,Convex-upside exposure participation overlay.,convex,holdout,25,False,0.2325315543615667,0.8814656757421141,1.089831839866239,1.26247811109829,0.28080578176080445,-0.1841866027754544,0.22862453531598512,0.02973977695167286,0.31552044609665425,0.04,0.6844795539033457,10.855018587360595,-0.05983982286898448,0.2445206579453003,0.8847583643122676,convex_upside,7,0.5,,5
convex_upside_t50_7d,Convex-upside exposure participation overlay.,convex,development,50,False,0.20457034265495389,0.6321083613027016,0.611209917257851,0.2703242877910243,0.5182361754009958,-0.7567590183132126,0.3404488232074439,0.029556650246305417,0.5210727969348659,0.27,0.47892720306513414,10.788177339901477,-0.43432753933400514,0.5171626168136121,1.2950191570881227,convex_upside,7,0.5,,5
convex_upside_t50_7d,Convex-upside exposure participation overlay.,convex,holdout,50,False,0.19945740884542618,0.7841083996774197,0.9737499624661173,1.0479186182176436,0.28106204677101243,-0.19033673548493113,0.22676579925650558,0.02973977695167286,0.31552044609665425,0.08,0.6844795539033457,10.855018587360595,-0.06342103525723375,0.24136530232033437,0.8847583643122676,convex_upside,7,0.5,,5
convex_upside_t50_7d,Convex-upside exposure participation overlay.,convex,development,100,False,0.1411721068237366,0.5277622020473862,0.5125857767098477,0.18094986207630712,0.5184921008731621,-0.7801725030561443,0.3393541324575807,0.029556650246305417,0.5210727969348659,0.54,0.47892720306513414,10.788177339901477,-0.4371185082202741,0.5171626168136121,1.2950191570881227,convex_upside,7,0.5,,5
convex_upside_t50_7d,Convex-upside exposure participation overlay.,convex,holdout,100,False,0.13581124500687736,0.5890848737127219,0.7363954582792681,0.6705965209177608,0.28197637756334804,-0.20252303847477415,0.22676579925650558,0.02973977695167286,0.31552044609665425,0.16,0.6844795539033457,10.855018587360595,-0.07055615970418216,0.23506660530718304,0.8847583643122676,convex_upside,7,0.5,,5
convex_upside_t60_7d,Convex-upside exposure participation overlay.,convex,development,10,False,0.2501781673809935,0.7076381309635483,0.6720055552331866,0.3401197705237704,0.5085115807001965,-0.7355590267385206,0.3399014778325123,0.030377668308702793,0.5019157088122606,0.0555,0.49808429118773945,11.087848932676518,-0.4320897947253527,0.44949275810729517,1.2873563218390804,convex_upside,7,0.6,,5
convex_upside_t60_7d,Convex-upside exposure participation overlay.,convex,holdout,10,False,0.28094052907559774,1.0366959443151302,1.3009612985533883,1.5566453831041662,0.27415484074114554,-0.1804781822018856,0.23048327137546468,0.02973977695167286,0.3025092936802974,0.016,0.6974907063197027,10.855018587360595,-0.057686720710772965,0.246415793598165,0.8847583643122676,convex_upside,7,0.6,,5
convex_upside_t60_7d,Convex-upside exposure participation overlay.,convex,development,25,False,0.22959379970208427,0.6749980147148931,0.6422280464833208,0.3098916761634122,0.508461363824837,-0.7408840487248674,0.33880678708264916,0.030377668308702793,0.5019157088122606,0.13875,0.49808429118773945,11.087848932676518,-0.4329294666098096,0.44949275810729517,1.2873563218390804,convex_upside,7,0.6,,5
convex_upside_t60_7d,Convex-upside exposure participation overlay.,convex,holdout,25,False,0.2602253465164508,0.9769321674346368,1.2283079353553983,1.4128353669332658,0.27425925009024904,-0.1841866027754544,0.22862453531598512,0.02973977695167286,0.3025092936802974,0.04,0.6974907063197027,10.855018587360595,-0.05983982286898448,0.2445206579453003,0.8847583643122676,convex_upside,7,0.6,,5
convex_upside_t60_7d,Convex-upside exposure participation overlay.,convex,development,50,False,0.19600025318730285,0.6205137664468297,0.5916509383252184,0.26149701960785904,0.508434793664379,-0.7495314993693803,0.33825944170771755,0.030377668308702793,0.5019157088122606,0.2775,0.49808429118773945,11.087848932676518,-0.43432753933400514,0.44949275810729517,1.2873563218390804,convex_upside,7,0.6,,5
convex_upside_t60_7d,Convex-upside exposure participation overlay.,convex,holdout,50,False,0.22640575570058252,0.8771047320018258,1.106541656100865,1.189501097219916,0.2745340760067435,-0.19033673548493113,0.22676579925650558,0.02973977695167286,0.3025092936802974,0.08,0.6974907063197027,10.855018587360595,-0.06342103525723375,0.24136530232033437,0.8847583643122676,convex_upside,7,0.6,,5
convex_upside_t60_7d,Convex-upside exposure participation overlay.,convex,development,100,False,0.13141093786647717,0.5113127296097634,0.48975659754947387,0.16987048647648473,0.5085958731056641,-0.7735948756741122,0.3366174055829228,0.030377668308702793,0.5019157088122606,0.555,0.49808429118773945,11.087848932676518,-0.4371185082202741,0.44949275810729517,1.2873563218390804,convex_upside,7,0.6,,5
convex_upside_t60_7d,Convex-upside exposure participation overlay.,convex,holdout,100,False,0.161336495453553,0.677121596487421,0.8581342009459171,0.7966328012289265,0.27546019089043433,-0.20252303847477415,0.22676579925650558,0.02973977695167286,0.3025092936802974,0.16,0.6974907063197027,10.855018587360595,-0.07055615970418216,0.23506660530718304,0.8847583643122676,convex_upside,7,0.6,,5
relative_winner_e40_b40_7d,ETH/BTC relative-winner tilt overlay.,relative,development,10,False,0.24937829652491073,0.7024541679061884,0.6664630187525681,0.33865391214479035,0.5222330243937734,-0.7363809706066229,0.3404488232074439,0.037705254515599335,0.49808429118773945,0.0688875,0.5019157088122606,13.762417898193757,-0.42956831686974073,0.4910299227953989,1.2873563218390804,relative_winner,7,0.4,0.4,5
relative_winner_e40_b40_7d,ETH/BTC relative-winner tilt overlay.,relative,holdout,10,False,0.28341039708069204,1.116503733957342,1.3293864062373784,1.8555014140072377,0.2512639647235811,-0.15274059881669622,0.2379182156133829,0.03271375464684015,0.2894981412639405,0.017599999999999998,0.7105018587360594,11.940520446096656,-0.05901595238813662,0.20307423163847815,0.8847583643122676,relative_winner,7,0.4,0.4,5
relative_winner_e40_b40_7d,ETH/BTC relative-winner tilt overlay.,relative,development,25,False,0.22389803352001825,0.6630115341997443,0.6304939564786276,0.30115463642339235,0.5221645776860199,-0.7434653378712746,0.33880678708264916,0.037705254515599335,0.49808429118773945,0.17221874999999998,0.5019157088122606,13.762417898193757,-0.43050007394785705,0.4910299227953989,1.2873563218390804,relative_winner,7,0.4,0.4,5
relative_winner_e40_b40_7d,ETH/BTC relative-winner tilt overlay.,relative,holdout,25,False,0.26062762517345006,1.0450717675362633,1.2489764038044775,1.653862235277932,0.25129984591660715,-0.1575872642920899,0.2379182156133829,0.03271375464684015,0.2894981412639405,0.044,0.7105018587360594,11.940520446096656,-0.06171792236683393,0.20053463697722895,0.8847583643122676,relative_winner,7,0.4,0.4,5
