feature,target,target_label,target_type,full_ic,mean_ic,newey_west_t,p_value,positive_fold_fraction,auc,fold_ic_std,holdout_ic,holdout_auc,holdout_sign_consistent
volume_acceleration,btc_30d_upside,BTC 30d > +15%,binary,0.06171688052694647,0.0814409366510291,2.8050393926614854,0.005031043066432872,0.8,0.5395288336464807,0.09054922911358103,0.023163893838093117,0.5264705882352941,True
volume_acceleration,eth_30d_upside,ETH 30d > +20%,binary,0.11102966370142012,0.14353620769771744,5.860301833897774,4.620265947608004e-09,1.0,0.5714077528417372,0.08547613913169151,-0.0690557623742249,0.5557184750733137,False
volume_acceleration,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,0.08073974055856376,0.1021065950739457,3.686907066820553,0.00022699620696009504,0.8666666666666667,0.5502112004360267,0.08562803810834106,0.10021070323166605,0.5841269841269842,True
volume_acceleration,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,-0.05371464447092594,-0.036437498837189386,-0.9506655275647267,0.3417741929122122,0.6666666666666666,0.5330882352941175,0.10943668205525761,-0.004714464290029465,0.5032894736842105,True
volume_acceleration,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,-0.14049783681265654,-0.12005942889584847,-4.386602141810376,1.15135110303477e-05,0.8,,0.09374560770039535,0.2664753794890782,,False
abnormal_volume_zscore,btc_30d_upside,BTC 30d > +15%,binary,0.01884226517001839,0.02271192471277424,2.7351095691969967,0.006235951482262525,0.6666666666666666,0.5120682179505708,0.04371051869965814,-0.030885191784124157,0.5352941176470588,False
abnormal_volume_zscore,eth_30d_upside,ETH 30d > +20%,binary,0.08179940529839318,0.0866234014608605,5.990786973167074,2.088280215417626e-09,1.0,0.552608568930341,0.04311903709857268,-0.012720798332094057,0.5102639296187683,False
abnormal_volume_zscore,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,0.012379363206401225,0.018260047641468578,1.11063039348121,0.26672747468064717,0.5333333333333333,0.507698596539038,0.06412121732418227,0.024579983811540727,0.5206349206349207,True
abnormal_volume_zscore,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,0.016602708291013474,0.016297777385655337,1.0555719677254283,0.2911638135851915,0.8,0.5102272727272728,0.05761110148015166,0.08800333341388332,0.5614035087719298,True
abnormal_volume_zscore,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,0.0999858262295746,0.08786074863033656,4.649787292963308,3.3227753668541027e-06,0.8666666666666667,,0.0742792108770812,0.11048377144267556,,True
volume_breadth,btc_30d_upside,BTC 30d > +15%,binary,-0.007740156379609552,-0.021852461545911906,-2.6474481559917646,0.008110179422596175,0.8,0.5049501373030785,0.03797300581892512,0.023210307869710487,0.5264705882352941,False
volume_breadth,eth_30d_upside,ETH 30d > +20%,binary,-0.008226090414979079,-0.025499228880703335,-0.991604561363678,0.3213904633181246,0.6,0.5052827164092102,0.0752173123888374,0.08649266375972534,0.5696480938416422,False
volume_breadth,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,-0.026934807840799175,-0.04145475852080905,-4.343226408584317,1.404053021802909e-05,0.8666666666666667,0.516725711949857,0.04340691900156946,0.0009472782805961242,0.5007936507936508,False
volume_breadth,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,0.049175480655679844,0.0457852607642644,2.0931802996246063,0.036333062664057225,0.6666666666666666,0.5302473262032085,0.0743980069899757,0.11967240621208729,0.5833333333333333,True
volume_breadth,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,0.1041256292544502,0.07432848964567976,2.859686504437956,0.004240599835420689,0.6666666666666666,,0.10601082331843496,0.002844142371187303,,True
volume_confirmation_of_price_trend,btc_30d_upside,BTC 30d > +15%,binary,0.029065864229217853,0.004645497674524137,0.13351009578600223,0.8937899804671523,0.4,0.5186081803728863,0.12701872558891647,0.09282901131832244,0.6058823529411765,True
volume_confirmation_of_price_trend,eth_30d_upside,ETH 30d > +20%,binary,-0.006403991745423062,-0.0536946141859268,-1.4051558556469246,0.1599749377448847,0.6666666666666666,0.5041168755464879,0.1192764691432157,0.17387288770475767,0.6400293255131966,False
volume_confirmation_of_price_trend,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,-0.021919933098378974,-0.05005181444203656,-1.274473272738913,0.20249573892380845,0.6,0.5136258345823681,0.1321399306236506,0.07482513406596493,0.5626984126984127,False
volume_confirmation_of_price_trend,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,0.13070835846334256,0.11057585853703379,4.9831761032511555,6.254897511048796e-07,0.9333333333333333,0.5804812834224599,0.07733071116751528,0.19365484859663565,0.6348684210526315,True
volume_confirmation_of_price_trend,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,0.29503044488458097,0.24413509300798183,6.390074707364417,1.6580470330040953e-10,0.8666666666666667,,0.16861866005859735,0.1578909457645475,,True
realized_volatility_compression,btc_30d_upside,BTC 30d > +15%,binary,-0.022961108581966202,0.000898883185010511,0.023542683386750526,0.9812173914901872,0.5333333333333333,0.5147058823529411,0.13108794013241518,-0.07464842648993525,0.5852941176470587,True
realized_volatility_compression,eth_30d_upside,ETH 30d > +20%,binary,-0.05823550772584045,-0.023832976102904822,-0.5188445538998216,0.6038691455263316,0.5333333333333333,0.5374526377149519,0.16933854849046537,0.019992293373259733,0.5161290322580645,False
realized_volatility_compression,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,-0.05318888600263708,-0.027177989137722187,-0.7571427443360927,0.44896434801414253,0.6,0.5330767134486987,0.13453296769943152,-0.020801015074740442,0.5174603174603174,True
realized_volatility_compression,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,0.04525174801899084,0.06629877910807615,1.7153159937249831,0.08628730781011695,0.6666666666666666,0.5278743315508021,0.1584724578472175,0.03221948246845747,0.5224780701754386,True
realized_volatility_compression,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,0.11940274837906355,0.18491734056184683,3.3218096120052896,0.0008943569650476935,0.8666666666666667,,0.18883559736625316,-0.030902863725884144,,False
volatility_of_volatility,btc_30d_upside,BTC 30d > +15%,binary,0.08608771451930558,0.05242691280117528,0.8993285457103539,0.36847768682160886,0.6666666666666666,0.5551380257262609,0.1713938141646587,0.3088519178412416,0.8529411764705882,True
volatility_of_volatility,eth_30d_upside,ETH 30d > +20%,binary,0.09868044600401726,0.055718229274219426,1.3380851786967891,0.18086867165637033,0.6666666666666666,0.5634654619644419,0.13325681444598309,-0.04179690880545191,0.533724340175953,False
volatility_of_volatility,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,0.11064740565013487,0.0750961728206208,1.420575824194105,0.15544011088453225,0.8,0.5688104646409592,0.1552778470950124,0.2004214064633321,0.6682539682539682,True
volatility_of_volatility,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,0.03635233514699028,-0.013862653828004867,-0.3411685389509052,0.732976706237642,0.4666666666666667,0.5223930481283422,0.1242971714337131,-0.08171738102717738,0.5570175438596492,False
volatility_of_volatility,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,-0.08437173075235724,-0.10481343347168057,-2.627187059587838,0.008609399142729401,0.8666666666666667,,0.14971021019094224,0.08601752437368877,,False
dispersion_acceleration,btc_30d_upside,BTC 30d > +15%,binary,-0.10504280762447378,-0.11205496296495819,-3.4886924456858224,0.00048538927879615557,0.8,0.567278508454979,0.11458552920913244,-0.19817998061479666,0.7264705882352941,True
dispersion_acceleration,eth_30d_upside,ETH 30d > +20%,binary,-0.13368877874252627,-0.15478722017741256,-6.4308793217031095,1.2686784955917574e-10,1.0,0.585980763625765,0.0833957855748583,-0.10176638665675246,0.5821114369501466,True
dispersion_acceleration,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,-0.11776827829098513,-0.1297598883353476,-4.396026810058887,1.1025032269351698e-05,0.8666666666666667,0.573238860880229,0.10425013364231324,-0.27605212588345746,0.7317460317460317,True
dispersion_acceleration,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,-0.0556679042698687,-0.07076577063241075,-1.7996118149228995,0.07192195419013947,0.6,0.5342914438502673,0.1098405153138032,-0.00942892858005893,0.506578947368421,True
dispersion_acceleration,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,0.1010056627587557,0.07937442684249163,2.9065675403138345,0.003654180026557041,0.7333333333333333,,0.10851406915543949,-0.21519807478711592,,False
upside_semivariance,btc_30d_upside,BTC 30d > +15%,binary,0.06521454651659059,0.0340943052756607,1.0078711621098821,0.31351631745421704,0.5333333333333333,0.5417690417690418,0.12433016085313361,0.14155712901056905,0.6617647058823529,True
upside_semivariance,eth_30d_upside,ETH 30d > +20%,binary,0.14263912918376317,0.06540921419074731,1.8038144164192644,0.07126040506691034,0.6666666666666666,0.5917371028854562,0.1448485729583466,0.18717746117224113,0.6510263929618768,True
upside_semivariance,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,0.10243101414146148,0.058945438575294835,1.7048728598897807,0.08821813910129239,0.6,0.5637007766725712,0.1301886367807753,0.17016911869528198,0.6428571428571429,True
upside_semivariance,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,0.18805551286487807,0.11833107584274623,3.6607379008517893,0.0002514899207968213,0.7333333333333333,0.6158422459893049,0.13306250790573912,0.16186327395767824,0.6129385964912281,True
upside_semivariance,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,-0.02148743596493004,-0.09240121100270324,-1.938438181986927,0.05256978591768391,0.6666666666666666,,0.14966378309886177,0.18946686412439837,,False
downside_to_upside_volatility_ratio,btc_30d_upside,BTC 30d > +15%,binary,-0.01805246962396971,-0.016111754833949957,-0.5413307875868334,0.5882796033535276,0.5333333333333333,0.511562364503541,0.11377679245752961,-0.10037687329840352,0.6147058823529412,True
downside_to_upside_volatility_ratio,eth_30d_upside,ETH 30d > +20%,binary,-0.03240253450878179,-0.01815088294679168,-0.47089390066028164,0.637716503881804,0.5333333333333333,0.52083940542116,0.12876510278742048,-0.15083232308054384,0.6217008797653959,True
downside_to_upside_volatility_ratio,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,-0.002848349056340105,-0.0030716314890904114,-0.09866188069271682,0.9214067359446236,0.5333333333333333,0.5017713584957078,0.12317479010600786,-0.1323537589852193,0.6111111111111112,True
downside_to_upside_volatility_ratio,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,-0.1528968364839084,-0.1651526059079887,-4.5282520166154265,5.947362421432345e-06,0.8666666666666667,0.5941844919786097,0.15590404169101058,-0.14771988108758988,0.6030701754385964,True
downside_to_upside_volatility_ratio,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,-0.1621128367114153,-0.12588656292898223,-2.9897600114789644,0.0027919671158915804,0.8,,0.16001502133188034,-0.1407194866098976,,True
jump_intensity,btc_30d_upside,BTC 30d > +15%,binary,-0.01677546620038858,-0.022658096955618864,-0.8071426144082063,0.41958432293964876,0.5333333333333333,0.510478392831334,0.09089808852217232,0.016091667647010317,0.5176470588235293,False
jump_intensity,eth_30d_upside,ETH 30d > +20%,binary,-0.12221334876098958,-0.12760294543225864,-11.65411488415769,0.0,1.0,0.5766540367239872,0.0449929515397164,-0.046394143276437455,0.5359237536656891,True
jump_intensity,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,-0.0384742704395254,-0.044131993710831145,-2.177518758646107,0.029441883744153907,0.6666666666666666,0.5233342417223055,0.056884022058374874,-0.06895837708598677,0.5555555555555556,True
jump_intensity,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,-0.24429293309773534,-0.22960642860814612,-4.510859326559845,6.456552977152086e-06,0.8666666666666667,0.6467580213903743,0.16880208698970392,-0.04830742175870256,0.5323464912280702,True
jump_intensity,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,-0.09644094783104415,-0.0924986024434253,-2.52937379823606,0.011426625929993772,0.8,,0.1160196338606861,0.054188068858744665,,False
distance_from_30d_lows,btc_30d_upside,BTC 30d > +15%,binary,0.01726267407792104,-0.02957756787146603,-1.303873292358385,0.1922767877801359,0.26666666666666666,0.5110565110565112,0.10143840308991216,0.005147531964020693,0.5058823529411764,True
distance_from_30d_lows,eth_30d_upside,ETH 30d > +20%,binary,0.07862712919263831,-0.005216224934486816,-0.15908548940609404,0.8736015204024019,0.6,0.5505683474205769,0.10559466198141446,0.2580504804510509,0.7082111436950146,True
distance_from_30d_lows,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,0.036480778298509806,-0.02325862494214099,-1.1112796951065251,0.2664479765906469,0.4,0.522687014579643,0.09785054899756514,0.03970612769556579,0.5333333333333333,True
distance_from_30d_lows,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,0.21529263561680215,0.16625614933638486,5.133868167564986,2.838469566057711e-07,0.9333333333333333,0.632620320855615,0.11269175737862713,0.2828678574017679,0.6973684210526315,True
distance_from_30d_lows,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,0.26510417721262686,0.1814539104228887,3.380363922737084,0.0007238991067768374,0.8,,0.21141930322306537,0.26539553251882025,,True
distance_from_90d_lows,btc_30d_upside,BTC 30d > +15%,binary,-0.05111105462286425,-0.10713590532574,-2.27603526393413,0.02284389907978568,0.8,0.5327359445006503,0.1640573667475765,-0.18531115070474494,0.711764705882353,True
distance_from_90d_lows,eth_30d_upside,ETH 30d > +20%,binary,-0.01404865132548581,-0.07764206035148934,-2.132757922155608,0.03294458965631941,0.6666666666666666,0.5090352666860973,0.12183918244139519,0.13992878165303466,0.6129032258064516,False
distance_from_90d_lows,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,-0.057514740560713665,-0.11715047647166973,-2.4351761377947865,0.014884542261093037,0.8,0.5357678157787165,0.14798527319836519,-0.032143055753553265,0.526984126984127,True
distance_from_90d_lows,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,0.17199537674023763,0.13733428402130812,4.83874351332216,1.3066253576887732e-06,0.9333333333333333,0.6059491978609626,0.10294351080187189,0.0660025000604125,0.5460526315789473,True
distance_from_90d_lows,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,0.2831338881352043,0.2304460389888365,9.432752412909677,0.0,0.8666666666666667,,0.1406386871033573,0.1391459953103789,,True
distance_from_180d_lows,btc_30d_upside,BTC 30d > +15%,binary,-0.04975711940106653,-0.13114724400465222,-4.922910048880778,8.526665187247318e-07,0.9333333333333333,0.5318687671628848,0.11482527726340146,-0.2161963424888691,0.7470588235294118,True
distance_from_180d_lows,eth_30d_upside,ETH 30d > +20%,binary,-0.009743419467675643,-0.1101284182440596,-3.1404678537355633,0.0016867821832824426,0.8666666666666667,0.5062663946371321,0.1206396977626356,-0.010903541427509194,0.5087976539589443,True
distance_from_180d_lows,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,-0.05630966980610823,-0.14009921524068322,-6.49756687601905,8.162936993016956e-11,0.9333333333333333,0.5350183948766862,0.0952847257824975,-0.20609371041984148,0.6730158730158731,True
distance_from_180d_lows,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,0.13075989209589042,0.07073587428457187,1.2156589842434127,0.2241148547144034,0.6,0.580548128342246,0.17085152952652405,-0.08643184531720685,0.5603070175438596,False
distance_from_180d_lows,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,0.2182132949966591,0.12075631261668232,4.297400960486353,1.7281243207545316e-05,0.8,,0.1399351182532803,-0.07660742934715538,,False
recovery_from_drawdown,btc_30d_upside,BTC 30d > +15%,binary,0.08231028424091036,0.006073270354178123,0.13514577628123034,0.8924966179060754,0.6666666666666666,0.5527171556583321,0.15803461378884318,-0.07208491029174445,0.5823529411764705,False
recovery_from_drawdown,eth_30d_upside,ETH 30d > +20%,binary,0.1417367346935995,0.02594912924348826,0.5540861704205682,0.5795198742658256,0.5333333333333333,0.591154182454095,0.15425447229458375,0.2363072001128376,0.690615835777126,True
recovery_from_drawdown,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,0.08380954093246515,-0.0006290514214255943,-0.013221571989724935,0.9894510191852464,0.6,0.5521188172775583,0.15621860150932074,0.06430347332864948,0.553968253968254,True
recovery_from_drawdown,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,0.2710766473021875,0.18504457886591866,4.432165751028261,9.3291255769401e-06,0.8666666666666667,0.6669786096256685,0.13944391625994323,0.20277671381739282,0.6414473684210527,True
recovery_from_drawdown,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,0.3200189530122995,0.25880890453055977,7.386871695667428,1.503241975342462e-13,1.0,,0.13172526039178883,0.31131137672251247,,True
assets_rebounding_from_30d_lows_pct,btc_30d_upside,BTC 30d > +15%,binary,0.03035006228320361,-0.007386369357558564,-0.28900929381543905,0.7725742654672398,0.4666666666666667,0.5193669605434311,0.10304394457203075,0.02320276231417506,0.5264705882352941,True
assets_rebounding_from_30d_lows_pct,eth_30d_upside,ETH 30d > +20%,binary,0.05754023323090378,-0.014899059959603285,-0.4198912897495743,0.6745648711025847,0.5333333333333333,0.5368697172835908,0.1123852524598993,0.29488960755590543,0.7375366568914956,True
assets_rebounding_from_30d_lows_pct,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,0.0485465891396037,0.0015287032183114147,0.07179778440262137,0.9427628360623139,0.6,0.5300790298405779,0.10064809196889472,0.07196974471087923,0.5603174603174603,True
assets_rebounding_from_30d_lows_pct,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,0.1790595431885602,0.12963703239258478,4.096250963707072,4.198947292843869e-05,0.9333333333333333,0.6098930481283422,0.11496722900607827,0.3219085660212192,0.7242324561403508,True
assets_rebounding_from_30d_lows_pct,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,0.17367259398321608,0.1160427112456956,2.438993810322152,0.014728220525444424,0.8,,0.1970645797701983,0.29926412094858695,,True
falling_vix_after_high_vix,btc_30d_upside,BTC 30d > +15%,binary,-0.009148226608085144,-0.023279360719312796,-1.3535836750773576,0.17586923805655807,0.6666666666666666,0.5042636219106806,0.06679290414534796,-0.4895430363689528,0.9470588235294117,True
falling_vix_after_high_vix,eth_30d_upside,ETH 30d > +20%,binary,-0.04063700739546795,-0.042020169698062285,-0.9638659024735905,0.33511316078333464,0.6,0.5190177790731565,0.139742664980421,-0.06708363332368857,0.5432551319648093,True
falling_vix_after_high_vix,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,-0.046069081131721,-0.05286800160261206,-2.1627731109867847,0.030558634692305908,0.7333333333333333,0.5208475269110232,0.08656932700237367,-0.22477089680114976,0.6507936507936507,True
falling_vix_after_high_vix,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,0.00029825364794867573,-0.01990751376408452,-0.5179099425121301,0.6045211047044798,0.4666666666666667,0.5001336898395722,0.17106769167484798,-0.13568705589879854,0.5756578947368421,False
falling_vix_after_high_vix,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,-0.007162492144669593,-0.03911758820908135,-1.253414662331401,0.2100548381548797,0.7333333333333333,,0.10214455023441617,0.030461368175643835,,False
equity_momentum_recovery,btc_30d_upside,BTC 30d > +15%,binary,-0.11340769078512923,-0.1262518313274659,-2.266424127175482,0.023425427748464678,0.6666666666666666,0.5726261020378668,0.19842671675064813,0.0308901956920504,0.5352941176470588,False
equity_momentum_recovery,eth_30d_upside,ETH 30d > +20%,binary,-0.04555109350595516,-0.051951393315272446,-1.53564885376746,0.1246245254451579,0.5333333333333333,0.5292917516758963,0.15295451195820267,0.04907388591071364,0.5395894428152492,False
equity_momentum_recovery,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,-0.13115166773989975,-0.13581812338538482,-3.4854831655409964,0.0004912491328132873,0.7333333333333333,0.5815506199754734,0.1712741975151415,0.10211801333109471,0.5857142857142857,False
equity_momentum_recovery,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,0.058280275718815173,0.06386405870901891,2.312891215747755,0.02072862091170924,0.8,0.5358957219251337,0.11539200574541016,-0.10373501843349861,0.5723684210526316,False
equity_momentum_recovery,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,0.002224238346032019,0.010702925182928922,0.25155214711770385,0.8013872503662558,0.4666666666666667,,0.20265608807127217,0.11590178124274211,,True
equity_volatility_compression,btc_30d_upside,BTC 30d > +15%,binary,0.033399334411999874,0.02361202765205892,0.9290939628208728,0.3528403929221975,0.6666666666666666,0.5213903743315508,0.18449020289124365,-0.39129392713957495,0.9470588235294117,False
equity_volatility_compression,eth_30d_upside,ETH 30d > +20%,binary,-0.04860709897305734,-0.058196803129246445,-2.189423273924176,0.02856608957480944,0.4666666666666667,0.53125910813174,0.12567349752511084,0.0772495078094432,0.5623167155425219,False
equity_volatility_compression,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,-0.0027937626248090795,-0.008529164857315419,-0.32613860155490554,0.7443194924831045,0.3333333333333333,0.5017372939092519,0.17543795979038243,-0.18722502539828875,0.6571428571428571,True
equity_volatility_compression,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,-0.05089672172974955,-0.059382407593766416,-2.1507347065212663,0.03149714531635417,0.7333333333333333,0.5313502673796792,0.12101718211734809,0.06915988072788236,0.5482456140350878,False
equity_volatility_compression,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,-0.007396510130520934,-0.02452403991847783,-0.4062363981612025,0.6845689124880221,0.5333333333333333,,0.22354141693025245,-0.18864227656375473,,True
risk_appetite_recovery_score,btc_30d_upside,BTC 30d > +15%,binary,-0.11553580559340616,-0.1303326954944334,-4.317300377194472,1.5794914610012256e-05,0.8666666666666667,0.5739991328226621,0.11238208793449057,-0.3629010034634588,0.9147058823529411,True
risk_appetite_recovery_score,eth_30d_upside,ETH 30d > +20%,binary,-0.07092303007866223,-0.08245989261650213,-3.0695557068355477,0.0021437742162757623,0.8666666666666667,0.5456135237540076,0.09080111765357228,0.20898454402725955,0.6686217008797654,False
risk_appetite_recovery_score,btc_eth_50_50_30d_upside,BTC/ETH 50-50 30d > +15%,binary,-0.13047629715773326,-0.13959050501564754,-4.832027193321169,1.3514978918216514e-06,0.8,0.5811418449380024,0.12906563696135875,-0.02079844784053446,0.5174603174603174,True
risk_appetite_recovery_score,eth_vs_btc_leadership,ETH beats BTC by +5%,binary,-0.0011936587660205766,0.0032863274615008552,0.15378413551587627,0.8777799430514959,0.4,0.5007352941176471,0.10294046471165846,0.12571904773411904,0.5877192982456141,False
risk_appetite_recovery_score,top20_leadership_payoff,Top-20 top-quintile payoff spread,continuous,-0.020317762434108842,-0.018886069220699152,-0.3877056311722369,0.6982338880660057,0.5333333333333333,,0.15540767510818745,0.08768357398494386,,False
