asset,direction,entry_time,exit_time,entry_price,exit_price,qty,notional,bars_held,exit_reason,gross_pnl,entry_cost,exit_cost,funding,net_pnl,ret_on_notional,equity_after
NEAR,1,2025-01-20 01:00:00+00:00,2025-01-20 06:00:00+00:00,4.759,5.237500000000001,1525.0776269512476,7257.844426660988,5,target,729.7496444961726,24.224969199349054,20.659508273798096,0.0,684.8651670230254,0.09436206217196384,98193.16178682107
PEPE,1,2025-01-20 01:00:00+00:00,2025-01-20 07:00:00+00:00,1.5167e-05,1.7436499999999998e-05,321570329.78903717,4877.257191910327,6,target,729.803863456219,7.229194672901544,6.056564149997112,0.0,716.5181046333203,0.14691005137514065,98916.9090861273
BTC,1,2025-01-20 16:00:00+00:00,2025-01-20 17:00:00+00:00,104957.0,100816.57142857142,0.11945250036278005,12537.376080576305,1,stop,-494.58454543063726,14.104548090648343,14.104548090648343,0.0,-522.7936416119339,-0.04169880828747563,98394.11544451537
ETH,1,2025-01-19 22:00:00+00:00,2025-01-20 22:00:00+00:00,3232.4,3318.68,3.280127414540878,10602.683854761934,24,time_stop,283.0093933265861,11.928019336607175,11.928019336607175,0.0,259.15335465337176,0.024442241059274766,98626.93215923863
DOGE,1,2025-01-20 18:00:00+00:00,2025-01-21 11:00:00+00:00,0.35602,0.3934278571428571,19721.519869748132,7021.25550402773,17,target,737.739797927556,9.455605092188742,7.898912442031197,0.0,720.385280393336,0.10260063602301445,99356.77304472415
BTC,1,2025-01-20 18:00:00+00:00,2025-01-21 18:00:00+00:00,102970.0,106895.0,0.09550362986963244,9834.008767676052,24,time_stop,374.8517472383073,11.063259863635558,11.063259863635558,0.0,352.7252275110362,0.03586789841701467,99720.56153209881
SOL,1,2025-01-20 18:00:00+00:00,2025-01-21 18:00:00+00:00,243.87,259.33,25.87665759722559,6310.540488235405,24,time_stop,400.0531264531071,7.928864214015049,7.099358049264831,0.0,385.0249041898272,0.06101298373849597,100113.51530050265
XRP,1,2025-01-20 18:00:00+00:00,2025-01-21 18:00:00+00:00,3.1355,3.2102,2282.4854598709458,7156.73315942535,24,time_stop,170.50166385235963,9.816930096882395,8.500158908518623,0.0,152.1845748469586,0.021264531100552906,100275.51680544649
WLD,1,2025-01-21 19:00:00+00:00,2025-01-22 15:00:00+00:00,2.109,2.339785714285714,3258.7215303534135,6872.643707515349,20,target,752.066376040848,16.982156057787094,11.334037326746385,0.0,723.7501826563146,0.10530884670550895,100999.26698810281
XRP,1,2025-02-02 17:00:00+00:00,2025-02-02 18:00:00+00:00,2.7111,2.5747,4164.6728847591885,11290.844657870637,1,stop_gap,-568.0613814811536,12.702200240104467,13.060393647905874,0.0,-593.823975369164,-0.052593405840122016,100333.26991664246
DOGE,1,2025-02-02 17:00:00+00:00,2025-02-02 18:00:00+00:00,0.28048,0.26674000000000003,36749.11382382195,10307.39144530558,1,stop,-504.93282393931264,11.595815375968778,11.613640303995318,0.0,-528.1422796192768,-0.05123917942010585,99816.72345239915
ADA,1,2025-02-02 17:00:00+00:00,2025-02-02 18:00:00+00:00,0.835,0.7986285714285715,13881.083715777846,11590.7049026745,1,stop,-504.87484486243324,18.644465632335663,21.14140476836537,0.0,-544.6607152631343,-0.046991164026396394,99290.70720276835
UNI,1,2025-02-02 17:00:00+00:00,2025-02-02 18:00:00+00:00,10.094,9.651,1315.8405644686306,13282.094657746356,1,stop_gap,-582.9173700596028,29.377325322007916,34.938578603887,0.0,-647.2332739854977,-0.04872975917303975,98672.85125410485
PEPE,1,2025-02-02 17:00:00+00:00,2025-02-02 19:00:00+00:00,1.1331e-05,1.0762e-05,887138176.685891,10052.162680027832,2,stop,-504.78162253427274,12.555489760879146,14.069807228235318,0.0,-531.4069195233872,-0.05286493428714743,98078.68089064548
UNI,1,2025-02-02 18:00:00+00:00,2025-02-02 19:00:00+00:00,9.651,9.227,1163.2692352076626,11226.711388989152,1,stop,-493.22615572804835,26.951002192579647,31.95414778585179,0.0,-552.1313057064798,-0.04918014604419197,97553.50058713158
FIL,1,2025-02-02 18:00:00+00:00,2025-02-02 19:00:00+00:00,3.852,3.6594285714285717,2560.5636535753756,9863.291193572346,1,stop,-493.0914007170856,20.747823009220546,23.366750524290133,0.0,-537.2059742505963,-0.05446518446101233,97037.04243589021
ADA,1,2025-02-02 18:00:00+00:00,2025-02-02 22:00:00+00:00,0.803,0.7638428571428573,12598.3007555552,10116.435506710826,4,stop,-493.3134624425248,17.461342895261826,22.70791577138476,0.0,-533.4827211091714,-0.05273425810457458,96521.0210576763
XRP,1,2025-02-02 18:00:00+00:00,2025-02-03 00:00:00+00:00,2.5747,2.4340285714285717,3507.2101085545555,9030.013866495414,6,stop,-493.3642562705236,10.15876559980734,10.72608031875351,0.0,-514.2491021890844,-0.056948871817033724,96016.93072108703
XRP,1,2025-02-03 01:00:00+00:00,2025-02-03 02:00:00+00:00,2.393,2.0987,1777.9031717479868,4254.522289992932,1,stop_gap,-523.2369034454322,4.786337576242049,4.926025889589084,0.0,-532.9492669112633,-0.12526653536751095,95454.00646158423
DOGE,1,2025-02-03 01:00:00+00:00,2025-02-03 02:00:00+00:00,0.25463,0.22895,19116.13318973137,4867.540994101299,1,stop_gap,-490.90230031230226,5.47598361836396,5.600919950540315,0.0,-501.9792038812065,-0.10312788418002583,94957.50324132139
ADA,1,2025-02-03 01:00:00+00:00,2025-02-03 02:00:00+00:00,0.765,0.6264,7209.254224407293,5515.079481671579,1,stop_gap,-999.2026355028512,7.602780999364811,9.515419801580448,0.0,-1016.3208363037965,-0.1842803607239686,93948.78518601696
PEPE,1,2025-02-03 01:00:00+00:00,2025-02-03 02:00:00+00:00,9.917e-06,8.901714285714286e-06,472768720.5095339,4688.447401293048,1,stop,-479.9953280944653,5.510141780685217,6.676269329346062,0.0,-492.1817392044966,-0.10497755377798534,93462.11358859314
UNI,1,2025-02-03 01:00:00+00:00,2025-02-03 02:00:00+00:00,8.862,7.789,622.0652548970437,5512.742288897602,1,stop_gap,-667.4760185045282,11.386086193111119,14.493760301539416,0.0,-693.3558649991787,-0.1257733136547239,92780.14380978707
PEPE,1,2025-02-07 21:00:00+00:00,2025-02-08 16:00:00+00:00,8.783e-06,9.572000000000001e-06,950570342.2053235,8348.859315589356,19,target,750.0000000000006,15.494049598188264,13.037253279931697,0.0,721.4686971218806,0.08641524187318891,100678.23492935616
AVAX,1,2025-02-07 21:00:00+00:00,2025-02-08 21:00:00+00:00,23.904,24.525,492.2573791340642,11766.920390820671,24,time_stop,305.6918324422532,43.2337677657164,50.527431240521466,0.0,211.93063343601534,0.018010713627445087,100933.39933055789
ETH,1,2025-02-09 22:00:00+00:00,2025-02-10 00:00:00+00:00,2552.27,2642.6685714285713,8.374031613733315,21372.78966678313,2,target,757.0004949791858,24.04438837513102,24.04438837513102,0.0,708.9117182289237,0.033168890410721186,101551.0712550627
DOGE,1,2025-02-09 22:00:00+00:00,2025-02-10 00:00:00+00:00,0.24188,0.2521785714285714,73487.87813101131,17775.247962329016,2,target,756.8201620663706,22.289383649083536,25.310586181964403,0.0,709.2201922353227,0.03989931357010428,102282.58083094712
ADA,1,2025-02-09 22:00:00+00:00,2025-02-10 00:00:00+00:00,0.656,0.6885071428571429,23276.514795970186,15269.393706156443,2,target,756.652991689002,35.43634232050772,38.81326228245883,0.0,682.4033870860354,0.044690928809498064,103000.42056035365
WLD,1,2025-02-09 22:00:00+00:00,2025-02-10 00:00:00+00:00,1.163,1.2309285714285714,11135.03792608033,12950.049108031424,2,target,756.3872191215985,33.51406775452033,42.5117186308358,0.0,680.3614327362424,0.05253736314515537,103714.29606084441
WLD,1,2025-02-10 02:00:00+00:00,2025-02-10 08:00:00+00:00,1.187,1.2817142857142858,8212.67050255555,9748.439886533437,6,target,777.857220456333,28.652930424947797,30.93521185331593,0.0,718.2690781780693,0.07368041312644204,104432.56513902248
ETH,1,2025-02-17 16:00:00+00:00,2025-02-17 19:00:00+00:00,2755.91,2688.5814285714287,7.755441926301278,21373.299959112952,3,stop,-522.1628256951113,24.04496245400207,24.04496245400207,0.0,-570.2527506031155,-0.026680613274225648,103768.59773354133
UNI,1,2025-02-17 16:00:00+00:00,2025-02-18 06:00:00+00:00,9.859,9.521428571428572,1546.465597198433,15246.60432277935,14,stop,-522.0426008828412,50.29945462171073,44.75897005102756,0.0,-617.1010255555794,-0.04047465340420707,103201.79616260747
NEAR,1,2025-02-17 16:00:00+00:00,2025-02-18 06:00:00+00:00,3.325,3.184,3700.646124891732,12304.64836526501,14,stop,-521.7911036097343,43.41520025631849,39.84575325307795,0.0,-605.0520571191307,-0.04917264103435429,102640.15930574466
SOL,1,2025-02-18 07:00:00+00:00,2025-02-19 07:00:00+00:00,165.3,168.93,85.63541300836869,14155.533770283346,24,time_stop,310.85654922037793,15.924975491568764,17.4997567574734,0.0,277.43181697133576,0.019598824139980313,102917.591122716
UNI,1,2025-02-21 16:00:00+00:00,2025-02-21 18:00:00+00:00,9.178,8.87657142857143,1706.3685660150986,15661.050698886576,2,stop,-514.3482391845514,41.03692579185412,54.518718783811806,0.0,-609.9038837602174,-0.03894399523293661,102223.89156486242
AAVE,1,2025-02-21 16:00:00+00:00,2025-02-21 18:00:00+00:00,255.16,246.68285714285716,60.65051199678373,15475.584641099336,2,stop,-514.1430545555911,35.85238828755212,48.193546160089795,0.0,-598.188989003233,-0.03865372474617796,101661.55496414674
ETH,1,2025-02-21 16:00:00+00:00,2025-02-21 19:00:00+00:00,2723.84,2651.934285714286,7.156426449904755,19492.960621308568,3,stop,-514.5879556135786,21.92958069897214,21.92958069897214,0.0,-558.4471170115229,-0.028648655679376946,100993.57810843865
WLD,1,2025-02-21 16:00:00+00:00,2025-02-21 19:00:00+00:00,1.248,1.187,8434.070618198117,10525.720131511249,3,stop,-514.4783077100847,26.01370510684613,29.67466862578402,0.0,-570.1666814427148,-0.054168900020036166,100449.42513210278
BTC,1,2025-02-21 18:00:00+00:00,2025-02-21 19:00:00+00:00,96972.7,95574.95714285714,0.36366329630885935,35265.411733970126,1,stop,-508.30777482073586,39.67358820071639,39.67358820071639,0.0,-587.6549512221686,-0.01666377683763431,99901.44376908134
NEAR,1,2025-02-21 20:00:00+00:00,2025-02-22 04:00:00+00:00,3.234,3.460714285714286,3303.2486287311986,10682.706065316695,8,target,748.8936533994879,41.55065973345951,38.05282766516877,0.0,669.2901660008596,0.06265174403457838,100521.77728593253
UNI,1,2025-02-21 18:00:00+00:00,2025-02-22 18:00:00+00:00,8.928,8.981,1386.6533521084255,12380.041127624023,24,time_stop,73.49262766174523,39.77847902897814,40.39294650498821,0.0,-6.678797872221118,-0.000539481073073213,100554.8769670893
FIL,1,2025-02-21 18:00:00+00:00,2025-02-22 18:00:00+00:00,3.36,3.442,4617.368313496227,15514.35753334732,24,time_stop,378.62420170669196,52.007252165837016,39.190239140342676,0.0,287.42671040051226,0.018526497780053296,100894.31092965565
BTC,1,2025-02-21 20:00:00+00:00,2025-02-22 20:00:00+00:00,95242.1,96580.1,0.29737124150957184,28322.261520978795,24,time_stop,397.88272113980713,31.86254421110114,31.86254421110114,0.0,334.1576327176049,0.011798409264390432,101260.33110658436
DOGE,1,2025-02-21 20:00:00+00:00,2025-02-22 20:00:00+00:00,0.23998,0.24638,57957.80704477632,13908.71453460542,24,time_stop,370.9299650865678,17.09410493855509,18.141173132720613,0.0,335.69468701529206,0.024135565237180665,101613.1198985382
ETH,1,2025-02-24 04:00:00+00:00,2025-02-24 14:00:00+00:00,2717.98,2658.36,8.521730954255139,23161.894299046384,10,stop,-508.06559949269047,26.057131086427184,26.057131086427184,0.0,-560.1798616655448,-0.024185407913229633,100967.53199832165
LINK,1,2025-02-24 04:00:00+00:00,2025-02-24 14:00:00+00:00,16.821,16.432428571428574,1307.1864694341243,21988.183602351408,10,stop,-507.93531383725883,52.96601487136262,63.41110203129095,0.0,-624.3124307399124,-0.028393087943523843,100396.1855824531
LTC,1,2025-02-24 04:00:00+00:00,2025-02-24 22:00:00+00:00,121.98,118.36857142857144,140.57331433308246,17147.1328823494,18,stop,-507.6704837629021,32.44202367965993,29.77440118984746,0.0,-569.8869086324095,-0.03323511356344763,99792.86644965982
SUI,1,2025-02-24 15:00:00+00:00,2025-02-24 22:00:00+00:00,3.0403,2.882485714285714,3180.8332537212477,9670.687341288709,7,stop,-501.98092791226594,15.094724739152621,15.349673315895602,0.0,-532.4253259673142,-0.05505558262587399,99275.53584843165
BCH,1,2025-02-24 15:00:00+00:00,2025-02-24 22:00:00+00:00,307.4,299.49999999999994,63.53233598589481,19529.840082064064,7,stop,-501.90545428857115,50.77952310135894,42.099800821265895,0.0,-594.784778211196,-0.030455179136742557,98731.53059332182
XRP,1,2025-02-24 22:00:00+00:00,2025-02-24 23:00:00+00:00,2.3648,2.2649,5435.048082362784,12852.80170517151,1,stop_gap,-542.9613034280414,14.459401918317948,16.919873647188368,0.0,-574.3405789935478,-0.04468602194045004,98157.19001432827
BTC,1,2025-02-25 08:00:00+00:00,2025-02-25 10:00:00+00:00,89310.1,87096.65714285715,0.2216478080812156,19795.387904514173,2,stop,-490.6047575987377,22.269811392578443,22.269811392578443,0.0,-535.1443803838945,-0.02703379105098816,97565.23520244351
AAVE,1,2025-02-25 07:00:00+00:00,2025-02-26 07:00:00+00:00,196.67,205.13,39.20910352090264,7711.254389455921,24,time_stop,331.70901578683663,16.27672908115006,21.89428347290273,0.0,293.53800323278386,0.03806618072854096,97854.04357381753
NEAR,1,2025-02-25 07:00:00+00:00,2025-02-26 07:00:00+00:00,2.937,3.039,2879.2388641941748,8456.324544138291,24,time_stop,293.6823641478067,19.961765499401615,36.933556948858126,0.0,236.78704169954696,0.028001177161971827,98110.79238101648
ETH,1,2025-02-25 08:00:00+00:00,2025-02-26 08:00:00+00:00,2368.41,2464.61,4.229381086451793,10016.908458963291,24,time_stop,406.86646051666366,11.269022016333702,11.269022016333702,0.0,384.3284164839963,0.0383679673282921,98506.38981951681
XRP,1,2025-02-25 08:00:00+00:00,2025-02-26 08:00:00+00:00,2.1514,2.2915,3171.4175002511397,6822.987610040303,24,time_stop,444.3155917851843,9.302914903981776,9.04441478818408,0.0,425.96826209301844,0.062431340409616,98941.66099651382
BTC,1,2025-02-25 10:00:00+00:00,2025-02-26 10:00:00+00:00,88335.8,89242.8,0.21137886152013763,18672.320835470575,24,time_stop,191.72062739876483,21.006360939904397,21.006360939904397,0.0,149.70790551895604,0.008017637809359286,99112.37526297268
DOT,1,2025-02-26 19:00:00+00:00,2025-02-27 07:00:00+00:00,4.683,4.977,2527.0737540570362,11834.2863902491,12,target,742.9596836927699,38.17092517614672,38.923308216763395,0.0,665.8654502998597,0.05626578809589244,99727.15660933574
SUI,1,2025-02-26 18:00:00+00:00,2025-02-27 18:00:00+00:00,2.8635,2.828,3506.4521724492497,10040.725795808426,24,time_stop,-124.47905212194945,15.976810928227525,25.25773381449492,0.0,-165.7135968646719,-0.016504145241557164,99577.4198233993
BTC,1,2025-02-26 19:00:00+00:00,2025-02-27 19:00:00+00:00,84255.7,84126.1,0.21127622825006603,17801.226504569087,24,time_stop,-27.381399181206714,20.026379817640223,20.026379817640223,0.0,-67.43415881648716,-0.003788174865320581,99530.01204440044
ETH,1,2025-02-26 19:00:00+00:00,2025-02-27 19:00:00+00:00,2292.6,2291.95,5.8471849296483125,13405.25616971172,24,time_stop,-3.800670204271935,15.080913190925687,15.080913190925687,0.0,-33.96249658612331,-0.002533520893308947,99511.13046100525
BTC,1,2025-02-28 02:00:00+00:00,2025-02-28 04:00:00+00:00,81666.1,79340.6,0.2139564189658249,17472.986306904953,2,stop,-497.55565230502583,19.65710959526807,19.65710959526807,0.0,-536.8698714955619,-0.030725707790625483,98919.59031317386
ETH,1,2025-02-28 02:00:00+00:00,2025-02-28 04:00:00+00:00,2193.56,2106.7457142857143,5.730132577422001,12569.389616529805,2,stop,-497.45736675704984,14.14056331859603,14.14056331859603,0.0,-525.7384933942419,-0.04182689131561739,98407.99238309822
SOL,1,2025-02-28 02:00:00+00:00,2025-02-28 04:00:00+00:00,131.26,125.73428571428572,90.01309843803523,11815.119300976503,2,stop,-497.38666394045634,13.292009213598565,13.58135400637451,0.0,-524.2600271604294,-0.044371962212611776,97897.02436515139
XRP,1,2025-02-28 02:00:00+00:00,2025-02-28 04:00:00+00:00,2.0819,1.9954714285714286,5754.118061587963,11979.49839241998,2,stop,-497.3202038943888,13.476935691472478,15.108064115233699,0.0,-525.9052037010949,-0.043900436101219485,97384.59609714177
DOGE,1,2025-02-28 02:00:00+00:00,2025-02-28 04:00:00+00:00,0.19556,0.18761,62547.5244296769,12231.793877467615,2,stop,-497.25281921593216,13.760768112151066,15.171037544277441,0.0,-526.1846248723607,-0.043017780559698106,96872.17224038155
ETH,1,2025-03-03 07:00:00+00:00,2025-03-03 14:00:00+00:00,2372.97,2276.562857142857,5.024117994240731,11922.081276793426,7,stop,-484.3608612019081,13.412341436392605,13.412341436392605,0.0,-511.18554407469327,-0.04287720677342859,96311.7152785292
SOL,1,2025-03-03 07:00:00+00:00,2025-03-03 18:00:00+00:00,161.79,152.82857142857142,54.04203086980841,8743.460174426302,11,stop,-484.2937994947258,9.927084808420355,9.83639269622959,0.0,-504.0572769993758,-0.057649633776990276,95797.38928607684
XRP,1,2025-03-03 07:00:00+00:00,2025-03-03 18:00:00+00:00,2.677,2.4995714285714286,2729.234419077926,7306.160539871607,11,stop,-484.2441640706836,9.083498437860118,8.219430607355557,0.0,-501.54709311589926,-0.06864714926243778,95304.9256913988
DOGE,1,2025-03-03 07:00:00+00:00,2025-03-03 18:00:00+00:00,0.21989,0.20918285714285714,45222.03103468261,9943.87240421636,11,stop,-484.1987465784946,12.916885463479213,12.219538626815723,0.0,-509.33517066878954,-0.05122100827166923,94808.5074061935
PEPE,1,2025-03-03 07:00:00+00:00,2025-03-03 18:00:00+00:00,8.299e-06,7.858857142857142e-06,1099947788.0747287,9128.466693232172,11,stop,-484.1341621511773,17.343949067905136,15.372087162413067,0.0,-516.8501983814955,-0.05661960718602251,94309.00115687991
BTC,1,2025-03-03 15:00:00+00:00,2025-03-03 18:00:00+00:00,89290.2,86894.9857142857,0.2010503107236765,17951.822454579218,3,stop,-481.55857639264684,20.195800261401622,20.195800261401622,0.0,-521.9501769154501,-0.02907505230937203,93807.24678022586
LINK,1,2025-03-04 02:00:00+00:00,2025-03-04 21:00:00+00:00,13.764,15.213857142857142,485.04904366319954,6676.2150369802785,19,target,703.2518205911159,15.834794535624294,15.521878997070912,0.0,671.8951470584208,0.1006401296747814,94416.84286618678
BTC,1,2025-03-04 02:00:00+00:00,2025-03-05 02:00:00+00:00,83388.5,87462.7,0.1260085523111132,10507.664164395263,24,time_stop,513.3840438259369,11.82112218494467,11.82112218494467,0.0,489.7417994560476,0.046608055966949835,94918.40578782777
PEPE,1,2025-03-04 02:00:00+00:00,2025-03-05 02:00:00+00:00,6.757e-06,7.032e-06,929719597.2901256,6282.115318889379,24,time_stop,255.67288925478445,9.972619109540892,13.98821293944566,0.0,231.71205720579792,0.03688440046763779,95160.09046414311
FIL,1,2025-03-04 02:00:00+00:00,2025-03-05 02:00:00+00:00,2.928,3.024,2721.800046735158,7969.430536840543,24,time_stop,261.2928044865754,18.54362678260618,31.923203088231396,0.0,210.82597461573783,0.026454333674300293,95389.46006554145
SHIB,1,2025-03-04 02:00:00+00:00,2025-03-05 02:00:00+00:00,1.2458e-05,1.3067e-05,759557317.5038104,9462.56506146247,24,time_stop,462.5704063598209,21.961693020414337,37.17405430589939,0.0,403.43465903350716,0.04263480952712784,95814.85641759538
SOL,1,2025-03-07 01:00:00+00:00,2025-03-07 09:00:00+00:00,136.46,146.12,74.36831424328025,10148.300161638024,8,target,718.397915590087,11.64598375400921,11.514825282663203,0.0,695.2371065534146,0.06850773976724761,96456.57871572411
DOGE,1,2025-03-07 01:00:00+00:00,2025-03-07 11:00:00+00:00,0.1918,0.20389857142857143,59364.81667067948,11386.171837436324,10,target,718.2294748342637,14.23435248503974,16.196943012686887,0.0,687.798179336537,0.060406446447184445,97158.61124754569
BTC,1,2025-03-07 01:00:00+00:00,2025-03-07 14:00:00+00:00,85526.2,90366.6357142857,0.1484600696195815,12697.22560629825,13,target,718.6114231319643,14.284378807085531,14.284378807085531,0.0,690.0426655177932,0.05434594035845979,97862.93829187057
ETH,1,2025-03-07 01:00:00+00:00,2025-03-07 14:00:00+00:00,2117.71,2238.4,5.953304252969699,12607.37194955646,13,target,718.5042902909132,14.183293443251017,14.183293443251017,0.0,690.1377034044111,0.0547408061065963,98567.25928871823
XRP,1,2025-03-07 01:00:00+00:00,2025-03-08 01:00:00+00:00,2.4079,2.3676,3744.1259875524265,9015.480965427489,24,time_stop,-150.88827729836362,10.812783689308851,14.150320234956872,0.0,-175.85138122262933,-0.019505490821508372,98402.2206911849
UNI,1,2025-03-10 15:00:00+00:00,2025-03-10 17:00:00+00:00,6.355,6.063714285714286,1689.10138508655,10734.239302225025,2,stop,-492.0111034559252,39.33830288363359,33.933583649389746,0.0,-565.2829899889485,-0.05266167206387648,97804.98139525988
NEAR,1,2025-03-10 15:00:00+00:00,2025-03-10 17:00:00+00:00,2.445,2.3152857142857144,3791.5207969058897,9270.2683484349,2,stop,-491.81441194150585,31.956305936084735,31.626712679380784,0.0,-555.3974305569715,-0.059911688602923695,97281.54027063899
ETH,1,2025-03-10 18:00:00+00:00,2025-03-10 19:00:00+00:00,1917.48,1825.0,5.72350167169118,10974.699985434403,1,stop_gap,-529.3094345980004,12.346537483613703,12.346537483613703,0.0,-554.0025095652278,-0.05047996850032335,96635.3539015982
WLD,1,2025-03-10 18:00:00+00:00,2025-03-11 00:00:00+00:00,0.757,0.7092857142857143,10192.879582815682,7716.0098441914715,6,stop,-486.34596866577675,20.43543419242498,19.889850598125804,0.0,-526.6712534563276,-0.06825694420968112,96119.21088017958
PEPE,1,2025-03-10 18:00:00+00:00,2025-03-11 00:00:00+00:00,5.86e-06,5.482571428571429e-06,1288306790.485884,7549.4777922472795,6,stop,-486.2437914948146,13.36221392588093,12.424974177838417,0.0,-512.030979598534,-0.06782336390529549,95620.54211450693
UNI,1,2025-03-10 18:00:00+00:00,2025-03-11 00:00:00+00:00,5.996,5.666428571428572,1475.179394441396,8845.17564907061,6,stop,-486.1769804251859,28.71331803424256,26.83687722433774,0.0,-541.7271756837662,-0.061245496661300004,95107.5282568574
NEAR,1,2025-03-10 18:00:00+00:00,2025-03-11 00:00:00+00:00,2.319,2.170857142857143,3280.8427163405017,7608.274259193623,6,stop,-486.0334138350143,29.672893323025235,26.6836622050885,0.0,-542.389969363128,-0.07128948706176297,94594.8111808173
WLD,1,2025-03-11 01:00:00+00:00,2025-03-11 07:00:00+00:00,0.719,0.8070714285714286,8055.519200312906,5791.918305024979,6,target,709.4610838561296,15.115374804936538,17.396870413373403,0.0,676.9488386378196,0.11687817455065089,95222.85038932791
PEPE,1,2025-03-11 01:00:00+00:00,2025-03-11 16:00:00+00:00,5.417e-06,6.108928571428571e-06,1025174776.4665327,5553.371764119208,15,target,709.3477185450928,9.430419489295085,8.658035657696097,0.0,691.2592633981016,0.12447559658519254,95923.54007221531
UNI,1,2025-03-11 01:00:00+00:00,2025-03-11 18:00:00+00:00,5.629,6.2379999999999995,1164.6584407207272,6555.862362816973,17,target,709.2769903989229,21.273919274734993,20.905786363027953,0.0,667.0972847611599,0.10175584047413047,96611.91127625121
FIL,1,2025-03-11 01:00:00+00:00,2025-03-11 18:00:00+00:00,2.514,2.7739285714285713,2728.1242385438522,6858.504335699244,17,target,709.117436004363,18.205291363182994,17.191294008248743,0.0,673.7208506329313,0.09823145363139055,97303.83741824732
ETH,1,2025-03-10 19:00:00+00:00,2025-03-11 19:00:00+00:00,1825.0,1951.31,4.8254257070078435,8806.401915289314,24,time_stop,609.4995210521604,9.907202154700478,9.907202154700478,0.0,589.6851167427594,0.06696095890410955,97903.42973714478
ADA,1,2025-03-20 16:00:00+00:00,2025-03-21 08:00:00+00:00,0.7257,0.7063714285714285,25326.09047154522,18379.143855200367,16,stop,-489.51714868572515,38.179606828542916,35.13052124959426,0.0,-562.8272767638623,-0.030623149870205226,97340.6024603809
WLD,1,2025-03-24 15:00:00+00:00,2025-03-25 15:00:00+00:00,0.8948,0.9186,12013.12089602727,10749.340577765202,24,time_stop,285.9122773254482,27.342656954630254,22.268038510510216,0.0,236.30158186030775,0.021982890964408818,97576.90404224122
SOL,1,2025-03-26 14:00:00+00:00,2025-03-26 17:00:00+00:00,141.24,138.25857142857143,163.57942710530847,23103.95828435377,3,stop,-487.7003776696854,25.99195306989799,27.1487150117661,0.0,-540.8410457513495,-0.023409021047168896,96897.5126430933
ADA,1,2025-03-26 14:00:00+00:00,2025-03-26 17:00:00+00:00,0.7477,0.7279142857142857,24638.700126391625,18422.35608450302,3,stop,-487.4942810721774,36.22777101723527,41.47545967807121,0.0,-565.1975117674838,-0.030679979758014276,96368.54290234305
ETH,1,2025-03-26 14:00:00+00:00,2025-03-26 18:00:00+00:00,2028.3,1998.0714285714287,16.1398470769303,32736.45182613773,4,stop,-487.8845202112051,36.82850830440494,36.82850830440494,0.0,-561.541536820015,-0.017153402567949165,95843.82987382743
UNI,1,2025-03-26 14:00:00+00:00,2025-03-26 19:00:00+00:00,6.885,6.708142857142857,2755.4054891111728,18970.966792530424,5,stop,-487.3131422170908,50.266707643328424,67.61286516884125,0.0,-605.1927150292605,-0.031900994906993746,95288.9038664415
DOGE,1,2025-03-26 14:00:00+00:00,2025-03-27 13:00:00+00:00,0.19779,0.19047571428571428,66660.01807285822,13184.684974630627,23,stop,-487.57041790433465,15.22736643160463,14.832770596459456,0.0,-517.6305549323988,-0.03925998656231833,94786.5006779407
FIL,1,2025-03-28 05:00:00+00:00,2025-03-28 06:00:00+00:00,2.958,2.892714285714286,7250.2841284003935,21446.340451808366,1,stop,-473.33997809699787,54.95432447837946,54.33375619773475,0.0,-582.628058773112,-0.027166782140865646,94044.44809865237
UNI,1,2025-03-28 05:00:00+00:00,2025-03-28 07:00:00+00:00,6.576,6.408714285714286,2832.3567843664455,18625.578213993744,2,stop,-473.8128277847283,50.9370394043833,66.70216056545704,0.0,-591.4520277545686,-0.031754827740606714,93503.93311030218
LINK,1,2025-03-28 05:00:00+00:00,2025-03-28 07:00:00+00:00,14.883,14.459285714285713,1116.4721663257696,16616.45525142643,2,stop,-473.0652064746054,40.91946197390829,40.94363711001845,0.0,-554.9283055585322,-0.033396310895544026,92989.92426671756
AAVE,1,2025-03-28 05:00:00+00:00,2025-03-28 08:00:00+00:00,179.57,174.54999999999998,94.33429135213285,16939.608698102496,3,stop,-473.5581425877079,43.63289814211528,51.44925896710188,0.0,-568.640299696925,-0.03356867976298778,92464.91686516274
ETH,1,2025-03-28 05:00:00+00:00,2025-03-28 11:00:00+00:00,1937.4,1894.2428571428572,10.981554199695202,21275.663106489486,6,stop,-473.9325033897028,23.935120994800673,23.935120994800673,0.0,-521.8027453793042,-0.0245258040968013,91967.04924077824
LTC,1,2025-03-31 10:00:00+00:00,2025-04-01 08:00:00+00:00,81.41,85.00571428571428,191.8263839944719,15616.585920989957,22,target,689.7528693058357,33.905724910717204,29.19947061796439,0.0,626.6476737771541,0.04012705958572474,92593.6969145554
BTC,1,2025-04-02 21:00:00+00:00,2025-04-02 22:00:00+00:00,85664.4,83687.7,0.2342128216587131,20063.70083970066,1,stop,-462.9684845727775,22.571663444663244,22.571663444663244,0.0,-508.111811462104,-0.025324929609032425,92023.7662291097
SOL,1,2025-04-02 21:00:00+00:00,2025-04-02 22:00:00+00:00,128.01,123.42142857142856,100.87140049155906,12912.547976924474,1,stop,-462.8556262555537,14.526616474040033,14.526616474040033,0.0,-491.9088592036338,-0.03809541386275626,91546.3839863801
