target,model,fold,auc
target_reversal_spread_1w,elastic_net_C1_l1_0.5,11,0.4948863636363636
target_reversal_spread_1w,elastic_net_C1_l1_0.5,12,0.4135869565217391
target_reversal_spread_1w,elastic_net_C1_l1_0.5,13,0.5565610859728507
target_reversal_spread_1w,elastic_net_C1_l1_0.5,14,0.4010869565217391
target_reversal_spread_1w,gb_depth2,0,0.5811093668236526
target_reversal_spread_1w,gb_depth2,1,0.5544871794871795
target_reversal_spread_1w,gb_depth2,2,0.4981203007518797
target_reversal_spread_1w,gb_depth2,3,0.3390591966173362
target_reversal_spread_1w,gb_depth2,4,0.6079545454545455
target_reversal_spread_1w,gb_depth2,5,0.47697540554683415
target_reversal_spread_1w,gb_depth2,6,0.5217391304347826
target_reversal_spread_1w,gb_depth2,7,0.4521276595744681
target_reversal_spread_1w,gb_depth2,8,0.6651098901098901
target_reversal_spread_1w,gb_depth2,9,0.4881847475832438
target_reversal_spread_1w,gb_depth2,10,0.5303911205073997
target_reversal_spread_1w,gb_depth2,11,0.5852272727272727
target_reversal_spread_1w,gb_depth2,12,0.4092391304347826
target_reversal_spread_1w,gb_depth2,13,0.4589932126696833
target_reversal_spread_1w,gb_depth2,14,0.5842391304347827
target_reversal_spread_1w,gb_depth3,0,0.5494505494505495
target_reversal_spread_1w,gb_depth3,1,0.5790598290598291
target_reversal_spread_1w,gb_depth3,2,0.4922126745435016
target_reversal_spread_1w,gb_depth3,3,0.31712473572938693
target_reversal_spread_1w,gb_depth3,4,0.64375
target_reversal_spread_1w,gb_depth3,5,0.48822605965463106
target_reversal_spread_1w,gb_depth3,6,0.5302226935312832
target_reversal_spread_1w,gb_depth3,7,0.4446808510638298
target_reversal_spread_1w,gb_depth3,8,0.625
target_reversal_spread_1w,gb_depth3,9,0.4903329752953813
target_reversal_spread_1w,gb_depth3,10,0.47357293868921774
target_reversal_spread_1w,gb_depth3,11,0.5920454545454545
target_reversal_spread_1w,gb_depth3,12,0.4173913043478261
target_reversal_spread_1w,gb_depth3,13,0.5260180995475113
target_reversal_spread_1w,gb_depth3,14,0.5804347826086956
