feature,horizon,method,full_sample_ic,mean_ic,n_ic_observations,newey_west_t,p_value,ci_low,ci_high,ic_information_ratio,rolling_ic_stability,elastic_net_abs_coef,random_forest_importance,gradient_boosting_importance,feature_tier,tier_reason
percentile_momentum_63d,4w,cross_sectional,0.0022986080397071123,0.0022986080397071123,360,0.08537117422687367,0.9319663091143242,-0.05047414340275509,0.05507135948216932,0.05391123156225495,0.5044776119402985,0.018565548937694257,0.0,0.0,Tier 3,"unstable, insignificant, redundant, or no holdout support"
volatility_adjusted_momentum_63d,1w,cross_sectional,0.0048446549853811294,0.0048446549853811294,363,0.32711102927571445,0.7435839101490178,-0.02418378771914001,0.03387309768990227,0.11648521929330284,0.5532544378698225,0.0,0.0005859808965142869,0.0029171372053077454,Tier 3,"unstable, insignificant, redundant, or no holdout support"
volatility_adjusted_momentum_63d,2w,cross_sectional,0.01487425298703372,0.01487425298703372,362,0.7370254667662721,0.46110686254975075,-0.024681416618927605,0.05442992259299505,0.36336442496398685,0.5934718100890207,0.0,0.0005859808965142869,0.0029171372053077454,Tier 3,"unstable, insignificant, redundant, or no holdout support"
volatility_adjusted_momentum_63d,4w,cross_sectional,0.006708499189149341,0.006708499189149341,360,0.2584878019606182,0.7960304617605309,-0.044159117429510154,0.05757611580780884,0.1634369442433769,0.4716417910447761,0.0,0.0005859808965142869,0.0029171372053077454,Tier 3,"unstable, insignificant, redundant, or no holdout support"
market_breadth,1w,market_time_series,0.02419382993970572,-0.006323531001433267,312,-0.546146295052221,0.5849653790562641,-0.029017305316288065,0.01637024331342153,-0.47669474930608285,0.6167247386759582,0.03211292013097158,0.007898516583342733,0.02993968574231267,Tier 3,"unstable, insignificant, redundant, or no holdout support"
market_breadth,2w,market_time_series,0.021766073449148673,-0.018838871338844987,311,-1.185661056691662,0.2357561796060852,-0.049981150673856084,0.012303407996166114,-1.0451935934163619,0.5384615384615384,0.03211292013097158,0.007898516583342733,0.02993968574231267,Tier 3,"unstable, insignificant, redundant, or no holdout support"
market_breadth,4w,market_time_series,0.009424029279943916,-0.05493411415370842,309,-2.6879935749210895,0.007188277977311586,-0.09499033480313068,-0.014877893504286158,-2.397465216872272,0.4154929577464789,0.03211292013097158,0.007898516583342733,0.02993968574231267,Tier 3,"unstable, insignificant, redundant, or no holdout support"
cross_sectional_dispersion,1w,market_time_series,-0.0523165943055145,-0.1348172916732686,308,-12.699168617107068,0.0,-0.15562510198327945,-0.11400948136325778,-10.96992911442046,0.9717314487632509,0.06366997051494191,0.16094859373703818,0.12046343021760428,Tier 1,"significant, economically meaningful, stable, and holdout-consistent"
cross_sectional_dispersion,2w,market_time_series,-0.06999069838483003,-0.18117499322380515,307,-14.023600520288895,0.0,-0.2064968059925664,-0.1558531804550439,-12.152499767840999,1.0,0.06366997051494191,0.16094859373703818,0.12046343021760428,Tier 1,"significant, economically meaningful, stable, and holdout-consistent"
cross_sectional_dispersion,4w,market_time_series,-0.08579700277009047,-0.24303818987180748,305,-10.384487900454808,0.0,-0.2889099609899461,-0.19716641875366886,-9.282305361415093,1.0,0.06366997051494191,0.16094859373703818,0.12046343021760428,Tier 1,"significant, economically meaningful, stable, and holdout-consistent"
average_correlation_30d,1w,market_time_series,-0.006356777326139457,0.038208999883229344,312,2.460303735750483,0.013881947582730092,0.007769815207404988,0.0686481845590537,2.1882465427717,0.4564459930313589,0.0,0.06453669227517639,0.07711282179926068,Tier 3,"unstable, insignificant, redundant, or no holdout support"
average_correlation_30d,2w,market_time_series,0.016843992375156852,0.07558075510397515,311,3.909728043961006,9.240008941469036e-05,0.037691091593336154,0.11347041861461414,3.4833993070425855,0.6713286713286714,0.0,0.06453669227517639,0.07711282179926068,Tier 3,"unstable, insignificant, redundant, or no holdout support"
average_correlation_30d,4w,market_time_series,0.03760625724992734,0.11477660978067832,309,5.436935241926334,5.420482729334708e-08,0.07339996187886805,0.15615325768248858,4.836256006051307,0.6830985915492958,0.0,0.06453669227517639,0.07711282179926068,Tier 3,"unstable, insignificant, redundant, or no holdout support"
market_drawdown,1w,market_time_series,0.017587047278897046,-0.15575493418654557,312,-9.819445387563416,0.0,-0.18684423291539984,-0.1246656354576913,-8.58147144099504,0.09059233449477352,0.07253398276203708,0.17361753663914756,0.1671242018459418,Tier 3,"unstable, insignificant, redundant, or no holdout support"
market_drawdown,2w,market_time_series,-0.0041540587511731016,-0.2145123508585632,311,-10.057828451181484,0.0,-0.2563150331893992,-0.1727096685277272,-8.889652073187683,0.9125874125874126,0.07253398276203708,0.17361753663914756,0.1671242018459418,Tier 3,"unstable, insignificant, redundant, or no holdout support"
market_drawdown,4w,market_time_series,-0.005623255633027558,-0.30077500260605233,309,-9.492662749940363,0.0,-0.3628775991732343,-0.23867240603887035,-8.54297134089533,0.8591549295774648,0.07253398276203708,0.17361753663914756,0.1671242018459418,Tier 3,"unstable, insignificant, redundant, or no holdout support"
volatility_expansion_probability,1w,market_time_series,-0.08373885479388606,-0.11217547968652423,204,-7.0639668365456325,1.6182610806936282e-12,-0.1433001926520658,-0.08105076672098266,-7.714143479854835,0.9888268156424581,0.03841745074977086,0.01711587648840831,0.07273323400775518,Tier 1,"significant, economically meaningful, stable, and holdout-consistent"
volatility_expansion_probability,2w,market_time_series,-0.10976132633502189,-0.168380148467622,203,-8.74530551644144,0.0,-0.20611754830757978,-0.13064274862766423,-9.630110842492666,1.0,0.03841745074977086,0.01711587648840831,0.07273323400775518,Tier 1,"significant, economically meaningful, stable, and holdout-consistent"
volatility_expansion_probability,4w,market_time_series,-0.06330859509449498,-0.09597935038244274,201,-6.755413509684413,1.4242829138311208e-11,-0.12382657638569239,-0.06813212437919308,-7.291877862357786,0.8522727272727273,0.03841745074977086,0.01711587648840831,0.07273323400775518,Tier 1,"significant, economically meaningful, stable, and holdout-consistent"
stablecoin_supply_change_7d,1w,market_time_series,0.082269061927525,0.06934708190198095,312,6.086067774008136,1.1571748004257643e-09,0.04701406071737313,0.09168010308658878,5.3175509462957296,0.8362369337979094,0.09104481072661741,0.2813694530449123,0.12309818527686035,Tier 1,"significant, economically meaningful, stable, and holdout-consistent"
stablecoin_supply_change_7d,2w,market_time_series,0.07250241296106971,0.0040941434098392595,311,0.3369134546657385,0.7361821423423838,-0.019723608514750114,0.027911895334428637,0.2896937989496257,0.4160839160839161,0.09104481072661741,0.2813694530449123,0.12309818527686035,Tier 1,"significant, economically meaningful, stable, and holdout-consistent"
stablecoin_supply_change_7d,4w,market_time_series,0.09385411924474724,-0.08109364791319126,309,-3.386637697429069,0.0007075475944027243,-0.1280261999338917,-0.03416109589249085,-3.0546370541254553,0.2746478873239437,0.09104481072661741,0.2813694530449123,0.12309818527686035,Tier 1,"significant, economically meaningful, stable, and holdout-consistent"
stablecoin_supply_change_30d,1w,market_time_series,0.08670335189672207,0.02094169123234655,312,1.53679096347715,0.1243445070295377,-0.005767025691996254,0.047650408156689354,1.3384138543631319,0.5853658536585366,0.06305117082801705,0.04187063326714882,0.025420806210924476,Tier 3,"unstable, insignificant, redundant, or no holdout support"
stablecoin_supply_change_30d,2w,market_time_series,0.10439789427644747,-0.0073508319491139154,311,-0.3869228157428679,0.6988133496782072,-0.044587278170569,0.02988561427234117,-0.3415259701629687,0.3986013986013986,0.06305117082801705,0.04187063326714882,0.025420806210924476,Tier 3,"unstable, insignificant, redundant, or no holdout support"
stablecoin_supply_change_30d,4w,market_time_series,0.11153918368711692,-0.09453934657809768,309,-3.4674658698206002,0.0005253904568855994,-0.14797811894088328,-0.04110057421531207,-3.0975294381360383,0.1936619718309859,0.06305117082801705,0.04187063326714882,0.025420806210924476,Tier 3,"unstable, insignificant, redundant, or no holdout support"
stablecoin_supply_change_90d,1w,market_time_series,0.052156783447592094,-0.08839755597754073,312,-5.833859382733005,5.415977000211569e-09,-0.11809645654219791,-0.05869865541288355,-5.104435719626825,0.21254355400696864,0.0,0.054392773333557604,0.06855262660660033,Tier 2,development/full-sample evidence exists but holdout or stability evidence is weaker
stablecoin_supply_change_90d,2w,market_time_series,0.04240424139805149,-0.11773294299500736,311,-5.3239037245842145,1.0156367524771781e-07,-0.16107643307441072,-0.07438945291560402,-4.726776979738997,0.19230769230769232,0.0,0.054392773333557604,0.06855262660660033,Tier 2,development/full-sample evidence exists but holdout or stability evidence is weaker
stablecoin_supply_change_90d,4w,market_time_series,0.05186356890613867,-0.17808184801737867,309,-5.515628825488895,3.475350585091519e-08,-0.24136392031728982,-0.11479977571746754,-4.947705129489968,0.1936619718309859,0.0,0.054392773333557604,0.06855262660660033,Tier 2,development/full-sample evidence exists but holdout or stability evidence is weaker
