feature,horizon,regime,method,full_period_ic,mean_ic,newey_west_t,p_value,n_ic_observations,sign_consistent_with_development,feature_tier,tier_reason,primary_ic,primary_t_stat,holdout_ic,stable_across_regimes,holdout_sign_consistent
distance_to_200dma,4w,2022_bear,cross_sectional,0.010506469794395495,0.010506469794395495,0.1315658866534289,0.8953276694238343,52,False,Tier 3,"unstable, insignificant, redundant, or no holdout support",0.007050755974904581,0.43375430496356465,0.04987468671679198,False,True
distance_to_200dma,4w,2023_2024_recovery,cross_sectional,0.019739393733201778,0.019739393733201778,0.4168897277810504,0.6767590674222816,104,False,Tier 3,"unstable, insignificant, redundant, or no holdout support",0.007050755974904581,0.43375430496356465,0.04987468671679198,False,True
distance_to_200dma,4w,2025_2026_holdout,cross_sectional,0.05044117142170495,0.05044117142170495,0.79914749813545,0.4242048907518323,73,False,Tier 3,"unstable, insignificant, redundant, or no holdout support",0.007050755974904581,0.43375430496356465,0.04987468671679198,False,True
trend_slope_63d,1w,2020_2021_bull,cross_sectional,-0.007862513426423202,-0.007862513426423202,-0.32728588038360545,0.7434516707337804,105,True,Tier 3,"unstable, insignificant, redundant, or no holdout support",0.00171936688260922,0.10479195296879404,0.04916897506925207,False,True
trend_slope_63d,1w,2022_bear,cross_sectional,0.0030026990553306265,0.0030026990553306265,0.0623737975991136,0.9502651608069084,52,False,Tier 3,"unstable, insignificant, redundant, or no holdout support",0.00171936688260922,0.10479195296879404,0.04916897506925207,False,True
trend_slope_63d,1w,2023_2024_recovery,cross_sectional,-0.005754771544245226,-0.005754771544245226,-0.16455147174349874,0.8692970303295142,104,True,Tier 3,"unstable, insignificant, redundant, or no holdout support",0.00171936688260922,0.10479195296879404,0.04916897506925207,False,True
trend_slope_63d,1w,2025_2026_holdout,cross_sectional,0.04916897506925207,0.04916897506925207,1.5339379995771545,0.12504490644084632,76,False,Tier 3,"unstable, insignificant, redundant, or no holdout support",0.00171936688260922,0.10479195296879404,0.04916897506925207,False,True
trend_slope_63d,2w,2020_2021_bull,cross_sectional,-0.007060508413891872,-0.007060508413891872,-0.22745225757613846,0.8200720892512181,105,False,Tier 3,"unstable, insignificant, redundant, or no holdout support",0.00171936688260922,0.10479195296879404,0.04916897506925207,False,True
trend_slope_63d,2w,2022_bear,cross_sectional,0.003995565837671093,0.003995565837671093,0.06739271657316148,0.9462690673409855,52,True,Tier 3,"unstable, insignificant, redundant, or no holdout support",0.00171936688260922,0.10479195296879404,0.04916897506925207,False,True
trend_slope_63d,2w,2023_2024_recovery,cross_sectional,0.00646327356853672,0.00646327356853672,0.1485470955975144,0.8819110212861774,104,True,Tier 3,"unstable, insignificant, redundant, or no holdout support",0.00171936688260922,0.10479195296879404,0.04916897506925207,False,True
trend_slope_63d,2w,2025_2026_holdout,cross_sectional,0.07252130325814535,0.07252130325814535,1.7207240054906117,0.08530091815984742,75,True,Tier 3,"unstable, insignificant, redundant, or no holdout support",0.00171936688260922,0.10479195296879404,0.04916897506925207,False,True
trend_slope_63d,4w,2020_2021_bull,cross_sectional,-0.01721446473326172,-0.01721446473326172,-0.3940250076634228,0.6935625762477611,105,True,Tier 3,"unstable, insignificant, redundant, or no holdout support",0.00171936688260922,0.10479195296879404,0.04916897506925207,False,True
trend_slope_63d,4w,2022_bear,cross_sectional,-0.01720647773279352,-0.01720647773279352,-0.24301440505967384,0.8079942382776575,52,True,Tier 3,"unstable, insignificant, redundant, or no holdout support",0.00171936688260922,0.10479195296879404,0.04916897506925207,False,True
trend_slope_63d,4w,2023_2024_recovery,cross_sectional,0.021414112203585887,0.021414112203585887,0.3914512334430317,0.6954637285707321,104,False,Tier 3,"unstable, insignificant, redundant, or no holdout support",0.00171936688260922,0.10479195296879404,0.04916897506925207,False,True
