candidate,universe_size,rebalance_days,momentum_signal,top_k,threshold_set,risk_on_votes,neutral_policy,median_fold_sharpe,worst_fold_sharpe,positive_fold_fraction,development_sharpe,development_cagr,development_max_drawdown,development_turnover,development_exposure
u20_r14_volatility_adjusted_momentum_k3_strict_v4_btc_eth,20,14,volatility_adjusted_momentum,3,strict,4,btc_eth,1.1404883254034663,-0.9079689576071682,0.6,0.8377840538782596,0.1844436668761591,-0.2775852517753318,5.151627108523661,0.16634323530875256
u30_r7_volatility_adjusted_momentum_k10_balanced_v4_reduced_momentum,30,7,volatility_adjusted_momentum,10,balanced,4,reduced_momentum,1.1402397435123357,-0.754243831971868,0.7333333333333333,1.0760087843971036,0.4121388257030847,-0.6156469077580218,15.619183917063738,0.2907462242014275
u50_r7_momentum_126d_k5_strict_v3_reduced_momentum,50,7,momentum_126d,5,strict,3,reduced_momentum,1.1401008290671932,-0.13128394214116113,0.8666666666666667,1.1999411604706078,0.7433486253335233,-0.6562474835124588,20.231859256130022,0.42737697413060755
u30_r14_momentum_63d_k3_strict_v4_btc_eth,30,14,momentum_63d,3,strict,4,btc_eth,1.139762010630691,-0.6553293482423288,0.6666666666666666,0.906442754792249,0.2181765397378681,-0.21785166514469279,5.270760229178079,0.15531565572133524
u20_r14_momentum_63d_k3_strict_v3_reduced_momentum,20,14,momentum_63d,3,strict,3,reduced_momentum,1.1384380068456361,-0.40130004201206315,0.8666666666666667,1.0006274716329095,0.4064053902850677,-0.5066975192465039,10.17445523846574,0.31575985252300176
u30_r14_momentum_21d_k10_strict_v4_reduced_momentum,30,14,momentum_21d,10,strict,4,reduced_momentum,1.138334801886543,-0.8432133181315528,0.7333333333333333,1.014192244242588,0.30840947215370895,-0.43052378243881073,6.693502523132102,0.1693206448982894
u20_r7_momentum_21d_k3_strict_v4_reduced_momentum,20,7,momentum_21d,3,strict,4,reduced_momentum,1.1376130396820876,-0.7239724416332508,0.7333333333333333,1.0093797677120981,0.3116576229732504,-0.6260028157749415,10.184780625560235,0.15017491254372814
u10_r7_momentum_126d_k5_strict_v3_reduced_momentum,10,7,momentum_126d,5,strict,3,reduced_momentum,1.137228995832127,-0.6128080757440258,0.8,1.181610659463024,0.655347260738721,-0.7517950066248349,16.97414329716561,0.44011665969069624
u50_r7_momentum_21d_k3_strict_v4_btc_eth,50,7,momentum_21d,3,strict,4,btc_eth,1.1363025585211475,-0.43072332160724164,0.8666666666666667,1.0616172044826684,0.2429132802630838,-0.20525377987523852,8.00732083910799,0.14047131564197904
u20_r7_momentum_63d_k5_balanced_v4_reduced_momentum,20,7,momentum_63d,5,balanced,4,reduced_momentum,1.1361427672136952,-0.7641664883536649,0.8666666666666667,1.2088994388012961,0.5008527583433033,-0.5375955679478901,15.87070960664025,0.29740612463054444
u30_r14_momentum_21d_k10_strict_v3_btc_eth,30,14,momentum_21d,10,strict,3,btc_eth,1.1354608865338085,-0.7376452293286467,0.8,1.2707285014028697,0.6957809914675805,-0.63518621879187,12.116005789302331,0.42272333892231834
u50_r7_momentum_126d_k5_balanced_v3_btc_eth,50,7,momentum_126d,5,balanced,3,btc_eth,1.1349357966661142,-0.2614552738774472,0.8,1.1802433254276634,0.803103706007992,-0.7064687099354565,27.364712000181306,0.6199932068255248
u20_r14_momentum_126d_k10_strict_v4_reduced_momentum,20,14,momentum_126d,10,strict,4,reduced_momentum,1.134532109905285,-0.8238802872387857,0.6,0.8338661140981547,0.22953132534384113,-0.42068888810452265,5.796226096401204,0.18482955322933772
u20_r7_volatility_adjusted_momentum_k10_balanced_v3_reduced_momentum,20,7,volatility_adjusted_momentum,10,balanced,3,reduced_momentum,1.1345156177608477,-1.0197203037162959,0.7333333333333333,1.0025612777298483,0.550560678906231,-0.8213232578080811,22.393780066862764,0.6230129861528655
u20_r7_momentum_63d_k10_strict_v3_reduced_momentum,20,7,momentum_63d,10,strict,3,reduced_momentum,1.1340851580299156,-0.7530271782095196,0.8,1.0673931367636302,0.5365128836506541,-0.6599384247440385,18.70468362003287,0.43901991342314756
u10_r7_momentum_21d_k3_balanced_v3_reduced_momentum,10,7,momentum_21d,3,balanced,3,reduced_momentum,1.1338435229085349,-0.8648000408557893,0.7333333333333333,1.1502886428425998,0.5589754563384959,-0.7876763140281502,20.332242114281552,0.430414720161755
u50_r7_momentum_63d_k10_balanced_v3_reduced_momentum,50,7,momentum_63d,10,balanced,3,reduced_momentum,1.1321815158648048,-0.6949114249641667,0.8,1.1929120285631423,0.8456692223440543,-0.7618219301906329,26.16253950559997,0.6201169298890521
u30_r14_momentum_63d_k5_balanced_v3_btc_eth,30,14,momentum_63d,5,balanced,3,btc_eth,1.1306919889584777,-0.7726381758213997,0.8,1.1979483636754629,0.7896785788680578,-0.7330344164660381,14.755649600840924,0.5943296158956932
u10_r14_momentum_63d_k5_balanced_v3_btc_eth,10,14,momentum_63d,5,balanced,3,btc_eth,1.130335921129516,-0.9712927527729598,0.7333333333333333,0.9965524845455107,0.540729351991637,-0.8448470235177695,12.725220430074343,0.5958194361204676
u20_r14_volatility_adjusted_momentum_k10_strict_v4_btc_eth,20,14,volatility_adjusted_momentum,10,strict,4,btc_eth,1.1302874658968796,-0.9106129318337012,0.6666666666666666,0.8295686533717879,0.19504621823611057,-0.33413392781673146,5.495583525355134,0.1824966020837136
u30_r14_momentum_21d_k3_strict_v3_btc_eth,30,14,momentum_21d,3,strict,3,btc_eth,1.1302339128275023,-0.4814200482067771,0.8,1.2918119671711494,0.6067145404368379,-0.6924442140364788,11.27432920058465,0.3213246487465523
u20_r14_momentum_63d_k3_strict_v3_btc_eth,20,14,momentum_63d,3,strict,3,btc_eth,1.1293329520823088,-0.5321989812353959,0.8,1.2346534571768795,0.5187491920947436,-0.45266218260840474,10.362061251045382,0.3171916151487816
u50_r14_momentum_21d_k5_strict_v3_reduced_momentum,50,14,momentum_21d,5,strict,3,reduced_momentum,1.1293312549553918,-0.7478843070661872,0.8,1.2338581536390898,0.7664391062495544,-0.7952280843115057,13.038210087646371,0.40655259911151387
u30_r14_momentum_126d_k5_balanced_v3_btc_eth,30,14,momentum_126d,5,balanced,3,btc_eth,1.1284055468715655,-0.6143603450981485,0.8,1.1201064264157985,0.7194713089805382,-0.8160089498001266,14.163520486421431,0.5977975689984971
u30_r14_momentum_63d_k10_strict_v4_btc_eth,30,14,momentum_63d,10,strict,4,btc_eth,1.1276122074766994,-0.7174204307658412,0.6666666666666666,0.8310007306782403,0.19543035490947558,-0.2583259526816908,5.484881006403504,0.16961400819483166
u10_r14_momentum_21d_k10_strict_v3_btc_eth,10,14,momentum_21d,10,strict,3,btc_eth,1.1274118536929019,-0.8941179309771956,0.8,1.1214644329395922,0.5599007156632392,-0.6822206167239127,9.461828335136035,0.42904197124375043
u10_r14_momentum_63d_k10_strict_v3_btc_eth,10,14,momentum_63d,10,strict,3,btc_eth,1.1274118536929019,-0.8941179309771956,0.8,1.1214644329395922,0.5599007156632392,-0.6822206167239127,9.461828335136035,0.42904197124375043
u10_r14_momentum_126d_k10_strict_v3_btc_eth,10,14,momentum_126d,10,strict,3,btc_eth,1.1274118536929019,-0.8941179309771956,0.8,1.1214644329395922,0.5599007156632392,-0.6822206167239127,9.461828335136035,0.42904197124375043
u10_r14_volatility_adjusted_momentum_k10_strict_v3_btc_eth,10,14,volatility_adjusted_momentum,10,strict,3,btc_eth,1.1274118536929019,-0.8941179309771956,0.8,1.1214644329395922,0.5599007156632392,-0.6822206167239127,9.461828335136035,0.42904197124375043
u20_r14_momentum_21d_k10_strict_v4_btc_eth,20,14,momentum_21d,10,strict,4,btc_eth,1.1242864815565277,-0.9106129318337012,0.6666666666666666,0.8410112361048522,0.1997236093892938,-0.3513766830385364,5.486959313930464,0.17945627138594245
u30_r7_momentum_21d_k3_strict_v3_reduced_momentum,30,7,momentum_21d,3,strict,3,reduced_momentum,1.124175970814992,-0.4686280383159809,0.8,1.276049846410886,0.6757893826720902,-0.744300407587255,20.360190339278038,0.32474260705145264
u30_r14_momentum_21d_k5_strict_v4_reduced_momentum,30,14,momentum_21d,5,strict,4,reduced_momentum,1.1226534745057613,-0.8339358214953424,0.6,1.138860436049774,0.3961333932136768,-0.51633653252265,6.833328211974631,0.16831189136367922
u10_r14_momentum_63d_k3_strict_v4_reduced_momentum,10,14,momentum_63d,3,strict,4,reduced_momentum,1.1211518507571077,-1.3882557080454452,0.6,0.775847761962358,0.207833410318067,-0.5132466036707874,5.772773942830361,0.16378956796379665
u30_r7_momentum_63d_k10_strict_v4_reduced_momentum,30,7,momentum_63d,10,strict,4,reduced_momentum,1.1203999906516051,-0.46850102849724934,0.8,1.0955959262180648,0.3162312069888258,-0.34750201046349516,9.459372781165278,0.15769426831280975
u10_r14_momentum_126d_k5_strict_v3_btc_eth,10,14,momentum_126d,5,strict,3,btc_eth,1.120208420292036,-0.867918104228415,0.8,1.1528900596703318,0.6125815936311565,-0.7435100041769891,10.06586827454964,0.421493841001587
u20_r7_momentum_63d_k3_balanced_v3_reduced_momentum,20,7,momentum_63d,3,balanced,3,reduced_momentum,1.1191476070364637,-0.37641072255438607,0.8666666666666667,1.0539329332866119,0.5161924722295748,-0.5745281816256967,18.954486026945002,0.4347512468757944
u20_r14_volatility_adjusted_momentum_k5_strict_v4_reduced_momentum,20,14,volatility_adjusted_momentum,5,strict,4,reduced_momentum,1.1185495317735554,-1.0842845559972054,0.6,0.8290258048568497,0.23483098949764947,-0.39922249388079534,6.592793464857746,0.18476889433664567
u20_r7_momentum_21d_k10_strict_v4_btc_eth,20,7,momentum_21d,10,strict,4,btc_eth,1.1181855880217164,-0.528777423507796,0.9333333333333333,1.1875663863849457,0.2953345359627946,-0.22014211341203005,8.180266094059197,0.16575305617955344
u10_r14_momentum_126d_k5_balanced_v3_btc_eth,10,14,momentum_126d,5,balanced,3,btc_eth,1.1162785749901631,-0.8031449082266762,0.8,1.0275082310531753,0.5633676908055794,-0.8121156892005337,12.047420460888628,0.5928279799668759
u30_r14_momentum_21d_k5_balanced_v3_reduced_momentum,30,14,momentum_21d,5,balanced,3,reduced_momentum,1.116236079132347,-0.99429457771751,0.8,1.126437639144167,0.7118912323799902,-0.8197960016310726,16.3135620365211,0.590663335075732
u30_r14_volatility_adjusted_momentum_k10_strict_v4_btc_eth,30,14,volatility_adjusted_momentum,10,strict,4,btc_eth,1.115446322342464,-0.5680765494834306,0.7333333333333333,0.8468722224144511,0.19728863766952132,-0.2394682708584539,5.490114283860347,0.16950280970184634
u10_r7_momentum_63d_k3_balanced_v3_reduced_momentum,10,7,momentum_63d,3,balanced,3,reduced_momentum,1.1152769401468456,-0.625343595448715,0.8666666666666667,1.3021137686844029,0.6714592279302174,-0.6141291462909679,16.911611654490216,0.43050260583993716
u20_r14_momentum_21d_k3_balanced_v4_reduced_momentum,20,14,momentum_21d,3,balanced,4,reduced_momentum,1.1151001087777963,-0.8861322351206318,0.7333333333333333,0.9321098344439706,0.3375031484166737,-0.7018698224740704,9.602408582339555,0.2507427494800921
u30_r7_momentum_126d_k3_balanced_v3_btc_eth,30,7,momentum_126d,3,balanced,3,btc_eth,1.1150875936866214,-0.6494258707087565,0.8,1.0418464452692289,0.4926736716747455,-0.6877496061309336,22.181113888057197,0.43825661216300554
u10_r7_momentum_21d_k10_strict_v4_reduced_momentum,10,7,momentum_21d,10,strict,4,reduced_momentum,1.1139322111996441,-0.7874844342342961,0.7333333333333333,1.0212588525464656,0.2787093141156254,-0.4494334220466347,7.351943076081006,0.1724137931034483
u10_r7_momentum_63d_k10_strict_v4_reduced_momentum,10,7,momentum_63d,10,strict,4,reduced_momentum,1.1139322111996441,-0.7874844342342961,0.7333333333333333,1.0212588525464656,0.2787093141156254,-0.4494334220466347,7.351943076081006,0.1724137931034483
u10_r7_momentum_126d_k10_strict_v4_reduced_momentum,10,7,momentum_126d,10,strict,4,reduced_momentum,1.1139322111996441,-0.7874844342342961,0.7333333333333333,1.0212588525464656,0.2787093141156254,-0.4494334220466347,7.351943076081006,0.1724137931034483
u10_r7_volatility_adjusted_momentum_k10_strict_v4_reduced_momentum,10,7,volatility_adjusted_momentum,10,strict,4,reduced_momentum,1.1139322111996441,-0.7874844342342961,0.7333333333333333,1.0212588525464656,0.2787093141156254,-0.4494334220466347,7.351943076081006,0.1724137931034483
u50_r7_momentum_126d_k3_balanced_v3_reduced_momentum,50,7,momentum_126d,3,balanced,3,reduced_momentum,1.1125608354054999,-0.2638296672268609,0.8,0.78316454364271,0.3325099207929656,-0.7921306513532834,16.61554293897598,0.43743842364532015
u30_r14_momentum_21d_k3_balanced_v3_reduced_momentum,30,14,momentum_21d,3,balanced,3,reduced_momentum,1.1120275560929984,-0.672454799606832,0.8,1.0437827910738509,0.5289055799973459,-0.8099307066365073,15.110368428856342,0.43143313797699684
u30_r14_volatility_adjusted_momentum_k10_balanced_v3_btc_eth,30,14,volatility_adjusted_momentum,10,balanced,3,btc_eth,1.111988256937976,-0.9249215767273627,0.8,1.1260955896169524,0.6751942209922333,-0.7747462612511294,14.40750179994362,0.6007907218212672
u30_r14_momentum_126d_k10_balanced_v3_btc_eth,30,14,momentum_126d,10,balanced,3,btc_eth,1.1116039067590502,-0.7936704513494021,0.8,1.1982743733454515,0.7702000195493388,-0.7878236610962267,13.481943238220893,0.6025395428100242
u50_r14_volatility_adjusted_momentum_k5_balanced_v3_btc_eth,50,14,volatility_adjusted_momentum,5,balanced,3,btc_eth,1.1113878211756676,-0.6151015098584471,0.8,1.1507887592496033,0.7245435733770154,-0.7417004900785883,15.293981707877894,0.5947845696990025
u10_r7_momentum_21d_k5_strict_v4_btc_eth,10,7,momentum_21d,5,strict,4,btc_eth,1.10980039582748,-0.8932699873849815,0.8,1.0190954732105637,0.24288422674432075,-0.30693273306299396,8.170205847547324,0.1682406287240093
u10_r7_volatility_adjusted_momentum_k3_strict_v3_reduced_momentum,10,7,volatility_adjusted_momentum,3,strict,3,reduced_momentum,1.1079066171954168,-0.5802077815362678,0.8666666666666667,1.0681223816095025,0.4458122361912027,-0.7327470343359866,15.92797946264963,0.3250624687656172
u30_r14_momentum_126d_k3_balanced_v3_btc_eth,30,14,momentum_126d,3,balanced,3,btc_eth,1.10773942328487,-0.8114904231441721,0.8,0.7527743605195215,0.2893224176123248,-0.814047786088343,12.366318881981105,0.4314055250665526
u20_r14_momentum_126d_k10_balanced_v3_btc_eth,20,14,momentum_126d,10,balanced,3,btc_eth,1.1075799423121226,-0.8878356263907783,0.7333333333333333,1.0194125085671477,0.5636041525383444,-0.7794764050987514,13.120041986003859,0.6083472590739453
u30_r14_momentum_126d_k10_balanced_v4_reduced_momentum,30,14,momentum_126d,10,balanced,4,reduced_momentum,1.10733834446477,-1.0105398452585992,0.8,1.081217269083229,0.4140225037551024,-0.5630396937295612,8.034112160189746,0.279796113847838
u10_r14_momentum_21d_k10_balanced_v3_btc_eth,10,14,momentum_21d,10,balanced,3,btc_eth,1.1070110661337864,-1.078623632982583,0.7333333333333333,1.0103326036954534,0.5329376870654405,-0.8175568578986124,10.131596737069916,0.6023554171258089
u10_r14_momentum_63d_k10_balanced_v3_btc_eth,10,14,momentum_63d,10,balanced,3,btc_eth,1.1070110661337864,-1.078623632982583,0.7333333333333333,1.0103326036954534,0.5329376870654405,-0.8175568578986124,10.131596737069916,0.6023554171258089
u10_r14_momentum_126d_k10_balanced_v3_btc_eth,10,14,momentum_126d,10,balanced,3,btc_eth,1.1070110661337864,-1.078623632982583,0.7333333333333333,1.0103326036954534,0.5329376870654405,-0.8175568578986124,10.131596737069916,0.6023554171258089
u10_r14_volatility_adjusted_momentum_k10_balanced_v3_btc_eth,10,14,volatility_adjusted_momentum,10,balanced,3,btc_eth,1.1070110661337864,-1.078623632982583,0.7333333333333333,1.0103326036954534,0.5329376870654405,-0.8175568578986124,10.131596737069916,0.6023554171258089
u20_r7_momentum_126d_k10_strict_v4_reduced_momentum,20,7,momentum_126d,10,strict,4,reduced_momentum,1.106233163419019,-0.4477058813023241,0.8,0.9837390647280284,0.2672697538605122,-0.38719528570638395,8.370826491516148,0.16666666666666666
u10_r14_volatility_adjusted_momentum_k5_balanced_v3_reduced_momentum,10,14,volatility_adjusted_momentum,5,balanced,3,reduced_momentum,1.106144670180441,-1.1186180677086566,0.7333333333333333,0.9946203621163805,0.5473634771019746,-0.8730761027506624,12.595987764863658,0.5991660616796521
u30_r7_volatility_adjusted_momentum_k5_balanced_v3_reduced_momentum,30,7,volatility_adjusted_momentum,5,balanced,3,reduced_momentum,1.1059840736175606,-0.5677019961252293,0.8,1.0570838944812018,0.6402681909418029,-0.7188228760726236,26.72131909737679,0.6147945713292053
u30_r7_momentum_63d_k3_strict_v3_btc_eth,30,7,momentum_63d,3,strict,3,btc_eth,1.1047049038997763,-0.6461069201070172,0.8,1.0821825398251443,0.43772630843986393,-0.45791402052148056,19.224763901607535,0.3250288133011746
u20_r14_momentum_21d_k10_strict_v4_reduced_momentum,20,14,momentum_21d,10,strict,4,reduced_momentum,1.1046092681955637,-1.0204537822614095,0.6,0.8341893306016336,0.2316723339694784,-0.5015012880451418,6.561942100465543,0.1832062251887757
u50_r7_momentum_21d_k3_balanced_v3_reduced_momentum,50,7,momentum_21d,3,balanced,3,reduced_momentum,1.1035617596272336,-0.4726633802884324,0.8,0.9759768809416322,0.5377689798465568,-0.8119904327992953,25.67285452263743,0.43713729603340806
u50_r14_momentum_21d_k5_balanced_v3_btc_eth,50,14,momentum_21d,5,balanced,3,btc_eth,1.1019680840508195,-0.8682242845356626,0.8,1.032500153326738,0.6023951867595934,-0.8364822439085847,15.534565189447418,0.5861607617413804
u10_r7_volatility_adjusted_momentum_k3_strict_v3_btc_eth,10,7,volatility_adjusted_momentum,3,strict,3,btc_eth,1.1019635930712304,-0.6298540122245143,0.8,1.0738720407887643,0.42729928352250135,-0.7466979329725598,16.541417873314423,0.3253122356570632
u30_r14_momentum_21d_k10_strict_v3_reduced_momentum,30,14,momentum_21d,10,strict,3,reduced_momentum,1.1001465125030825,-0.8878625524328383,0.8,1.1015486638871321,0.5746192528341976,-0.7189928764735177,12.91388301953032,0.4226415661845361
u20_r14_momentum_63d_k10_strict_v4_btc_eth,20,14,momentum_63d,10,strict,4,btc_eth,1.1000503589254251,-0.9511044479759276,0.6,0.7821530475362061,0.18105707919071845,-0.33221721319355746,5.469943583173868,0.18221006428652958
u10_r14_momentum_126d_k3_strict_v3_reduced_momentum,10,14,momentum_126d,3,strict,3,reduced_momentum,1.0993917784030343,-0.5810244175291853,0.8,0.9285132990940503,0.3600306876606423,-0.7308104415106307,7.423535727017335,0.3079023072875186
u10_r14_momentum_21d_k3_strict_v3_btc_eth,10,14,momentum_21d,3,strict,3,btc_eth,1.098429943676081,-0.7666873057379746,0.8,0.8949216657777763,0.3223859845453596,-0.705063958504406,10.081322895286617,0.3089371996469847
u30_r7_momentum_126d_k5_strict_v3_btc_eth,30,7,momentum_126d,5,strict,3,btc_eth,1.097622564425005,-0.40240780926173353,0.8,1.151262641404286,0.6213602828877987,-0.6650105435462645,20.849461141903657,0.4216723771808854
u10_r14_momentum_63d_k5_strict_v3_btc_eth,10,14,momentum_63d,5,strict,3,btc_eth,1.0971827759575223,-0.9638841905300195,0.8,1.0697151288597384,0.5523728927640275,-0.7811027562095126,10.845987733980406,0.4259858402492637
u50_r14_volatility_adjusted_momentum_k3_strict_v4_btc_eth,50,14,volatility_adjusted_momentum,3,strict,4,btc_eth,1.0971403888984421,-1.030581946569656,0.6,0.8774087745742173,0.20383626780688613,-0.2958479544871143,4.869209334726576,0.14690749863163657
u50_r14_momentum_63d_k3_strict_v4_btc_eth,50,14,momentum_63d,3,strict,4,btc_eth,1.0971403888984421,-1.0561752354242298,0.6,0.8572441680380856,0.20096459188992366,-0.3145651953994616,4.831069313827935,0.14715131611683338
u50_r7_momentum_63d_k3_strict_v3_btc_eth,50,7,momentum_63d,3,strict,3,btc_eth,1.0964252425283956,-0.49514539680050573,0.8,1.198450829514187,0.5368138701732503,-0.4738634215127516,19.80259787436578,0.32065439671879703
u50_r14_momentum_21d_k10_balanced_v4_btc_eth,50,14,momentum_21d,10,balanced,4,btc_eth,1.0954319707613605,-0.7194121880323007,0.8,0.8358840938962683,0.2686117093290279,-0.5465496013780085,8.293327432955946,0.27806157120759
u50_r7_momentum_126d_k5_balanced_v4_reduced_momentum,50,7,momentum_126d,5,balanced,4,reduced_momentum,1.0949152457181774,-0.47751797196402773,0.8,1.1267488066662363,0.5010135231538693,-0.6442268005430327,15.211988844309754,0.2902494310196699
u30_r7_momentum_126d_k10_strict_v4_btc_eth,30,7,momentum_126d,10,strict,4,btc_eth,1.0945472599352446,-0.397942154239072,0.8666666666666667,1.1036339163576745,0.2549514027558497,-0.2052537798752384,8.146456991284577,0.15567883920878478
u50_r14_volatility_adjusted_momentum_k3_balanced_v3_btc_eth,50,14,volatility_adjusted_momentum,3,balanced,3,btc_eth,1.0944134927683347,-0.898018375672433,0.8,0.9024783649765636,0.3729659822466458,-0.6671172926046725,13.881306007805046,0.4322808824403289
u50_r7_momentum_126d_k5_strict_v4_btc_eth,50,7,momentum_126d,5,strict,4,btc_eth,1.0920138642463335,-0.49145475015764595,0.8666666666666667,1.0556666001068642,0.2611957325796732,-0.20525377987523852,8.53791891832353,0.1549470362857787
u30_r7_volatility_adjusted_momentum_k10_balanced_v3_reduced_momentum,30,7,volatility_adjusted_momentum,10,balanced,3,reduced_momentum,1.0915827299061898,-0.7829763422357596,0.8,1.004524876365285,0.5600048128758042,-0.7818776729142349,24.90263510449198,0.6166767227811574
u50_r14_momentum_63d_k3_strict_v3_reduced_momentum,50,14,momentum_63d,3,strict,3,reduced_momentum,1.0897922164018126,-0.8397712578829625,0.8,0.8358204396250831,0.33440180952973764,-0.6411269906942871,10.923443917910038,0.3159811182171696
u30_r7_momentum_63d_k3_balanced_v3_btc_eth,30,7,momentum_63d,3,balanced,3,btc_eth,1.0883447523604644,-0.6134359843021536,0.8,1.0358611819405374,0.485524400066742,-0.5128119993452336,24.027719265292507,0.4378556290438368
u20_r14_momentum_63d_k3_balanced_v4_btc_eth,20,14,momentum_63d,3,balanced,4,btc_eth,1.0880722778638023,-0.16234539071967122,0.8,1.1402823733366592,0.35127668553621016,-0.3776318083434672,7.163352097167448,0.2515968700007458
u30_r7_volatility_adjusted_momentum_k5_strict_v4_btc_eth,30,7,volatility_adjusted_momentum,5,strict,4,btc_eth,1.0867198303627894,-0.46353612513991305,0.7333333333333333,1.0532812746901457,0.23859141676416917,-0.20525377987523852,8.302943595771167,0.15557987619019287
u50_r14_momentum_63d_k10_balanced_v4_reduced_momentum,50,14,momentum_63d,10,balanced,4,reduced_momentum,1.0839544531032652,-0.9466542964255267,0.7333333333333333,0.8708665188953543,0.32489954040244795,-0.5811706953750486,9.563125285816913,0.27349483934693447
u10_r14_momentum_63d_k5_balanced_v3_reduced_momentum,10,14,momentum_63d,5,balanced,3,reduced_momentum,1.0816451741825799,-1.0794937404807559,0.7333333333333333,0.9712173380597939,0.520722771356293,-0.8593686652848258,12.53346864603325,0.5962586204628666
u20_r14_momentum_21d_k3_balanced_v3_btc_eth,20,14,momentum_21d,3,balanced,3,btc_eth,1.0776445752704713,-0.883508710024776,0.8,1.0616738428382835,0.4843228994260602,-0.7893742845447922,13.359249101262446,0.42846217835432676
u50_r7_momentum_63d_k3_balanced_v4_btc_eth,50,7,momentum_63d,3,balanced,4,btc_eth,1.07482760382979,-0.43341919167478804,0.8,1.0497001348000112,0.33215792826270363,-0.4536419046580963,12.412306563168631,0.24397920087575264
u30_r14_momentum_21d_k3_balanced_v4_reduced_momentum,30,14,momentum_21d,3,balanced,4,reduced_momentum,1.074212100146979,-0.7668324059807685,0.8,1.2251563067869333,0.5365717533310588,-0.6997640038707326,9.964817037348803,0.24676657404586216
u30_r14_momentum_21d_k5_strict_v3_reduced_momentum,30,14,momentum_21d,5,strict,3,reduced_momentum,1.0739171073094984,-0.8913705070259634,0.8,1.1873006168366533,0.6745240347877814,-0.7547104435468386,13.033975191292983,0.41364063222848385
u50_r14_momentum_126d_k5_strict_v4_btc_eth,50,14,momentum_126d,5,strict,4,btc_eth,1.0733750583130326,-0.8284706241747695,0.6,0.8432861091845348,0.20573984596008188,-0.29886214277444556,5.182741336098867,0.15759513726845853
u30_r14_momentum_63d_k10_balanced_v3_btc_eth,30,14,momentum_63d,10,balanced,3,btc_eth,1.0708219701072443,-0.9439971644349019,0.8,1.0975436404914924,0.6467089835609545,-0.7726378921398743,14.623982833364442,0.5993072079338658
u50_r7_momentum_21d_k3_strict_v3_btc_eth,50,7,momentum_21d,3,strict,3,btc_eth,1.0701875787801498,-0.5070429107860001,0.8,1.1576452615593769,0.5941350104080605,-0.7386603980698924,20.151381270553866,0.3206970628147281
u20_r7_momentum_63d_k5_strict_v4_reduced_momentum,20,7,momentum_63d,5,strict,4,reduced_momentum,1.0698642353317454,-0.606632791123607,0.7333333333333333,0.9774451439151396,0.273197949921858,-0.35024666195686693,9.889759850638669,0.1647782169342698
u30_r7_volatility_adjusted_momentum_k3_balanced_v4_btc_eth,30,7,volatility_adjusted_momentum,3,balanced,4,btc_eth,1.0697594043767562,-0.19208947576349883,0.9333333333333333,1.2642347464933503,0.4021691896986779,-0.3831325489924131,12.659080718588076,0.24461478199444667
u10_r7_momentum_21d_k10_strict_v4_btc_eth,10,7,momentum_21d,10,strict,4,btc_eth,1.0696821877806006,-0.8751499938155832,0.7333333333333333,1.0534219814521428,0.24937815407306774,-0.30070336616452353,7.953961462582152,0.16976938165685898
u10_r7_momentum_63d_k10_strict_v4_btc_eth,10,7,momentum_63d,10,strict,4,btc_eth,1.0696821877806006,-0.8751499938155832,0.7333333333333333,1.0534219814521428,0.24937815407306774,-0.30070336616452353,7.953961462582152,0.16976938165685898
u10_r7_momentum_126d_k10_strict_v4_btc_eth,10,7,momentum_126d,10,strict,4,btc_eth,1.0696821877806006,-0.8751499938155832,0.7333333333333333,1.0534219814521428,0.24937815407306774,-0.30070336616452353,7.953961462582152,0.16976938165685898
u10_r7_volatility_adjusted_momentum_k10_strict_v4_btc_eth,10,7,volatility_adjusted_momentum,10,strict,4,btc_eth,1.0696821877806006,-0.8751499938155832,0.7333333333333333,1.0534219814521428,0.24937815407306774,-0.30070336616452353,7.953961462582152,0.16976938165685898
u20_r7_momentum_126d_k10_strict_v4_btc_eth,20,7,momentum_126d,10,strict,4,btc_eth,1.0690771407466053,-0.642070101042508,0.8666666666666667,1.1096847585575662,0.2630023155478318,-0.22284972411856196,7.960786340096684,0.16524804092862172
u20_r7_momentum_63d_k10_balanced_v3_reduced_momentum,20,7,momentum_63d,10,balanced,3,reduced_momentum,1.068659905941431,-1.0858155495817545,0.7333333333333333,0.9141893788871309,0.4611175272129189,-0.8194017514063794,22.157647139541155,0.6241012850187105
u10_r14_momentum_21d_k10_strict_v3_reduced_momentum,10,14,momentum_21d,10,strict,3,reduced_momentum,1.06839600374016,-0.9066317891755523,0.8,1.0589939039469614,0.520123120794431,-0.6837099455779665,7.7970802545156,0.4298623184906146
u10_r14_momentum_63d_k10_strict_v3_reduced_momentum,10,14,momentum_63d,10,strict,3,reduced_momentum,1.06839600374016,-0.9066317891755523,0.8,1.0589939039469614,0.520123120794431,-0.6837099455779665,7.7970802545156,0.4298623184906146
u10_r14_momentum_126d_k10_strict_v3_reduced_momentum,10,14,momentum_126d,10,strict,3,reduced_momentum,1.06839600374016,-0.9066317891755523,0.8,1.0589939039469614,0.520123120794431,-0.6837099455779665,7.7970802545156,0.4298623184906146
