candidate,universe_size,rebalance_days,momentum_signal,top_k,threshold_set,risk_on_votes,neutral_policy,median_fold_sharpe,worst_fold_sharpe,positive_fold_fraction,development_sharpe,development_cagr,development_max_drawdown,development_turnover,development_exposure
u10_r7_momentum_63d_k3_balanced_v4_reduced_momentum,10,7,momentum_63d,3,balanced,4,reduced_momentum,1.7532277734623563,-0.39330687200330805,0.8,1.552869064878817,0.6276168239076192,-0.45431178481719203,12.864597463173173,0.2499345565312582
u50_r7_momentum_126d_k10_strict_v3_reduced_momentum,50,7,momentum_126d,10,strict,3,reduced_momentum,1.7424301244857348,0.06760447443077834,1.0,1.653199482399744,1.3204537022375118,-0.524687287940651,19.077695877201457,0.42743917490367794
u50_r14_momentum_63d_k10_strict_v3_btc_eth,50,14,momentum_63d,10,strict,3,btc_eth,1.7296116439392093,-0.30542191402541735,0.8,1.6809063817284857,1.136717504648912,-0.5628614726543738,12.036647707111097,0.4094784183083867
u50_r7_momentum_63d_k10_strict_v3_btc_eth,50,7,momentum_63d,10,strict,3,btc_eth,1.7121613371605038,-0.19409436476501957,0.8,1.657560462208775,1.2127722866574517,-0.5006879508285417,21.550791927821606,0.414421833004952
u30_r7_momentum_21d_k3_balanced_v3_btc_eth,30,7,momentum_21d,3,balanced,3,btc_eth,1.6971947431683352,-0.572978327766363,0.8,1.4307404953286371,0.8491159301216591,-0.7617774700738651,24.987504890718633,0.4371497586027345
u10_r7_momentum_21d_k10_balanced_v4_btc_eth,10,7,momentum_21d,10,balanced,4,btc_eth,1.6826347435820894,-0.7180086357866914,0.8666666666666667,1.5365795967053708,0.5584436909998138,-0.46871103005181114,11.949215412141378,0.29644705609432015
u10_r7_momentum_63d_k10_balanced_v4_btc_eth,10,7,momentum_63d,10,balanced,4,btc_eth,1.6826347435820894,-0.7180086357866914,0.8666666666666667,1.5365795967053708,0.5584436909998138,-0.46871103005181114,11.949215412141378,0.29644705609432015
u10_r7_momentum_126d_k10_balanced_v4_btc_eth,10,7,momentum_126d,10,balanced,4,btc_eth,1.6826347435820894,-0.7180086357866914,0.8666666666666667,1.5365795967053708,0.5584436909998138,-0.46871103005181114,11.949215412141378,0.29644705609432015
u10_r7_volatility_adjusted_momentum_k10_balanced_v4_btc_eth,10,7,volatility_adjusted_momentum,10,balanced,4,btc_eth,1.6826347435820894,-0.7180086357866914,0.8666666666666667,1.5365795967053708,0.5584436909998138,-0.46871103005181114,11.949215412141378,0.29644705609432015
u10_r7_momentum_21d_k3_balanced_v4_btc_eth,10,7,momentum_21d,3,balanced,4,btc_eth,1.6697485232312264,-0.18292861580308806,0.8666666666666667,1.6875555325625597,0.5338008078057834,-0.3158601817770459,11.742088118816632,0.2498980957584143
u50_r7_volatility_adjusted_momentum_k10_strict_v3_btc_eth,50,7,volatility_adjusted_momentum,10,strict,3,btc_eth,1.650775808962666,-0.16152849034420355,0.8,1.6124709909406578,1.0281051763851026,-0.4874688778779961,22.04857583096573,0.4175754827628845
u20_r7_momentum_21d_k5_balanced_v4_btc_eth,20,7,momentum_21d,5,balanced,4,btc_eth,1.6505787747176592,-0.40686165967225596,0.8666666666666667,1.522090007644386,0.5847495687688893,-0.4081099500849883,13.821153817827216,0.2896636616349488
u20_r7_momentum_63d_k5_strict_v3_btc_eth,20,7,momentum_63d,5,strict,3,btc_eth,1.629020662229859,-0.28575995646357516,0.8666666666666667,1.3082186923318477,0.7442584249935773,-0.5005096881569241,20.494516060296906,0.42883867981368695
u50_r7_momentum_126d_k10_strict_v3_btc_eth,50,7,momentum_126d,10,strict,3,btc_eth,1.6244631065676138,-0.03320725386979892,0.8666666666666667,1.5591688535430575,1.0933956062488557,-0.527005970357171,20.844935671329388,0.41599873132540843
u10_r7_volatility_adjusted_momentum_k3_balanced_v4_btc_eth,10,7,volatility_adjusted_momentum,3,balanced,4,btc_eth,1.6175140175545528,-0.40268236679337865,0.8666666666666667,1.6317564311009696,0.5150844442597362,-0.3349571769830837,11.504267289397715,0.24999883982374604
u10_r7_momentum_63d_k3_strict_v3_btc_eth,10,7,momentum_63d,3,strict,3,btc_eth,1.6173055386031816,-0.48656291705300697,0.8666666666666667,1.4352169383207867,0.6104427823816392,-0.5002093660709496,17.028416643564423,0.324934069761656
u20_r7_momentum_21d_k3_balanced_v4_btc_eth,20,7,momentum_21d,3,balanced,4,btc_eth,1.613957229220466,-0.15203101308863873,0.9333333333333333,1.601018690251214,0.5549135898766251,-0.34588764480256706,12.289432170263813,0.25079322271845006
u30_r7_momentum_21d_k5_balanced_v4_reduced_momentum,30,7,momentum_21d,5,balanced,4,reduced_momentum,1.6078803488790556,-0.7194133529694896,0.8,1.2982214343162461,0.6010001812584818,-0.7126051151024217,17.920769706786146,0.28606406612448776
u30_r7_momentum_21d_k5_balanced_v4_btc_eth,30,7,momentum_21d,5,balanced,4,btc_eth,1.5987427409957684,-0.13576537790971935,0.8666666666666667,1.4175587669505207,0.5590884207109097,-0.5070828214938476,14.360254660753634,0.28110171796844047
u10_r7_momentum_21d_k10_balanced_v4_reduced_momentum,10,7,momentum_21d,10,balanced,4,reduced_momentum,1.5863849035457476,-0.8471980716653451,0.8666666666666667,1.42351157237543,0.555923912160198,-0.5621157371451273,10.828133552271481,0.2987137383689108
u10_r7_momentum_63d_k10_balanced_v4_reduced_momentum,10,7,momentum_63d,10,balanced,4,reduced_momentum,1.5863849035457476,-0.8471980716653451,0.8666666666666667,1.42351157237543,0.555923912160198,-0.5621157371451273,10.828133552271481,0.2987137383689108
u10_r7_momentum_126d_k10_balanced_v4_reduced_momentum,10,7,momentum_126d,10,balanced,4,reduced_momentum,1.5863849035457476,-0.8471980716653451,0.8666666666666667,1.42351157237543,0.555923912160198,-0.5621157371451273,10.828133552271481,0.2987137383689108
u10_r7_volatility_adjusted_momentum_k10_balanced_v4_reduced_momentum,10,7,volatility_adjusted_momentum,10,balanced,4,reduced_momentum,1.5863849035457476,-0.8471980716653451,0.8666666666666667,1.42351157237543,0.555923912160198,-0.5621157371451273,10.828133552271481,0.2987137383689108
u50_r7_momentum_63d_k10_strict_v4_reduced_momentum,50,7,momentum_63d,10,strict,4,reduced_momentum,1.5811892018999578,-0.3066591255742926,0.8,1.3995320553252988,0.4856552752631986,-0.28097392363253626,9.77428845101259,0.15491118077324972
u10_r7_momentum_63d_k3_strict_v3_reduced_momentum,10,7,momentum_63d,3,strict,3,reduced_momentum,1.5700905522535176,-0.48919888688600066,0.8,1.332388158824993,0.5973341697495371,-0.538062506878943,16.353744754606822,0.3250374812593703
u30_r14_momentum_21d_k10_balanced_v4_btc_eth,30,14,momentum_21d,10,balanced,4,btc_eth,1.5693205190571353,-0.9404361519079887,0.8,1.00316112585285,0.3282187088266346,-0.5090926635035071,7.892446492670091,0.28055481882920424
u30_r7_momentum_21d_k3_balanced_v4_btc_eth,30,7,momentum_21d,3,balanced,4,btc_eth,1.5680231883222846,0.4548448887023475,1.0,1.6000742043119418,0.6034451603354332,-0.41752072153214304,12.83507982331638,0.24469570787362632
u30_r14_momentum_21d_k5_balanced_v4_btc_eth,30,14,momentum_21d,5,balanced,4,btc_eth,1.567558772126023,-0.8845040172951457,0.8,1.09197034244728,0.3878823553813746,-0.5480066765486031,7.921121899384598,0.28031778402271323
u30_r14_momentum_21d_k3_balanced_v4_btc_eth,30,14,momentum_21d,3,balanced,4,btc_eth,1.5646411808748848,-0.3399704571965774,0.8,1.3493243725538309,0.4640615334492686,-0.460674238793332,7.33342407576238,0.2475129405099295
u30_r14_volatility_adjusted_momentum_k5_strict_v3_btc_eth,30,14,volatility_adjusted_momentum,5,strict,3,btc_eth,1.5623932205640567,-0.6945560676341284,0.8,1.4912128937603883,0.9384148106934445,-0.5179434332167269,11.728169291665791,0.4237451094191728
u50_r7_momentum_21d_k10_balanced_v4_btc_eth,50,7,momentum_21d,10,balanced,4,btc_eth,1.5609032812879446,-0.37333829196456414,0.8666666666666667,1.215753905932185,0.43243882198371764,-0.5278923682982772,14.334172591517865,0.28019108586560604
u30_r14_momentum_63d_k5_strict_v3_btc_eth,30,14,momentum_63d,5,strict,3,btc_eth,1.5581564446029348,-0.6656527240001839,0.7333333333333333,1.410176200661925,0.8528261600253357,-0.5337416471476077,12.047053724208652,0.42156408579859683
u20_r14_momentum_63d_k5_strict_v3_btc_eth,20,14,momentum_63d,5,strict,3,btc_eth,1.5580893670787657,-0.5789616409420283,0.7333333333333333,1.3623608677034689,0.8196216913684176,-0.5142377845688566,11.56009410997834,0.4300663623229687
u50_r7_momentum_21d_k10_balanced_v4_reduced_momentum,50,7,momentum_21d,10,balanced,4,reduced_momentum,1.5564659647462196,-0.7244102265747636,0.8,1.3645940235742748,0.6454553969054009,-0.6865919028056778,18.06639969949249,0.28735544848354483
u10_r14_momentum_126d_k3_balanced_v4_btc_eth,10,14,momentum_126d,3,balanced,4,btc_eth,1.551564109198176,-0.3550235320781432,0.8666666666666667,1.3187595469421451,0.40990523305509674,-0.37796318897341075,6.4956087973329355,0.2490545852614818
u30_r14_momentum_63d_k10_balanced_v4_btc_eth,30,14,momentum_63d,10,balanced,4,btc_eth,1.5511082389527366,-0.7442860647084772,0.8,1.0199425804157307,0.33829971415074134,-0.4981650871865023,7.84974757102073,0.2829948777935793
u30_r14_volatility_adjusted_momentum_k10_balanced_v4_btc_eth,30,14,volatility_adjusted_momentum,10,balanced,4,btc_eth,1.5511082389527366,-0.7699734227834591,0.8,1.0226683431990682,0.33136515684636314,-0.5061197296805247,7.749258773349685,0.2810303823341156
u50_r14_volatility_adjusted_momentum_k5_strict_v3_reduced_momentum,50,14,volatility_adjusted_momentum,5,strict,3,reduced_momentum,1.5496125453394507,-0.6808262529849743,0.8666666666666667,1.3389180829076415,0.8338230494877827,-0.6837353451928498,12.416833571836303,0.41909662835968053
u30_r14_momentum_126d_k10_balanced_v4_btc_eth,30,14,momentum_126d,10,balanced,4,btc_eth,1.5360990386953541,-0.5404793959763738,0.8,1.1760922169804038,0.41385163382824763,-0.43257569966843157,7.577273062186855,0.2831586748091979
u50_r7_volatility_adjusted_momentum_k10_strict_v4_reduced_momentum,50,7,volatility_adjusted_momentum,10,strict,4,reduced_momentum,1.534725330737181,-0.3086016747797236,0.8,1.3174053273612327,0.4092927547429135,-0.2827624494293891,10.157511343589173,0.15692008145333575
u30_r14_volatility_adjusted_momentum_k5_balanced_v4_btc_eth,30,14,volatility_adjusted_momentum,5,balanced,4,btc_eth,1.5305480602737958,-0.7321213996066266,0.8,1.0844955720078853,0.36779739261282596,-0.541042466329261,7.821195112312271,0.27964355692415366
u20_r7_momentum_126d_k5_balanced_v4_btc_eth,20,7,momentum_126d,5,balanced,4,btc_eth,1.5288629216778409,-0.3468317609426153,0.8666666666666667,1.3611456296971935,0.515143078399479,-0.4347171254631742,13.200350809884277,0.2922518810636394
u10_r7_momentum_126d_k5_balanced_v4_btc_eth,10,7,momentum_126d,5,balanced,4,btc_eth,1.5238552999387043,-0.7261536064354612,0.8666666666666667,1.5156549585112578,0.5806311628128602,-0.46661641578254753,12.56280164268314,0.29721996494706443
u30_r7_momentum_21d_k10_balanced_v4_reduced_momentum,30,7,momentum_21d,10,balanced,4,reduced_momentum,1.5232388712517306,-0.7662656620339459,0.7333333333333333,1.203738068710789,0.48979491914355844,-0.6406778092913219,17.48734596131415,0.289857915344231
u30_r7_momentum_63d_k5_balanced_v4_btc_eth,30,7,momentum_63d,5,balanced,4,btc_eth,1.5231342986494953,-0.5585797260582336,0.8,1.253640527050761,0.4719501830947628,-0.5351632518869904,14.252849988234601,0.28237866474863627
u50_r7_momentum_21d_k5_balanced_v4_btc_eth,50,7,momentum_21d,5,balanced,4,btc_eth,1.521349271146416,0.23145501923072573,1.0,1.377431482713085,0.5832186437014941,-0.5500126210602818,14.256268985266733,0.27959855201999495
u50_r14_momentum_63d_k5_strict_v3_btc_eth,50,14,momentum_63d,5,strict,3,btc_eth,1.5194948654184448,-0.32633673587170714,0.8,1.4823410117271654,0.9036192284871096,-0.6100761734349673,12.025648442981382,0.4026998546734447
u50_r14_volatility_adjusted_momentum_k5_strict_v3_btc_eth,50,14,volatility_adjusted_momentum,5,strict,3,btc_eth,1.517835721782925,-0.3636128031902322,0.8,1.6348786632945687,1.056265164870943,-0.5621780710243389,11.964361157648696,0.4095118057304326
u20_r7_volatility_adjusted_momentum_k5_strict_v3_btc_eth,20,7,volatility_adjusted_momentum,5,strict,3,btc_eth,1.5164916434258224,-0.08394105226224463,0.9333333333333333,1.3433137057801405,0.7661968691386685,-0.5115657603519206,20.492769084498917,0.4306495055331447
u50_r7_momentum_21d_k5_strict_v3_reduced_momentum,50,7,momentum_21d,5,strict,3,reduced_momentum,1.5139199204459668,-0.4124787939176949,0.8,1.4295669229999761,1.0934560888983413,-0.752282849920956,24.896392340310285,0.41641620201130264
u10_r7_momentum_63d_k3_balanced_v4_btc_eth,10,7,momentum_63d,3,balanced,4,btc_eth,1.512047587834355,-0.49646229397643604,0.8666666666666667,1.6037457039616472,0.5190369057094191,-0.3745768919817284,11.437465790914066,0.24995272926307413
u30_r7_momentum_21d_k10_balanced_v3_btc_eth,30,7,momentum_21d,10,balanced,3,btc_eth,1.5117844553343651,-0.8134145019551646,0.8,1.3683312595596882,0.9548105437715415,-0.7354195915595828,28.5556764386659,0.6129743559558208
u50_r14_momentum_63d_k10_strict_v4_reduced_momentum,50,14,momentum_63d,10,strict,4,reduced_momentum,1.507799333113469,-0.4404061804797924,0.6,1.2101094583572831,0.4147755434108171,-0.3934842796442193,6.120346342560012,0.15700259989053092
u10_r7_momentum_126d_k3_balanced_v4_btc_eth,10,7,momentum_126d,3,balanced,4,btc_eth,1.5070323620685866,-0.5289740617300185,0.8666666666666667,1.6238370503257777,0.5310808802979059,-0.374359236404859,11.340299547196098,0.2500746380056725
u10_r7_momentum_21d_k10_balanced_v3_btc_eth,10,7,momentum_21d,10,balanced,3,btc_eth,1.5066904937344752,-0.7669668297498189,0.8,1.418888366357127,0.9504163852649721,-0.7307380121758651,17.15789257527169,0.6202640030264737
u10_r7_momentum_63d_k10_balanced_v3_btc_eth,10,7,momentum_63d,10,balanced,3,btc_eth,1.5066904937344752,-0.7669668297498189,0.8,1.418888366357127,0.9504163852649721,-0.7307380121758651,17.15789257527169,0.6202640030264737
u10_r7_momentum_126d_k10_balanced_v3_btc_eth,10,7,momentum_126d,10,balanced,3,btc_eth,1.5066904937344752,-0.7669668297498189,0.8,1.418888366357127,0.9504163852649721,-0.7307380121758651,17.15789257527169,0.6202640030264737
u10_r7_volatility_adjusted_momentum_k10_balanced_v3_btc_eth,10,7,volatility_adjusted_momentum,10,balanced,3,btc_eth,1.5066904937344752,-0.7669668297498189,0.8,1.418888366357127,0.9504163852649721,-0.7307380121758651,17.15789257527169,0.6202640030264737
u50_r14_momentum_126d_k10_strict_v3_reduced_momentum,50,14,momentum_126d,10,strict,3,reduced_momentum,1.5042895809990262,-0.19501419563690967,0.8666666666666667,1.475815957934047,1.0862169126167567,-0.5948494556496295,11.24760508438616,0.4267803334391796
u50_r7_momentum_21d_k10_balanced_v3_btc_eth,50,7,momentum_21d,10,balanced,3,btc_eth,1.4971349405616314,-0.7673643350572575,0.8,1.4334727934415255,1.1518476522156527,-0.7581300659774146,29.578736957515847,0.6092657247650453
u50_r7_momentum_63d_k10_strict_v3_reduced_momentum,50,7,momentum_63d,10,strict,3,reduced_momentum,1.4932672049825837,-0.3635629213340644,0.8,1.528429553165746,1.1388903598817635,-0.5794382091673314,21.336998133000012,0.4245146958027357
u20_r7_momentum_21d_k5_strict_v3_btc_eth,20,7,momentum_21d,5,strict,3,btc_eth,1.4914498517839987,-0.5501703216402157,0.8,1.379091499194734,0.816056193757632,-0.6955743558871057,21.275378474346148,0.42548876121718365
u30_r14_momentum_126d_k5_balanced_v4_btc_eth,30,14,momentum_126d,5,balanced,4,btc_eth,1.4848693059290567,-0.21725923200265612,0.8,1.1466132138695448,0.4193310271182289,-0.38973182617255475,7.775024130746477,0.2833655423699812
u50_r14_volatility_adjusted_momentum_k10_strict_v3_btc_eth,50,14,volatility_adjusted_momentum,10,strict,3,btc_eth,1.4846931425753565,-0.35768788347122094,0.8,1.5539831719530794,0.9453151841659015,-0.5601845463808017,11.956892145828476,0.4128809614206096
u10_r7_volatility_adjusted_momentum_k5_balanced_v4_btc_eth,10,7,volatility_adjusted_momentum,5,balanced,4,btc_eth,1.484094538700143,-0.7443734754703762,0.8666666666666667,1.3844538939353794,0.49390331098128826,-0.4415186458410425,12.852277144336526,0.2962807492062587
u50_r7_momentum_21d_k10_strict_v3_btc_eth,50,7,momentum_21d,10,strict,3,btc_eth,1.4838613978028976,-0.2216981609681517,0.8,1.6614112741378078,1.222163086925156,-0.6224153792940939,22.330700155623273,0.41182037977649744
u10_r7_momentum_21d_k5_balanced_v4_btc_eth,10,7,momentum_21d,5,balanced,4,btc_eth,1.4810851705816996,-0.6721623736708494,0.8666666666666667,1.5148933704900047,0.5506996314528885,-0.405262963708785,13.04021556147577,0.2929202874246355
u30_r7_momentum_21d_k5_strict_v4_btc_eth,30,7,momentum_21d,5,strict,4,btc_eth,1.4755123482070613,-0.33142548456950494,0.8,1.2135371325695399,0.2923791787411272,-0.20525377987523863,8.327493788493452,0.15386379659770302
u30_r7_momentum_21d_k10_balanced_v4_btc_eth,30,7,momentum_21d,10,balanced,4,btc_eth,1.4742456199897178,-0.5327010949934791,0.8,1.251645855959378,0.44675740580553813,-0.4786286795135003,14.368805976163305,0.2829638478126057
u50_r7_momentum_21d_k5_balanced_v3_btc_eth,50,7,momentum_21d,5,balanced,3,btc_eth,1.4719663768607738,-0.5383982635884876,0.8,1.3723748210186528,1.1329670409618013,-0.810039601565808,29.658337307038867,0.6043560956406833
u30_r14_momentum_63d_k5_balanced_v4_btc_eth,30,14,momentum_63d,5,balanced,4,btc_eth,1.4708693349016635,-0.6658911906754734,0.8,1.1163351288193137,0.40905111673710204,-0.5434764374372936,7.937254123806883,0.2804750421814695
u30_r7_momentum_126d_k10_strict_v3_btc_eth,30,7,momentum_126d,10,strict,3,btc_eth,1.470142134787892,-0.1721910523361029,0.8666666666666667,1.4095218240384644,0.8155336827102191,-0.5217145971313304,19.847871183032495,0.4235894850486428
u10_r14_momentum_63d_k3_strict_v3_reduced_momentum,10,14,momentum_63d,3,strict,3,reduced_momentum,1.467163549887848,-0.28390745334407147,0.8666666666666667,1.2757439506219106,0.5493104360771286,-0.4518699791340075,8.911630481691043,0.30789869392956465
u10_r14_momentum_63d_k3_strict_v3_btc_eth,10,14,momentum_63d,3,strict,3,btc_eth,1.46329360969984,-0.5613150277564901,0.8,1.388451252348199,0.5846683574872569,-0.4501919939676656,9.636224227893035,0.30802872905785184
u50_r7_momentum_21d_k10_strict_v3_reduced_momentum,50,7,momentum_21d,10,strict,3,reduced_momentum,1.4603674636267259,-0.274093229898841,0.8,1.6698996042126242,1.3372374180726645,-0.6943090804343439,23.714757537209163,0.42151099809192105
u10_r14_momentum_63d_k3_balanced_v4_reduced_momentum,10,14,momentum_63d,3,balanced,4,reduced_momentum,1.4570159469479969,-0.4830767697129524,0.7333333333333333,1.1066421458914808,0.3877541633978072,-0.41489807664824996,7.763639995505419,0.24818196074929125
u50_r7_momentum_126d_k10_strict_v4_reduced_momentum,50,7,momentum_126d,10,strict,4,reduced_momentum,1.4565917486587001,-0.21861577299891813,0.8,1.3209416433892411,0.4539117546064231,-0.3761605028917584,9.29393251553495,0.1568627450980392
u20_r7_momentum_21d_k10_strict_v3_btc_eth,20,7,momentum_21d,10,strict,3,btc_eth,1.4526667883428526,-0.465402616426626,0.8,1.4210727315144398,0.81877204336707,-0.5993299269496632,20.31783546612003,0.42861066934828923
u10_r7_volatility_adjusted_momentum_k5_balanced_v3_btc_eth,10,7,volatility_adjusted_momentum,5,balanced,3,btc_eth,1.451231922413076,-0.7622277821711669,0.8,1.357216594792613,0.9424439247411098,-0.8074220941145873,21.378573338073572,0.6174826834618314
u20_r14_volatility_adjusted_momentum_k5_strict_v3_btc_eth,20,14,volatility_adjusted_momentum,5,strict,3,btc_eth,1.4488516836711163,-0.6299203232316732,0.8,1.3588475437145613,0.8020495540167496,-0.5500497288311,11.134656233530732,0.4292227425610824
u10_r7_momentum_21d_k5_balanced_v3_btc_eth,10,7,momentum_21d,5,balanced,3,btc_eth,1.4460580730299448,-0.9022584619227833,0.8,1.183023772399615,0.7301255849652477,-0.860427590712397,24.382852584152744,0.610813234464975
u30_r7_momentum_63d_k10_balanced_v3_btc_eth,30,7,momentum_63d,10,balanced,3,btc_eth,1.4460138351666578,-0.7092416271887664,0.8,1.3063738399489813,0.8914603025240471,-0.7159256026451033,26.38273528035414,0.6194013411423536
u30_r7_momentum_21d_k5_balanced_v3_btc_eth,30,7,momentum_21d,5,balanced,3,btc_eth,1.4401271819608745,-0.8338525818198933,0.8,1.2330751115533396,0.8346787895575754,-0.85104329074582,28.981011974008396,0.6074935418532168
u20_r7_volatility_adjusted_momentum_k10_balanced_v4_btc_eth,20,7,volatility_adjusted_momentum,10,balanced,4,btc_eth,1.4380299898087825,-0.7612336745518457,0.8,1.3503746543248363,0.479628805451108,-0.4319442110065712,13.207181657957115,0.2921296315991964
u20_r7_momentum_21d_k10_balanced_v3_btc_eth,20,7,momentum_21d,10,balanced,3,btc_eth,1.4367004587277592,-0.9008391340405755,0.8,1.3501290860535917,0.9302963234922523,-0.7182301028392728,26.148244659675054,0.6168862247503726
u50_r7_momentum_63d_k10_balanced_v4_btc_eth,50,7,momentum_63d,10,balanced,4,btc_eth,1.435891147905638,-0.3711557299017992,0.8,1.2926371690286496,0.4712840353994827,-0.5413844867807,14.11300839140914,0.28166034088580244
u50_r7_momentum_126d_k10_balanced_v4_btc_eth,50,7,momentum_126d,10,balanced,4,btc_eth,1.4333721570308064,-0.4495091933100819,0.8666666666666667,1.321629737604947,0.4777229648802095,-0.4687386441672009,13.707173010671996,0.2817937668596898
u50_r7_volatility_adjusted_momentum_k10_strict_v4_btc_eth,50,7,volatility_adjusted_momentum,10,strict,4,btc_eth,1.430883555805265,-0.014766453932362379,0.9333333333333333,1.163096047996897,0.28079655449667595,-0.20525377987523874,8.598156849876483,0.15562502405677553
u50_r14_momentum_21d_k10_strict_v3_btc_eth,50,14,momentum_21d,10,strict,3,btc_eth,1.426430649026477,-0.5820834772605199,0.8,1.6169621990337157,1.0663119043516116,-0.6709259188839249,12.070561242285756,0.4052820344598366
u30_r7_volatility_adjusted_momentum_k5_balanced_v3_btc_eth,30,7,volatility_adjusted_momentum,5,balanced,3,btc_eth,1.4255689793074495,-0.4129158348933744,0.8666666666666667,1.3538418478669556,0.979027394510239,-0.6353544097678763,27.493968762486602,0.6186255817740619
u30_r7_momentum_21d_k10_strict_v4_btc_eth,30,7,momentum_21d,10,strict,4,btc_eth,1.42297889739488,-0.2928200094977825,0.8666666666666667,1.1112856340673278,0.26056801267098284,-0.20525377987523874,8.393840241466378,0.15561886535673777
u30_r14_momentum_126d_k3_balanced_v4_btc_eth,30,14,momentum_126d,3,balanced,4,btc_eth,1.422179034167288,-0.2518684927034199,0.8,1.2144869820923476,0.37613999851542057,-0.34726998452523794,6.9981591186299745,0.24747923208736297
u20_r7_momentum_21d_k5_strict_v3_reduced_momentum,20,7,momentum_21d,5,strict,3,reduced_momentum,1.422114302146318,-0.6509461843489539,0.8,1.3382778024017574,0.8152114435645705,-0.7281977542337166,22.70241132894099,0.4316668532409021
u30_r7_momentum_126d_k10_balanced_v4_btc_eth,30,7,momentum_126d,10,balanced,4,btc_eth,1.4217069863483232,-0.3253765819272476,0.8,1.274566257977787,0.45069113069528544,-0.4415156129896154,13.455921247552869,0.28367101880136036
u10_r7_momentum_63d_k5_balanced_v3_btc_eth,10,7,momentum_63d,5,balanced,3,btc_eth,1.4213240637716165,-0.6721717670672679,0.8666666666666667,1.3642274144906303,0.9552988704555725,-0.8025018165343282,21.476281809418698,0.6178405575400469
u30_r7_momentum_126d_k5_balanced_v4_btc_eth,30,7,momentum_126d,5,balanced,4,btc_eth,1.4204325200840708,-0.16406114946643996,0.9333333333333333,1.266123322392811,0.4690849746790382,-0.4419563619847269,13.70986432061456,0.28385979142404
u10_r14_momentum_21d_k3_balanced_v4_btc_eth,10,14,momentum_21d,3,balanced,4,btc_eth,1.4201272589697111,-0.28988138305391714,0.8666666666666667,1.2313461342027492,0.3551960949797228,-0.29163050411095925,6.7737060218875955,0.24841021047917602
u10_r7_momentum_126d_k5_balanced_v4_reduced_momentum,10,7,momentum_126d,5,balanced,4,reduced_momentum,1.4162290412776388,-0.7834344650218242,0.8666666666666667,1.3072168312162613,0.5387235651473832,-0.6311186153371909,12.787163141118517,0.29826298335426127
u30_r7_volatility_adjusted_momentum_k10_strict_v3_btc_eth,30,7,volatility_adjusted_momentum,10,strict,3,btc_eth,1.4113284466117808,-0.26400504526991925,0.8,1.3342990917833812,0.7344535318743588,-0.5293321949080896,20.922899694524773,0.42421772962079674
u50_r14_momentum_126d_k10_strict_v3_btc_eth,50,14,momentum_126d,10,strict,3,btc_eth,1.4086566047821627,-0.3195286946196317,0.8,1.5227021105536847,1.02354552906476,-0.6034408605424495,11.716163570413459,0.4125020673608886
u20_r7_momentum_126d_k10_strict_v3_btc_eth,20,7,momentum_126d,10,strict,3,btc_eth,1.407308415929121,-0.25821182465576425,0.8,1.3108287902228537,0.7152811159329158,-0.5370928099252092,18.590908370736766,0.4320878740858534
u20_r7_momentum_63d_k5_strict_v3_reduced_momentum,20,7,momentum_63d,5,strict,3,reduced_momentum,1.4067343204997098,-0.43293373507190597,0.8666666666666667,1.2268702315716769,0.7039834897536834,-0.507326324222596,20.99434227349528,0.435152088056895
u20_r7_volatility_adjusted_momentum_k5_balanced_v3_btc_eth,20,7,volatility_adjusted_momentum,5,balanced,3,btc_eth,1.4060355303715113,-0.33956732341134743,0.8666666666666667,1.3421206197723232,0.9489599080971678,-0.5910795177966652,25.98536567114927,0.6169103318092994
u50_r7_momentum_21d_k5_balanced_v4_reduced_momentum,50,7,momentum_21d,5,balanced,4,reduced_momentum,1.4050448689599377,-0.526501798085909,0.8,1.2627819265511608,0.6528247120979274,-0.7519071118821219,18.817863570135945,0.2857113002708464
u20_r7_volatility_adjusted_momentum_k10_strict_v3_btc_eth,20,7,volatility_adjusted_momentum,10,strict,3,btc_eth,1.4050345089450036,-0.5880807265199661,0.8,1.2939420473929721,0.6983343086436986,-0.6203457738550698,19.233720016904062,0.42923841930627077
u50_r14_momentum_21d_k10_strict_v3_reduced_momentum,50,14,momentum_21d,10,strict,3,reduced_momentum,1.4019827191677978,-0.7208631979626082,0.8,1.4833197477128794,1.0222281877023827,-0.7255396311350182,12.945880673078527,0.4104355279107579
u50_r7_volatility_adjusted_momentum_k10_balanced_v4_btc_eth,50,7,volatility_adjusted_momentum,10,balanced,4,btc_eth,1.4016108865923587,-0.2572388681993919,0.8,1.321868135219174,0.48115335820977,-0.5116619188945601,14.176218576094731,0.28223277404106895
u30_r7_momentum_21d_k3_balanced_v4_reduced_momentum,30,7,momentum_21d,3,balanced,4,reduced_momentum,1.401335434965781,-0.30688289443965544,0.8,1.407690388640142,0.6958213670183659,-0.6865389036773212,16.410584802447968,0.24491133354764152
u50_r7_volatility_adjusted_momentum_k5_strict_v4_btc_eth,50,7,volatility_adjusted_momentum,5,strict,4,btc_eth,1.4003888523906365,-0.23051187943305854,0.8666666666666667,1.2338067914852826,0.30884136621873526,-0.20525377987523863,8.547107482205993,0.1546429951889906
u50_r7_volatility_adjusted_momentum_k10_strict_v3_reduced_momentum,50,7,volatility_adjusted_momentum,10,strict,3,reduced_momentum,1.3990659300757937,-0.2821098855574001,0.8666666666666667,1.4501072065282794,0.9293074328614126,-0.5439307597434007,21.755256680996734,0.42457850763932037
