candidate,target,model,feature_set,refit_date,split,parameters,cpcv_brier,train_rows,max_train_label_end
drawdown_10__gradient_boosting__derivatives_only,drawdown_10,gradient_boosting,derivatives_only,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.134412800049743,3638,2023-12-31
drawdown_10__gradient_boosting__derivatives_only,drawdown_10,gradient_boosting,derivatives_only,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.12834423254295302,4370,2024-12-31
drawdown_10__boosted_tree__derivatives_only,drawdown_10,boosted_tree,derivatives_only,2021-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.12439963780343533,1448,2020-12-31
drawdown_10__boosted_tree__derivatives_only,drawdown_10,boosted_tree,derivatives_only,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.13928329944610596,2178,2021-12-31
drawdown_10__boosted_tree__derivatives_only,drawdown_10,boosted_tree,derivatives_only,2023-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.15451004169881344,2908,2022-12-31
drawdown_10__boosted_tree__derivatives_only,drawdown_10,boosted_tree,derivatives_only,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.13454756326973438,3638,2023-12-31
drawdown_10__boosted_tree__derivatives_only,drawdown_10,boosted_tree,derivatives_only,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.12719190120697021,4370,2024-12-31
drawdown_10__logistic__price_derivatives,drawdown_10,logistic,price_derivatives,2021-01-01,development,"{""C"": 0.1}",0.22541051811186386,1448,2020-12-31
drawdown_10__logistic__price_derivatives,drawdown_10,logistic,price_derivatives,2022-01-01,development,"{""C"": 0.1}",0.24066939757401934,2178,2021-12-31
drawdown_10__logistic__price_derivatives,drawdown_10,logistic,price_derivatives,2023-01-01,development,"{""C"": 0.1}",0.2385229632024987,2908,2022-12-31
drawdown_10__logistic__price_derivatives,drawdown_10,logistic,price_derivatives,2024-01-01,development,"{""C"": 0.1}",0.2683105802209675,3638,2023-12-31
drawdown_10__logistic__price_derivatives,drawdown_10,logistic,price_derivatives,2025-01-01,holdout,"{""C"": 0.1}",0.24728502195216667,4370,2024-12-31
drawdown_10__elastic_net__price_derivatives,drawdown_10,elastic_net,price_derivatives,2021-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.22815560748215205,1448,2020-12-31
drawdown_10__elastic_net__price_derivatives,drawdown_10,elastic_net,price_derivatives,2022-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.23991441854505688,2178,2021-12-31
drawdown_10__elastic_net__price_derivatives,drawdown_10,elastic_net,price_derivatives,2023-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.23715342032000572,2908,2022-12-31
drawdown_10__elastic_net__price_derivatives,drawdown_10,elastic_net,price_derivatives,2024-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.267854879237032,3638,2023-12-31
drawdown_10__elastic_net__price_derivatives,drawdown_10,elastic_net,price_derivatives,2025-01-01,holdout,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.24682147227385787,4370,2024-12-31
drawdown_10__random_forest__price_derivatives,drawdown_10,random_forest,price_derivatives,2021-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.20786532489041254,1448,2020-12-31
drawdown_10__random_forest__price_derivatives,drawdown_10,random_forest,price_derivatives,2022-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.19662005135833813,2178,2021-12-31
drawdown_10__random_forest__price_derivatives,drawdown_10,random_forest,price_derivatives,2023-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.21563169556848444,2908,2022-12-31
drawdown_10__random_forest__price_derivatives,drawdown_10,random_forest,price_derivatives,2024-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.20866048781879842,3638,2023-12-31
drawdown_10__random_forest__price_derivatives,drawdown_10,random_forest,price_derivatives,2025-01-01,holdout,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.2021332203201183,4370,2024-12-31
drawdown_10__gradient_boosting__price_derivatives,drawdown_10,gradient_boosting,price_derivatives,2021-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.127700020695799,1448,2020-12-31
drawdown_10__gradient_boosting__price_derivatives,drawdown_10,gradient_boosting,price_derivatives,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.14751114827539374,2178,2021-12-31
drawdown_10__gradient_boosting__price_derivatives,drawdown_10,gradient_boosting,price_derivatives,2023-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.15553227095151267,2908,2022-12-31
drawdown_10__gradient_boosting__price_derivatives,drawdown_10,gradient_boosting,price_derivatives,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.13835266336472438,3638,2023-12-31
drawdown_10__gradient_boosting__price_derivatives,drawdown_10,gradient_boosting,price_derivatives,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.13079598055587183,4370,2024-12-31
drawdown_10__boosted_tree__price_derivatives,drawdown_10,boosted_tree,price_derivatives,2021-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.12357331812381744,1448,2020-12-31
drawdown_10__boosted_tree__price_derivatives,drawdown_10,boosted_tree,price_derivatives,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.14336879923939705,2178,2021-12-31
drawdown_10__boosted_tree__price_derivatives,drawdown_10,boosted_tree,price_derivatives,2023-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.15700306743383408,2908,2022-12-31
drawdown_10__boosted_tree__price_derivatives,drawdown_10,boosted_tree,price_derivatives,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.1328428043052554,3638,2023-12-31
drawdown_10__boosted_tree__price_derivatives,drawdown_10,boosted_tree,price_derivatives,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.12462837435305119,4370,2024-12-31
drawdown_15__logistic__price_only,drawdown_15,logistic,price_only,2021-01-01,development,"{""C"": 0.1}",0.28900982891822763,1448,2020-12-31
drawdown_15__logistic__price_only,drawdown_15,logistic,price_only,2022-01-01,development,"{""C"": 0.1}",0.2664728985037239,2178,2021-12-31
drawdown_15__logistic__price_only,drawdown_15,logistic,price_only,2023-01-01,development,"{""C"": 0.1}",0.251581352191108,2908,2022-12-31
drawdown_15__logistic__price_only,drawdown_15,logistic,price_only,2024-01-01,development,"{""C"": 0.1}",0.2664578858050611,3638,2023-12-31
drawdown_15__logistic__price_only,drawdown_15,logistic,price_only,2025-01-01,holdout,"{""C"": 0.1}",0.24431019639235788,4370,2024-12-31
drawdown_15__elastic_net__price_only,drawdown_15,elastic_net,price_only,2021-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2870688987108626,1448,2020-12-31
drawdown_15__elastic_net__price_only,drawdown_15,elastic_net,price_only,2022-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2646007495128865,2178,2021-12-31
drawdown_15__elastic_net__price_only,drawdown_15,elastic_net,price_only,2023-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2512991077387742,2908,2022-12-31
drawdown_15__elastic_net__price_only,drawdown_15,elastic_net,price_only,2024-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2658094333775674,3638,2023-12-31
drawdown_15__elastic_net__price_only,drawdown_15,elastic_net,price_only,2025-01-01,holdout,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2443024585955864,4370,2024-12-31
drawdown_15__logistic__derivatives_only,drawdown_15,logistic,derivatives_only,2021-01-01,development,"{""C"": 0.1}",0.20324343130769415,1448,2020-12-31
drawdown_15__logistic__derivatives_only,drawdown_15,logistic,derivatives_only,2022-01-01,development,"{""C"": 0.1}",0.20006417025729484,2178,2021-12-31
drawdown_15__logistic__derivatives_only,drawdown_15,logistic,derivatives_only,2023-01-01,development,"{""C"": 1.0}",0.18570919299500882,2908,2022-12-31
drawdown_15__logistic__derivatives_only,drawdown_15,logistic,derivatives_only,2024-01-01,development,"{""C"": 0.1}",0.22591832108068777,3638,2023-12-31
drawdown_15__logistic__derivatives_only,drawdown_15,logistic,derivatives_only,2025-01-01,holdout,"{""C"": 0.1}",0.2365040297525441,4370,2024-12-31
drawdown_15__elastic_net__derivatives_only,drawdown_15,elastic_net,derivatives_only,2021-01-01,development,"{""C"": 1.0, ""l1_ratio"": 0.75}",0.20648320289048838,1448,2020-12-31
drawdown_15__elastic_net__derivatives_only,drawdown_15,elastic_net,derivatives_only,2022-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.19347672660871074,2178,2021-12-31
drawdown_15__elastic_net__derivatives_only,drawdown_15,elastic_net,derivatives_only,2023-01-01,development,"{""C"": 1.0, ""l1_ratio"": 0.75}",0.18531490167279063,2908,2022-12-31
drawdown_15__elastic_net__derivatives_only,drawdown_15,elastic_net,derivatives_only,2024-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.22324312711882605,3638,2023-12-31
drawdown_15__elastic_net__derivatives_only,drawdown_15,elastic_net,derivatives_only,2025-01-01,holdout,"{""C"": 1.0, ""l1_ratio"": 0.75}",0.23549634339926417,4370,2024-12-31
drawdown_15__random_forest__derivatives_only,drawdown_15,random_forest,derivatives_only,2021-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.20950702032390595,1448,2020-12-31
drawdown_15__random_forest__derivatives_only,drawdown_15,random_forest,derivatives_only,2022-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.20149470325508592,2178,2021-12-31
drawdown_15__random_forest__derivatives_only,drawdown_15,random_forest,derivatives_only,2023-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.14204627062243724,2908,2022-12-31
drawdown_15__random_forest__derivatives_only,drawdown_15,random_forest,derivatives_only,2024-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.17161129516437035,3638,2023-12-31
drawdown_15__random_forest__derivatives_only,drawdown_15,random_forest,derivatives_only,2025-01-01,holdout,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.1667585836008961,4370,2024-12-31
drawdown_15__gradient_boosting__derivatives_only,drawdown_15,gradient_boosting,derivatives_only,2021-01-01,development,"{""n_estimators"": 125, ""max_depth"": 2}",0.06504648837366706,1448,2020-12-31
drawdown_15__gradient_boosting__derivatives_only,drawdown_15,gradient_boosting,derivatives_only,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.0669861924595826,2178,2021-12-31
drawdown_15__gradient_boosting__derivatives_only,drawdown_15,gradient_boosting,derivatives_only,2023-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.08034973573008292,2908,2022-12-31
drawdown_15__gradient_boosting__derivatives_only,drawdown_15,gradient_boosting,derivatives_only,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.06892396379777843,3638,2023-12-31
drawdown_15__gradient_boosting__derivatives_only,drawdown_15,gradient_boosting,derivatives_only,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.061546927959958746,4370,2024-12-31
drawdown_15__boosted_tree__derivatives_only,drawdown_15,boosted_tree,derivatives_only,2021-01-01,development,"{""n_estimators"": 125, ""max_depth"": 3}",0.06031825207173824,1448,2020-12-31
drawdown_15__boosted_tree__derivatives_only,drawdown_15,boosted_tree,derivatives_only,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.06724172923713923,2178,2021-12-31
drawdown_15__boosted_tree__derivatives_only,drawdown_15,boosted_tree,derivatives_only,2023-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.08021174743771553,2908,2022-12-31
drawdown_15__boosted_tree__derivatives_only,drawdown_15,boosted_tree,derivatives_only,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.0661415159702301,3638,2023-12-31
drawdown_15__boosted_tree__derivatives_only,drawdown_15,boosted_tree,derivatives_only,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.061722458340227604,4370,2024-12-31
drawdown_15__logistic__price_derivatives,drawdown_15,logistic,price_derivatives,2021-01-01,development,"{""C"": 1.0}",0.22801789238951448,1448,2020-12-31
drawdown_15__logistic__price_derivatives,drawdown_15,logistic,price_derivatives,2022-01-01,development,"{""C"": 0.1}",0.22171850182624664,2178,2021-12-31
drawdown_15__logistic__price_derivatives,drawdown_15,logistic,price_derivatives,2023-01-01,development,"{""C"": 1.0}",0.20235044352713077,2908,2022-12-31
drawdown_15__logistic__price_derivatives,drawdown_15,logistic,price_derivatives,2024-01-01,development,"{""C"": 0.1}",0.25575500649677074,3638,2023-12-31
drawdown_15__logistic__price_derivatives,drawdown_15,logistic,price_derivatives,2025-01-01,holdout,"{""C"": 0.1}",0.2461190580657871,4370,2024-12-31
drawdown_15__elastic_net__price_derivatives,drawdown_15,elastic_net,price_derivatives,2021-01-01,development,"{""C"": 1.0, ""l1_ratio"": 0.75}",0.23289286513038765,1448,2020-12-31
drawdown_15__elastic_net__price_derivatives,drawdown_15,elastic_net,price_derivatives,2022-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.21728789454563424,2178,2021-12-31
drawdown_15__elastic_net__price_derivatives,drawdown_15,elastic_net,price_derivatives,2023-01-01,development,"{""C"": 1.0, ""l1_ratio"": 0.75}",0.20085190084601867,2908,2022-12-31
drawdown_15__elastic_net__price_derivatives,drawdown_15,elastic_net,price_derivatives,2024-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2549030865872999,3638,2023-12-31
drawdown_15__elastic_net__price_derivatives,drawdown_15,elastic_net,price_derivatives,2025-01-01,holdout,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.24618520899200996,4370,2024-12-31
drawdown_15__random_forest__price_derivatives,drawdown_15,random_forest,price_derivatives,2021-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.16625025723608203,1448,2020-12-31
drawdown_15__random_forest__price_derivatives,drawdown_15,random_forest,price_derivatives,2022-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.1427904496781125,2178,2021-12-31
drawdown_15__random_forest__price_derivatives,drawdown_15,random_forest,price_derivatives,2023-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.14768669226814266,2908,2022-12-31
drawdown_15__random_forest__price_derivatives,drawdown_15,random_forest,price_derivatives,2024-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.14886566517736843,3638,2023-12-31
drawdown_15__random_forest__price_derivatives,drawdown_15,random_forest,price_derivatives,2025-01-01,holdout,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.1474812525974575,4370,2024-12-31
drawdown_15__gradient_boosting__price_derivatives,drawdown_15,gradient_boosting,price_derivatives,2021-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.07771519274811012,1448,2020-12-31
drawdown_15__gradient_boosting__price_derivatives,drawdown_15,gradient_boosting,price_derivatives,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.07644448465893158,2178,2021-12-31
drawdown_15__gradient_boosting__price_derivatives,drawdown_15,gradient_boosting,price_derivatives,2023-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.08404507979109739,2908,2022-12-31
drawdown_15__gradient_boosting__price_derivatives,drawdown_15,gradient_boosting,price_derivatives,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.07357096988697094,3638,2023-12-31
drawdown_15__gradient_boosting__price_derivatives,drawdown_15,gradient_boosting,price_derivatives,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.06876909268244738,4370,2024-12-31
drawdown_15__boosted_tree__price_derivatives,drawdown_15,boosted_tree,price_derivatives,2021-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.06155138835310936,1448,2020-12-31
drawdown_15__boosted_tree__price_derivatives,drawdown_15,boosted_tree,price_derivatives,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.07472584675997496,2178,2021-12-31
drawdown_15__boosted_tree__price_derivatives,drawdown_15,boosted_tree,price_derivatives,2023-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.08139833156019449,2908,2022-12-31
drawdown_15__boosted_tree__price_derivatives,drawdown_15,boosted_tree,price_derivatives,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.06488086050376296,3638,2023-12-31
drawdown_15__boosted_tree__price_derivatives,drawdown_15,boosted_tree,price_derivatives,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.05970441782847047,4370,2024-12-31
volatility_expansion__logistic__price_only,volatility_expansion,logistic,price_only,2021-01-01,development,"{""C"": 0.1}",0.2016297583523988,1448,2020-12-31
volatility_expansion__logistic__price_only,volatility_expansion,logistic,price_only,2022-01-01,development,"{""C"": 0.1}",0.21043404404187516,2178,2021-12-31
volatility_expansion__logistic__price_only,volatility_expansion,logistic,price_only,2023-01-01,development,"{""C"": 0.1}",0.20586954972673777,2908,2022-12-31
volatility_expansion__logistic__price_only,volatility_expansion,logistic,price_only,2024-01-01,development,"{""C"": 0.1}",0.20797955985915995,3638,2023-12-31
volatility_expansion__logistic__price_only,volatility_expansion,logistic,price_only,2025-01-01,holdout,"{""C"": 0.1}",0.2068075318018574,4370,2024-12-31
volatility_expansion__elastic_net__price_only,volatility_expansion,elastic_net,price_only,2021-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.20132154783963419,1448,2020-12-31
volatility_expansion__elastic_net__price_only,volatility_expansion,elastic_net,price_only,2022-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2099242163940016,2178,2021-12-31
volatility_expansion__elastic_net__price_only,volatility_expansion,elastic_net,price_only,2023-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.20550709743769158,2908,2022-12-31
volatility_expansion__elastic_net__price_only,volatility_expansion,elastic_net,price_only,2024-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.207889194041649,3638,2023-12-31
volatility_expansion__elastic_net__price_only,volatility_expansion,elastic_net,price_only,2025-01-01,holdout,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.20680271233369424,4370,2024-12-31
volatility_expansion__logistic__derivatives_only,volatility_expansion,logistic,derivatives_only,2021-01-01,development,"{""C"": 0.1}",0.2677343240058376,1448,2020-12-31
volatility_expansion__logistic__derivatives_only,volatility_expansion,logistic,derivatives_only,2022-01-01,development,"{""C"": 0.1}",0.2545465258189348,2178,2021-12-31
volatility_expansion__logistic__derivatives_only,volatility_expansion,logistic,derivatives_only,2023-01-01,development,"{""C"": 0.1}",0.24886022281635573,2908,2022-12-31
volatility_expansion__logistic__derivatives_only,volatility_expansion,logistic,derivatives_only,2024-01-01,development,"{""C"": 0.1}",0.25379620566824507,3638,2023-12-31
volatility_expansion__logistic__derivatives_only,volatility_expansion,logistic,derivatives_only,2025-01-01,holdout,"{""C"": 0.1}",0.25594582211677624,4370,2024-12-31
volatility_expansion__elastic_net__derivatives_only,volatility_expansion,elastic_net,derivatives_only,2021-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.26436109454400125,1448,2020-12-31
volatility_expansion__elastic_net__derivatives_only,volatility_expansion,elastic_net,derivatives_only,2022-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.25337650535896167,2178,2021-12-31
volatility_expansion__elastic_net__derivatives_only,volatility_expansion,elastic_net,derivatives_only,2023-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.24844557797081313,2908,2022-12-31
volatility_expansion__elastic_net__derivatives_only,volatility_expansion,elastic_net,derivatives_only,2024-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.25310177456932226,3638,2023-12-31
volatility_expansion__elastic_net__derivatives_only,volatility_expansion,elastic_net,derivatives_only,2025-01-01,holdout,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.2553704855219256,4370,2024-12-31
volatility_expansion__random_forest__derivatives_only,volatility_expansion,random_forest,derivatives_only,2021-01-01,development,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.2592773782341557,1448,2020-12-31
volatility_expansion__random_forest__derivatives_only,volatility_expansion,random_forest,derivatives_only,2022-01-01,development,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.26039549330535805,2178,2021-12-31
volatility_expansion__random_forest__derivatives_only,volatility_expansion,random_forest,derivatives_only,2023-01-01,development,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.24823440748376402,2908,2022-12-31
volatility_expansion__random_forest__derivatives_only,volatility_expansion,random_forest,derivatives_only,2024-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.24697744119197873,3638,2023-12-31
volatility_expansion__random_forest__derivatives_only,volatility_expansion,random_forest,derivatives_only,2025-01-01,holdout,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.2492546772647178,4370,2024-12-31
volatility_expansion__gradient_boosting__derivatives_only,volatility_expansion,gradient_boosting,derivatives_only,2021-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.26119293613808875,1448,2020-12-31
volatility_expansion__gradient_boosting__derivatives_only,volatility_expansion,gradient_boosting,derivatives_only,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.2599907137279075,2178,2021-12-31
volatility_expansion__gradient_boosting__derivatives_only,volatility_expansion,gradient_boosting,derivatives_only,2023-01-01,development,"{""n_estimators"": 125, ""max_depth"": 2}",0.249532833952556,2908,2022-12-31
volatility_expansion__gradient_boosting__derivatives_only,volatility_expansion,gradient_boosting,derivatives_only,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.24895326946426222,3638,2023-12-31
volatility_expansion__gradient_boosting__derivatives_only,volatility_expansion,gradient_boosting,derivatives_only,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.2516525057261564,4370,2024-12-31
volatility_expansion__boosted_tree__derivatives_only,volatility_expansion,boosted_tree,derivatives_only,2021-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.26276278123259544,1448,2020-12-31
volatility_expansion__boosted_tree__derivatives_only,volatility_expansion,boosted_tree,derivatives_only,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.2619023472070694,2178,2021-12-31
volatility_expansion__boosted_tree__derivatives_only,volatility_expansion,boosted_tree,derivatives_only,2023-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.2485419102013111,2908,2022-12-31
volatility_expansion__boosted_tree__derivatives_only,volatility_expansion,boosted_tree,derivatives_only,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.24826429784297943,3638,2023-12-31
volatility_expansion__boosted_tree__derivatives_only,volatility_expansion,boosted_tree,derivatives_only,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.251179825514555,4370,2024-12-31
volatility_expansion__logistic__price_derivatives,volatility_expansion,logistic,price_derivatives,2021-01-01,development,"{""C"": 0.1}",0.2113907278994467,1448,2020-12-31
volatility_expansion__logistic__price_derivatives,volatility_expansion,logistic,price_derivatives,2022-01-01,development,"{""C"": 0.1}",0.21430817348284092,2178,2021-12-31
volatility_expansion__logistic__price_derivatives,volatility_expansion,logistic,price_derivatives,2023-01-01,development,"{""C"": 0.1}",0.20684543134870997,2908,2022-12-31
volatility_expansion__logistic__price_derivatives,volatility_expansion,logistic,price_derivatives,2024-01-01,development,"{""C"": 0.1}",0.21112472625970696,3638,2023-12-31
volatility_expansion__logistic__price_derivatives,volatility_expansion,logistic,price_derivatives,2025-01-01,holdout,"{""C"": 0.1}",0.2161017804866957,4370,2024-12-31
volatility_expansion__elastic_net__price_derivatives,volatility_expansion,elastic_net,price_derivatives,2021-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.20867597138360192,1448,2020-12-31
volatility_expansion__elastic_net__price_derivatives,volatility_expansion,elastic_net,price_derivatives,2022-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.21206668820039962,2178,2021-12-31
volatility_expansion__elastic_net__price_derivatives,volatility_expansion,elastic_net,price_derivatives,2023-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.20596074985105012,2908,2022-12-31
volatility_expansion__elastic_net__price_derivatives,volatility_expansion,elastic_net,price_derivatives,2024-01-01,development,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.210421840577098,3638,2023-12-31
volatility_expansion__elastic_net__price_derivatives,volatility_expansion,elastic_net,price_derivatives,2025-01-01,holdout,"{""C"": 0.1, ""l1_ratio"": 0.25}",0.21561052131100875,4370,2024-12-31
volatility_expansion__random_forest__price_derivatives,volatility_expansion,random_forest,price_derivatives,2021-01-01,development,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.20801968861900577,1448,2020-12-31
volatility_expansion__random_forest__price_derivatives,volatility_expansion,random_forest,price_derivatives,2022-01-01,development,"{""max_depth"": 4, ""min_samples_leaf"": 20}",0.21065387432481328,2178,2021-12-31
volatility_expansion__random_forest__price_derivatives,volatility_expansion,random_forest,price_derivatives,2023-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.21029477386010748,2908,2022-12-31
volatility_expansion__random_forest__price_derivatives,volatility_expansion,random_forest,price_derivatives,2024-01-01,development,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.2110206259763699,3638,2023-12-31
volatility_expansion__random_forest__price_derivatives,volatility_expansion,random_forest,price_derivatives,2025-01-01,holdout,"{""max_depth"": 7, ""min_samples_leaf"": 10}",0.21017937787626806,4370,2024-12-31
volatility_expansion__gradient_boosting__price_derivatives,volatility_expansion,gradient_boosting,price_derivatives,2021-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.2050511620086411,1448,2020-12-31
volatility_expansion__gradient_boosting__price_derivatives,volatility_expansion,gradient_boosting,price_derivatives,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.21008769646895742,2178,2021-12-31
volatility_expansion__gradient_boosting__price_derivatives,volatility_expansion,gradient_boosting,price_derivatives,2023-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.2049803882462393,2908,2022-12-31
volatility_expansion__gradient_boosting__price_derivatives,volatility_expansion,gradient_boosting,price_derivatives,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.2063940414731792,3638,2023-12-31
volatility_expansion__gradient_boosting__price_derivatives,volatility_expansion,gradient_boosting,price_derivatives,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.20661998370881196,4370,2024-12-31
volatility_expansion__boosted_tree__price_derivatives,volatility_expansion,boosted_tree,price_derivatives,2021-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.20348824560642242,1448,2020-12-31
volatility_expansion__boosted_tree__price_derivatives,volatility_expansion,boosted_tree,price_derivatives,2022-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.20708411931991577,2178,2021-12-31
volatility_expansion__boosted_tree__price_derivatives,volatility_expansion,boosted_tree,price_derivatives,2023-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.20410231128335,2908,2022-12-31
volatility_expansion__boosted_tree__price_derivatives,volatility_expansion,boosted_tree,price_derivatives,2024-01-01,development,"{""n_estimators"": 75, ""max_depth"": 2}",0.20541426166892052,3638,2023-12-31
volatility_expansion__boosted_tree__price_derivatives,volatility_expansion,boosted_tree,price_derivatives,2025-01-01,holdout,"{""n_estimators"": 75, ""max_depth"": 2}",0.20638341829180717,4370,2024-12-31
eth_outperforms_btc__logistic__price_only,eth_outperforms_btc,logistic,price_only,2021-01-01,development,"{""C"": 0.1}",0.27047399300190306,724,2020-12-31
