candidate,overlay_type,fold,test_groups,fold_sharpe
expansion_filter_t40_14d,expansion_threshold_filter,4,"0,5",0.9074611981262268
expansion_filter_t40_14d,expansion_threshold_filter,5,"1,2",0.5906931636191481
expansion_filter_t40_14d,expansion_threshold_filter,6,"1,3",0.9767207875329614
expansion_filter_t40_14d,expansion_threshold_filter,7,"1,4",1.5720297856189926
expansion_filter_t40_14d,expansion_threshold_filter,8,"1,5",1.5521110123143522
expansion_filter_t40_14d,expansion_threshold_filter,9,"2,3",0.047159472738033295
expansion_filter_t40_14d,expansion_threshold_filter,10,"2,4",-0.4738352670636325
expansion_filter_t40_14d,expansion_threshold_filter,11,"2,5",-0.4576224631847348
expansion_filter_t40_14d,expansion_threshold_filter,12,"3,4",0.39456776525582654
expansion_filter_t40_14d,expansion_threshold_filter,13,"3,5",0.3975904462496318
expansion_filter_t40_14d,expansion_threshold_filter,14,"4,5",0.4356075384232769
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,0,"0,1",2.2218374353899626
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,1,"0,2",0.1311953585202572
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,2,"0,3",1.4267950875398516
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,3,"0,4",1.5366384052385116
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,4,"0,5",1.3412912214484942
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,5,"1,2",0.33049597974811173
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,6,"1,3",1.6346038850431532
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,7,"1,4",1.836644710749073
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,8,"1,5",1.6291339904047284
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,9,"2,3",-0.39361364449286007
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,10,"2,4",-1.0740432705376706
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,11,"2,5",-1.2267548125716485
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,12,"3,4",0.7854108090951286
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,13,"3,5",0.6152489763060217
expansion_sizing_eth_tilt_e40_l40_14d,expansion_sizing_eth_tilt,14,"4,5",0.4858041104019707
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,0,"0,1",2.176368020407581
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,1,"0,2",0.13928225160332883
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,2,"0,3",1.4716614057941542
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,3,"0,4",1.5256987679685705
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,4,"0,5",1.3364145106273801
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,5,"1,2",0.29160168687885285
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,6,"1,3",1.6447650884470209
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,7,"1,4",1.7853447282623123
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,8,"1,5",1.5810560736275951
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,9,"2,3",-0.3340484987886349
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,10,"2,4",-1.0602948840324298
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,11,"2,5",-1.2006459119871056
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,12,"3,4",0.846789500766235
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,13,"3,5",0.681323516821625
expansion_sizing_eth_tilt_e40_l50_14d,expansion_sizing_eth_tilt,14,"4,5",0.48339858532671415
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,0,"0,1",2.162634224255971
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,1,"0,2",0.13702791309542564
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,2,"0,3",1.43798216617303
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,3,"0,4",1.521631336089296
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,4,"0,5",1.3315216685707243
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,5,"1,2",0.26794058975286444
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,6,"1,3",1.6011533520351227
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,7,"1,4",1.7762311926635357
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,8,"1,5",1.567444652834759
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,9,"2,3",-0.37928222093753955
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,10,"2,4",-1.0571162516153623
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,11,"2,5",-1.1979525026136397
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,12,"3,4",0.8031982226198469
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,13,"3,5",0.6351561683519922
expansion_sizing_eth_tilt_e40_l60_14d,expansion_sizing_eth_tilt,14,"4,5",0.48339858532671415
expansion_sizing_t50_14d,expansion_probability_sizing,0,"0,1",2.1248636005108765
expansion_sizing_t50_14d,expansion_probability_sizing,1,"0,2",0.151869654242202
expansion_sizing_t50_14d,expansion_probability_sizing,2,"0,3",1.3741455477984197
expansion_sizing_t50_14d,expansion_probability_sizing,3,"0,4",1.4210972474266617
expansion_sizing_t50_14d,expansion_probability_sizing,4,"0,5",1.2018121168514886
expansion_sizing_t50_14d,expansion_probability_sizing,5,"1,2",0.22935826416559013
expansion_sizing_t50_14d,expansion_probability_sizing,6,"1,3",1.5504445753687903
expansion_sizing_t50_14d,expansion_probability_sizing,7,"1,4",1.8056831816411099
expansion_sizing_t50_14d,expansion_probability_sizing,8,"1,5",1.518235551794368
expansion_sizing_t50_14d,expansion_probability_sizing,9,"2,3",-0.28689102065011984
expansion_sizing_t50_14d,expansion_probability_sizing,10,"2,4",-1.047502417602797
expansion_sizing_t50_14d,expansion_probability_sizing,11,"2,5",-1.2119238478526542
expansion_sizing_t50_14d,expansion_probability_sizing,12,"3,4",0.7519847900835666
expansion_sizing_t50_14d,expansion_probability_sizing,13,"3,5",0.5682420466581444
expansion_sizing_t50_14d,expansion_probability_sizing,14,"4,5",0.1776517704291466
expansion_filter_t50_14d,expansion_threshold_filter,0,"0,1",1.1593694811741335
expansion_filter_t50_14d,expansion_threshold_filter,1,"0,2",-0.3415141655782871
expansion_filter_t50_14d,expansion_threshold_filter,2,"0,3",1.0172807834034965
expansion_filter_t50_14d,expansion_threshold_filter,3,"0,4",0.271392341299473
expansion_filter_t50_14d,expansion_threshold_filter,4,"0,5",0.29052200738287115
expansion_filter_t50_14d,expansion_threshold_filter,5,"1,2",0.36864841655777286
expansion_filter_t50_14d,expansion_threshold_filter,6,"1,3",1.6031507356590005
expansion_filter_t50_14d,expansion_threshold_filter,7,"1,4",1.3644736984867996
expansion_filter_t50_14d,expansion_threshold_filter,8,"1,5",1.3681823672054811
expansion_filter_t50_14d,expansion_threshold_filter,9,"2,3",0.4290935703428207
expansion_filter_t50_14d,expansion_threshold_filter,10,"2,4",-1.1204977639919682
expansion_filter_t50_14d,expansion_threshold_filter,11,"2,5",-1.0637867056796921
expansion_filter_t50_14d,expansion_threshold_filter,12,"3,4",0.9725859654500045
expansion_filter_t50_14d,expansion_threshold_filter,13,"3,5",0.9828955746106353
expansion_filter_t50_14d,expansion_threshold_filter,14,"4,5",-0.4442012561028189
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,0,"0,1",2.1425877825778414
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,1,"0,2",0.19726963679436946
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,2,"0,3",1.375182661560851
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,3,"0,4",1.4315564645274959
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,4,"0,5",1.2141676796620828
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,5,"1,2",0.26489104803261776
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,6,"1,3",1.5487673940056588
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,7,"1,4",1.8201491101335818
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,8,"1,5",1.5344111781003034
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,9,"2,3",-0.2863897952078484
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,10,"2,4",-1.0274077710368064
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,11,"2,5",-1.2126187702550688
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,12,"3,4",0.7353560439730641
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,13,"3,5",0.5456970795318395
expansion_sizing_eth_tilt_e50_l40_14d,expansion_sizing_eth_tilt,14,"4,5",0.16736876025026529
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,0,"0,1",2.109974719412493
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,1,"0,2",0.19663172041159047
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,2,"0,3",1.4207098972144614
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,3,"0,4",1.4237029664347478
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,4,"0,5",1.21592594698443
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,5,"1,2",0.2432419287202614
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,6,"1,3",1.5801624004092991
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,7,"1,4",1.7807324437688616
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,8,"1,5",1.5061591788472424
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,9,"2,3",-0.23641357719041195
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,10,"2,4",-1.0251835020924092
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,11,"2,5",-1.1927247082490489
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,12,"3,4",0.7986491203254437
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,13,"3,5",0.6166543370169724
expansion_sizing_eth_tilt_e50_l50_14d,expansion_sizing_eth_tilt,14,"4,5",0.18655942054006366
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,0,"0,1",2.097918712745451
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,1,"0,2",0.19271994476134863
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,2,"0,3",1.3863755421190285
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,3,"0,4",1.4192595439406797
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,4,"0,5",1.2105526371201634
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,5,"1,2",0.21458614024019146
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,6,"1,3",1.5355005460092304
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,7,"1,4",1.780928485666631
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,8,"1,5",1.4967127263935904
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,9,"2,3",-0.2824237140720866
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,10,"2,4",-1.019955617561527
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,11,"2,5",-1.1876365791587586
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,12,"3,4",0.7538678870983264
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,13,"3,5",0.5689543043903338
expansion_sizing_eth_tilt_e50_l60_14d,expansion_sizing_eth_tilt,14,"4,5",0.18655942054006366
expansion_sizing_t60_14d,expansion_probability_sizing,0,"0,1",2.1611544644848246
expansion_sizing_t60_14d,expansion_probability_sizing,1,"0,2",0.35397592875228284
expansion_sizing_t60_14d,expansion_probability_sizing,2,"0,3",1.1876482669846675
expansion_sizing_t60_14d,expansion_probability_sizing,3,"0,4",1.4655878236028568
expansion_sizing_t60_14d,expansion_probability_sizing,4,"0,5",1.3103564033138304
expansion_sizing_t60_14d,expansion_probability_sizing,5,"1,2",0.5342050177541133
expansion_sizing_t60_14d,expansion_probability_sizing,6,"1,3",1.341894011519873
expansion_sizing_t60_14d,expansion_probability_sizing,7,"1,4",1.8201765534799152
expansion_sizing_t60_14d,expansion_probability_sizing,8,"1,5",1.6392909071509425
expansion_sizing_t60_14d,expansion_probability_sizing,9,"2,3",-0.011120407487144329
expansion_sizing_t60_14d,expansion_probability_sizing,10,"2,4",-0.7235848003242197
expansion_sizing_t60_14d,expansion_probability_sizing,11,"2,5",-0.8364729678905134
expansion_sizing_t60_14d,expansion_probability_sizing,12,"3,4",0.6388702945749657
expansion_sizing_t60_14d,expansion_probability_sizing,13,"3,5",0.5515062084875841
expansion_sizing_t60_14d,expansion_probability_sizing,14,"4,5",0.5142937320108
expansion_filter_t60_14d,expansion_threshold_filter,0,"0,1",2.4048912102310984
expansion_filter_t60_14d,expansion_threshold_filter,1,"0,2",0.4506854232857057
expansion_filter_t60_14d,expansion_threshold_filter,2,"0,3",1.906631017138597
expansion_filter_t60_14d,expansion_threshold_filter,3,"0,4",2.354071327347164
expansion_filter_t60_14d,expansion_threshold_filter,4,"0,5",2.248382258287382
expansion_filter_t60_14d,expansion_threshold_filter,5,"1,2",0.031930009578242435
expansion_filter_t60_14d,expansion_threshold_filter,6,"1,3",1.610061579113867
expansion_filter_t60_14d,expansion_threshold_filter,7,"1,4",1.3141121528678776
expansion_filter_t60_14d,expansion_threshold_filter,8,"1,5",1.250604421040772
expansion_filter_t60_14d,expansion_threshold_filter,9,"2,3",0.6248274097420589
expansion_filter_t60_14d,expansion_threshold_filter,10,"2,4",-1.0060050782756282
expansion_filter_t60_14d,expansion_threshold_filter,11,"2,5",-1.0408816230586198
expansion_filter_t60_14d,expansion_threshold_filter,12,"3,4",1.2551504893460723
expansion_filter_t60_14d,expansion_threshold_filter,13,"3,5",1.2309454888177314
expansion_filter_t60_14d,expansion_threshold_filter,14,"4,5",0.6923106466693648
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,0,"0,1",2.1533414022693877
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,1,"0,2",0.3846522874665064
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,2,"0,3",1.1649073352542612
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,3,"0,4",1.4336375653315208
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,4,"0,5",1.2871274219563755
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,5,"1,2",0.5740308381407185
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,6,"1,3",1.3326206884686467
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,7,"1,4",1.8457051141380107
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,8,"1,5",1.6690399486898393
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,9,"2,3",-0.01892001749258271
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,10,"2,4",-0.6953996648055654
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,11,"2,5",-0.823922567767737
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,12,"3,4",0.6135420335188456
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,13,"3,5",0.5231922473900783
expansion_sizing_eth_tilt_e60_l40_14d,expansion_sizing_eth_tilt,14,"4,5",0.5086457495756211
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,0,"0,1",2.1114277623511155
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,1,"0,2",0.3855640696198729
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,2,"0,3",1.2273853972294166
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,3,"0,4",1.4257456407363067
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,4,"0,5",1.2847050141521161
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,5,"1,2",0.5396954601238667
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,6,"1,3",1.372966536206809
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,7,"1,4",1.7990792887622278
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,8,"1,5",1.626847721173846
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,9,"2,3",0.05176610828031318
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,10,"2,4",-0.6867260336015786
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,11,"2,5",-0.80431992921436
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,12,"3,4",0.6903573260966999
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,13,"3,5",0.6039904955896843
expansion_sizing_eth_tilt_e60_l50_14d,expansion_sizing_eth_tilt,14,"4,5",0.5222128305497742
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,0,"0,1",2.0933337439636155
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,1,"0,2",0.3853853422712425
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,2,"0,3",1.187312385924178
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,3,"0,4",1.4194738791421635
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,4,"0,5",1.2781258796709571
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,5,"1,2",0.5258597894336815
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,6,"1,3",1.3249467334926892
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,7,"1,4",1.7845646999194846
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,8,"1,5",1.61046841068344
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,9,"2,3",0.002360247947556323
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,10,"2,4",-0.6781871607718885
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,11,"2,5",-0.7960721475601515
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,12,"3,4",0.6409434493952952
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,13,"3,5",0.55295693826195
expansion_sizing_eth_tilt_e60_l60_14d,expansion_sizing_eth_tilt,14,"4,5",0.5222128305497742
eth_leadership_tilt_l40_14d,eth_leadership_tilt,0,"0,1",2.491520026779056
eth_leadership_tilt_l40_14d,eth_leadership_tilt,1,"0,2",0.3336778541133339
eth_leadership_tilt_l40_14d,eth_leadership_tilt,2,"0,3",1.5653115276084857
eth_leadership_tilt_l40_14d,eth_leadership_tilt,3,"0,4",1.9325409962588884
eth_leadership_tilt_l40_14d,eth_leadership_tilt,4,"0,5",1.684662855308889
eth_leadership_tilt_l40_14d,eth_leadership_tilt,5,"1,2",0.37118248600178916
eth_leadership_tilt_l40_14d,eth_leadership_tilt,6,"1,3",1.5484079326249542
eth_leadership_tilt_l40_14d,eth_leadership_tilt,7,"1,4",1.8349213267273572
eth_leadership_tilt_l40_14d,eth_leadership_tilt,8,"1,5",1.614296653617477
eth_leadership_tilt_l40_14d,eth_leadership_tilt,9,"2,3",-0.4689132654137809
eth_leadership_tilt_l40_14d,eth_leadership_tilt,10,"2,4",-1.0466307736768983
eth_leadership_tilt_l40_14d,eth_leadership_tilt,11,"2,5",-1.217513680753229
eth_leadership_tilt_l40_14d,eth_leadership_tilt,12,"3,4",0.6705249917890322
eth_leadership_tilt_l40_14d,eth_leadership_tilt,13,"3,5",0.48307456328727727
eth_leadership_tilt_l40_14d,eth_leadership_tilt,14,"4,5",0.5051592935400621
eth_leadership_tilt_l50_14d,eth_leadership_tilt,0,"0,1",2.4475580281587455
eth_leadership_tilt_l50_14d,eth_leadership_tilt,1,"0,2",0.3434770613745133
eth_leadership_tilt_l50_14d,eth_leadership_tilt,2,"0,3",1.620638428575198
eth_leadership_tilt_l50_14d,eth_leadership_tilt,3,"0,4",1.918725930763892
eth_leadership_tilt_l50_14d,eth_leadership_tilt,4,"0,5",1.6818951753994742
eth_leadership_tilt_l50_14d,eth_leadership_tilt,5,"1,2",0.33068378484971483
eth_leadership_tilt_l50_14d,eth_leadership_tilt,6,"1,3",1.5616166045578177
eth_leadership_tilt_l50_14d,eth_leadership_tilt,7,"1,4",1.7797055695730086
eth_leadership_tilt_l50_14d,eth_leadership_tilt,8,"1,5",1.5665630074447725
eth_leadership_tilt_l50_14d,eth_leadership_tilt,9,"2,3",-0.411781701324865
eth_leadership_tilt_l50_14d,eth_leadership_tilt,10,"2,4",-1.037244988082203
eth_leadership_tilt_l50_14d,eth_leadership_tilt,11,"2,5",-1.193430971425265
eth_leadership_tilt_l50_14d,eth_leadership_tilt,12,"3,4",0.7342515346099647
eth_leadership_tilt_l50_14d,eth_leadership_tilt,13,"3,5",0.5539395480647997
eth_leadership_tilt_l50_14d,eth_leadership_tilt,14,"4,5",0.4960068925089569
eth_leadership_tilt_l60_14d,eth_leadership_tilt,0,"0,1",2.4383924341374987
eth_leadership_tilt_l60_14d,eth_leadership_tilt,1,"0,2",0.33965053675847673
eth_leadership_tilt_l60_14d,eth_leadership_tilt,2,"0,3",1.5867037659873824
eth_leadership_tilt_l60_14d,eth_leadership_tilt,3,"0,4",1.9173871695205877
eth_leadership_tilt_l60_14d,eth_leadership_tilt,4,"0,5",1.6788913465311226
eth_leadership_tilt_l60_14d,eth_leadership_tilt,5,"1,2",0.30561666285661854
eth_leadership_tilt_l60_14d,eth_leadership_tilt,6,"1,3",1.5153051632835213
eth_leadership_tilt_l60_14d,eth_leadership_tilt,7,"1,4",1.7709299428125538
eth_leadership_tilt_l60_14d,eth_leadership_tilt,8,"1,5",1.5529833783759837
eth_leadership_tilt_l60_14d,eth_leadership_tilt,9,"2,3",-0.4614873463758092
eth_leadership_tilt_l60_14d,eth_leadership_tilt,10,"2,4",-1.0316265527434723
eth_leadership_tilt_l60_14d,eth_leadership_tilt,11,"2,5",-1.187955151787837
eth_leadership_tilt_l60_14d,eth_leadership_tilt,12,"3,4",0.6853644754159517
eth_leadership_tilt_l60_14d,eth_leadership_tilt,13,"3,5",0.5018425527860713
eth_leadership_tilt_l60_14d,eth_leadership_tilt,14,"4,5",0.4960068925089569
