name,family,benchmark_group,split,cost_bps,selected_development_candidate,CAGR,Sharpe,Sortino,Calmar,Annualized Volatility,Maximum Drawdown,Hit Rate,Turnover,Exposure,Transaction Costs,Cash Allocation,Annual Turnover,Worst Month,Best Month,Average Holdings,expansion_threshold,leadership_threshold,rebalance_days
expansion_filter_t40_7d,Macro gate plus expansion threshold filter.,expansion_threshold_filter,development,25,False,-0.011464443579957573,0.18142808140948075,0.1378654304375059,-0.01964026366395228,0.38465341884233906,-0.5837214701449961,0.27257799671592775,0.02654625068418172,0.32471264367816094,0.12125,0.6752873563218391,9.689381499726327,-0.3821192099329416,0.362913979870638,1.0421455938697317,0.4,0.4,7
expansion_filter_t40_7d,Macro gate plus expansion threshold filter.,expansion_threshold_filter,holdout,25,False,0.32743114642824445,1.5418419716785012,2.1189166412693723,4.654900360287831,0.19563149236937172,-0.07034117190168987,0.15427509293680297,0.020446096654275093,0.16589219330855018,0.0275,0.8341078066914498,7.462825278810409,-0.04124659359775429,0.2332066953985239,0.5724907063197026,0.4,0.4,7
expansion_filter_t40_7d,Macro gate plus expansion threshold filter.,expansion_threshold_filter,development,50,False,-0.03512784421670123,0.11846278989975709,0.09029089432401681,-0.058163770336566535,0.3846226994772186,-0.6039471652788811,0.270935960591133,0.02654625068418172,0.32471264367816094,0.2425,0.6752873563218391,9.689381499726327,-0.3846118007628261,0.36035453152315533,1.0421455938697317,0.4,0.4,7
expansion_filter_t40_7d,Macro gate plus expansion threshold filter.,expansion_threshold_filter,holdout,50,False,0.30280088008312434,1.443273619183759,1.9959314330372981,4.3047460242249524,0.19606523597390374,-0.07034117190169009,0.1524163568773234,0.020446096654275093,0.16589219330855018,0.055,0.8341078066914498,7.462825278810409,-0.044829369741643865,0.22617146215103823,0.5724907063197026,0.4,0.4,7
expansion_filter_t40_7d,Macro gate plus expansion threshold filter.,expansion_threshold_filter,development,100,False,-0.080864622725899,-0.0074929484374720925,-0.005733723336571638,-0.12517025983940738,0.38481907140378385,-0.6460370285213739,0.26929392446633826,0.02654625068418172,0.32471264367816094,0.485,0.6752873563218391,9.689381499726327,-0.38957554198229427,0.3552356348281891,1.0421455938697317,0.4,0.4,7
expansion_filter_t40_7d,Macro gate plus expansion threshold filter.,expansion_threshold_filter,holdout,100,False,0.2548099202085474,1.2451988289601128,1.7285724916234384,3.174098431124268,0.19728709232025055,-0.08027788858403284,0.1524163568773234,0.020446096654275093,0.16589219330855018,0.11,0.8341078066914498,7.462825278810409,-0.051965866393198,0.21218136333980508,0.5724907063197026,0.4,0.4,7
expansion_sizing_eth_tilt_e40_l40_7d,Macro gate plus expansion sizing and ETH leadership tilt.,expansion_sizing_eth_tilt,development,10,False,0.21692471105013666,0.6459786117576662,0.6263045863488348,0.28873889236944544,0.5524042361505409,-0.7512833109180819,0.3371647509578544,0.033196496989600435,0.5268199233716475,0.060649999999999996,0.4731800766283525,12.11672140120416,-0.42186418603621756,0.4923862624915327,1.2873563218390804,0.4,0.4,7
expansion_sizing_eth_tilt_e40_l40_7d,Macro gate plus expansion sizing and ETH leadership tilt.,expansion_sizing_eth_tilt,holdout,10,False,0.34822165936031246,1.1013136386073243,1.4165196769012605,1.749765013897238,0.3149296083086787,-0.19901052803926,0.23605947955390336,0.03410780669144982,0.3187732342007435,0.018349999999999998,0.6812267657992566,12.449349442379184,-0.08400013151372376,0.311525202415293,0.8847583643122676,0.4,0.4,7
expansion_sizing_eth_tilt_e40_l40_7d,Macro gate plus expansion sizing and ETH leadership tilt.,expansion_sizing_eth_tilt,development,25,False,0.19503594256721857,0.6131219669015027,0.5953653298445468,0.2570620964384336,0.5523635716516101,-0.7587113980217994,0.3366174055829228,0.033196496989600435,0.5268199233716475,0.15162499999999998,0.4731800766283525,12.11672140120416,-0.4223305592110188,0.4918527687927763,1.2873563218390804,0.4,0.4,7
expansion_sizing_eth_tilt_e40_l40_7d,Macro gate plus expansion sizing and ETH leadership tilt.,expansion_sizing_eth_tilt,holdout,25,False,0.32326972567444434,1.041831628583318,1.3450584665637142,1.5905923665617778,0.31498587647437476,-0.20323857480419305,0.23605947955390336,0.03410780669144982,0.3187732342007435,0.045875,0.6812267657992566,12.449349442379184,-0.0867725839388096,0.3087458848850144,0.8847583643122676,0.4,0.4,7
