target,model,fold,test_groups,fold_start,fold_end,positive_rate,model_config
target_d_future_drawdown_gt_25,elastic_net_logistic,2,0-3,2019-07-05,2023-03-03,0.8020833333333334,target_d_future_drawdown_gt_25__elastic_net_logistic
target_d_future_drawdown_gt_25,elastic_net_logistic,3,0-4,2019-07-05,2024-02-02,0.4166666666666667,target_d_future_drawdown_gt_25__elastic_net_logistic
target_d_future_drawdown_gt_25,elastic_net_logistic,4,0-5,2019-07-05,2024-12-27,0.5263157894736842,target_d_future_drawdown_gt_25__elastic_net_logistic
target_d_future_drawdown_gt_25,elastic_net_logistic,5,1-2,2020-06-05,2022-04-01,0.3645833333333333,target_d_future_drawdown_gt_25__elastic_net_logistic
target_d_future_drawdown_gt_25,elastic_net_logistic,6,1-3,2020-06-05,2023-03-03,0.40625,target_d_future_drawdown_gt_25__elastic_net_logistic
target_d_future_drawdown_gt_25,elastic_net_logistic,7,1-4,2020-06-05,2024-02-02,0.0208333333333333,target_d_future_drawdown_gt_25__elastic_net_logistic
target_d_future_drawdown_gt_25,elastic_net_logistic,8,1-5,2020-06-05,2024-12-27,0.1263157894736842,target_d_future_drawdown_gt_25__elastic_net_logistic
target_d_future_drawdown_gt_25,elastic_net_logistic,9,2-3,2021-05-07,2023-03-03,0.7291666666666666,target_d_future_drawdown_gt_25__elastic_net_logistic
target_d_future_drawdown_gt_25,elastic_net_logistic,10,2-4,2021-05-07,2024-02-02,0.34375,target_d_future_drawdown_gt_25__elastic_net_logistic
target_d_future_drawdown_gt_25,elastic_net_logistic,11,2-5,2021-05-07,2024-12-27,0.4526315789473684,target_d_future_drawdown_gt_25__elastic_net_logistic
target_d_future_drawdown_gt_25,elastic_net_logistic,12,3-4,2022-04-08,2024-02-02,0.3854166666666667,target_d_future_drawdown_gt_25__elastic_net_logistic
target_d_future_drawdown_gt_25,elastic_net_logistic,13,3-5,2022-04-08,2024-12-27,0.4947368421052631,target_d_future_drawdown_gt_25__elastic_net_logistic
target_d_future_drawdown_gt_25,elastic_net_logistic,14,4-5,2023-03-10,2024-12-27,0.1052631578947368,target_d_future_drawdown_gt_25__elastic_net_logistic
target_d_future_drawdown_gt_25,random_forest,0,0-1,2019-07-05,2021-04-30,0.4375,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,random_forest,1,0-2,2019-07-05,2022-04-01,0.7604166666666666,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,random_forest,2,0-3,2019-07-05,2023-03-03,0.8020833333333334,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,random_forest,3,0-4,2019-07-05,2024-02-02,0.4166666666666667,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,random_forest,4,0-5,2019-07-05,2024-12-27,0.5263157894736842,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,random_forest,5,1-2,2020-06-05,2022-04-01,0.3645833333333333,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,random_forest,6,1-3,2020-06-05,2023-03-03,0.40625,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,random_forest,7,1-4,2020-06-05,2024-02-02,0.0208333333333333,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,random_forest,8,1-5,2020-06-05,2024-12-27,0.1263157894736842,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,random_forest,9,2-3,2021-05-07,2023-03-03,0.7291666666666666,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,random_forest,10,2-4,2021-05-07,2024-02-02,0.34375,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,random_forest,11,2-5,2021-05-07,2024-12-27,0.4526315789473684,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,random_forest,12,3-4,2022-04-08,2024-02-02,0.3854166666666667,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,random_forest,13,3-5,2022-04-08,2024-12-27,0.4947368421052631,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,random_forest,14,4-5,2023-03-10,2024-12-27,0.1052631578947368,target_d_future_drawdown_gt_25__random_forest
target_d_future_drawdown_gt_25,gradient_boosting,0,0-1,2019-07-05,2021-04-30,0.4375,target_d_future_drawdown_gt_25__gradient_boosting
target_d_future_drawdown_gt_25,gradient_boosting,1,0-2,2019-07-05,2022-04-01,0.7604166666666666,target_d_future_drawdown_gt_25__gradient_boosting
target_d_future_drawdown_gt_25,gradient_boosting,2,0-3,2019-07-05,2023-03-03,0.8020833333333334,target_d_future_drawdown_gt_25__gradient_boosting
target_d_future_drawdown_gt_25,gradient_boosting,3,0-4,2019-07-05,2024-02-02,0.4166666666666667,target_d_future_drawdown_gt_25__gradient_boosting
target_d_future_drawdown_gt_25,gradient_boosting,4,0-5,2019-07-05,2024-12-27,0.5263157894736842,target_d_future_drawdown_gt_25__gradient_boosting
target_d_future_drawdown_gt_25,gradient_boosting,5,1-2,2020-06-05,2022-04-01,0.3645833333333333,target_d_future_drawdown_gt_25__gradient_boosting
target_d_future_drawdown_gt_25,gradient_boosting,6,1-3,2020-06-05,2023-03-03,0.40625,target_d_future_drawdown_gt_25__gradient_boosting
target_d_future_drawdown_gt_25,gradient_boosting,7,1-4,2020-06-05,2024-02-02,0.0208333333333333,target_d_future_drawdown_gt_25__gradient_boosting
target_d_future_drawdown_gt_25,gradient_boosting,8,1-5,2020-06-05,2024-12-27,0.1263157894736842,target_d_future_drawdown_gt_25__gradient_boosting
target_d_future_drawdown_gt_25,gradient_boosting,9,2-3,2021-05-07,2023-03-03,0.7291666666666666,target_d_future_drawdown_gt_25__gradient_boosting
target_d_future_drawdown_gt_25,gradient_boosting,10,2-4,2021-05-07,2024-02-02,0.34375,target_d_future_drawdown_gt_25__gradient_boosting
target_d_future_drawdown_gt_25,gradient_boosting,11,2-5,2021-05-07,2024-12-27,0.4526315789473684,target_d_future_drawdown_gt_25__gradient_boosting
target_d_future_drawdown_gt_25,gradient_boosting,12,3-4,2022-04-08,2024-02-02,0.3854166666666667,target_d_future_drawdown_gt_25__gradient_boosting
target_d_future_drawdown_gt_25,gradient_boosting,13,3-5,2022-04-08,2024-12-27,0.4947368421052631,target_d_future_drawdown_gt_25__gradient_boosting
target_d_future_drawdown_gt_25,gradient_boosting,14,4-5,2023-03-10,2024-12-27,0.1052631578947368,target_d_future_drawdown_gt_25__gradient_boosting
target_e_frozen_future_dd_gt_20,logistic_regression,0,0-1,2019-07-05,2021-04-30,0.125,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,logistic_regression,1,0-2,2019-07-05,2022-04-01,0.1979166666666666,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,logistic_regression,2,0-3,2019-07-05,2023-03-03,0.25,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,logistic_regression,3,0-4,2019-07-05,2024-02-02,0.0833333333333333,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,logistic_regression,4,0-5,2019-07-05,2024-12-27,0.0842105263157894,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,logistic_regression,5,1-2,2020-06-05,2022-04-01,0.15625,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,logistic_regression,6,1-3,2020-06-05,2023-03-03,0.2083333333333333,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,logistic_regression,7,1-4,2020-06-05,2024-02-02,0.0416666666666666,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,logistic_regression,8,1-5,2020-06-05,2024-12-27,0.0421052631578947,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,logistic_regression,9,2-3,2021-05-07,2023-03-03,0.28125,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,logistic_regression,10,2-4,2021-05-07,2024-02-02,0.1145833333333333,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,logistic_regression,11,2-5,2021-05-07,2024-12-27,0.1157894736842105,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,logistic_regression,12,3-4,2022-04-08,2024-02-02,0.1666666666666666,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,logistic_regression,13,3-5,2022-04-08,2024-12-27,0.1684210526315789,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,logistic_regression,14,4-5,2023-03-10,2024-12-27,0.0,target_e_frozen_future_dd_gt_20__logistic_regression
target_e_frozen_future_dd_gt_20,elastic_net_logistic,0,0-1,2019-07-05,2021-04-30,0.125,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,elastic_net_logistic,1,0-2,2019-07-05,2022-04-01,0.1979166666666666,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,elastic_net_logistic,2,0-3,2019-07-05,2023-03-03,0.25,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,elastic_net_logistic,3,0-4,2019-07-05,2024-02-02,0.0833333333333333,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,elastic_net_logistic,4,0-5,2019-07-05,2024-12-27,0.0842105263157894,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,elastic_net_logistic,5,1-2,2020-06-05,2022-04-01,0.15625,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,elastic_net_logistic,6,1-3,2020-06-05,2023-03-03,0.2083333333333333,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,elastic_net_logistic,7,1-4,2020-06-05,2024-02-02,0.0416666666666666,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,elastic_net_logistic,8,1-5,2020-06-05,2024-12-27,0.0421052631578947,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,elastic_net_logistic,9,2-3,2021-05-07,2023-03-03,0.28125,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,elastic_net_logistic,10,2-4,2021-05-07,2024-02-02,0.1145833333333333,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,elastic_net_logistic,11,2-5,2021-05-07,2024-12-27,0.1157894736842105,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,elastic_net_logistic,12,3-4,2022-04-08,2024-02-02,0.1666666666666666,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,elastic_net_logistic,13,3-5,2022-04-08,2024-12-27,0.1684210526315789,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,elastic_net_logistic,14,4-5,2023-03-10,2024-12-27,0.0,target_e_frozen_future_dd_gt_20__elastic_net_logistic
target_e_frozen_future_dd_gt_20,random_forest,0,0-1,2019-07-05,2021-04-30,0.125,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,random_forest,1,0-2,2019-07-05,2022-04-01,0.1979166666666666,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,random_forest,2,0-3,2019-07-05,2023-03-03,0.25,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,random_forest,3,0-4,2019-07-05,2024-02-02,0.0833333333333333,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,random_forest,4,0-5,2019-07-05,2024-12-27,0.0842105263157894,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,random_forest,5,1-2,2020-06-05,2022-04-01,0.15625,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,random_forest,6,1-3,2020-06-05,2023-03-03,0.2083333333333333,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,random_forest,7,1-4,2020-06-05,2024-02-02,0.0416666666666666,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,random_forest,8,1-5,2020-06-05,2024-12-27,0.0421052631578947,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,random_forest,9,2-3,2021-05-07,2023-03-03,0.28125,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,random_forest,10,2-4,2021-05-07,2024-02-02,0.1145833333333333,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,random_forest,11,2-5,2021-05-07,2024-12-27,0.1157894736842105,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,random_forest,12,3-4,2022-04-08,2024-02-02,0.1666666666666666,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,random_forest,13,3-5,2022-04-08,2024-12-27,0.1684210526315789,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,random_forest,14,4-5,2023-03-10,2024-12-27,0.0,target_e_frozen_future_dd_gt_20__random_forest
target_e_frozen_future_dd_gt_20,gradient_boosting,0,0-1,2019-07-05,2021-04-30,0.125,target_e_frozen_future_dd_gt_20__gradient_boosting
target_e_frozen_future_dd_gt_20,gradient_boosting,1,0-2,2019-07-05,2022-04-01,0.1979166666666666,target_e_frozen_future_dd_gt_20__gradient_boosting
target_e_frozen_future_dd_gt_20,gradient_boosting,2,0-3,2019-07-05,2023-03-03,0.25,target_e_frozen_future_dd_gt_20__gradient_boosting
target_e_frozen_future_dd_gt_20,gradient_boosting,3,0-4,2019-07-05,2024-02-02,0.0833333333333333,target_e_frozen_future_dd_gt_20__gradient_boosting
target_e_frozen_future_dd_gt_20,gradient_boosting,4,0-5,2019-07-05,2024-12-27,0.0842105263157894,target_e_frozen_future_dd_gt_20__gradient_boosting
target_e_frozen_future_dd_gt_20,gradient_boosting,5,1-2,2020-06-05,2022-04-01,0.15625,target_e_frozen_future_dd_gt_20__gradient_boosting
target_e_frozen_future_dd_gt_20,gradient_boosting,6,1-3,2020-06-05,2023-03-03,0.2083333333333333,target_e_frozen_future_dd_gt_20__gradient_boosting
target_e_frozen_future_dd_gt_20,gradient_boosting,7,1-4,2020-06-05,2024-02-02,0.0416666666666666,target_e_frozen_future_dd_gt_20__gradient_boosting
target_e_frozen_future_dd_gt_20,gradient_boosting,8,1-5,2020-06-05,2024-12-27,0.0421052631578947,target_e_frozen_future_dd_gt_20__gradient_boosting
target_e_frozen_future_dd_gt_20,gradient_boosting,9,2-3,2021-05-07,2023-03-03,0.28125,target_e_frozen_future_dd_gt_20__gradient_boosting
target_e_frozen_future_dd_gt_20,gradient_boosting,10,2-4,2021-05-07,2024-02-02,0.1145833333333333,target_e_frozen_future_dd_gt_20__gradient_boosting
target_e_frozen_future_dd_gt_20,gradient_boosting,11,2-5,2021-05-07,2024-12-27,0.1157894736842105,target_e_frozen_future_dd_gt_20__gradient_boosting
target_e_frozen_future_dd_gt_20,gradient_boosting,12,3-4,2022-04-08,2024-02-02,0.1666666666666666,target_e_frozen_future_dd_gt_20__gradient_boosting
target_e_frozen_future_dd_gt_20,gradient_boosting,13,3-5,2022-04-08,2024-12-27,0.1684210526315789,target_e_frozen_future_dd_gt_20__gradient_boosting
target_e_frozen_future_dd_gt_20,gradient_boosting,14,4-5,2023-03-10,2024-12-27,0.0,target_e_frozen_future_dd_gt_20__gradient_boosting
