candidate,median_fold_sharpe,best_fold_sharpe,worst_fold_sharpe,positive_fold_percentage
target_a_30d_loss_gt_20__elastic_net_logistic|cash_if_high_and_macro_stress|0.40,0.529508997670463,2.1373780760876047,-0.5765345497128993,0.5333333333333333
target_a_30d_loss_gt_20__elastic_net_logistic|cash_if_high_and_macro_stress|0.50,0.5213645195087896,2.219225750853606,-0.5765345497128993,0.5333333333333333
target_a_30d_loss_gt_20__elastic_net_logistic|cash_if_high_and_macro_stress|0.60,0.6127922134025756,2.11877121479149,-0.5765345497128993,0.5333333333333333
target_a_30d_loss_gt_20__elastic_net_logistic|cash_if_high_and_macro_stress|0.70,0.5604270570574026,2.278490763135881,-0.5765345497128993,0.5333333333333333
target_a_30d_loss_gt_20__elastic_net_logistic|cash_if_high_and_trend_negative|0.40,0.7213312550514663,2.3185211309150957,-0.6125403845794181,0.5333333333333333
target_a_30d_loss_gt_20__elastic_net_logistic|cash_if_high_and_trend_negative|0.50,0.7257491125997595,2.354284426066006,-0.5765345497128993,0.6
target_a_30d_loss_gt_20__elastic_net_logistic|cash_if_high_and_trend_negative|0.60,0.8823994204636332,2.354284426066006,-0.5765345497128993,0.6
target_a_30d_loss_gt_20__elastic_net_logistic|cash_if_high_and_trend_negative|0.70,0.8110391910797581,2.354284426066006,-0.5765345497128993,0.6
target_a_30d_loss_gt_20__elastic_net_logistic|cash_if_high|0.40,0.1514080776963134,2.293630430444083,-0.6175519666558758,0.4666666666666667
target_a_30d_loss_gt_20__elastic_net_logistic|cash_if_high|0.50,0.2501739093692683,2.405211669277452,-0.6175519666558758,0.5333333333333333
target_a_30d_loss_gt_20__elastic_net_logistic|cash_if_high|0.60,0.2501739093692683,2.308332722311169,-0.5765345497128993,0.6
target_a_30d_loss_gt_20__elastic_net_logistic|cash_if_high|0.70,0.3914257324728359,2.465384457979076,-0.5765345497128993,0.6
target_a_30d_loss_gt_20__elastic_net_logistic|halve_if_high|0.40,0.3708676293040674,2.207880219514997,-0.5281729428869483,0.5333333333333333
target_a_30d_loss_gt_20__elastic_net_logistic|halve_if_high|0.50,0.3996114879494704,2.17824223726226,-0.5281729428869483,0.5333333333333333
target_a_30d_loss_gt_20__elastic_net_logistic|halve_if_high|0.60,0.4623627067674982,2.138053860335633,-0.4940389251612718,0.6
target_a_30d_loss_gt_20__elastic_net_logistic|halve_if_high|0.70,0.4308826620662033,2.2805657288785506,-0.5071337614233598,0.6
target_a_30d_loss_gt_20__elastic_net_logistic|halve_if_rising|0.40,0.3958398829578615,1.956762445932133,-0.4613506629876414,0.7333333333333333
target_a_30d_loss_gt_20__elastic_net_logistic|halve_if_rising|0.50,0.392049470051191,2.004935220437101,-0.4613506629876414,0.7333333333333333
target_a_30d_loss_gt_20__elastic_net_logistic|halve_if_rising|0.60,0.4183986845428289,2.027929273971492,-0.4655461299360375,0.7333333333333333
target_a_30d_loss_gt_20__elastic_net_logistic|halve_if_rising|0.70,0.4850167598401908,2.068353545585262,-0.4785691222945698,0.7333333333333333
target_a_30d_loss_gt_20__gradient_boosting|cash_if_high_and_macro_stress|0.40,0.3415734324904728,2.1593378791276354,-0.501148960332058,0.5333333333333333
target_a_30d_loss_gt_20__gradient_boosting|cash_if_high_and_macro_stress|0.50,0.3415734324904728,2.2478794718691164,-0.4300983133735699,0.5333333333333333
