feature,importance,abs_importance,target,model,model_config
ETH_drawdown_from_90d_high,0.0381910313279445,0.0381910313279445,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
volatility_4h_30d_btc_eth_avg,0.0376916059367839,0.0376916059367839,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
credit_spread_change_21d,0.0263266613958982,0.0263266613958982,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
usd_trend_63d,0.0246673316197078,0.0246673316197078,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
volume_shock_4h_btc_eth_avg,0.0245992975596838,0.0245992975596838,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
real_yield_10y_change_21d,0.0236102135752676,0.0236102135752676,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
BTC_drawdown_from_90d_high,0.0230364869961361,0.0230364869961361,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
BTC_rv_percentile,0.0229561213010688,0.0229561213010688,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
rates_10y_change_21d,0.0223586466762619,0.0223586466762619,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
tvl_growth_30d,0.0203241486180184,0.0203241486180184,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
tvl_change_30d,0.0188339808977123,0.0188339808977123,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
usd_trend_21d,0.0188005747510294,0.0188005747510294,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
ETH_momentum_63d,0.0185356122840602,0.0185356122840602,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
vix_level,0.017168903089682,0.017168903089682,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
ETH_momentum_126d,0.0160785111637976,0.0160785111637976,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
ETH_below_100dma,0.0155794428416055,0.0155794428416055,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
equity_realized_vol_21d,0.0149353002324526,0.0149353002324526,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
vix_change_5d,0.0144019754567474,0.0144019754567474,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
BTC_momentum_126d,0.0136325436655822,0.0136325436655822,target_b_60d_loss_gt_30,random_forest,target_b_60d_loss_gt_30__random_forest
rates_10y_change_21d,0.1087886879187279,0.1087886879187279,target_b_60d_loss_gt_30,gradient_boosting,target_b_60d_loss_gt_30__gradient_boosting
usd_trend_21d,0.1024741090877015,0.1024741090877015,target_b_60d_loss_gt_30,gradient_boosting,target_b_60d_loss_gt_30__gradient_boosting
cross_sectional_dispersion,0.1007678049601846,0.1007678049601846,target_b_60d_loss_gt_30,gradient_boosting,target_b_60d_loss_gt_30__gradient_boosting
stablecoin_supply_z_90,0.0941748031696169,0.0941748031696169,target_b_60d_loss_gt_30,gradient_boosting,target_b_60d_loss_gt_30__gradient_boosting
credit_spread_change_21d,0.0848878102991051,0.0848878102991051,target_b_60d_loss_gt_30,gradient_boosting,target_b_60d_loss_gt_30__gradient_boosting
vix_level,0.0663667419750385,0.0663667419750385,target_b_60d_loss_gt_30,gradient_boosting,target_b_60d_loss_gt_30__gradient_boosting
ETH_rv_percentile,0.0648235249195192,0.0648235249195192,target_b_60d_loss_gt_30,gradient_boosting,target_b_60d_loss_gt_30__gradient_boosting
ETH_momentum_126d,0.0545193252208303,0.0545193252208303,target_b_60d_loss_gt_30,gradient_boosting,target_b_60d_loss_gt_30__gradient_boosting
eth_btc_relative_weakness_63d,0.0471767836877193,0.0471767836877193,target_b_60d_loss_gt_30,gradient_boosting,target_b_60d_loss_gt_30__gradient_boosting
BTC_momentum_126d,0.0392896872257367,0.0392896872257367,target_b_60d_loss_gt_30,gradient_boosting,target_b_60d_loss_gt_30__gradient_boosting
BTC_rv_63d,0.0330216420791693,0.0330216420791693,target_b_60d_loss_gt_30,gradient_boosting,target_b_60d_loss_gt_30__gradient_boosting
