name,category,family,split,cost_bps,CAGR,Sharpe,Sortino,Calmar,Annualized Volatility,Maximum Drawdown,Hit Rate,Turnover,Exposure,Transaction Costs,Cash Allocation,Annual Turnover,Worst Month,Best Month,Average Holdings
btc_eth_macro_crypto_gate_strict,candidate_25bps,BTC/ETH/cash macro + crypto-native risk gate,development,25,0.08154869436592005,0.53145170384309,0.31264442087709376,0.21955099658332014,0.17680690082657197,-0.3714339521796346,0.08045977011494253,0.012862616310892173,0.09674329501915709,0.058750000000000004,0.9032567049808429,4.694854953475643,-0.11605589668991545,0.26969150572574874,0.31417624521072796
btc_eth_macro_crypto_gate_strict,candidate_25bps,BTC/ETH/cash macro + crypto-native risk gate,holdout,25,0.08866205682358519,0.91817845059812,0.752443560974535,1.9374134421361255,0.09755724585454,-0.04576310605434297,0.046468401486988845,0.00929368029739777,0.04879182156133829,0.0125,0.9512081784386617,3.392193308550186,-0.00856596926455866,0.14684416860961247,0.1821561338289963
top10_momentum_macro_gate_balanced,candidate_25bps,Top-10 momentum when macro regime is favourable,development,25,-0.017242091999705722,0.30765306976390283,0.2753909051781202,-0.01863637328386375,0.6248797344865595,-0.9251849454332801,0.35030103995621237,0.05050646098366954,0.4974745072368076,0.23068826054291064,0.5025254927631924,18.43485825903938,-0.7089903396784616,0.7210747022822135,3.413793103448276
top10_momentum_macro_gate_balanced,candidate_25bps,Top-10 momentum when macro regime is favourable,holdout,25,0.025908492577750408,0.22575325029281693,0.23067107833823186,0.12933517634619995,0.24718048399250225,-0.2003205416320727,0.23048327137546468,0.03606528810408922,0.2905824039653036,0.04850781250000001,0.7094175960346965,13.163830157992566,-0.04723342291324384,0.06360654375671149,2.302973977695167
top10_momentum_macro_gate_strict,candidate_25bps,Top-10 momentum when macro regime is favourable,development,25,0.1164710359511747,0.4968528076326079,0.34793671276663946,0.17248056908314793,0.33667714316467084,-0.6752704758008269,0.1598248494800219,0.027773472049528698,0.19825647874908134,0.12685533358622234,0.8017435212509186,10.137317298077974,-0.38850735438840733,0.5086720846996224,1.5517241379310345
top10_momentum_macro_gate_strict,candidate_25bps,Top-10 momentum when macro regime is favourable,holdout,25,0.10697623205779783,0.8518302186813366,0.7099578043988075,1.2547166223431117,0.1286287070341728,-0.08525927699756286,0.07434944237918216,0.012842981058594442,0.0768941405558506,0.017273809523809525,0.9231058594441494,4.687688086386972,-0.014639437801404642,0.1157174436845887,0.6505576208178439
top10_momentum_macro_crypto_gate_balanced,candidate_25bps,Top-10 momentum when both macro and crypto-native regimes are favourable,development,25,0.22062457109403955,0.7406051149724232,0.6292446322746792,0.32876847251588326,0.35543804115967925,-0.671063649764595,0.2315270935960591,0.031241667252062788,0.2538416620566722,0.1426963151737968,0.7461583379433279,11.403208547002917,-0.4318657636805594,0.3350564449587772,2.1877394636015324
top10_momentum_macro_crypto_gate_balanced,candidate_25bps,Top-10 momentum when both macro and crypto-native regimes are favourable,holdout,25,0.04909213179316496,0.3548880500844371,0.29291108059582405,0.28176815106830777,0.1816794928573231,-0.17422881758294884,0.18401486988847585,0.03121226502148752,0.19539798043713258,0.041980496453900715,0.8046020195628674,11.392476732842946,-0.04244933651854421,0.054937405134759976,1.8475836431226766
top10_momentum_macro_crypto_gate_strict,candidate_25bps,Top-10 momentum when both macro and crypto-native regimes are favourable,development,25,0.03761418474379563,0.27624553572071203,0.13535354583088158,0.06970946791705555,0.2387336189108388,-0.5395850214859079,0.08483853311439518,0.01565235680725241,0.09665248924976859,0.07149213971712538,0.9033475107502315,5.71311023464713,-0.4318657636805594,0.2693275526332597,0.8314176245210728
top10_momentum_macro_crypto_gate_strict,candidate_25bps,Top-10 momentum when both macro and crypto-native regimes are favourable,holdout,25,0.021268755194148614,0.279971826224432,0.1563009612105103,0.24945971797012187,0.08915903727900212,-0.0852592769975632,0.048327137546468404,0.010408921933085501,0.04879182156133829,0.014,0.9512081784386617,3.799256505576208,-0.014639437801404642,0.05739727654325111,0.45539033457249073
pure_top10_momentum,benchmark,Pure top-10 momentum benchmark,development,25,0.43478465947389333,0.8682762751364008,1.0974539103899588,0.45767500295287505,0.8945446899460412,-0.9499855938574415,0.5429666119321291,0.05177527769622065,1.0,0.23648358087748783,0.0,18.897976359120538,-0.7149143997838909,1.1664286638280572,5.501915708812261
pure_top10_momentum,benchmark,Pure top-10 momentum benchmark,holdout,25,-0.354169482567836,-0.4068922959695901,-0.5982343733904387,-0.5613453675760677,0.6140917157533691,-0.630929732434004,0.49256505576208176,0.0436396375464684,1.0,0.0586953125,0.0,15.928467704460965,-0.21936415187045044,0.25931355492107633,5.299256505576208
btc_buy_hold,benchmark,Benchmark,development,25,0.6694754454370575,1.121247667247388,1.4932051537142361,0.873655174396313,0.6503008302381711,-0.7662925431645939,0.5134099616858238,0.0,1.0,0.0,0.0,0.0,-0.3729069866897433,0.46851243433267964,1.0
btc_buy_hold,benchmark,Benchmark,holdout,25,-0.21821159706853388,-0.33192186171076005,-0.46807366395507555,-0.42653704055876956,0.44404818879221286,-0.5115888570490235,0.49070631970260226,0.0,1.0,0.0,0.0,0.0,-0.17650783621446742,0.1407872633813132,1.0
eth_buy_hold,benchmark,Benchmark,development,25,0.9149468368238329,1.201602180661991,1.6325594227112128,1.1537422380928313,0.8431784130084603,-0.7930253453633336,0.5238095238095238,0.0,1.0,0.0,0.0,0.0,-0.4484731448581286,0.7823388827028048,1.0
eth_buy_hold,benchmark,Benchmark,holdout,25,-0.3510212516138813,-0.23851086051698195,-0.355579393263979,-0.5199146817004417,0.7232706923508007,-0.6751516430846409,0.49256505576208176,0.0,1.0,0.0,0.0,0.0,-0.32214578050827136,0.488004280880477,1.0
btc_eth_50_50,benchmark,Benchmark,development,25,0.8391754124633044,1.2218838168592847,1.595736110134128,1.100504646341974,0.7129619382103335,-0.7625369100009565,0.5270935960591133,0.0,1.0,0.0,0.0,0.0,-0.4105176007687238,0.5171626168136121,2.0
btc_eth_50_50,benchmark,Benchmark,holdout,25,-0.27206512833669316,-0.284780677797741,-0.409522389245089,-0.45948250290703135,0.5616554100620985,-0.5921120534849638,0.5037174721189591,0.0,1.0,0.0,0.0,0.0,-0.2510281674199146,0.2709681421331145,2.0
equal_weight_top10,benchmark,Benchmark,development,25,0.5454606105550972,0.9533646842653919,1.2008425609341786,0.6003858771956996,0.841702501933968,-0.9085167244487014,0.5435139573070608,0.009633278598795841,0.9999999999999999,0.044,1.1102230246251565e-16,3.516146688560482,-0.5489051957069879,0.8893286771411666,10.0
equal_weight_top10,benchmark,Benchmark,holdout,25,-0.3925406240317313,-0.4184354143143423,-0.618682436405885,-0.6181012445725471,0.664176743639444,-0.6350749613895308,0.49070631970260226,0.004089219330855019,0.9999999999999998,0.0055,2.220446049250313e-16,1.492565055762082,-0.28247868822351674,0.2352401244990232,10.0
