candidate,family,gate_profile,use_crypto_gate,allocation,median_fold_sharpe,worst_fold_sharpe,positive_fold_fraction,development_sharpe,development_cagr,development_max_drawdown,development_turnover,development_exposure
btc_eth_macro_gate_balanced,BTC/ETH/cash macro risk gate,balanced,False,btc_eth,0.879757709912453,-1.1474745641209614,0.7333333333333333,0.6281168905695268,0.20002605127253803,-0.7408840487248671,11.087848932676518,0.49808429118773945
btc_eth_macro_crypto_gate_balanced,BTC/ETH/cash macro + crypto-native risk gate,balanced,True,btc_eth,0.873563034197239,-0.7630639743730264,0.8,0.9631140166490842,0.25103012361910393,-0.4256577992793731,8.590585659551177,0.2547892720306513
top10_momentum_macro_crypto_gate_balanced,Top-10 momentum when both macro and crypto-native regimes are favourable,balanced,True,top10_momentum,0.8453038650504257,-0.9487102926365911,0.8,0.7406051149724232,0.22062457109403955,-0.671063649764595,11.403208547002917,0.2538416620566722
top10_momentum_macro_gate_strict,Top-10 momentum when macro regime is favourable,strict,False,top10_momentum,0.7416581021134641,-0.9876131929821037,0.6,0.4968528076326079,0.1164710359511747,-0.6752704758008269,10.137317298077974,0.19825647874908134
btc_eth_macro_gate_strict,BTC/ETH/cash macro risk gate,strict,False,btc_eth,0.6781232115004052,-0.9614796154131509,0.7333333333333333,0.6006471499348873,0.13971837652177466,-0.5466985141694436,7.791461412151067,0.19827586206896552
top10_momentum_macro_gate_balanced,Top-10 momentum when macro regime is favourable,balanced,False,top10_momentum,0.5674716335187822,-1.1800007626620297,0.6666666666666666,0.30765306976390283,-0.017242091999705722,-0.9251849454332801,18.43485825903938,0.4974745072368076
btc_eth_macro_crypto_gate_strict,BTC/ETH/cash macro + crypto-native risk gate,strict,True,btc_eth,0.22714787516896565,-inf,0.5333333333333333,0.53145170384309,0.08154869436592005,-0.3714339521796346,4.694854953475643,0.09674329501915709
top10_momentum_macro_crypto_gate_strict,Top-10 momentum when both macro and crypto-native regimes are favourable,strict,True,top10_momentum,0.03740747528388337,-inf,0.5333333333333333,0.27624553572071203,0.03761418474379563,-0.5395850214859079,5.71311023464713,0.09665248924976859
