date,ret,ret_net
2003-09-02,0.02661978905072826,0.02651978905072826
2003-09-09,0.001956947162426559,0.0018569471624265588
2003-09-16,0.00537109375,0.00527109375
2006-05-30,0.0059880239520957446,0.005888023952095744
2006-06-13,-0.03456448745802887,-0.03466448745802887
2007-07-10,-0.01057770545158665,-0.01067770545158665
2007-07-17,0.025493421052631637,0.025393421052631638
2007-07-24,-0.023255813953488413,-0.023355813953488413
2007-07-31,-0.039737274220032814,-0.03983727422003282
2007-08-07,0.014021887824897439,0.01392188782489744
2007-08-14,-0.03254637436762231,-0.03264637436762231
2007-08-21,0.011155656266341296,0.011055656266341297
2007-08-28,-0.008274435442165107,-0.008374435442165106
2007-09-04,0.03563358247870685,0.035533582478706846
2007-09-11,-0.011245384357166821,-0.01134538435716682
2007-09-18,0.03208283822780511,0.03198283822780511
2007-09-25,0.005921052631578938,0.005821052631578938
2010-09-28,0.006168759638687016,0.0060687596386870156
2010-10-26,0.01632653061224487,0.016226530612244872
2010-11-16,-0.02993393889347651,-0.030033938893476508
2010-11-23,0.002979357310066044,0.0028793573100660444
2010-11-30,0.0010608953957140788,0.0009608953957140787
2010-12-07,0.0370919881305638,0.0369919881305638
2010-12-14,0.015123646024933546,0.015023646024933546
2010-12-21,0.007247835715723738,0.007147835715723738
2011-03-29,0.021928973413545494,0.021828973413545495
2011-04-05,0.007785795670337992,0.007685795670337991
2011-04-26,0.024837600305693597,0.024737600305693597
2011-05-03,0.00820283370618946,0.008102833706189461
2011-05-31,0.023220403502093534,0.023120403502093535
2011-06-07,-0.0440848214285714,-0.0441848214285714
2011-08-16,0.017495199487945312,0.017395199487945313
2011-08-23,-0.02830782134619414,-0.02840782134619414
2011-09-06,-0.03340942104170985,-0.033509421041709855
2011-09-27,-0.022157190635451518,-0.022257190635451517
2011-10-04,-0.04788371098760158,-0.04798371098760158
2011-10-18,0.02816309373686421,0.02806309373686421
2011-10-25,0.0012264922322158256,0.0011264922322158255
2011-11-01,0.0,-0.0001
2011-11-08,0.039812168231931455,0.03971216823193145
2011-11-15,-0.015118790496760237,-0.015218790496760237
2011-11-22,-0.05681818181818177,-0.05691818181818177
2011-11-29,0.011625449165081347,0.011525449165081348
2011-12-06,0.04889260342666102,0.048792603426661016
2011-12-13,-0.02290836653386452,-0.02300836653386452
2011-12-20,0.00795107033639142,0.00785107033639142
2012-05-22,0.010163749294184066,0.010063749294184066
2012-08-14,-0.003221188260558394,-0.003321188260558394
2012-09-18,-0.020097867878364317,-0.020197867878364317
2012-10-02,-0.0026091494172899576,-0.0027091494172899575
2012-10-09,0.003469812630117919,0.003369812630117919
2012-10-23,0.029325513196480912,0.029225513196480913
2012-11-20,-0.011123267687819016,-0.011223267687819016
2012-12-11,-0.01849875489149766,-0.01859875489149766
2012-12-18,-0.009954593084177343,-0.010054593084177343
2012-12-31,-0.00017608733932039655,-0.00027608733932039654
2013-03-12,-0.01008458035133386,-0.01018458035133386
2013-03-19,0.006602254428341392,0.006502254428341392
2013-03-26,-0.00972604960285306,-0.009826049602853059
2013-04-02,-0.0046556429603468175,-0.004755642960346818
2013-04-09,0.0007989773090444352,0.0006989773090444352
2013-04-16,-0.003518311210618963,-0.0036183112106189627
2013-04-23,-0.0030278884462151545,-0.0031278884462151543
2013-04-30,-0.011916110581506212,-0.012016110581506211
2013-05-07,-0.01774218872664468,-0.01784218872664468
2013-07-23,-0.010172026925953537,-0.010272026925953536
2013-07-30,0.0020731526728861027,0.001973152672886103
2013-08-06,-0.005490428847009898,-0.005590428847009899
2015-02-17,-0.016365620075160736,-0.016465620075160736
2015-02-24,-0.008468511450381744,-0.008568511450381743
2015-03-17,-0.015915768854064538,-0.016015768854064538
2015-06-30,-0.029293645168910976,-0.029393645168910975
2015-07-07,0.009369676320272635,0.009269676320272636
2015-07-14,0.013622664255575678,0.013522664255575679
2015-07-21,0.005946717411988489,0.005846717411988489
2015-07-28,-0.012887207377630605,-0.012987207377630604
2015-08-18,0.006851785070320915,0.006751785070320915
2015-09-29,-0.029761904761904767,-0.029861904761904767
2015-10-06,0.05014670578821012,0.05004670578821012
2015-10-13,0.012954025908051836,0.012854025908051837
2015-10-20,0.013289869608826388,0.013189869608826389
2015-10-27,0.019797079930710115,0.019697079930710116
2015-11-03,0.020626061635525383,0.020526061635525384
2015-11-10,-0.011887779362815043,-0.011987779362815042
2015-11-17,-0.013955726660250245,-0.014055726660250244
2015-11-24,0.01744753538311361,0.01734753538311361
2015-12-01,0.007315025782467899,0.0072150257824678985
2015-12-08,-0.019642857142857184,-0.019742857142857183
2015-12-15,-0.0064359441408621265,-0.006535944140862127
2015-12-22,-0.004644341236861416,-0.004744341236861416
2016-03-29,0.00244798041615657,0.00234798041615657
2016-04-05,-0.004273504273504258,-0.004373504273504259
2016-04-12,0.008338442673206714,0.008238442673206715
2016-04-19,0.018484737930195783,0.018384737930195783
2016-04-26,-0.002507462686567208,-0.0026074626865672077
2016-05-03,-0.015082595163993351,-0.01518259516399335
2016-05-10,0.009965969859017987,0.009865969859017987
2016-05-24,0.015414729630535806,0.015314729630535807
2018-01-09,-0.02200148533234314,-0.02210148533234314
2018-02-13,0.012062726176115812,0.011962726176115813
2018-02-20,-0.0196299427068658,-0.0197299427068658
2018-03-13,-0.016336270190895785,-0.016436270190895785
2018-04-03,0.000955748829207681,0.000855748829207681
2018-04-10,-0.015976274753659148,-0.016076274753659147
2018-04-17,-0.019397363465160078,-0.019497363465160077
2018-04-24,0.026325512654720162,0.026225512654720163
2018-05-01,-0.006451000853809008,-0.006551000853809008
2018-05-08,-0.0067866905457629745,-0.006886690545762975
