timestamp,hl_8h,okx_8h,dispersion
2026-04-14 08:00:00+00:00,0.0001,0.0001,0.0
2026-04-14 16:00:00+00:00,9.12949e-05,0.0001,-8.705099999999999e-06
2026-04-15 00:00:00+00:00,-0.0001072174,-4.93099004522e-05,-5.79074995478e-05
2026-04-15 08:00:00+00:00,-9.424729999999999e-05,-6.45775997088e-05,-2.966970029119999e-05
2026-04-15 16:00:00+00:00,-3.44675e-05,-1.7283955387e-05,-1.7183544613000003e-05
2026-04-16 00:00:00+00:00,9.166670000000001e-05,0.0001,-8.333299999999997e-06
2026-04-16 08:00:00+00:00,1.1720499999999997e-05,0.0001,-8.827950000000001e-05
2026-04-16 16:00:00+00:00,-7.050740000000001e-05,6.43691352765e-05,-0.00013487653527650002
2026-04-17 00:00:00+00:00,-1.4952199999999999e-05,0.0001,-0.00011495220000000001
2026-04-17 08:00:00+00:00,9.193809999999999e-05,4.89633336597e-05,4.2974766340299994e-05
2026-04-17 16:00:00+00:00,9.452000000000001e-05,7.74696104398e-05,1.705038956020001e-05
2026-04-18 00:00:00+00:00,-5.10576e-05,4.16714653681e-05,-9.27290653681e-05
2026-04-18 08:00:00+00:00,-0.000111935,2.97748712684e-05,-0.0001417098712684
2026-04-18 16:00:00+00:00,-1.0401800000000003e-05,-4.1517333873e-05,3.1115533873e-05
2026-04-19 00:00:00+00:00,6.826090000000001e-05,-9.94132745816e-05,0.00016767417458160003
2026-04-19 08:00:00+00:00,-1.1482499999999997e-05,-0.0001208760553764,0.00010939355537640001
2026-04-19 16:00:00+00:00,-5.615400000000004e-06,-5.33032567976e-05,4.76878567976e-05
2026-04-20 00:00:00+00:00,-6.51655e-05,6.32151493936e-05,-0.0001283806493936
2026-04-20 08:00:00+00:00,-0.0001100853,-1.50688508203e-05,-9.50164491797e-05
2026-04-20 16:00:00+00:00,1.5144000000000003e-06,7.88764488081e-05,-7.73620488081e-05
2026-04-21 00:00:00+00:00,3.2753200000000003e-05,0.0001,-6.72468e-05
2026-04-21 08:00:00+00:00,-1.8600200000000002e-05,5.64182831879e-05,-7.50184831879e-05
2026-04-21 16:00:00+00:00,-2.7479e-05,6.9641808823e-05,-9.7120808823e-05
2026-04-22 00:00:00+00:00,2.11322e-05,4.54663905294e-05,-2.4334190529399997e-05
2026-04-22 08:00:00+00:00,8.26547e-05,0.0001,-1.7345299999999998e-05
2026-04-22 16:00:00+00:00,7.04746e-05,0.0001,-2.95254e-05
2026-04-23 00:00:00+00:00,6.88538e-05,4.27321956539e-05,2.6121604346100002e-05
2026-04-23 08:00:00+00:00,7.5907e-05,-3.69917299406e-05,0.0001128987299406
2026-04-23 16:00:00+00:00,9.22255e-05,-3.47875477948e-05,0.0001270130477948
2026-04-24 00:00:00+00:00,-5.273929999999999e-05,-6.44874559009e-05,1.1748155900900015e-05
2026-04-24 08:00:00+00:00,-4.384569999999999e-05,1.02719349447e-05,-5.411763494469999e-05
2026-04-24 16:00:00+00:00,1.91617e-05,-4.88521118005e-05,6.80138118005e-05
2026-04-25 00:00:00+00:00,-0.0001427146,2.79688659014e-05,-0.00017068346590139998
2026-04-25 08:00:00+00:00,-0.0001235049,1.1303873138e-06,-0.0001246352873138
2026-04-25 16:00:00+00:00,-4.5027499999999995e-05,-2.9571322643e-05,-1.5456177356999996e-05
2026-04-26 00:00:00+00:00,-6.56707e-05,-0.0001182836313724,5.261293137240001e-05
2026-04-26 08:00:00+00:00,-2.48471e-05,0.0001,-0.0001248471
2026-04-26 16:00:00+00:00,-1.65945e-05,-7.6678790484e-06,-8.926620951599998e-06
2026-04-27 00:00:00+00:00,-3.71589e-05,1.44868634631e-05,-5.16457634631e-05
2026-04-27 08:00:00+00:00,7.59622e-05,-2.9995392816e-05,0.000105957592816
2026-04-27 16:00:00+00:00,-4.51841e-05,-0.000127899586661,8.2715486661e-05
2026-04-28 00:00:00+00:00,-0.0001040693,-4.1223324155e-05,-6.2845975845e-05
2026-04-28 08:00:00+00:00,-5.77142e-05,2.40851586347e-05,-8.17993586347e-05
2026-04-28 16:00:00+00:00,-6.66781e-05,-1.11047193173e-05,-5.5573380682699995e-05
2026-04-29 00:00:00+00:00,5.76852e-05,2.36983266204e-05,3.39868733796e-05
2026-04-29 08:00:00+00:00,8.980070000000001e-05,4.08303190765e-05,4.897038092350001e-05
2026-04-29 16:00:00+00:00,-4.920400000000001e-06,-0.0001064000478559,0.0001014796478559
2026-04-30 00:00:00+00:00,4.79429e-05,2.681439129e-07,4.76747560871e-05
2026-04-30 08:00:00+00:00,2.2397800000000004e-05,5.12534902043e-05,-2.8855690204299998e-05
2026-04-30 16:00:00+00:00,8.17087e-05,4.7266337333e-05,3.444236266700001e-05
2026-05-01 00:00:00+00:00,5.96522e-05,0.0001,-4.034780000000001e-05
2026-05-01 08:00:00+00:00,3.86357e-05,9.25771944321e-05,-5.3941494432099996e-05
2026-05-01 16:00:00+00:00,-5.51675e-05,4.63877071983e-05,-0.0001015552071983
2026-05-02 00:00:00+00:00,4.01395e-05,3.06791540604e-05,9.460345939599999e-06
2026-05-02 08:00:00+00:00,1.4543099999999998e-05,-4.21258479916e-05,5.66689479916e-05
2026-05-02 16:00:00+00:00,1.41388e-05,-5.75502751954e-05,7.16890751954e-05
2026-05-03 00:00:00+00:00,8.14934e-05,6.90842105568e-05,1.2409189443200001e-05
2026-05-03 08:00:00+00:00,4.34049e-05,-4.91394719112e-05,9.254437191120001e-05
2026-05-03 16:00:00+00:00,-6.472530000000001e-05,-2.37110526182e-05,-4.1014247381800006e-05
2026-05-04 00:00:00+00:00,-4.6878199999999994e-05,8.759853175e-05,-0.00013447673175
2026-05-04 08:00:00+00:00,2.7663e-05,3.45508016922e-05,-6.887801692199998e-06
2026-05-04 16:00:00+00:00,-1.47952e-05,-3.81070163076e-05,2.3311816307599998e-05
2026-05-05 00:00:00+00:00,4.83967e-05,4.6842810689e-06,4.37124189311e-05
2026-05-05 08:00:00+00:00,-2.0025499999999997e-05,0.0001,-0.0001200255
2026-05-05 16:00:00+00:00,5.9213900000000006e-05,0.0001,-4.07861e-05
2026-05-06 00:00:00+00:00,6.12894e-05,0.0001,-3.87106e-05
2026-05-06 08:00:00+00:00,4.8662600000000004e-05,0.0001,-5.13374e-05
2026-05-06 16:00:00+00:00,0.0001,4.30364096729e-05,5.6963590327100005e-05
2026-05-07 00:00:00+00:00,-1.94748e-05,6.26240028426e-05,-8.20988028426e-05
2026-05-07 08:00:00+00:00,2.3540500000000003e-05,8.73964598402e-05,-6.38559598402e-05
2026-05-07 16:00:00+00:00,6.58778e-05,-3.81736767539e-05,0.0001040514767539
2026-05-08 00:00:00+00:00,-4.861599999999999e-06,8.76292813605e-05,-9.24908813605e-05
2026-05-08 08:00:00+00:00,-5.52978e-05,4.6362145931e-05,-0.00010165994593099999
2026-05-08 16:00:00+00:00,-3.5304499999999994e-05,-4.1648952057e-06,-3.1139604794299996e-05
2026-05-09 00:00:00+00:00,7.706620000000001e-05,2.92942166794e-05,4.777198332060001e-05
2026-05-09 08:00:00+00:00,0.0001103443,-5.61790902694e-05,0.0001665233902694
2026-05-09 16:00:00+00:00,0.0001295645,2.12683959739e-05,0.00010829610402609998
2026-05-10 00:00:00+00:00,0.0001,-8.27350481e-06,0.00010827350481
2026-05-10 08:00:00+00:00,0.0001,2.0200826351e-06,9.79799173649e-05
2026-05-10 16:00:00+00:00,0.0001,-7.806897465e-06,0.000107806897465
2026-05-11 00:00:00+00:00,0.000130453,1.82816853559e-05,0.0001121713146441
2026-05-11 08:00:00+00:00,0.00010388230000000001,8.02585026017e-05,2.362379739830002e-05
2026-05-11 16:00:00+00:00,0.0001,-1.73273136275e-05,0.0001173273136275
2026-05-12 00:00:00+00:00,0.0001,-7.89594000135e-05,0.0001789594000135
2026-05-12 08:00:00+00:00,0.0001,-6.0113579606e-06,0.0001060113579606
2026-05-12 16:00:00+00:00,0.0001,0.0001,0.0
2026-05-13 00:00:00+00:00,9.76797e-05,0.0001,-2.3202999999999988e-06
2026-05-13 08:00:00+00:00,7.86625e-05,-7.7078098504e-05,0.000155740598504
2026-05-13 16:00:00+00:00,-1.8062600000000006e-05,7.71826850541e-05,-9.524528505410001e-05
2026-05-14 00:00:00+00:00,5.0603800000000005e-05,-9.06433303196e-05,0.0001412471303196
2026-05-14 08:00:00+00:00,5.3093699999999996e-05,-1.59893207656e-05,6.908302076559999e-05
2026-05-14 16:00:00+00:00,-3.88818e-05,-9.06860812185e-05,5.1804281218500005e-05
2026-05-15 00:00:00+00:00,7.8739e-06,4.67324241017e-05,-3.88585241017e-05
2026-05-15 08:00:00+00:00,1.8142100000000004e-05,-7.6034452169e-06,2.5745545216900004e-05
