date,ret,ret_net
1970-02-05,-0.0257456809596025,-0.0258456809596025
1970-03-05,0.022378748699544815,0.022278748699544815
1970-04-06,0.008865637071328925,0.008765637071328925
1970-05-06,-0.03986946425277793,-0.039969464252777934
1970-06-04,0.10120997310108981,0.10110997310108981
1970-07-07,-0.03704201458094125,-0.037142014580941254
1970-08-06,-0.0073406269623091935,-0.007440626962309194
1970-09-04,0.02107986965699049,0.02097986965699049
1970-10-06,0.06355614228829509,0.06345614228829509
1970-11-05,0.009482666410735696,0.009382666410735697
1970-12-04,0.06196582802797268,0.06186582802797268
1971-01-07,0.019534230561126353,0.019434230561126354
1971-02-04,0.014063853741109744,0.013963853741109745
1971-03-04,0.022983670290283698,0.022883670290283698
1971-04-06,0.01907440532312843,0.01897440532312843
1971-05-06,-0.006830854991300428,-0.006930854991300428
1971-06-04,0.011684867975964242,0.011584867975964242
1971-07-07,0.019464014221633352,0.019364014221633353
1971-08-05,-0.04126760828352927,-0.04136760828352927
1971-09-07,0.007369762342203545,0.007269762342203545
1971-10-06,0.01701475438596911,0.01691475438596911
1971-11-04,-0.0032597009838870594,-0.0033597009838870593
1971-12-06,0.07043032626660972,0.07033032626660972
1972-01-06,0.02535914081603008,0.02525914081603008
1972-02-04,0.0210321687078332,0.0209321687078332
1972-03-06,0.03216928713232137,0.032069287132321364
1972-04-06,0.01869421688044759,0.01859421688044759
1972-05-04,-0.017931439112933933,-0.018031439112933933
1972-06-06,-0.01903724522344974,-0.01913724522344974
1972-07-07,0.011257899578346109,0.01115789957834611
1972-08-04,0.026301132631849633,0.026201132631849634
1972-09-07,-0.003433606756167773,-0.003533606756167773
1972-10-05,0.00777414450870717,0.00767414450870717
1972-11-06,0.02944366058786585,0.02934366058786585
1972-12-06,0.006310271291440461,0.006210271291440461
1973-01-05,0.04135176883842728,0.04125176883842728
1973-02-06,-0.019532308259425535,-0.019632308259425534
1973-03-06,-0.0029710237681901397,-0.0030710237681901395
1973-04-05,-0.012017477593167625,-0.012117477593167624
1973-05-04,0.009182672568840644,0.009082672568840645
1973-06-06,-0.026414054948446397,-0.026514054948446397
1973-07-06,-0.009486564505653994,-0.009586564505653993
1973-08-06,-0.026541372208267133,-0.026641372208267133
1973-09-07,0.022847139319659426,0.022747139319659427
1973-10-04,0.009780207207418457,0.009680207207418457
1973-11-06,-0.05013575489165012,-0.05023575489165012
1973-12-06,-0.02236491635077642,-0.02246491635077642
1974-01-07,0.05565121726618183,0.05555121726618183
1974-02-06,-0.03487524798691122,-0.03497524798691122
1974-03-06,0.02715173481347377,0.027051734813473772
1974-04-04,-0.033900016174566505,-0.03400001617456651
1974-05-06,0.009080837952510468,0.008980837952510468
1974-06-06,0.03815756585628116,0.03805756585628116
1974-07-05,-0.045957334554639684,-0.04605733455463969
1974-08-06,-0.04120036408145156,-0.04130036408145156
1974-09-06,-0.010255064517861623,-0.010355064517861622
1974-10-04,-0.08350480403996763,-0.08360480403996763
1974-11-06,0.06602962167801185,0.06592962167801185
1974-12-05,-0.040203254152621826,-0.04030325415262183
1975-01-07,0.06190190729167311,0.061801907291673105
1975-02-06,0.042324461931326995,0.04222446193132699
1975-03-06,0.027627700547023126,0.027527700547023127
1975-04-04,-0.006632288475453496,-0.006732288475453496
1975-05-06,0.030218484965774506,0.030118484965774506
1975-06-05,0.023294331725528528,0.023194331725528528
