pair,sector,entry_date,exit_date,pnl_eur,return_frac,direction
SOLUSDT/TONUSDT,L1,2026-06-07 00:00:00+00:00,2026-06-08 00:00:00+00:00,-14.698849164655302,-0.014698849164655301,1
SOLUSDT/TONUSDT,L1,2026-06-09 00:00:00+00:00,2026-06-10 00:00:00+00:00,27.126730595272623,0.02712673059527262,1
SOLUSDT/TONUSDT,L1,2026-06-11 00:00:00+00:00,2026-06-12 00:00:00+00:00,1.7850200870696495,0.0017850200870696495,1
SOLUSDT/TONUSDT,L1,2026-06-13 00:00:00+00:00,2026-06-14 00:00:00+00:00,-1.0983595663431744,-0.0010983595663431745,1
SOLUSDT/TONUSDT,L1,2026-06-15 00:00:00+00:00,2026-06-16 00:00:00+00:00,20.311754733111602,0.0203117547331116,1
SOLUSDT/TONUSDT,L1,2026-06-17 00:00:00+00:00,2026-06-18 00:00:00+00:00,-21.2470636625761,-0.021247063662576098,1
SOLUSDT/TRXUSDT,L1,2025-09-08 00:00:00+00:00,2025-10-11 00:00:00+00:00,64.95853140230548,0.06495853140230548,-1
ADAUSDT/NEARUSDT,L1,2025-07-20 00:00:00+00:00,2025-08-15 00:00:00+00:00,-78.18519214228725,-0.07818519214228725,-1
ADAUSDT/NEARUSDT,L1,2025-08-16 00:00:00+00:00,2025-08-17 00:00:00+00:00,-30.867884066308285,-0.030867884066308283,-1
ADAUSDT/NEARUSDT,L1,2025-08-18 00:00:00+00:00,2025-08-22 00:00:00+00:00,0.5769741307009637,0.0005769741307009637,-1
ADAUSDT/NEARUSDT,L1,2025-08-23 00:00:00+00:00,2025-09-22 00:00:00+00:00,84.0689068236054,0.0840689068236054,-1
ADAUSDT/AVAXUSDT,L1,2025-09-18 00:00:00+00:00,2025-10-21 00:00:00+00:00,90.76543829443102,0.09076543829443103,1
ADAUSDT/TONUSDT,L1,2025-07-21 00:00:00+00:00,2025-07-30 00:00:00+00:00,77.54063007674095,0.07754063007674096,-1
ADAUSDT/DOTUSDT,L1,2025-07-17 00:00:00+00:00,2025-08-14 00:00:00+00:00,-89.55334553386687,-0.08955334553386687,-1
ADAUSDT/DOTUSDT,L1,2025-08-15 00:00:00+00:00,2025-08-16 00:00:00+00:00,13.325922839426678,0.013325922839426678,-1
ADAUSDT/DOTUSDT,L1,2025-08-17 00:00:00+00:00,2025-08-18 00:00:00+00:00,1.4392610072162215,0.0014392610072162216,-1
ADAUSDT/DOTUSDT,L1,2025-08-19 00:00:00+00:00,2025-08-20 00:00:00+00:00,-10.373033415087162,-0.010373033415087163,-1
ADAUSDT/DOTUSDT,L1,2025-08-21 00:00:00+00:00,2025-08-22 00:00:00+00:00,-16.173623893312772,-0.016173623893312773,-1
UNIUSDT/ENAUSDT,DeFi,2025-03-07 00:00:00+00:00,2025-03-10 00:00:00+00:00,-85.37965474651081,-0.08537965474651081,1
AAVEUSDT/LINKUSDT,DeFi,2025-05-19 00:00:00+00:00,2025-06-03 00:00:00+00:00,-105.16612992478989,-0.10516612992478988,-1
AAVEUSDT/LINKUSDT,DeFi,2025-06-04 00:00:00+00:00,2025-06-05 00:00:00+00:00,-1.2233053019139106,-0.0012233053019139106,-1
AAVEUSDT/LINKUSDT,DeFi,2025-06-06 00:00:00+00:00,2025-06-07 00:00:00+00:00,-7.853071163904687,-0.007853071163904686,-1
AAVEUSDT/LINKUSDT,DeFi,2025-06-08 00:00:00+00:00,2025-06-09 00:00:00+00:00,-35.84637466033645,-0.03584637466033645,-1
AAVEUSDT/LINKUSDT,DeFi,2025-06-10 00:00:00+00:00,2025-06-11 00:00:00+00:00,-19.379215963843293,-0.019379215963843295,-1
AAVEUSDT/LINKUSDT,DeFi,2025-06-12 00:00:00+00:00,2025-06-13 00:00:00+00:00,-23.033542340330524,-0.023033542340330525,-1
AAVEUSDT/LINKUSDT,DeFi,2025-06-14 00:00:00+00:00,2025-06-15 00:00:00+00:00,0.5862447575803582,0.0005862447575803582,-1
AAVEUSDT/LINKUSDT,DeFi,2025-06-16 00:00:00+00:00,2025-06-17 00:00:00+00:00,-14.331670078732294,-0.014331670078732294,-1
AAVEUSDT/LINKUSDT,DeFi,2025-06-18 00:00:00+00:00,2025-06-19 00:00:00+00:00,-1.0629466397835543,-0.0010629466397835542,-1
AAVEUSDT/LINKUSDT,DeFi,2025-06-20 00:00:00+00:00,2025-06-21 00:00:00+00:00,-1.918525424817095,-0.001918525424817095,-1
AAVEUSDT/LINKUSDT,DeFi,2025-06-22 00:00:00+00:00,2025-06-23 00:00:00+00:00,-12.43272942980612,-0.01243272942980612,-1
AAVEUSDT/LINKUSDT,DeFi,2026-02-19 00:00:00+00:00,2026-02-20 00:00:00+00:00,51.59123715635917,0.051591237156359174,-1
AAVEUSDT/LINKUSDT,DeFi,2026-03-09 00:00:00+00:00,2026-04-01 00:00:00+00:00,-51.98671907682712,-0.05198671907682712,1
AAVEUSDT/LINKUSDT,DeFi,2026-04-02 00:00:00+00:00,2026-04-03 00:00:00+00:00,-4.869218426718383,-0.0048692184267183835,1
AAVEUSDT/LINKUSDT,DeFi,2026-04-04 00:00:00+00:00,2026-04-05 00:00:00+00:00,-15.311568018168913,-0.015311568018168914,1
AAVEUSDT/LINKUSDT,DeFi,2026-04-06 00:00:00+00:00,2026-04-07 00:00:00+00:00,-17.263970573261837,-0.017263970573261837,1
AAVEUSDT/LINKUSDT,DeFi,2026-04-08 00:00:00+00:00,2026-04-09 00:00:00+00:00,-19.128440168002097,-0.0191284401680021,1
AAVEUSDT/LINKUSDT,DeFi,2026-04-10 00:00:00+00:00,2026-04-11 00:00:00+00:00,0.31738062231957764,0.0003173806223195776,1
AAVEUSDT/LINKUSDT,DeFi,2026-04-12 00:00:00+00:00,2026-04-18 00:00:00+00:00,23.30400957066697,0.02330400957066697,1
AAVEUSDT/ENAUSDT,DeFi,2026-04-09 00:00:00+00:00,2026-04-15 00:00:00+00:00,45.38360637498282,0.045383606374982816,1
LDOUSDT/LINKUSDT,DeFi,2025-03-03 00:00:00+00:00,2025-03-07 00:00:00+00:00,-58.59649243019959,-0.05859649243019959,1
LDOUSDT/LINKUSDT,DeFi,2025-03-08 00:00:00+00:00,2025-03-10 00:00:00+00:00,-22.20760762907795,-0.022207607629077947,1
LDOUSDT/LINKUSDT,DeFi,2025-03-11 00:00:00+00:00,2025-03-12 00:00:00+00:00,-18.81633028567364,-0.01881633028567364,1
LDOUSDT/LINKUSDT,DeFi,2025-03-13 00:00:00+00:00,2025-03-14 00:00:00+00:00,3.2409401236684436,0.003240940123668444,1
LDOUSDT/LINKUSDT,DeFi,2025-03-15 00:00:00+00:00,2025-03-16 00:00:00+00:00,-9.475642843884035,-0.009475642843884035,1
LDOUSDT/LINKUSDT,DeFi,2025-03-17 00:00:00+00:00,2025-03-18 00:00:00+00:00,-9.482380806497662,-0.009482380806497662,1
LDOUSDT/LINKUSDT,DeFi,2025-03-19 00:00:00+00:00,2025-03-26 00:00:00+00:00,-19.744908548261066,-0.019744908548261067,1
LDOUSDT/LINKUSDT,DeFi,2025-03-27 00:00:00+00:00,2025-03-28 00:00:00+00:00,-17.341637275769912,-0.017341637275769914,1
LDOUSDT/LINKUSDT,DeFi,2025-03-29 00:00:00+00:00,2025-03-30 00:00:00+00:00,-10.671953240485541,-0.01067195324048554,1
LDOUSDT/LINKUSDT,DeFi,2025-03-31 00:00:00+00:00,2025-04-01 00:00:00+00:00,-7.093435973699372,-0.007093435973699372,1
LDOUSDT/LINKUSDT,DeFi,2025-04-02 00:00:00+00:00,2025-04-03 00:00:00+00:00,7.325297884058584,0.007325297884058584,1
LDOUSDT/LINKUSDT,DeFi,2025-04-04 00:00:00+00:00,2025-04-05 00:00:00+00:00,-10.609702945695117,-0.010609702945695118,1
LDOUSDT/LINKUSDT,DeFi,2025-04-06 00:00:00+00:00,2025-04-07 00:00:00+00:00,-11.91674854368549,-0.01191674854368549,1
LDOUSDT/LINKUSDT,DeFi,2025-04-08 00:00:00+00:00,2025-04-09 00:00:00+00:00,17.015616564103166,0.017015616564103164,1
LDOUSDT/LINKUSDT,DeFi,2025-04-10 00:00:00+00:00,2025-04-11 00:00:00+00:00,-10.727068086913487,-0.010727068086913488,1
LDOUSDT/LINKUSDT,DeFi,2025-04-12 00:00:00+00:00,2025-04-13 00:00:00+00:00,-14.291044042561962,-0.014291044042561962,1
LDOUSDT/LINKUSDT,DeFi,2025-04-14 00:00:00+00:00,2025-04-15 00:00:00+00:00,-8.83704451686168,-0.008837044516861679,1
LDOUSDT/LINKUSDT,DeFi,2025-04-16 00:00:00+00:00,2025-04-17 00:00:00+00:00,-14.284119419852972,-0.014284119419852973,1
LDOUSDT/LINKUSDT,DeFi,2025-04-18 00:00:00+00:00,2025-04-19 00:00:00+00:00,-10.072196980421495,-0.010072196980421494,1
LDOUSDT/LINKUSDT,DeFi,2025-04-20 00:00:00+00:00,2025-04-21 00:00:00+00:00,-3.1421786849482305,-0.0031421786849482303,1
LDOUSDT/LINKUSDT,DeFi,2025-04-22 00:00:00+00:00,2025-04-23 00:00:00+00:00,-11.241290417526717,-0.011241290417526717,1
LDOUSDT/LINKUSDT,DeFi,2025-11-03 00:00:00+00:00,2025-12-05 00:00:00+00:00,-85.13231124560933,-0.08513231124560933,1
LDOUSDT/LINKUSDT,DeFi,2025-12-06 00:00:00+00:00,2025-12-07 00:00:00+00:00,-0.9776354943557171,-0.000977635494355717,1
LDOUSDT/LINKUSDT,DeFi,2025-12-08 00:00:00+00:00,2025-12-11 00:00:00+00:00,-14.259145235332735,-0.014259145235332735,1
LDOUSDT/LINKUSDT,DeFi,2025-12-12 00:00:00+00:00,2025-12-13 00:00:00+00:00,-1.1797903480290386,-0.0011797903480290385,1
LDOUSDT/LINKUSDT,DeFi,2025-12-14 00:00:00+00:00,2025-12-15 00:00:00+00:00,-22.21881557526663,-0.02221881557526663,1
LDOUSDT/LINKUSDT,DeFi,2025-12-16 00:00:00+00:00,2025-12-17 00:00:00+00:00,-22.65924880730341,-0.022659248807303408,1
LDOUSDT/LINKUSDT,DeFi,2025-12-18 00:00:00+00:00,2025-12-19 00:00:00+00:00,17.68009769269574,0.01768009769269574,1
LINKUSDT/ENAUSDT,DeFi,2026-03-23 00:00:00+00:00,2026-04-18 00:00:00+00:00,51.343508434614826,0.051343508434614826,-1
PEPEUSDT/BONKUSDT,Meme,2025-04-28 00:00:00+00:00,2025-05-08 00:00:00+00:00,120.72496996290961,0.12072496996290961,1
BONKUSDT/PENGUUSDT,Meme,2025-06-27 00:00:00+00:00,2025-07-06 00:00:00+00:00,135.39873915561498,0.13539873915561498,1
BONKUSDT/PENGUUSDT,Meme,2025-07-16 00:00:00+00:00,2025-07-18 00:00:00+00:00,92.35720592247858,0.09235720592247859,-1
