name,category,split,cost_bps,CAGR,Sharpe,Sortino,Calmar,Annualized Volatility,Maximum Drawdown,Hit Rate,Turnover,Exposure,Transaction Costs,Cash Allocation,Annual Turnover,Worst Month,Average Holdings
rm_mom_u20_r14_m21_k3_vol30_tv25,risk_managed_momentum,development,10,0.382981796029511,1.3155718164574723,1.7084866700441184,0.8227252320204608,0.275610672666007,-0.46550389014930127,0.5320197044334976,0.028143988903081677,0.28463483808605883,0.051419067725930225,0.7153651619139412,10.272555949624811,-0.3086280923727631,3.1915708812260535
rm_mom_u20_r14_m21_k3_vol30_tv25,risk_managed_momentum,holdout,10,-0.1581918273176629,-0.586501667260014,-0.8200251843967056,-0.43663076219265523,0.2430811729341231,-0.36230115011425534,0.4758364312267658,0.033915657885917945,0.3267068101274955,0.018246623942623857,0.6732931898725045,12.379215128360052,-0.11214959130973234,3.0780669144981414
rm_mom_u20_r14_m21_k3_vol30_tv25,risk_managed_momentum,development,25,0.3618961860100929,1.2602110850248636,1.6374817989179853,0.7669783161662616,0.2754909899423696,-0.4718466981166165,0.5303776683087028,0.028143988903081677,0.28463483808605883,0.12854766931482556,0.7153651619139412,10.272555949624811,-0.3093039779710812,3.1915708812260535
rm_mom_u20_r14_m21_k3_vol30_tv25,risk_managed_momentum,holdout,25,-0.1736939219247965,-0.6628043343936051,-0.9279275499896257,-0.4705861414696526,0.24311297850118244,-0.3691012263606954,0.4721189591078067,0.033915657885917945,0.3267068101274955,0.04561655985655965,0.6732931898725045,12.379215128360052,-0.11371162572437477,3.0780669144981414
rm_mom_u20_r14_m21_k3_vol30_tv25,risk_managed_momentum,development,50,0.32743264284513574,1.1674760652454894,1.5187141915672908,0.6789549087953592,0.27537644586159743,-0.48225977690637145,0.5276409414340448,0.028143988903081677,0.28463483808605883,0.2570953386296511,0.7153651619139412,10.272555949624811,-0.3104298021117252,3.1915708812260535
rm_mom_u20_r14_m21_k3_vol30_tv25,risk_managed_momentum,holdout,50,-0.19892587884916357,-0.7895113444779327,-1.1075519203865334,-0.5103212518045551,0.24329526746172297,-0.3898052024009163,0.4684014869888476,0.033915657885917945,0.3267068101274955,0.0912331197131193,0.6732931898725045,12.379215128360052,-0.11631206645703762,3.0780669144981414
rm_mom_u20_r14_m21_k3_vol30_tv25,risk_managed_momentum,development,100,0.26098247087978543,0.9806381776333782,1.2773626834440892,0.5193629516985031,0.2754661565181823,-0.5025049823563255,0.5243568691844553,0.028143988903081677,0.28463483808605883,0.5141906772593022,0.7153651619139412,10.272555949624811,-0.3126790059309372,3.1915708812260535
rm_mom_u20_r14_m21_k3_vol30_tv25,risk_managed_momentum,holdout,100,-0.2471970859610061,-1.0402940700416379,-1.4657260424857441,-0.5758471902584579,0.24414293676638743,-0.42927549207986315,0.4628252788104089,0.033915657885917945,0.3267068101274955,0.1824662394262386,0.6732931898725045,12.379215128360052,-0.12150188557833397,3.0780669144981414
btc_buy_hold,benchmark,development,0,0.6694754454370575,1.121247667247388,1.4932051537142361,0.873655174396313,0.6503008302381711,-0.7662925431645939,0.5134099616858238,0.0,1.0,0.0,0.0,0.0,-0.3729069866897433,1.0
btc_buy_hold,benchmark,holdout,0,-0.21821159706853388,-0.33192186171076005,-0.46807366395507555,-0.42653704055876956,0.44404818879221286,-0.5115888570490235,0.49070631970260226,0.0,1.0,0.0,0.0,0.0,-0.17650783621446742,1.0
eth_buy_hold,benchmark,development,0,0.9149468368238329,1.201602180661991,1.6325594227112128,1.1537422380928313,0.8431784130084603,-0.7930253453633336,0.5238095238095238,0.0,1.0,0.0,0.0,0.0,-0.4484731448581286,1.0
eth_buy_hold,benchmark,holdout,0,-0.3510212516138813,-0.23851086051698195,-0.355579393263979,-0.5199146817004417,0.7232706923508007,-0.6751516430846409,0.49256505576208176,0.0,1.0,0.0,0.0,0.0,-0.32214578050827136,1.0
btc_eth_50_50,benchmark,development,0,0.8391754124633044,1.2218838168592847,1.595736110134128,1.100504646341974,0.7129619382103335,-0.7625369100009565,0.5270935960591133,0.0,1.0,0.0,0.0,0.0,-0.4105176007687238,2.0
btc_eth_50_50,benchmark,holdout,0,-0.27206512833669316,-0.284780677797741,-0.409522389245089,-0.45948250290703135,0.5616554100620985,-0.5921120534849638,0.5037174721189591,0.0,1.0,0.0,0.0,0.0,-0.2510281674199146,2.0
equal_weight_top10,benchmark,development,0,0.5591392521805687,0.9638403015784003,1.2140078645641013,0.616321131104789,0.8416745029177239,-0.9072206419051076,0.5435139573070608,0.009633278598795841,0.9999999999999999,0.0,1.1102230246251565e-16,3.516146688560482,-0.5482348553336509,10.0
equal_weight_top10,benchmark,holdout,0,-0.39027663837450566,-0.412801386519125,-0.6102824829688935,-0.6153442400088264,0.6642023675727488,-0.6342411499113205,0.49070631970260226,0.004089219330855019,0.9999999999999998,0.0,2.220446049250313e-16,1.492565055762082,-0.28247868822351674,10.0
equal_weight_top30,benchmark,development,0,0.36043029532101056,0.8087513023883515,1.003455609956921,0.39885681789559335,0.8819437556296207,-0.9036583534479246,0.5528188286808976,0.007808794015690567,0.9999999999999999,0.0,1.1102230246251565e-16,2.850209815727057,-0.3840196642173437,30.0
equal_weight_top30,benchmark,holdout,0,-0.5523739109612961,-0.657530397575379,-0.9534277595793901,-0.7243060421730982,0.7681822677201672,-0.7626250214674959,0.483271375464684,0.00855018587360595,0.9999999999999998,0.0,2.220446049250313e-16,3.1208178438661713,-0.3110602478008908,30.0
