date,forward_btc_7d,forward_eth_7d,forward_btc_eth_50_50_7d,target_btc_weight,target_eth_weight,target_exposure,target_cash_weight,macro_regime,selected_forward_return_7d
2020-01-03,0.11600607763691029,0.07807964272422785,0.09704286018056907,0.25,0.25,0.5,0.5,neutral,0.021606960947998077
2020-01-10,0.08738053585327354,0.1726732946699805,0.13002691526162702,0.0,0.0,0.0,1.0,risk_off,0.023764752294379354
2020-01-17,-0.05321049041430326,-0.04303797468354431,-0.048124232548923784,0.25,0.25,0.5,0.5,neutral,-0.025802155870041532
2020-01-24,0.10829363668681125,0.10735818875353775,0.1078259127201745,0.0,0.0,0.0,1.0,risk_off,-0.0006389551132238713
2020-01-31,0.049272470861947415,0.24079115506417015,0.14503181296305878,0.0,0.0,0.0,1.0,risk_off,0.0
2020-02-07,0.05407016496276151,0.276810101643308,0.16544013330303475,0.0,0.0,0.0,1.0,risk_off,0.0
2020-02-14,-0.06450954916495566,-0.06971769244257409,-0.06711362080376487,0.0,0.0,0.0,1.0,risk_off,0.0
2020-02-21,-0.10169834815362111,-0.14517284276397635,-0.12343559545879873,0.0,0.0,0.0,1.0,risk_off,0.0
2020-02-28,0.050497474378545126,0.07990827306403259,0.06520287372128886,0.25,0.25,0.5,0.5,neutral,0.011535168290560893
2020-03-06,-0.38910717179814003,-0.4525481868670369,-0.42082767933258847,0.5,0.5,1.0,0.0,risk_on,-0.508876928296004
2020-03-13,0.1128885383429532,-0.004326421005520054,0.054281058668716575,0.25,0.25,0.5,0.5,neutral,0.24283240807646633
2020-03-20,0.024281774897074282,-0.01610728198981104,0.004087246453631621,0.25,0.25,0.5,0.5,neutral,0.028849560125245644
2020-03-27,0.05896894376728823,0.07599177644102628,0.06748036010415726,0.5,0.5,1.0,0.0,risk_on,0.04218815825481803
2020-04-03,0.01853551328314107,0.11676456018682324,0.06765003673498216,0.5,0.5,1.0,0.0,risk_on,0.13589693869992514
2020-04-10,0.02458550325707254,0.08161713452886388,0.05310131889296821,0.5,0.5,1.0,0.0,risk_on,-0.0041628848080670355
2020-04-17,0.06793975140696262,0.0990099009900991,0.08347482619853086,0.5,0.5,1.0,0.0,risk_on,0.06594773216188021
2020-04-24,0.1761439040639572,0.13023082253851492,0.15318736330123606,0.5,0.5,1.0,0.0,risk_on,0.1317012633352641
2020-05-01,0.11023614018869488,-0.003348740684841145,0.053443699751926865,0.5,0.5,1.0,0.0,risk_on,0.09216965756744533
2020-05-08,-0.049345868014420424,-0.07784771189248019,-0.0635967899534503,0.5,0.5,1.0,0.0,risk_on,-0.030040407463850283
2020-05-15,-0.015716337391401436,0.0641486195217078,0.024216141065153185,0.5,0.5,1.0,0.0,risk_on,-0.04827734500961356
2020-05-22,0.028033805888767693,0.06418788580246892,0.04611084584561831,0.5,0.5,1.0,0.0,risk_on,0.08189860837449614
2020-05-29,0.020588581605949674,0.08773281370372055,0.05416069765483511,0.5,0.5,1.0,0.0,risk_on,0.06351011234428539
2020-06-05,-0.016217379193361414,-0.010332041828104765,-0.01327471051073309,0.5,0.5,1.0,0.0,risk_on,-0.052060842081138814
2020-06-12,-0.01636533254165551,-0.03599242264786362,-0.026178877594759564,0.5,0.5,1.0,0.0,risk_on,0.007413148123578406
2020-06-19,-0.015898640527677643,0.0027947598253275086,-0.006551940351175067,0.5,0.5,1.0,0.0,risk_on,-0.004601563365932204
2020-06-26,-0.011345515983589016,-0.02077164257098063,-0.016058579277284823,0.5,0.5,1.0,0.0,risk_on,-0.02171181378917375
2020-07-03,0.025400021637709713,0.07288655667719124,0.049143289157450476,0.5,0.5,1.0,0.0,risk_on,0.04211663883403527
2020-07-10,-0.014428843044074657,-0.035604741772361836,-0.025016792408218247,0.5,0.5,1.0,0.0,risk_on,-0.022747104496711468
2020-07-17,0.04189060465441452,0.1997679116345037,0.1208292581444591,0.5,0.5,1.0,0.0,risk_on,0.11392019771375272
