split,cost_bps,portfolio,reference,delta_sharpe,delta_sortino,delta_cagr,delta_max_drawdown,delta_calmar,delta_turnover,lower,median,upper,passes_point_estimates,statistically_supported,economic_value
holdout,25,breakout_risk_off_sizing,standalone_volatility_breakout,0.03424325256254181,0.02457501168201609,0.0033541997545551983,0.015418754297130688,0.03697810928475623,-0.0013043042188482217,-0.04222118394006368,0.036140651646284265,0.10100458590364053,True,False,False
holdout,25,breakout_activation,standalone_volatility_breakout,-0.9973183790285172,-0.25852752904095067,-0.049677483828353575,0.035327545783421566,-0.6795734111204585,-0.009060252278260943,-2.34525632173793,-0.8920551234301418,0.7151711169513365,False,False,False
holdout,25,breakout_volatility_targeted,standalone_volatility_breakout,0.09193229210749822,0.07068191069731963,0.00863479064612549,0.01768669202385187,0.09638563815188803,-0.0005775986974274356,-0.0534684958461723,0.06650000086865246,0.26450596544650345,True,False,False
holdout,25,trend_risk_off_sizing,standalone_trend_following,0.0922587722476671,0.04847185903129547,0.15322274231375943,0.20687160915200675,0.059761883821402684,-0.012393914174490109,-0.3927498545988215,0.07973480784338281,0.4980702762983779,True,False,False
holdout,25,trend_volatility_targeted,standalone_trend_following,0.2416569096635589,0.1993352005218888,0.13914368151690992,0.17890816207868432,0.06826884169153591,-0.004802904064787242,-0.18222434236679516,0.23458714576871745,0.64217228098587,True,False,False
holdout,25,volatility_regime_switching,standalone_volatility_breakout,-0.1323489590556173,-0.09845761862291516,-0.032723236725035965,-0.04556192280407778,-0.21430930146843344,0.015669979543418,-1.4650924086550465,-0.14147939508927268,1.390483571198759,False,False,False
