date,standalone_volatility_breakout__cost_10,standalone_volatility_breakout__cost_25,standalone_volatility_breakout__cost_50,standalone_volatility_breakout__cost_100,standalone_trend_following__cost_10,standalone_trend_following__cost_25,standalone_trend_following__cost_50,standalone_trend_following__cost_100,breakout_risk_off_sizing__cost_10,breakout_risk_off_sizing__cost_25,breakout_risk_off_sizing__cost_50,breakout_risk_off_sizing__cost_100,trend_risk_off_sizing__cost_10,trend_risk_off_sizing__cost_25,trend_risk_off_sizing__cost_50,trend_risk_off_sizing__cost_100,breakout_activation__cost_10,breakout_activation__cost_25,breakout_activation__cost_50,breakout_activation__cost_100,breakout_volatility_targeted__cost_10,breakout_volatility_targeted__cost_25,breakout_volatility_targeted__cost_50,breakout_volatility_targeted__cost_100,trend_volatility_targeted__cost_10,trend_volatility_targeted__cost_25,trend_volatility_targeted__cost_50,trend_volatility_targeted__cost_100,volatility_regime_switching__cost_10,volatility_regime_switching__cost_25,volatility_regime_switching__cost_50,volatility_regime_switching__cost_100,btc_buy_hold__cost_10,btc_buy_hold__cost_25,btc_buy_hold__cost_50,btc_buy_hold__cost_100,eth_buy_hold__cost_10,eth_buy_hold__cost_25,eth_buy_hold__cost_50,eth_buy_hold__cost_100,btc_eth_50_50__cost_10,btc_eth_50_50__cost_25,btc_eth_50_50__cost_50,btc_eth_50_50__cost_100,equal_weight_top10__cost_10,equal_weight_top10__cost_25,equal_weight_top10__cost_50,equal_weight_top10__cost_100
2022-03-13,0.0,0.0,0.0,0.0,0.0030912260313770814,0.0030912260313770814,0.0030912260313770814,0.0030912260313770814,0.0,0.0,0.0,0.0,0.002199135797127211,0.002199135797127211,0.002199135797127211,0.002199135797127211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030912260313770814,0.0030912260313770814,0.0030912260313770814,0.0030912260313770814,0.0030912260313770814,0.0030912260313770814,0.0030912260313770814,0.0030912260313770814,-0.026541872469552308,-0.026541872469552308,-0.026541872469552308,-0.026541872469552308,-0.020690594830271025,-0.020690594830271025,-0.020690594830271025,-0.020690594830271025,-0.023616233649911667,-0.023616233649911667,-0.023616233649911667,-0.023616233649911667,-0.027134058190285894,-0.027134058190285894,-0.027134058190285894,-0.027134058190285894
2022-03-14,0.0,0.0,0.0,0.0,0.01714351110093846,0.01714351110093846,0.01714351110093846,0.01714351110093846,0.0,0.0,0.0,0.0,0.012196102312753384,0.012196102312753384,0.012196102312753384,0.012196102312753384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01714351110093846,0.01714351110093846,0.01714351110093846,0.01714351110093846,0.01714351110093846,0.01714351110093846,0.01714351110093846,0.01714351110093846,0.05013666923081428,0.05013666923081428,0.05013666923081428,0.05013666923081428,0.02932045395822147,0.02932045395822147,0.02932045395822147,0.02932045395822147,0.039728561594517875,0.039728561594517875,0.039728561594517875,0.039728561594517875,0.032947788429075156,0.032947788429075156,0.032947788429075156,0.032947788429075156
2022-03-15,0.0,0.0,0.0,0.0,-0.013471065668809956,-0.013471065668809956,-0.013471065668809956,-0.013471065668809956,0.0,0.0,0.0,0.0,-0.009583479964593258,-0.009583479964593258,-0.009583479964593258,-0.009583479964593258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013471065668809956,-0.013471065668809956,-0.013471065668809956,-0.013471065668809956,-0.013471065668809956,-0.013471065668809956,-0.013471065668809956,-0.013471065668809956,-0.00985698250400735,-0.00985698250400735,-0.00985698250400735,-0.00985698250400735,0.0109368543413364,0.0109368543413364,0.0109368543413364,0.0109368543413364,0.0005399359186645247,0.0005399359186645247,0.0005399359186645247,0.0005399359186645247,-0.006781943155080038,-0.006781943155080038,-0.006781943155080038,-0.006781943155080038
2022-03-16,0.0,0.0,0.0,0.0,0.0015144665461121144,0.0015144665461121144,0.0015144665461121144,0.0015144665461121144,0.0,0.0,0.0,0.0,0.0010774099212742063,0.0010774099212742063,0.0010774099212742063,0.0010774099212742063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015144665461121144,0.0015144665461121144,0.0015144665461121144,0.0015144665461121144,0.0015144665461121144,0.0015144665461121144,0.0015144665461121144,0.0015144665461121144,0.04668163429380545,0.04668163429380545,0.04668163429380545,0.04668163429380545,0.059624178200196276,0.059624178200196276,0.059624178200196276,0.059624178200196276,0.053152906247000864,0.053152906247000864,0.053152906247000864,0.053152906247000864,0.061856495806685355,0.061856495806685355,0.061856495806685355,0.061856495806685355
2022-03-17,0.0,0.0,0.0,0.0,-0.005204711160964682,-0.005204711160964682,-0.005204711160964682,-0.005204711160964682,0.0,0.0,0.0,0.0,-0.0037026948245146747,-0.0037026948245146747,-0.0037026948245146747,-0.0037026948245146747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005204711160964682,-0.005204711160964682,-0.005204711160964682,-0.005204711160964682,-0.005204711160964682,-0.005204711160964682,-0.005204711160964682,-0.005204711160964682,-0.004769664834362919,-0.004769664834362919,-0.004769664834362919,-0.004769664834362919,0.013739225109145936,0.013739225109145936,0.013739225109145936,0.013739225109145936,0.004484780137391509,0.004484780137391509,0.004484780137391509,0.004484780137391509,0.0017612413881586287,0.0017612413881586287,0.0017612413881586287,0.0017612413881586287
2022-03-18,0.0,0.0,0.0,0.0,0.003938730853391715,0.003938730853391715,0.003938730853391715,0.003938730853391715,0.0,0.0,0.0,0.0,0.00276587705885616,0.0027116010936486957,0.0026211411516362556,0.002440221267611375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003866524278943319,0.003758214417270726,0.0035776979811497373,0.0032166651089077596,0.0037387308533917145,0.0034387308533917146,0.0029387308533917146,0.0019387308533917146,0.020519381493185218,0.020519381493185218,0.020519381493185218,0.020519381493185218,0.04516486955532173,0.04516486955532173,0.04516486955532173,0.04516486955532173,0.032842125524253474,0.032842125524253474,0.032842125524253474,0.032842125524253474,0.022189953025011637,0.021889953025011635,0.021389953025011635,0.020389953025011634
2022-03-19,0.0,0.0,0.0,0.0,0.008064151795798492,0.008064151795798492,0.008064151795798492,0.008064151795798492,0.0,0.0,0.0,0.0,0.0042779702636935755,0.0042779702636935755,0.0042779702636935755,0.0042779702636935755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005152727910766062,0.005152727910766062,0.005152727910766062,0.005152727910766062,0.0,0.0,0.0,0.0,0.010623717745622097,0.010623717745622097,0.010623717745622097,0.010623717745622097,0.00405591169545283,0.00405591169545283,0.00405591169545283,0.00405591169545283,0.007339814720537463,0.007339814720537463,0.007339814720537463,0.007339814720537463,0.03327947038982271,0.03327947038982271,0.03327947038982271,0.03327947038982271
2022-03-20,0.0,0.0,0.0,0.0,-0.003235262186516108,-0.003235262186516108,-0.003235262186516108,-0.003235262186516108,0.0,0.0,0.0,0.0,-0.0017162816102220622,-0.0017162816102220622,-0.0017162816102220622,-0.0017162816102220622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002067226186862338,-0.002067226186862338,-0.002067226186862338,-0.002067226186862338,0.0,0.0,0.0,0.0,-0.022251062945470856,-0.022251062945470856,-0.022251062945470856,-0.022251062945470856,-0.030316791150994282,-0.030316791150994282,-0.030316791150994282,-0.030316791150994282,-0.02628392704823257,-0.02628392704823257,-0.02628392704823257,-0.02628392704823257,-0.03470226044455986,-0.03470226044455986,-0.03470226044455986,-0.03470226044455986
2022-03-21,0.0,0.0,0.0,0.0,0.011344074155815509,0.011344074155815509,0.011344074155815509,0.011344074155815509,0.0,0.0,0.0,0.0,0.006017943751133008,0.006017943751133008,0.006017943751133008,0.006017943751133008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007248490480415451,0.007248490480415451,0.007248490480415451,0.007248490480415451,0.0,0.0,0.0,0.0,-0.006297787485904149,-0.006297787485904149,-0.006297787485904149,-0.006297787485904149,0.01001265123821371,0.01001265123821371,0.01001265123821371,0.01001265123821371,0.0018574318761547803,0.0018574318761547803,0.0018574318761547803,0.0018574318761547803,0.012497850216130035,0.012497850216130035,0.012497850216130035,0.012497850216130035
2022-03-22,0.0,0.0,0.0,0.0,-0.005639097744360911,-0.005639097744360911,-0.005639097744360911,-0.005639097744360911,0.0,0.0,0.0,0.0,-0.0029914978134471994,-0.0029914978134471994,-0.0029914978134471994,-0.0029914978134471994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003603198088861035,-0.003603198088861035,-0.003603198088861035,-0.003603198088861035,0.0,0.0,0.0,0.0,0.03321476260449119,0.03321476260449119,0.03321476260449119,0.03321476260449119,0.027546426853700456,0.027546426853700456,0.027546426853700456,0.027546426853700456,0.030380594729095822,0.030380594729095822,0.030380594729095822,0.030380594729095822,0.010756828976613588,0.010756828976613588,0.010756828976613588,0.010756828976613588
2022-03-23,0.0,0.0,0.0,0.0,0.0038684719535783344,0.0038684719535783344,0.0038684719535783344,0.0038684719535783344,0.0,0.0,0.0,0.0,0.002052194502584019,0.002052194502584019,0.002052194502584019,0.002052194502584019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024718264129904148,0.0024718264129904148,0.0024718264129904148,0.0024718264129904148,0.0,0.0,0.0,0.0,0.012242196405308103,0.012242196405308103,0.012242196405308103,0.012242196405308103,0.022346142966824356,0.022346142966824356,0.022346142966824356,0.022346142966824356,0.01729416968606623,0.01729416968606623,0.01729416968606623,0.01729416968606623,0.027172489554130232,0.027172489554130232,0.027172489554130232,0.027172489554130232
2022-03-24,0.0,0.0,0.0,0.0,-0.002572211680371073,-0.002572211680371073,-0.002572211680371073,-0.002572211680371073,0.0,0.0,0.0,0.0,-0.0013645384361794695,-0.0013645384361794695,-0.0013645384361794695,-0.0013645384361794695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016435587093923414,-0.0016435587093923414,-0.0016435587093923414,-0.0016435587093923414,0.0,0.0,0.0,0.0,0.025854212741903693,0.025854212741903693,0.025854212741903693,0.025854212741903693,0.0246245059288539,0.0246245059288539,0.0246245059288539,0.0246245059288539,0.025239359335378797,0.025239359335378797,0.025239359335378797,0.025239359335378797,0.023436157521285007,0.023436157521285007,0.023436157521285007,0.023436157521285007
2022-03-25,0.0,0.0,0.0,0.0,-0.00714147800085434,-0.0074414780008543405,-0.00794147800085434,-0.00894147800085434,0.0,0.0,0.0,0.0,-0.003788498939515762,-0.003947646623191153,-0.004212892762650138,-0.004743385041568107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004563169686153003,-0.0047548598244804095,-0.005074343388359421,-0.005713310516117444,0.0,0.0,0.0,0.0,0.007312782981060417,0.007312782981060417,0.007312782981060417,0.007312782981060417,-0.0027710270159061468,-0.0027710270159061468,-0.0027710270159061468,-0.0027710270159061468,0.0022708779825771352,0.0022708779825771352,0.0022708779825771352,0.0022708779825771352,-0.023062308050086768,-0.023062308050086768,-0.023062308050086768,-0.023062308050086768
2022-03-26,0.0,0.0,0.0,0.0,0.004304563033559861,0.004304563033559861,0.004304563033559861,0.004304563033559861,0.0,0.0,0.0,0.0,0.0016189709992920315,0.0016189709992920315,0.0016189709992920315,0.0016189709992920315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021522815167799303,0.0021522815167799303,0.0021522815167799303,0.0021522815167799303,0.0,0.0,0.0,0.0,0.004470680944441696,0.004470680944441696,0.004470680944441696,0.004470680944441696,0.01381626876930131,0.01381626876930131,0.01381626876930131,0.01381626876930131,0.009143474856871503,0.009143474856871503,0.009143474856871503,0.009143474856871503,0.01604730574004203,0.01604730574004203,0.01604730574004203,0.01604730574004203
2022-03-27,0.0,0.0,0.0,0.0,0.012096099460017797,0.012096099460017797,0.012096099460017797,0.012096099460017797,0.0,0.0,0.0,0.0,0.004549412815573416,0.004549412815573416,0.004549412815573416,0.004549412815573416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006048049730008899,0.006048049730008899,0.006048049730008899,0.006048049730008899,0.0,0.0,0.0,0.0,0.05204277478490282,0.05204277478490282,0.05204277478490282,0.05204277478490282,0.04790143084260734,0.04790143084260734,0.04790143084260734,0.04790143084260734,0.04997210281375508,0.04997210281375508,0.04997210281375508,0.04997210281375508,0.044047961804031435,0.044047961804031435,0.044047961804031435,0.044047961804031435
2022-03-28,0.0,0.0,0.0,0.0,0.007924248863475382,0.007924248863475382,0.007924248863475382,0.007924248863475382,0.0,0.0,0.0,0.0,0.0029803557297498396,0.0029803557297498396,0.0029803557297498396,0.0029803557297498396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003962124431737691,0.003962124431737691,0.003962124431737691,0.003962124431737691,0.0,0.0,0.0,0.0,0.00628793689896745,0.00628793689896745,0.00628793689896745,0.00628793689896745,0.011308846509793247,0.011308846509793247,0.011308846509793247,0.011308846509793247,0.008798391704380348,0.008798391704380348,0.008798391704380348,0.008798391704380348,0.004542877736915163,0.004542877736915163,0.004542877736915163,0.004542877736915163
2022-03-29,0.0,0.0,0.0,0.0,0.022885843701775536,0.022885843701775536,0.022885843701775536,0.022885843701775536,0.0,0.0,0.0,0.0,0.008607497894359623,0.008607497894359623,0.008607497894359623,0.008607497894359623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011442921850887768,0.011442921850887768,0.011442921850887768,0.011442921850887768,0.0,0.0,0.0,0.0,0.006633602286480356,0.006633602286480356,0.006633602286480356,0.006633602286480356,0.02027951465981781,0.02027951465981781,0.02027951465981781,0.02027951465981781,0.013456558473149083,0.013456558473149083,0.013456558473149083,0.013456558473149083,0.03168475620016623,0.03168475620016623,0.03168475620016623,0.03168475620016623
2022-03-30,0.0,0.0,0.0,0.0,-0.00462743245509023,-0.00462743245509023,-0.00462743245509023,-0.00462743245509023,0.0,0.0,0.0,0.0,-0.0017404040520643074,-0.0017404040520643074,-0.0017404040520643074,-0.0017404040520643074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002313716227545115,-0.002313716227545115,-0.002313716227545115,-0.002313716227545115,0.0,0.0,0.0,0.0,-0.007732930253737891,-0.007732930253737891,-0.007732930253737891,-0.007732930253737891,-0.004328762450338419,-0.004328762450338419,-0.004328762450338419,-0.004328762450338419,-0.006030846352038155,-0.006030846352038155,-0.006030846352038155,-0.006030846352038155,0.01084427217902506,0.01084427217902506,0.01084427217902506,0.01084427217902506
2022-03-31,0.0,0.0,0.0,0.0,-0.016493595274536754,-0.016493595274536754,-0.016493595274536754,-0.016493595274536754,0.0,0.0,0.0,0.0,-0.006203336370115153,-0.006203336370115153,-0.006203336370115153,-0.006203336370115153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008246797637268377,-0.008246797637268377,-0.008246797637268377,-0.008246797637268377,0.0,0.0,0.0,0.0,-0.033093616277219406,-0.033093616277219406,-0.033093616277219406,-0.033093616277219406,-0.030799311239031235,-0.030799311239031235,-0.030799311239031235,-0.030799311239031235,-0.03194646375812532,-0.03194646375812532,-0.03194646375812532,-0.03194646375812532,-0.03026598493236756,-0.03026598493236756,-0.03026598493236756,-0.03026598493236756
2022-04-01,0.0,0.0,0.0,0.0,0.008557568557687455,0.008257568557687455,0.0077575685576874555,0.0067575685576874555,0.0,0.0,0.0,0.0,0.0031377009291322826,0.0029035942088702863,0.00251341634176696,0.0017330606075603063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004210794665847992,0.003958810246354387,0.0035388362138650464,0.002698888148886365,0.0,0.0,0.0,0.0,0.016988447021050623,0.016988447021050623,0.016988447021050623,0.016988447021050623,0.05293294855112429,0.05293294855112429,0.05293294855112429,0.05293294855112429,0.03496069778608746,0.03496069778608746,0.03496069778608746,0.03496069778608746,0.03231980286688598,0.03231980286688598,0.03231980286688598,0.03231980286688598
2022-04-02,0.0,0.0,0.0,0.0,0.014590202585732223,0.014590202585732223,0.014590202585732223,0.014590202585732223,0.0,0.0,0.0,0.0,0.007453489013704774,0.007453489013704774,0.007453489013704774,0.007453489013704774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008948405005088322,0.008948405005088322,0.008948405005088322,0.008948405005088322,0.0,0.0,0.0,0.0,-0.010208607864272912,-0.010208607864272912,-0.010208607864272912,-0.010208607864272912,-0.003310942026678587,-0.003310942026678587,-0.003310942026678587,-0.003310942026678587,-0.006759774945475749,-0.006759774945475749,-0.006759774945475749,-0.006759774945475749,-0.002973225992043283,-0.002973225992043283,-0.002973225992043283,-0.002973225992043283
2022-04-03,0.0,0.0,0.0,0.0,0.0032526043055895793,0.0032526043055895793,0.0032526043055895793,0.0032526043055895793,0.0,0.0,0.0,0.0,0.0016616116407696955,0.0016616116407696955,0.0016616116407696955,0.0016616116407696955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019948743327369576,0.0019948743327369576,0.0019948743327369576,0.0019948743327369576,0.0,0.0,0.0,0.0,0.013017615856453668,0.013017615856453668,0.013017615856453668,0.013017615856453668,0.022690249348824132,0.022690249348824132,0.022690249348824132,0.022690249348824132,0.0178539326026389,0.0178539326026389,0.0178539326026389,0.0178539326026389,0.02311535705840119,0.02311535705840119,0.02311535705840119,0.02311535705840119
2022-04-04,0.0,0.0,0.0,0.0,0.0029569873141223058,0.0029569873141223058,0.0029569873141223058,0.0029569873141223058,0.0,0.0,0.0,0.0,0.0015105939982648225,0.0015105939982648225,0.0015105939982648225,0.0015105939982648225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018135676955952813,0.0018135676955952813,0.0018135676955952813,0.0018135676955952813,0.0,0.0,0.0,0.0,0.003731305493634096,0.003731305493634096,0.003731305493634096,0.003731305493634096,-0.0006842877870245623,-0.0006842877870245623,-0.0006842877870245623,-0.0006842877870245623,0.001523508853304767,0.001523508853304767,0.001523508853304767,0.001523508853304767,-0.01183175617656448,-0.01183175617656448,-0.01183175617656448,-0.01183175617656448
2022-04-05,0.0,0.0,0.0,0.0,-0.00723198463545689,-0.00723198463545689,-0.00723198463545689,-0.00723198463545689,0.0,0.0,0.0,0.0,-0.0036945009989355435,-0.0036945009989355435,-0.0036945009989355435,-0.0036945009989355435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004435492045321486,-0.004435492045321486,-0.004435492045321486,-0.004435492045321486,0.0,0.0,0.0,0.0,-0.023249208735584892,-0.023249208735584892,-0.023249208735584892,-0.023249208735584892,-0.031967609035374434,-0.031967609035374434,-0.031967609035374434,-0.031967609035374434,-0.027608408885479663,-0.027608408885479663,-0.027608408885479663,-0.027608408885479663,-0.02259518755657529,-0.02259518755657529,-0.02259518755657529,-0.02259518755657529
2022-04-06,0.0,0.0,0.0,0.0,-0.03835982626899477,-0.03835982626899477,-0.03835982626899477,-0.03835982626899477,0.0,0.0,0.0,0.0,-0.019596338157989147,-0.019596338157989147,-0.019596338157989147,-0.019596338157989147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023526696038851772,-0.023526696038851772,-0.023526696038851772,-0.023526696038851772,0.0,0.0,0.0,0.0,-0.05114736947374088,-0.05114736947374088,-0.05114736947374088,-0.05114736947374088,-0.06999727031778769,-0.06999727031778769,-0.06999727031778769,-0.06999727031778769,-0.06057231989576428,-0.06057231989576428,-0.06057231989576428,-0.06057231989576428,-0.08322118114670318,-0.08322118114670318,-0.08322118114670318,-0.08322118114670318
2022-04-07,0.0,0.0,0.0,0.0,0.00020423806792884097,0.00020423806792884097,0.00020423806792884097,0.00020423806792884097,0.0,0.0,0.0,0.0,0.00010433619317778064,0.00010433619317778064,0.00010433619317778064,0.00010433619317778064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012526247929355223,0.00012526247929355223,0.00012526247929355223,0.00012526247929355223,0.0,0.0,0.0,0.0,0.006340445216371338,0.006340445216371338,0.006340445216371338,0.006340445216371338,0.018519745874243654,0.018519745874243654,0.018519745874243654,0.018519745874243654,0.012430095545307496,0.012430095545307496,0.012430095545307496,0.012430095545307496,0.025410396439190634,0.025410396439190634,0.025410396439190634,0.025410396439190634
2022-04-08,0.0,0.0,0.0,0.0,-0.031721055082611284,-0.03280226714088573,-0.0346042872380098,-0.03820832743225794,0.0,0.0,0.0,0.0,-0.0163048447817372,-0.01700712986224047,-0.018177604996412584,-0.020518555264756815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01968381979040155,-0.020690127194988705,-0.022367306202633965,-0.02572166421792448,-0.001,-0.0025,-0.005,-0.01,-0.0274416440955626,-0.0274416440955626,-0.0274416440955626,-0.0274416440955626,-0.010783375010458118,-0.010783375010458118,-0.010783375010458118,-0.010783375010458118,-0.01911250955301036,-0.01911250955301036,-0.01911250955301036,-0.01911250955301036,-0.04741467205587248,-0.04741467205587248,-0.04741467205587248,-0.04741467205587248
2022-04-09,0.0,0.0,0.0,0.0,0.016882602209197448,0.016882602209197448,0.016882602209197448,0.016882602209197448,0.0,0.0,0.0,0.0,0.011864931147099113,0.011864931147099113,0.011864931147099113,0.011864931147099113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016882602209197448,0.016882602209197448,0.016882602209197448,0.016882602209197448,0.016882602209197448,0.016882602209197448,0.016882602209197448,0.016882602209197448,0.011880144873581244,0.011880144873581244,0.011880144873581244,0.011880144873581244,0.020730549838835488,0.020730549838835488,0.020730549838835488,0.020730549838835488,0.016305347356208366,0.016305347356208366,0.016305347356208366,0.016305347356208366,0.02487322255192064,0.02487322255192064,0.02487322255192064,0.02487322255192064
2022-04-10,0.0,0.0,0.0,0.0,-0.029361808786271947,-0.029361808786271947,-0.029361808786271947,-0.029361808786271947,0.0,0.0,0.0,0.0,-0.020635198015482192,-0.020635198015482192,-0.020635198015482192,-0.020635198015482192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029361808786271947,-0.029361808786271947,-0.029361808786271947,-0.029361808786271947,-0.029361808786271947,-0.029361808786271947,-0.029361808786271947,-0.029361808786271947,-0.013919643017946681,-0.013919643017946681,-0.013919643017946681,-0.013919643017946681,-0.017041217466557512,-0.017041217466557512,-0.017041217466557512,-0.017041217466557512,-0.015480430242252097,-0.015480430242252097,-0.015480430242252097,-0.015480430242252097,-0.027196150689933897,-0.027196150689933897,-0.027196150689933897,-0.027196150689933897
2022-04-11,0.0,0.0,0.0,0.0,-0.07636161835265413,-0.07636161835265413,-0.07636161835265413,-0.07636161835265413,0.0,0.0,0.0,0.0,-0.053666214059211154,-0.053666214059211154,-0.053666214059211154,-0.053666214059211154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07636161835265413,-0.07636161835265413,-0.07636161835265413,-0.07636161835265413,-0.07636161835265413,-0.07636161835265413,-0.07636161835265413,-0.07636161835265413,-0.06234515410168928,-0.06234515410168928,-0.06234515410168928,-0.06234515410168928,-0.06971502073030622,-0.06971502073030622,-0.06971502073030622,-0.06971502073030622,-0.06603008741599775,-0.06603008741599775,-0.06603008741599775,-0.06603008741599775,-0.08212166282516278,-0.08212166282516278,-0.08212166282516278,-0.08212166282516278
2022-04-12,0.0,0.0,0.0,0.0,0.026211151080168697,0.026211151080168697,0.026211151080168697,0.026211151080168697,0.0,0.0,0.0,0.0,0.018420945953639092,0.018420945953639092,0.018420945953639092,0.018420945953639092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026211151080168697,0.026211151080168697,0.026211151080168697,0.026211151080168697,0.026211151080168697,0.026211151080168697,0.026211151080168697,0.026211151080168697,0.01377393882437472,0.01377393882437472,0.01377393882437472,0.01377393882437472,0.016081940035036713,0.016081940035036713,0.016081940035036713,0.016081940035036713,0.014927939429705717,0.014927939429705717,0.014927939429705717,0.014927939429705717,0.04962440081052817,0.04962440081052817,0.04962440081052817,0.04962440081052817
2022-04-13,0.0,0.0,0.0,0.0,0.03258697143624925,0.03258697143624925,0.03258697143624925,0.03258697143624925,0.0,0.0,0.0,0.0,0.02290181143834241,0.02290181143834241,0.02290181143834241,0.02290181143834241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258697143624925,0.03258697143624925,0.03258697143624925,0.03258697143624925,0.03258697143624925,0.03258697143624925,0.03258697143624925,0.03258697143624925,0.026771094354726355,0.026771094354726355,0.026771094354726355,0.026771094354726355,0.029930705561390658,0.029930705561390658,0.029930705561390658,0.029930705561390658,0.028350899958058506,0.028350899958058506,0.028350899958058506,0.028350899958058506,0.02569789780581998,0.02569789780581998,0.02569789780581998,0.02569789780581998
2022-04-14,0.0,0.0,0.0,0.0,-0.03593775490028423,-0.03593775490028423,-0.03593775490028423,-0.03593775490028423,0.0,0.0,0.0,0.0,-0.025256709966245544,-0.025256709966245544,-0.025256709966245544,-0.025256709966245544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03593775490028423,-0.03593775490028423,-0.03593775490028423,-0.03593775490028423,-0.03593775490028423,-0.03593775490028423,-0.03593775490028423,-0.03593775490028423,-0.02929464741605814,-0.02929464741605814,-0.02929464741605814,-0.02929464741605814,-0.030882409533460775,-0.030882409533460775,-0.030882409533460775,-0.030882409533460775,-0.030088528474759457,-0.030088528474759457,-0.030088528474759457,-0.030088528474759457,-0.034991603229952185,-0.034991603229952185,-0.034991603229952185,-0.034991603229952185
2022-04-15,0.0,0.0,0.0,0.0,0.010623326838790106,0.009293634120266089,0.007077479589392726,0.0026451705276460003,0.0,0.0,0.0,0.0,0.00741536911815229,0.006404968944080967,0.004720968653962095,0.0013529680737243534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010623326838790106,0.009293634120266089,0.007077479589392726,0.0026451705276460003,0.010623326838790106,0.009293634120266089,0.007077479589392726,0.0026451705276460003,0.015259982004077077,0.015259982004077077,0.015259982004077077,0.015259982004077077,0.006148286884757548,0.006148286884757548,0.006148286884757548,0.006148286884757548,0.010704134444417313,0.010704134444417313,0.010704134444417313,0.010704134444417313,0.01381411290188035,0.01351411290188035,0.01301411290188035,0.01201411290188035
2022-04-16,0.0,0.0,0.0,0.0,0.0010102643321786636,0.0010102643321786636,0.0010102643321786636,0.0010102643321786636,0.0,0.0,0.0,0.0,0.0007941885046510407,0.0007941885046510407,0.0007941885046510407,0.0007941885046510407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010102643321786636,0.0010102643321786636,0.0010102643321786636,0.0010102643321786636,0.0010102643321786636,0.0010102643321786636,0.0010102643321786636,0.0010102643321786636,-0.004270823315307148,-0.004270823315307148,-0.004270823315307148,-0.004270823315307148,0.006163338332412449,0.006163338332412449,0.006163338332412449,0.006163338332412449,0.0009462575085526503,0.0009462575085526503,0.0009462575085526503,0.0009462575085526503,0.002278351973407966,0.002278351973407966,0.002278351973407966,0.002278351973407966
2022-04-17,0.0,0.0,0.0,0.0,-0.026673823111887762,-0.026673823111887762,-0.026673823111887762,-0.026673823111887762,0.0,0.0,0.0,0.0,-0.02096881283027435,-0.02096881283027435,-0.02096881283027435,-0.02096881283027435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026673823111887762,-0.026673823111887762,-0.026673823111887762,-0.026673823111887762,-0.026673823111887762,-0.026673823111887762,-0.026673823111887762,-0.026673823111887762,-0.01735047999304573,-0.01735047999304573,-0.01735047999304573,-0.01735047999304573,-0.023286372699637292,-0.023286372699637292,-0.023286372699637292,-0.023286372699637292,-0.02031842634634151,-0.02031842634634151,-0.02031842634634151,-0.02031842634634151,-0.03341314992337901,-0.03341314992337901,-0.03341314992337901,-0.03341314992337901
