date,pure_momentum,elastic_net__forward_rank,random_forest__forward_rank,gradient_boosting__forward_rank,boosted_tree__forward_rank,ensemble__forward_rank,elastic_net__residual_rank,random_forest__residual_rank,gradient_boosting__residual_rank,boosted_tree__residual_rank,ensemble__residual_rank,elastic_net__risk_adjusted_rank,random_forest__risk_adjusted_rank,gradient_boosting__risk_adjusted_rank,boosted_tree__risk_adjusted_rank,ensemble__risk_adjusted_rank,logistic__top_quintile,random_forest__top_quintile,gradient_boosting__top_quintile,boosted_tree__top_quintile
2020-04-13,-0.01382240447886689,-0.016889236098934446,-0.0030560546741350116,-0.004415277797461092,-0.006741153480619988,-0.007524176575437758,-0.016889236098934446,-0.0030560546741350116,-0.004415277797461092,-0.006741153480619988,-0.007524176575437758,-0.01109995196690905,-0.01592459872206393,-0.005863306728816231,-0.011843532371904232,-0.0043827534421458265,-0.018190151030201784,-0.020016724060859213,-0.008746914805216277,-0.010006403557918308
2020-04-14,0.00594220917212096,-0.000995723359801959,0.0114650183973783,0.01180604819742972,0.00968165230351885,0.009062776612422852,-0.000995723359801959,0.0114650183973783,0.01180604819742972,0.00968165230351885,0.009062776612422852,0.0022928737938493486,0.0008578976279382643,0.02588247881023862,0.013128931963337597,0.007638289283369693,0.023963102085269347,0.017844004970214124,0.009533491369303837,0.014165511383037234
2020-04-15,-0.018934581289581476,-0.034053104835726655,-0.04180297658302825,-0.04828508688160139,-0.046585715290965224,-0.038401402836325094,-0.034053104835726655,-0.04180297658302825,-0.04828508688160139,-0.046585715290965224,-0.038401402836325094,-0.026384045898147336,-0.025973251838937818,-0.04407620146925156,-0.04144147650111334,-0.0433495304454902,-0.038148862908424695,-0.04190393947201032,-0.02794858146924144,-0.027171287031004625
2020-04-16,0.06403138506048003,0.07669028400865932,0.08429425060048445,0.08546967111630721,0.08711241182346682,0.07504023290197659,0.07669028400865932,0.08429425060048445,0.08546967111630721,0.08711241182346682,0.07504023290197659,0.06421777877168039,0.07723229862024579,0.0742430745243908,0.07729341966194991,0.07308027245829121,0.06423454428785146,0.07672853768989096,0.06481146397326293,0.059337624466183854
2020-04-17,-0.011140002802589866,-0.014367361531179386,-0.012416674728806693,-0.011821729251285792,-0.010911346744394307,-0.013476919573226448,-0.014367361531179386,-0.012416674728806693,-0.011821729251285792,-0.010911346744394307,-0.013476919573226448,-0.012963238464527627,-0.015040153615554481,-0.016436053596972172,-0.008883796014812392,-0.013936489802224545,-0.013831580163233954,-0.011692689285896769,-0.012277169240074976,-0.01227301374570144
2020-04-18,0.08649517052603657,0.03907249425487381,0.04353116687854672,0.05771603687833576,0.05459871821530598,0.041497301100233516,0.03907249425487381,0.04353116687854672,0.05771603687833576,0.05459871821530598,0.041497301100233516,0.059408160610049304,0.04613860765240471,0.047771206041661886,0.0470149498936803,0.05143440959716661,0.04887302652771439,0.04640961870280374,0.0572541377129685,0.05468888637320744
2020-04-19,-0.041672876866346645,-0.02361943830687592,-0.031841847595347784,-0.008721289348955259,-0.003000772307559284,-0.01819096292794964,-0.02361943830687592,-0.031841847595347784,-0.008721289348955259,-0.003000772307559284,-0.01819096292794964,-0.024376724156348686,-0.009295727758331117,-0.0007316029948588381,-0.005326908599903172,-0.008121292081942014,-0.034052255633800974,-0.025294825892287376,-0.027437504609013178,-0.030476010705133016
2020-04-20,-0.04853599084949234,-0.050102318230904386,-0.04797492384430917,-0.06007800244685657,-0.06138659076686122,-0.053855331588668086,-0.050102318230904386,-0.04797492384430917,-0.06007800244685657,-0.06138659076686122,-0.053855331588668086,-0.05609557166230366,-0.057706572596394785,-0.05802155478999807,-0.05808878274176099,-0.05753731822663182,-0.0499484885431359,-0.061467156227699916,-0.055683668093463076,-0.05166029496224254
2020-04-21,0.026703478708445118,0.003846915145504038,0.004921238360662739,0.005488308868201774,0.0028466692220123994,0.0037680345376305937,0.003846915145504038,0.004921238360662739,0.005488308868201774,0.0028466692220123994,0.0037680345376305937,0.027584804505988596,-0.0013539142261283607,0.001230439671366557,0.0006626622284226613,0.006253323621804042,0.026498458471705046,0.00195310728112621,0.0038900596171422834,0.0010989400690373464
2020-04-22,0.06349221395884844,0.03317726720452989,0.03758700036957299,0.057394555603685185,0.057880569227993874,0.03923587660759429,0.03317726720452989,0.03758700036957299,0.057394555603685185,0.057880569227993874,0.03923587660759429,0.051090400552253265,0.051498776494219814,0.05323676697778082,0.05077790781712799,0.05263402521754062,0.0424415386215999,0.04661610254323234,0.05566533454673786,0.05085332822767215
2020-04-23,0.042727847592810744,0.034860264979590425,0.028730285876967177,0.022134630364019435,0.019197873289321255,0.03198498358144977,0.034860264979590425,0.028730285876967177,0.022134630364019435,0.019197873289321255,0.03198498358144977,0.036002918414166765,0.022384023621696784,0.019325935356417558,0.02961692336555375,0.011291828150913875,0.04025263647568251,0.029674257978885524,0.043901186047646104,0.04915399963276191
2020-04-24,0.04704849150896313,0.02858843633153463,0.007855127754447461,0.01568660295164495,0.005646931143702877,0.026231548512513265,0.02858843633153463,0.007855127754447461,0.01568660295164495,0.005646931143702877,0.026231548512513265,0.05781165979929133,0.050143094001015714,0.019779777096201143,0.029266673385160896,0.026627414164734117,0.06470684838368446,0.07208013545628796,0.04314725540147005,0.03607023072699405
2020-04-25,0.08487025817090807,0.04684378693854279,0.030601414304321332,0.015841248134706373,0.022167405689967126,0.01710655520865373,0.04684378693854279,0.030601414304321332,0.015841248134706373,0.022167405689967126,0.01710655520865373,0.0645193350347516,0.01573429386333247,0.06707865063377755,0.04421983670598126,0.012887042152375003,0.0840799476282318,0.1156646483615239,0.052763586170837026,0.052336873238328196
2020-04-26,-0.0052395203961109315,0.007441904651076881,0.02873929482315532,0.04412170014745621,0.04400615300372644,0.04390763823514843,0.007441904651076881,0.02873929482315532,0.04412170014745621,0.04400615300372644,0.04390763823514843,0.021608304474941553,0.019499853320652426,0.022020489552930525,-0.019480856936950747,0.03849568795053242,-0.01849558948969765,-0.05175896802325075,-0.006511051851376336,-0.006280958212237647
2020-04-27,-0.009727683282189559,0.015434073429999386,-0.0020058949646383217,-0.008617039561262741,-0.018490799644607606,-0.010948484607651545,0.015434073429999386,-0.0020058949646383217,-0.008617039561262741,-0.018490799644607606,-0.010948484607651545,0.003115331966705906,-0.0164342020816068,-0.008363945743586633,-0.006846298395943551,-0.014980976602655073,-0.010342344396215217,0.009578066944337008,-0.005590063673468771,-0.005590063673468771
2020-04-28,-0.0030260646043255516,0.025971577135492387,0.013059872479031731,0.01652415623427774,0.010616002178669004,0.02295967016874434,0.025971577135492387,0.013059872479031731,0.01652415623427774,0.010616002178669004,0.02295967016874434,0.001077094684555436,0.007266290564488687,0.013752918976464823,0.0058712360265219974,0.00616607006577179,0.009409484944685964,0.012301815737711275,0.010934039431203059,0.010934039431203059
2020-04-29,0.043607425178572634,0.07539384033077412,0.06331840062637731,0.08507112487138264,0.0705044027791876,0.08401109635622443,0.07539384033077412,0.06331840062637731,0.08507112487138264,0.0705044027791876,0.08401109635622443,0.0617269943217341,0.06963129585704562,0.058087786503108044,0.04486124468252986,0.08241718440035828,0.041679654077620844,0.027016378016051126,0.05640499333140003,0.05640499333140003
2020-04-30,0.0030430038056290937,-0.04534229127531284,-0.05118617454155928,-0.04658532938174736,-0.05173677801392228,-0.04701529807807736,-0.04534229127531284,-0.05118617454155928,-0.04658532938174736,-0.05173677801392228,-0.04701529807807736,-0.05352111762521228,-0.05759024816223946,-0.011079678886617612,-0.005303560067750087,-0.05931010134711989,-0.048682856519021246,-0.00379713529626631,-0.00025243540694453587,-0.00025243540694453587
2020-05-01,0.09177921297926729,0.02426103075891544,0.027339274469033482,0.029190774971386117,0.026065088838487575,0.026312907110260117,0.02426103075891544,0.027339274469033482,0.029190774971386117,0.026065088838487575,0.026312907110260117,0.02560572232579135,0.027348831943309927,0.07482190780367216,0.06217023670352301,0.03335526864745136,0.022862323942030985,0.06531305758264415,0.06331942404899128,0.06331942404899128
2020-05-02,0.018058598381610426,0.04236641007633179,0.03413304480984179,0.054892201949200636,0.04930264220353728,0.05424883443747283,0.04236641007633179,0.03413304480984179,0.054892201949200636,0.04930264220353728,0.05424883443747283,0.017258148238684056,0.03948336985128756,0.017795949148494604,0.017773973089274454,0.0416922311380798,0.03338444843563774,0.012715497720096405,0.010229725542606954,0.02720363900378113
2020-05-03,-0.04858661118214558,-0.026811827103563557,-0.024171144504897258,-0.027077177120713204,-0.025487135465845898,-0.027077177120713204,-0.026811827103563557,-0.024171144504897258,-0.027077177120713204,-0.025487135465845898,-0.027077177120713204,-0.025590944348755862,-0.033384522698428024,-0.02965317524328597,-0.03131723279615947,-0.03562120541851821,-0.028267369889242278,-0.03039531884576132,-0.025742920398847784,-0.030449052130740718
2020-05-04,0.015056968530048453,-0.005498719362560523,-0.007220185814281743,-0.0015310482141044802,0.03155177939865461,-0.0015310482141044802,-0.005498719362560523,-0.007220185814281743,-0.0015310482141044802,0.03155177939865461,-0.0015310482141044802,-0.014904089434511538,-0.00398688901017057,0.026562064292704555,0.025050746771603235,-0.010148479746131402,0.03490774127398697,0.0280672799052551,0.01984938285175275,0.031495517594671216
2020-05-05,-0.0007956486863330836,-0.004695451358549963,-0.0007720995320035676,0.0018990209980467515,0.028301394366824818,0.0018990209980467515,-0.004695451358549963,-0.0007720995320035676,0.0018990209980467515,0.028301394366824818,0.0018990209980467515,-0.0021976613529259177,-0.011529089365490887,0.023921347757433573,0.02797248262292453,-0.0009066103549962177,0.03958517182218872,0.04052647482422176,0.04630187674730744,0.03834877849479139
2020-05-06,-0.031735103709590054,-0.026158482419418143,-0.013381723250744096,-0.029188095417825542,-0.04923432892909933,-0.029188095417825542,-0.026158482419418143,-0.013381723250744096,-0.029188095417825542,-0.04923432892909933,-0.029188095417825542,-0.034166997084011184,-0.03480441936072025,-0.0544268680912351,-0.05898728874273698,-0.03932771104726423,-0.05790587973808166,-0.05930516908484423,-0.05489775681560181,-0.05378120077324555
2020-05-07,0.03517271123905985,0.055159004483068236,0.056095312008828384,0.0510534406459565,0.04158818050228801,0.0510534406459565,0.055159004483068236,0.056095312008828384,0.0510534406459565,0.04158818050228801,0.0510534406459565,0.03518937623695242,0.039724953645822,0.03592092974110135,0.03927126494284856,0.04601495405306788,0.013730304539730098,0.01448428808173292,0.0315501003098522,0.0438913117581651
2020-05-08,0.0030665697338194253,0.014557932584382075,0.03496799690168262,0.01964724584941935,0.030543983423964097,0.01964724584941935,0.014557932584382075,0.03496799690168262,0.01964724584941935,0.030543983423964097,0.01964724584941935,0.01900076857315998,0.03521033354125944,0.02710445677189222,0.023645438359695774,0.043957113857237995,0.011672108702393241,0.02885331129426201,0.03586258964060203,0.028208382617155643
2020-05-09,0.013447946998067416,-0.017672089669936723,-0.0303955816261956,-0.022929220068889936,-0.021179938214612504,-0.02205270597333491,-0.017672089669936723,-0.0303955816261956,-0.022929220068889936,-0.021179938214612504,-0.02205270597333491,-0.016103844919041724,-0.029563416660504816,-0.024691433373367475,-0.018007240855678452,-0.028830493833544142,-0.0025402715884953924,-0.017272358829893333,-0.021781037561981565,-0.017215657722281
2020-05-10,-0.08037292998702134,-0.08968639526380752,-0.08704192009741879,-0.09239316773298104,-0.09147085721193529,-0.09400521192560511,-0.08968639526380752,-0.08704192009741879,-0.09239316773298104,-0.09147085721193529,-0.09400521192560511,-0.08270292027704973,-0.09499297583259367,-0.09457453327891166,-0.10116856133852044,-0.09470608974398481,-0.07784811265982643,-0.08751456607147326,-0.07772022815954605,-0.08909400150960213
2020-05-11,-0.01992211744676882,-0.020337872779140988,-0.024309747997729402,-0.018995470726693588,-0.02880740319805124,-0.022937572820054243,-0.020337872779140988,-0.024309747997729402,-0.018995470726693588,-0.02880740319805124,-0.022937572820054243,-0.02943880001890138,-0.03005681310565802,-0.027952270685597913,-0.03431407989782713,-0.03449733181978452,-0.02049329001127991,-0.018247312295775853,-0.019967516802590637,-0.018192119184972634
2020-05-12,0.06927236723264804,0.03147053790697916,0.03483420962404549,0.0364625076167183,0.03734104064832353,0.04063192029600696,0.03147053790697916,0.03483420962404549,0.0364625076167183,0.03734104064832353,0.04063192029600696,0.04745405676247323,0.03666237238974608,0.05290300859059008,0.037661817419098,0.05748372940605951,0.06124708581599117,0.04936994119285783,0.055981629638565525,0.050724051224034075
2020-05-13,0.00562198036226942,0.022368520780347723,0.021584711088252287,0.03403521866572996,0.01879609982366981,0.026358599014091412,0.022368520780347723,0.021584711088252287,0.03403521866572996,0.01879609982366981,0.026358599014091412,0.03162917552053504,0.016138302878379075,0.023990720236766183,0.019698542839802657,0.014789679029541513,0.011347884778429606,0.05363961487439375,0.06926563405291261,0.06475919644375025
2020-05-14,0.012714392496647964,0.01581813877555982,0.02686777677238963,0.031714596047947935,0.016165264679337835,0.032910320103998726,0.01581813877555982,0.02686777677238963,0.031714596047947935,0.016165264679337835,0.032910320103998726,0.03590105470019434,0.0008947407731221936,0.027650153112952026,-0.005607306746962569,0.0257058344308148,0.018792945205208626,0.0385278151072918,0.05333715680622058,0.03690965251059111
2020-05-15,-0.029766827253606687,-0.030809446794407,-0.032081395184022574,-0.03894354920060454,-0.022450867257584335,-0.03589151743731273,-0.030809446794407,-0.032081395184022574,-0.03894354920060454,-0.022450867257584335,-0.03589151743731273,-0.02892161788915317,-0.01440630597461578,-0.032436515573596454,-0.014110421501172938,-0.019531630989945255,-0.023333211444425104,-0.026004992429161676,-0.04255994506086014,-0.024182863544822884
2020-05-16,0.01548840823778162,0.015587040874286653,0.010482394949242763,0.008805920468966128,0.011136578656093118,0.012186643137263833,0.015587040874286653,0.010482394949242763,0.008805920468966128,0.011136578656093118,0.012186643137263833,0.03451290882305039,0.012496333661417225,0.006801280707658299,0.017777419606957064,0.012630321160880998,0.030313699003052225,0.0313771270550219,0.017217942850598605,0.019852914693993633
2020-05-17,0.0037241112913140475,0.004171712242372961,0.011406422596914247,0.01493742925329098,0.0148129135832205,0.01460987709719195,0.004171712242372961,0.011406422596914247,0.01493742925329098,0.0148129135832205,0.01460987709719195,-0.002806910554662113,0.0035737502387594767,0.009447333913402689,0.015232647821284107,0.007639206857852576,-0.006858391814506693,-0.005287149844907789,0.013231547647740571,0.009940630054065576
2020-05-18,0.010651599076208183,0.022468258113690354,0.024332455057123295,0.01735789118548974,0.021346689614305928,0.01982914199020689,0.022468258113690354,0.024332455057123295,0.01735789118548974,0.021346689614305928,0.01982914199020689,0.020464371155943864,0.015894125633504966,0.025306892166190087,0.016261021254029374,0.026525444427959278,0.010731687837920447,0.0090819539516531,0.016190850790560686,0.01827907017853359
2020-05-19,0.019786073746051923,0.0013868605068858566,0.01140009308530925,0.011946766584957658,0.005280650156768929,0.005079946680353765,0.0013868605068858566,0.01140009308530925,0.011946766584957658,0.005280650156768929,0.005079946680353765,0.003655529766834609,0.002622624531650986,0.00844907797495178,0.006124206802964039,-0.0022288552971474478,0.02192527761230434,0.0060302311514339076,-0.0034098100949934594,-0.0017999646331688492
2020-05-20,0.03140009840125901,-0.013903074083665201,-0.01675740851568248,-0.01581384857324657,-0.01855809759291698,-0.01261705950516654,-0.013903074083665201,-0.01675740851568248,-0.01581384857324657,-0.01855809759291698,-0.01261705950516654,0.018205154043057288,-0.020422964305001345,-0.022961518082546074,-0.012346890169305859,-0.009893869995894056,-0.009579688386985176,-0.020157919769908862,-0.006453543512238237,-0.009170570715340732
2020-05-21,-0.030145825298883835,-0.04605342587000949,-0.051472243696563696,-0.05025240669285712,-0.051184979207994724,-0.04701676384846277,-0.04605342587000949,-0.051472243696563696,-0.05025240669285712,-0.051184979207994724,-0.04701676384846277,-0.04361104900119753,-0.05630057279643519,-0.04542922722620062,-0.054506266158571105,-0.047950819046880234,-0.030525462318348563,-0.04451988046917708,-0.0574196210589335,-0.04853570585806577
2020-05-22,0.03839335362804859,0.0809945057791074,0.039460814902947505,0.026184654823272376,0.03551031818951305,0.05369056082402148,0.0809945057791074,0.039460814902947505,0.026184654823272376,0.03551031818951305,0.05369056082402148,0.1024769994456287,0.06955245995388377,0.041038488091817385,0.04408446710043322,0.08900144850127403,0.042382395690362534,0.08734033729457001,0.05688676727987668,0.04431826215946846
2020-05-23,-0.013488189143785759,-0.012082356115650018,-0.019631521589615265,-0.009962943146236743,-0.013758110280746826,-0.01982181376998684,-0.012082356115650018,-0.019631521589615265,-0.009962943146236743,-0.013758110280746826,-0.01982181376998684,-0.030496319610483963,-0.014108377316239124,-0.017725454495962766,-0.018515474003076772,-0.03256466599884238,-0.006601480733839639,-0.02847975050039954,-0.019082641467728256,-0.015479478073982034
2020-05-24,-0.06643440409381073,-0.04078466054994685,-0.04557894359489115,-0.057019793333508345,-0.05265837913149865,-0.050938228480851125,-0.04078466054994685,-0.04557894359489115,-0.057019793333508345,-0.05265837913149865,-0.050938228480851125,-0.04108260712161371,-0.04599359094838341,-0.04931423175733578,-0.05810044741316092,-0.04348782494785315,-0.046445337405408724,-0.0619911865576532,-0.0546456527712115,-0.04615341380482072
2020-05-25,0.05733142401957192,0.028554686057328603,0.0860209326558404,0.05815016435965457,0.03421223661717235,0.03706555363426141,0.028554686057328603,0.0860209326558404,0.05815016435965457,0.03421223661717235,0.03706555363426141,0.10296564684208637,0.087163890868107,0.13692689766208813,0.1380569116733676,0.09714061323103612,0.1552944379801154,0.1746030695560754,0.15338633995603196,0.1586365887202565
2020-05-26,-0.009635363795568397,-0.004300691994230244,0.0040836884099395565,0.0018909602780412319,-0.0011733541450798849,0.0002322877615616118,-0.004300691994230244,0.0040836884099395565,0.0018909602780412319,-0.0011733541450798849,0.0002322877615616118,0.0005970729078809359,0.0006116494736906125,-0.027869024756198388,-0.025365328124110634,0.009052738110845882,-0.0007851698189993645,-0.015203462960481074,-0.00908192103655852,-0.00997283107708196
2020-05-27,0.11945773875370565,0.02100405792298925,-0.006942976645768706,0.04102157926176302,0.018346224564489578,0.014745669129369521,0.02100405792298925,-0.006942976645768706,0.04102157926176302,0.018346224564489578,0.014745669129369521,-0.006380550096879678,0.0041992669300336075,0.0194341602846458,0.025958580742428274,-0.006506830692527333,0.02700269294544402,0.0810600523466679,0.00754664812840742,0.0007312911387965526
2020-05-28,-0.01244430587637279,0.0320697848488396,0.026597424840969854,0.01702918532533644,0.033694200749462014,0.03267161541813883,0.0320697848488396,0.026597424840969854,0.01702918532533644,0.033694200749462014,0.03267161541813883,0.017897632348002745,0.030913229694783606,0.041496461658334254,0.0439558220385897,0.01669448964771212,0.010346188315706063,-0.010355017662195862,0.04045103105974728,0.03775410704333311
2020-05-29,-0.00583363917999784,-0.008660164513630516,-0.007236210321443278,-0.01151124140185937,-0.013950602787965024,-0.009500595146876463,-0.008660164513630516,-0.007236210321443278,-0.01151124140185937,-0.013950602787965024,-0.009500595146876463,-0.0027502354565721366,-0.009411996380826057,-0.009498588466540744,-0.010527539902266533,-0.001810994891416339,0.0015535022873754134,0.01165358946593525,-0.006796548627877548,-0.003239055852707025
2020-05-30,0.08760426286188952,0.06453257966174118,0.07267237422686586,0.06921850451254408,0.06411427944691121,0.0579009067040748,0.06453257966174118,0.07267237422686586,0.06921850451254408,0.06411427944691121,0.0579009067040748,0.05052915880549487,0.0624181312493713,0.07562263097522214,0.05961794732150147,0.06553746794009369,0.0180572177546061,0.05689478531459655,0.024806882577611638,0.03256709891793573
2020-05-31,-0.025585835039379994,-0.034046734664889874,-0.03548028421961043,-0.037571674523546705,-0.035038241070710296,-0.0334340478379858,-0.034046734664889874,-0.03548028421961043,-0.037571674523546705,-0.035038241070710296,-0.0334340478379858,-0.016109904030085654,-0.01615671554008229,-0.03494895259348018,-0.030660484617732436,-0.01356539189003163,-0.02222655832050753,-0.047759252649538265,-0.047350362036273436,-0.037414197476731956
2020-06-01,0.06661788155782081,0.055616859042382144,0.075032064829561,0.07343911269681153,0.06643795264557069,0.05855524881690087,0.055616859042382144,0.075032064829561,0.07343911269681153,0.06643795264557069,0.05855524881690087,0.07221253081584518,0.07459115429990733,0.08077321006676158,0.06121885381349435,0.07663960589691113,0.04187349017141369,0.058762296091545624,0.06420069037330021,0.055342681105111334
2020-06-02,-0.011427906674034505,-0.0372259734377443,-0.011034822469384874,-0.03510131239759336,-0.020548834195033283,-0.04151843704642688,-0.0372259734377443,-0.011034822469384874,-0.03510131239759336,-0.020548834195033283,-0.04151843704642688,-0.03347656748024217,0.0009968599905356944,0.015838477671099162,-0.015379511315023643,-0.005880557643184426,-0.034467214220236804,-0.006597090635011505,-0.023700213571394003,-0.019281918635503683
2020-06-03,0.0446123613917361,0.0162082685665234,0.0185377266038246,0.023108706166762506,0.013263616848700255,0.013366528733772864,0.0162082685665234,0.0185377266038246,0.023108706166762506,0.013263616848700255,0.013366528733772864,0.04878864633293843,0.01575361585406343,0.02694650672399601,0.019558944451662043,0.02266608876575802,0.027743424015486087,0.029987452663392443,0.029573794692679647,0.031691886533700545
2020-06-04,0.011887827072500268,0.0011686326976452664,-0.0027400560734640814,0.010064609104875787,0.0029214002164897005,0.0019664159915235404,0.0011686326976452664,-0.0027400560734640814,0.010064609104875787,0.0029214002164897005,0.0019664159915235404,0.008465623360636765,-0.017804624651939882,-0.0015031078991796475,0.0030835285795912212,-0.01682048031076984,0.00030121519631989314,0.03422124472806194,0.025234511359204275,0.027806959821494795
2020-06-05,-0.029279563951561772,-0.005284138473601607,-0.029996901981182877,-0.026410480961674882,-0.025810190799599272,-0.009437370974203092,-0.005284138473601607,-0.029996901981182877,-0.026410480961674882,-0.025810190799599272,-0.009437370974203092,0.0007499255864439362,-0.010484202370606807,-0.040945875404635054,-0.03198301052480783,-0.00657571034467665,0.004629495395260726,-0.027795139303780275,-0.024752929203769543,-0.013387553987410133
2020-06-06,-0.0047002206906281,0.001299156653072342,0.007315841085041698,0.0037217878590588473,0.004147527888324616,-0.002271840166367162,0.001299156653072342,0.007315841085041698,0.0037217878590588473,0.004147527888324616,-0.002271840166367162,0.03225489120334702,0.032695588708999294,0.015505600767674835,0.01031127247343927,0.03319877315108194,0.04456321636204163,0.019675303388628385,0.038989782019751326,0.03218043507308283
2020-06-07,-0.011826459654896615,-0.0016885408222637956,-0.011531376340474075,-0.007180614527695485,-0.005164480704004215,-0.0027848609967979555,-0.0016885408222637956,-0.011531376340474075,-0.007180614527695485,-0.005164480704004215,-0.0027848609967979555,-0.0175658186358844,-0.013536062244199544,-0.014370378861435948,-0.00866067171023801,-0.010016660073968953,-0.0040027807541490375,-0.006420029762259527,-0.015694960847931892,-0.007513396377708825
2020-06-08,0.023845590343404187,0.00043119416882098094,0.01628455275147274,0.027660670668619547,0.011342555826170721,0.016614358606610403,0.00043119416882098094,0.01628455275147274,0.027660670668619547,0.011342555826170721,0.016614358606610403,0.022853056081652976,0.03475933672643121,0.03337786827319256,0.033171448833383674,0.024918572245482218,0.02923601842464363,0.04513201496113295,0.025317904916641078,0.007963984975457718
2020-06-09,-0.03185875593451182,-0.007080207999706678,0.004924836194923787,-0.01285257327703,0.007309366238758153,-0.007875842712092362,-0.007080207999706678,0.004924836194923787,-0.01285257327703,0.007309366238758153,-0.007875842712092362,0.0013779461207563681,0.0004079452182149893,-0.010291196329518826,0.003913932461629303,0.0018229981635516038,0.02422074978498978,-0.0037455252952545374,0.005422823246373621,-0.0005038289624821114
