name,candidate,model,target,feature_set,category,split,cost_bps,CAGR,Sharpe,Sortino,Calmar,Annualized Volatility,Maximum Drawdown,Hit Rate,Turnover,Exposure,Transaction Costs,Average Holdings,Best Month,Worst Month
btc_eth_50_50,btc_eth_50_50,benchmark,benchmark,N/A,benchmark,development,25,0.8902039196118468,1.283233895518768,1.8087822929431414,1.1674240393304114,0.6739121515499512,-0.7625369100009562,0.52479815455594,0.0,1.0,0.0,2.0,0.5171626168136121,-0.4105176007687238
btc_eth_50_50,btc_eth_50_50,benchmark,benchmark,N/A,benchmark,holdout,25,-0.2868782229472797,-0.3203286616927339,-0.46034217814918627,-0.48449988690285084,0.5623124975041389,-0.5921120534849638,0.502803738317757,0.0,1.0,0.0,2.0,0.2709681421331145,-0.2510281674199146
equal_weight_top30,equal_weight_top30,benchmark,benchmark,N/A,benchmark,development,25,0.41886738723645744,0.8462817857460296,1.1050960106677068,0.4625601840563037,0.8540790976197701,-0.9055413796390916,0.5507497116493656,0.007998250009943126,1.0,0.03467241379310344,29.991926182237602,0.6674099101444506,-0.39020847022755645
equal_weight_top30,equal_weight_top30,benchmark,benchmark,N/A,benchmark,holdout,25,-0.5526776038763305,-0.6553605160858879,-0.9535580732595916,-0.729794423350612,0.7699735447315741,-0.7573058743569078,0.4822429906542056,0.008722741433021809,1.0,0.011666666666666667,30.0,0.2706111590003899,-0.311120609790168
pure_momentum_top3,pure_momentum_top3,baseline,benchmark,N/A,baseline,development,50,0.010096913877087887,0.3575042624470001,0.48410351497130427,0.011480580660963975,0.6724340378105651,-0.8794776305539317,0.5080738177623991,0.05005767012687429,1.0,0.43400000000000005,3.0397923875432524,0.4844900840726254,-0.67245079164662
pure_momentum_top3,pure_momentum_top3,baseline,benchmark,N/A,baseline,holdout,50,-0.42099798710906666,-0.7114477011388087,-1.0613652582380315,-0.6166788866342086,0.5528669843250597,-0.6826859103395692,0.45607476635514016,0.04560747663551402,1.0,0.12200000000000001,3.0373831775700935,0.18586996336898043,-0.2368796626582923
pure_momentum_top5,pure_momentum_top5,baseline,benchmark,N/A,baseline,development,50,0.2440955709460424,0.7323252450435878,0.9971186757750002,0.2530622222804877,1.0034842667507216,-0.964567404594642,0.5242214532871973,0.07243367935409459,1.0,0.628,5.1164936562860435,0.9587127737868837,-0.7205839405352656
pure_momentum_top5,pure_momentum_top5,baseline,benchmark,N/A,baseline,holdout,50,-0.6019451141283227,-0.7429936819842421,-1.0631531911507635,-0.7181325417705796,0.8017464610655101,-0.838208936534483,0.45794392523364486,0.07177570093457945,1.0,0.192,5.114018691588785,0.21371961041307364,-0.3252112911209525
pure_momentum_top10,pure_momentum_top10,baseline,benchmark,N/A,baseline,development,50,0.4444182458021442,0.8672258695798427,1.1699957177230396,0.4854400917286536,0.8971197408678426,-0.9154955541878906,0.5351787773933102,0.055247981545559405,1.0,0.47900000000000004,10.050173010380623,0.5875345291519838,-0.4893047279918572
pure_momentum_top10,pure_momentum_top10,baseline,benchmark,N/A,baseline,holdout,50,-0.6131736633836821,-0.8965760605721568,-1.302368903807495,-0.7450597122475914,0.7455176692605546,-0.8229859342869928,0.48411214953271026,0.057570093457943936,1.0,0.15400000000000003,10.03177570093458,0.1843333345479672,-0.31935709557487935
btc_buy_hold,btc_buy_hold,benchmark,benchmark,N/A,benchmark,development,50,0.7368482943495129,1.2039865908590912,1.7436580517672091,0.9615757075052781,0.6158804088299804,-0.7662925431645936,0.5115340253748558,0.0,1.0,0.0,1.0,0.46851243433267964,-0.3729069866897433
btc_buy_hold,btc_buy_hold,benchmark,benchmark,N/A,benchmark,holdout,50,-0.23207040401967116,-0.3715714306608157,-0.5234166942074572,-0.4536267763107921,0.44437542042784356,-0.5115888570490235,0.4897196261682243,0.0,1.0,0.0,1.0,0.1407872633813132,-0.17650783621446742
eth_buy_hold,eth_buy_hold,benchmark,benchmark,N/A,benchmark,development,50,0.9457646942652711,1.2302322112701136,1.7845510447932051,1.1926033635557487,0.8031508751649026,-0.7930253453633338,0.5230680507497116,0.0,1.0,0.0,1.0,0.7823388827028048,-0.4484731448581286
eth_buy_hold,eth_buy_hold,benchmark,benchmark,N/A,benchmark,holdout,50,-0.3660708354369645,-0.2693645435257421,-0.4015250324766409,-0.5422053536957352,0.7244175728706324,-0.6751516430846409,0.491588785046729,0.0,1.0,0.0,1.0,0.488004280880477,-0.32214578050827136
btc_eth_50_50,btc_eth_50_50,benchmark,benchmark,N/A,benchmark,development,50,0.8902039196118468,1.283233895518768,1.8087822929431414,1.1674240393304114,0.6739121515499512,-0.7625369100009562,0.52479815455594,0.0,1.0,0.0,2.0,0.5171626168136121,-0.4105176007687238
btc_eth_50_50,btc_eth_50_50,benchmark,benchmark,N/A,benchmark,holdout,50,-0.2868782229472797,-0.3203286616927339,-0.46034217814918627,-0.48449988690285084,0.5623124975041389,-0.5921120534849638,0.502803738317757,0.0,1.0,0.0,2.0,0.2709681421331145,-0.2510281674199146
equal_weight_top30,equal_weight_top30,benchmark,benchmark,N/A,benchmark,development,50,0.4086024360117195,0.837782023728378,1.0939012346246322,0.4504320232134781,0.8540326248393196,-0.9071345174276523,0.5507497116493656,0.007998250009943126,1.0,0.06934482758620689,29.991926182237602,0.6668790335990611,-0.39072598916776247
equal_weight_top30,equal_weight_top30,benchmark,benchmark,N/A,benchmark,holdout,50,-0.5562334272340312,-0.665707113216553,-0.9684503570350074,-0.7319117043054626,0.769962872604396,-0.7599734011110824,0.4822429906542056,0.008722741433021809,1.0,0.023333333333333334,30.0,0.2695434783428754,-0.31123564980117335
random_forest__forward_rank,random_forest__forward_rank,random_forest,forward_rank,all_features,model,development,50,0.9400246006877262,1.254653193481904,1.688104662093112,1.129552396913483,0.760457479551171,-0.8322098233391881,0.5449826989619377,0.10046136101499423,1.0,0.871,5.2520184544405994,0.9224174943385182,-0.34449039616127775
