candidate,tested_configurations,family_pbo,current_strategy_pbo_reference,deflated_sharpe_probability,bootstrap_sharpe_lower,bootstrap_sharpe_median,bootstrap_sharpe_upper,best_fold_sharpe,median_fold_sharpe,worst_fold_sharpe,positive_fold_fraction
simple_vix_level_equity_momentum,5,0.37142857142857144,,0.05913755284855902,-2.0594545275851233,-0.4704992145114973,1.294468668909714,2.5904953999037774,1.417245036028612,-0.5309429720051309,0.8666666666666667
simple_vix_change_equity_momentum,5,0.37142857142857144,,0.202151284392932,-1.7689168576154362,0.13153636807485553,1.7783191627605177,2.5544885668843866,1.4079153192291354,-0.6794323624346548,0.8666666666666667
simple_equity_vol_equity_momentum,5,0.37142857142857144,,0.08328993461785378,-1.9701794955644654,-0.261755262257364,1.4817392140125973,2.600054214526331,1.5883924379241883,-0.8685090466854524,0.8666666666666667
simple_vix_level_change_equity_momentum,5,0.37142857142857144,,0.15854762998373023,-1.8588202712786843,0.002957604107298986,1.6387456806472573,2.8626070513322537,1.2835308775537775,-0.5439068085641695,0.8666666666666667
btc_eth_macro_gate_balanced,5,0.37142857142857144,0.6143,0.5302912716623557,-0.4125126619653011,0.8991632120082396,2.275405620755244,1.6932464777707228,0.879757709912453,-1.1474745641209614,0.7333333333333333
