config,model,feature,importance,method,fold,target,label_tstat_threshold,exploratory_model
btc_upward_trend__t1_0__logistic_regression,logistic_regression,distance_from_90d_lows,1.2041889160362127,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,cross_sectional_dispersion,-0.9507419489496893,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,risk_appetite_recovery_score,-0.6830245780324414,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_percentile,-0.670099995629747,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,recovery_from_drawdown,-0.5584354309987251,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,equity_momentum_21d,0.5257275454585522,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,eth_btc_relative_strength_30d,-0.4981249409801765,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,falling_vix_after_high_vix,0.4164840346996455,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_expansion_probability,-0.41448447627667473,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_change_21d,0.39240707773874656,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,upside_semivariance,0.37533375965405924,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_4h_7d,-0.35399331749306573,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_percentile,0.35104853707469047,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,equity_realized_vol_21d,-0.3090565566437566,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_of_volatility,0.28235346038272346,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,combined_crypto_liquidity_impulse,-0.279738172274538,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,downside_to_upside_volatility_ratio,0.2719694760394016,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,market_dollar_volume_growth_30d,0.2620465625128832,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,dow_vol_level,0.21996155710329118,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_acceleration,0.21428625276441776,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_change_5d,0.19999876533240699,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_change_7d,0.18597801035191416,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,eth_btc_relative_strength_14d,-0.16633769863821987,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,top20_above_30dma_pct,-0.15924919261791526,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_level,-0.14670096481082465,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_acceleration,0.14056461787557717,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,dispersion_acceleration,-0.13462290035293853,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,jump_intensity,0.12724543534344598,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,top20_30d_high_pct,0.12093634858024668,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volume_confirmation_of_price_trend,0.09711762531299929,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_growth_30d,0.01827722931885004,coefficient,0.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,risk_appetite_recovery_score,-1.079433011646528,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,cross_sectional_dispersion,-0.7691918871053227,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,downside_to_upside_volatility_ratio,0.6892836857132425,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_percentile,0.6831232227944509,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,upside_semivariance,0.6768705917057491,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,equity_realized_vol_21d,-0.6456004230926795,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,falling_vix_after_high_vix,0.5947899792285084,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,dow_vol_level,0.5809819132495699,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,equity_momentum_21d,0.5781697867201554,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,recovery_from_drawdown,-0.4699144301543393,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_level,0.4454681344737208,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_change_7d,0.4366869480457993,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,eth_btc_relative_strength_30d,-0.32337599826500074,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volume_confirmation_of_price_trend,0.2743546613238272,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,market_dollar_volume_growth_30d,0.26806243914826533,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,jump_intensity,0.25352646351691527,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_percentile,-0.23463378155013442,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_change_21d,-0.22897055064806146,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_growth_30d,0.20270466618477237,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,dispersion_acceleration,-0.19648138082732483,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,distance_from_90d_lows,-0.19484113866414157,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_change_5d,0.19428350900906177,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_expansion_probability,-0.17881478253665975,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_4h_7d,-0.17139222110494892,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_acceleration,-0.1565213338612378,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,combined_crypto_liquidity_impulse,0.11103268191062235,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,eth_btc_relative_strength_14d,-0.09623613786023151,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,top20_30d_high_pct,-0.05687843190490394,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,top20_above_30dma_pct,-0.04399985845711017,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_acceleration,0.03158074404215167,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_of_volatility,-0.027109437869497117,coefficient,1.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_level,1.1338093464403867,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,eth_btc_relative_strength_30d,-0.9019481228461482,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,risk_appetite_recovery_score,-0.7003126449573727,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,cross_sectional_dispersion,-0.6936299562327713,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,falling_vix_after_high_vix,0.5898126315101904,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,downside_to_upside_volatility_ratio,0.5886476969645015,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_growth_30d,0.4828668445191008,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,equity_realized_vol_21d,-0.4745444667234225,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volume_confirmation_of_price_trend,0.43407218450203816,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,recovery_from_drawdown,-0.38682772445155855,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,jump_intensity,0.38533093758113895,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_of_volatility,-0.33987499333858706,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_percentile,0.3364959044633357,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,upside_semivariance,0.291802921233236,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,equity_momentum_21d,0.25951987203882426,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,dispersion_acceleration,-0.19654639614353916,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,dow_vol_level,-0.19139002906403924,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_acceleration,0.1783862439931261,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,market_dollar_volume_growth_30d,0.09959202302599628,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_4h_7d,0.09879561458466034,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,distance_from_90d_lows,-0.08311802316715558,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,eth_btc_relative_strength_14d,-0.07533134824644015,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_acceleration,-0.06396299201748869,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,combined_crypto_liquidity_impulse,-0.05257632205291745,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_change_7d,-0.05029063671130142,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_expansion_probability,-0.03924497733531872,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,top20_30d_high_pct,0.031010664179803315,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,top20_above_30dma_pct,0.028269688773637367,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_percentile,-0.013887766856895079,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_change_5d,-0.007992534581980704,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_change_21d,-0.006984212012356124,coefficient,2.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,upside_semivariance,1.3921027713259744,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,eth_btc_relative_strength_30d,-1.2246099611839503,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,risk_appetite_recovery_score,-1.195428819128314,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_growth_30d,1.0595533685861034,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,equity_realized_vol_21d,-0.9919976725119384,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,downside_to_upside_volatility_ratio,0.8919932084712292,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,cross_sectional_dispersion,-0.8192447600708809,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,equity_momentum_21d,0.7815082505456843,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,dow_vol_level,0.7357095393885608,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_percentile,-0.6483506741819766,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,falling_vix_after_high_vix,0.5165576965534348,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,distance_from_90d_lows,-0.4079128443219831,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_expansion_probability,-0.3473951271290149,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,jump_intensity,-0.33948982519984794,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,top20_above_30dma_pct,0.3348294343371896,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_change_7d,0.3295029154035642,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,eth_btc_relative_strength_14d,-0.2953335400481271,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_4h_7d,-0.22373795717898462,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,market_dollar_volume_growth_30d,0.21172262603397032,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_change_21d,0.1624876316955967,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_percentile,-0.13814963069350103,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_acceleration,-0.13327936976136795,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,recovery_from_drawdown,-0.12397959497965418,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volume_confirmation_of_price_trend,-0.07705011779276524,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,combined_crypto_liquidity_impulse,0.07344612251897316,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,top20_30d_high_pct,-0.06589811222411561,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_of_volatility,-0.06125951889060925,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,dispersion_acceleration,-0.05929495826444492,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_change_5d,0.048016601419068924,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_level,-0.03153596929441229,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_acceleration,0.019406165514726233,coefficient,3.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,eth_btc_relative_strength_30d,-0.9984684582185263,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,risk_appetite_recovery_score,-0.8215205667980333,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_growth_30d,0.7481699372748856,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,cross_sectional_dispersion,-0.6946690947533775,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,equity_momentum_21d,0.5677347545314936,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_percentile,-0.5293079420250699,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,falling_vix_after_high_vix,0.522304022102407,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,equity_realized_vol_21d,-0.4447335535693465,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,top20_above_30dma_pct,0.43914064455516116,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,jump_intensity,0.386309298150159,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,eth_btc_relative_strength_14d,-0.3466908945696493,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_change_7d,0.3330782888951342,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,downside_to_upside_volatility_ratio,0.30268345137186997,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_percentile,0.298394531859632,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_change_21d,0.2858485808670189,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_of_volatility,0.26164291349819563,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,recovery_from_drawdown,-0.25969980641780804,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,upside_semivariance,0.25700618823580795,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_change_5d,0.24712379706724122,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,market_dollar_volume_growth_30d,0.24569586960762008,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_expansion_probability,-0.23565235210790483,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_level,0.22542136271882682,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,dow_vol_level,0.2131347254626807,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,distance_from_90d_lows,-0.20596896706851434,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,top20_30d_high_pct,-0.17010920133780513,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_acceleration,-0.14782320925825146,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_4h_7d,0.10066416147963296,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,combined_crypto_liquidity_impulse,0.09317416784356473,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volume_confirmation_of_price_trend,-0.07983504772485288,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_acceleration,-0.053696195866967146,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,dispersion_acceleration,0.03589728601501531,coefficient,4.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,distance_from_90d_lows,0.9792821311995231,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,cross_sectional_dispersion,-0.9487670578050191,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,dow_vol_level,0.7842194568626958,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,jump_intensity,0.7196892712542761,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,equity_momentum_21d,0.6203177702962622,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,equity_realized_vol_21d,-0.5583792158322688,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_change_21d,0.5179891542107029,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,falling_vix_after_high_vix,0.5176022561666911,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_growth_30d,-0.4855698468354221,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_4h_7d,-0.4468794258468772,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,market_dollar_volume_growth_30d,0.44212378827097154,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_percentile,0.3571305734197109,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,risk_appetite_recovery_score,-0.34117001741484704,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_acceleration,-0.3141028889451607,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,recovery_from_drawdown,-0.3037123413418141,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_of_volatility,0.2922861528450057,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,dispersion_acceleration,-0.2831820077287779,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_change_7d,0.24531735815805636,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_percentile,-0.21791177143709212,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,downside_to_upside_volatility_ratio,0.210630272820347,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volatility_expansion_probability,-0.16095852885174147,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,tvl_acceleration,0.12430077940546724,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,eth_btc_relative_strength_30d,-0.11258971571301335,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,top20_30d_high_pct,-0.11068663675228597,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,combined_crypto_liquidity_impulse,0.06647627182092482,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,eth_btc_relative_strength_14d,-0.0644019106111767,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,top20_above_30dma_pct,-0.04287026128822527,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_change_5d,0.04237382775736781,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,volume_confirmation_of_price_trend,0.04172625180296246,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_level,-0.027069420387050555,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,upside_semivariance,0.007268062075196318,coefficient,5.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,falling_vix_after_high_vix,1.2488310583127604,coefficient,6.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,distance_from_90d_lows,1.2311460776195933,coefficient,6.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_change_21d,1.1430661185388526,coefficient,6.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,cross_sectional_dispersion,-1.1359619092794098,coefficient,6.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,vix_level,1.0334121733850894,coefficient,6.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,equity_realized_vol_21d,-0.8681934447586287,coefficient,6.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,recovery_from_drawdown,-0.7099188587785707,coefficient,6.0,btc_upward_trend,1.0,
btc_upward_trend__t1_0__logistic_regression,logistic_regression,stablecoin_supply_percentile,0.7079623847993665,coefficient,6.0,btc_upward_trend,1.0,
