strategy,cost_bps,fold,test_groups,fold_start,fold_end,fold_sharpe,fold_return,positive_fold
btc_eth_macro_gate_balanced,50,2,0-3,2019-07-05,2023-03-03,-0.3169440655468798,-0.5223809900184648,False
btc_eth_macro_gate_balanced,50,3,0-4,2019-07-05,2024-02-02,0.48122304381630043,0.1906566341433913,True
btc_eth_macro_gate_balanced,50,4,0-5,2019-07-05,2025-01-03,0.3493226734428301,0.07970072474155954,True
btc_eth_macro_gate_balanced,50,5,1-2,2020-06-05,2022-04-01,1.6941245328096144,2.849363804922426,True
btc_eth_macro_gate_balanced,50,6,1-3,2020-06-05,2023-03-03,0.9453614872927838,1.0903605797617506,True
btc_eth_macro_gate_balanced,50,7,1-4,2020-06-05,2024-02-02,2.1435574428681448,4.211060782822222,True
btc_eth_macro_gate_balanced,50,8,1-5,2020-06-05,2025-01-03,2.0433039783946767,3.7254480784322253,True
btc_eth_macro_gate_balanced,50,9,2-3,2021-05-07,2023-03-03,-0.6535855789915994,-0.5998450744232922,False
btc_eth_macro_gate_balanced,50,10,2-4,2021-05-07,2024-02-02,0.1363011485917479,-0.002453614981778096,False
btc_eth_macro_gate_balanced,50,11,2-5,2021-05-07,2025-01-03,-0.0620275827600702,-0.09541380446565728,False
btc_eth_macro_gate_balanced,50,12,3-4,2022-04-08,2024-02-02,-0.3979494771005842,-0.45829187746312483,False
btc_eth_macro_gate_balanced,50,13,3-5,2022-04-08,2025-01-03,-0.5154025889217222,-0.5087730284875605,False
btc_eth_macro_gate_balanced,50,14,4-5,2023-03-10,2025-01-03,0.6370107260377792,0.22457992726056863,True
btc_eth_macro_gate_balanced,100,0,0-1,2019-07-05,2021-04-30,1.667234836961551,3.19061088486775,True
btc_eth_macro_gate_balanced,100,1,0-2,2019-07-05,2022-04-01,-0.027044649070073434,-0.21010315459336448,False
btc_eth_macro_gate_balanced,100,2,0-3,2019-07-05,2023-03-03,-0.41258462639879373,-0.572236547613163,False
btc_eth_macro_gate_balanced,100,3,0-4,2019-07-05,2024-02-02,0.3534874586964796,0.0831223888755992,True
btc_eth_macro_gate_balanced,100,4,0-5,2019-07-05,2025-01-03,0.20919376803248987,-0.025211825697768364,False
btc_eth_macro_gate_balanced,100,5,1-2,2020-06-05,2022-04-01,1.585950644473932,2.4826415717667274,True
btc_eth_macro_gate_balanced,100,6,1-3,2020-06-05,2023-03-03,0.8602302643882334,0.8860016859517157,True
btc_eth_macro_gate_balanced,100,7,1-4,2020-06-05,2024-02-02,2.04153518704638,3.7754679370412907,True
btc_eth_macro_gate_balanced,100,8,1-5,2020-06-05,2025-01-03,1.9307980390296522,3.297824252917345,True
btc_eth_macro_gate_balanced,100,9,2-3,2021-05-07,2023-03-03,-0.7720352587893149,-0.6445036718765003,False
btc_eth_macro_gate_balanced,100,10,2-4,2021-05-07,2024-02-02,-0.062414241281701144,-0.09986224862094506,False
btc_eth_macro_gate_balanced,100,11,2-5,2021-05-07,2025-01-03,-0.28417027768500147,-0.18989428683291354,False
btc_eth_macro_gate_balanced,100,12,3-4,2022-04-08,2024-02-02,-0.5094552417673549,-0.5125363085158173,False
btc_eth_macro_gate_balanced,100,13,3-5,2022-04-08,2025-01-03,-0.6362395151459169,-0.561292567912131,False
btc_eth_macro_gate_balanced,100,14,4-5,2023-03-10,2025-01-03,0.3785443225681518,0.11083319346034548,True
