strategy,split,gross_Sharpe,gross_CAGR,gross_Annualized Volatility,gross_Maximum Drawdown,gross_Calmar,gross_Sortino,gross_Annual Turnover,gross_Exposure,gross_Cash Allocation,gross_Allocation Changes,gross_Worst Month,gross_Drawdown Start,gross_Drawdown Trough,gross_Drawdown Recovery,net_10bps_Sharpe,net_25bps_Sharpe,net_25bps_CAGR,net_25bps_Annualized Volatility,net_25bps_Maximum Drawdown,net_25bps_Calmar,net_25bps_Sortino,net_25bps_Annual Turnover,net_25bps_Exposure,net_25bps_Cash Allocation,net_25bps_Allocation Changes,net_25bps_Worst Month,net_25bps_Drawdown Start,net_25bps_Drawdown Trough,net_25bps_Drawdown Recovery,net_50bps_Sharpe,net_100bps_Sharpe
btc_eth_macro_gate_balanced,full_sample,0.6868275228942697,0.22002353230343896,0.4327591706665789,-0.7319509260143039,0.30059874847284396,0.5993435103682677,10.23927392739274,0.40364869820315363,0.5963513017968464,148,-0.4315296683649067,2021-11-08,2022-11-21,,0.6632363415257949,0.6278070995687354,0.18924126211967796,0.4326690866777675,-0.7408840487248671,0.2554262876159642,0.5575240741085854,10.23927392739274,0.40364869820315363,0.5963513017968464,148,-0.4329294666098096,2021-11-08,2022-11-21,,0.568661727417894,0.4501214202778121
btc_eth_macro_gate_balanced,development,0.675520040133422,0.22559509379747444,0.4853188314614098,-0.7319509260143039,0.30821068159023796,0.6177414558901854,11.184603886397607,0.47085201793721976,0.5291479820627802,118,-0.4315296683649067,2021-11-08,2022-11-21,,0.6525514726848459,0.6180598853907883,0.1918769115264498,0.48519746043817996,-0.7408840487248671,0.2589837260725055,0.5747037963256828,11.184603886397607,0.47085201793721976,0.5291479820627802,118,-0.4329294666098096,2021-11-08,2022-11-21,,0.5604846991514749,0.44509546592914223
btc_eth_macro_gate_balanced,holdout,1.0661186418952293,0.28293248521147074,0.26599737015038805,-0.17844286531490727,1.585563450307555,1.3568630970705124,10.176579925650557,0.2894981412639405,0.7105018587360594,30,-0.05667645626887219,2025-01-25,2025-04-08,2025-05-08,1.027743623907195,0.9700672636549106,0.2506806098543801,0.26610866572870884,-0.1841866027754544,1.3610143521675673,1.2341802107524358,10.176579925650557,0.2894981412639405,0.7105018587360594,30,-0.05983982286898448,2025-01-23,2025-04-08,2025-05-08,0.8737059236516569,0.6805756374853622
