split,model,alternative_feature_set,matched_observations,price_auc,alternative_auc,delta_auc,price_brier,alternative_brier,delta_brier,improves_both
development,elastic_net,price_derivatives,1252,0.7672323025811398,0.7659851776130846,-0.0012471249680552354,0.19764468703784316,0.1984609578172882,0.0008162707794450441,False
development,elastic_net,price_liquidity,1252,0.7672323025811398,0.7620853565039611,-0.0051469460771786935,0.19764468703784316,0.2012158772117758,0.003571190173932648,False
development,boosted_tree,price_derivatives,1252,0.7583439815997955,0.7517122412471249,-0.0066317403526706675,0.20145313585196614,0.20434723598000784,0.002894100128041699,False
development,boosted_tree,price_liquidity,1252,0.7583439815997955,0.753435982622029,-0.004907998977766503,0.20145313585196614,0.20425791532061377,0.002804779468647628,False
holdout,elastic_net,price_derivatives,531,0.8566988362191315,0.8574084586999716,0.0007096224808401663,0.15922804921063569,0.1610619175873288,0.0018338683766931096,False
holdout,elastic_net,price_liquidity,531,0.8566988362191315,0.8579193868861766,0.0012205506670451838,0.15922804921063569,0.16242576065216316,0.0031977114415274732,False
holdout,boosted_tree,price_derivatives,531,0.8388802157252342,0.8400369003690038,0.0011566846437696121,0.1731240071759733,0.17154185107445924,-0.0015821561015140484,True
holdout,boosted_tree,price_liquidity,531,0.8388802157252342,0.8371487368719842,-0.0017314788532499792,0.1731240071759733,0.17859163744403542,0.005467630268062129,False
