candidate,family,portfolio,mechanism,rebalance_days,split,cost_bps,CAGR,Sharpe,Sortino,Calmar,Annualized Volatility,Maximum Drawdown,Hit Rate,Turnover,Exposure,Transaction Costs,Cash Allocation,Annual Turnover,Worst Month,Best Month,Average Holdings,Allocation Changes,worst_drawdown_start,worst_drawdown_trough,worst_drawdown_recovery
btc_macro_trend_vol_30_r7,Family A: BTC-only macro trend with drawdown control,btc,vol_target,7,development,100,0.17719530201421185,1.0296901573134325,0.6544748939184202,0.6047785395491363,0.17362253330786823,-0.29299204655362165,0.1604384653712008,0.011590295278650851,0.1303550503835475,0.23261722624252257,0.8696449496164524,4.23045777670756,-0.19584295253898132,0.20992511771206357,0.2999501743896363,111,2019-07-09,2020-03-12,2020-10-21
btc_macro_trend_vol_30_r7,Family A: BTC-only macro trend with drawdown control,btc,vol_target,7,holdout,100,-0.04810778473474575,-0.6565902421876744,-0.4882602302050931,-0.5046381687956573,0.07124004244669035,-0.09533124466101572,0.08736059479553904,0.014545392364264862,0.0877547264595207,0.07825421091974497,0.9122452735404794,5.309068212956675,-0.02400082864579034,0.02306488357750669,0.1821561338289963,21,2025-05-22,2026-04-19,
btc_macro_trend_vol_40_r7,Family A: BTC-only macro trend with drawdown control,btc,vol_target,7,development,0,0.27663180200641335,1.2010370946410602,0.7144988354927365,0.759996974610112,0.2258741714939901,-0.36399066213168674,0.16591928251121077,0.014549726183692775,0.1706469595000711,0.0,0.8293530404999289,5.310650057047862,-0.25724048853314974,0.2656377742515812,0.3034379671150972,110,2019-08-19,2020-03-12,2020-10-21
btc_macro_trend_vol_40_r7,Family A: BTC-only macro trend with drawdown control,btc,vol_target,7,holdout,0,0.0059974896648631315,0.11172260572544028,0.08295616314532626,0.08317463146349754,0.08762690518350691,-0.07210719854521053,0.09107806691449814,0.01695286356527635,0.11044991679747315,0.0,0.8895500832025268,6.187795201325868,-0.024021380048438568,0.04422844370076118,0.1821561338289963,21,2025-05-22,2025-06-05,
btc_macro_trend_vol_40_r7,Family A: BTC-only macro trend with drawdown control,btc,vol_target,7,development,10,0.26990124637562385,1.1780568784384549,0.7233820135964509,0.7385729792154351,0.22577229800746482,-0.36543612340426024,0.1654210264075735,0.014549726183692775,0.1706469595000711,0.0292013004506714,0.8293530404999289,5.310650057047862,-0.2579782442832673,0.2647172573707868,0.3034379671150972,110,2019-08-19,2020-03-12,2020-10-21
btc_macro_trend_vol_40_r7,Family A: BTC-only macro trend with drawdown control,btc,vol_target,7,holdout,10,-0.00020648874044770782,0.04111982810890197,0.030178778334932706,-0.0028447036990131803,0.0876003413217525,-0.07258708192327312,0.09107806691449814,0.01695286356527635,0.11044991679747315,0.009120640598118677,0.8895500832025268,6.187795201325868,-0.024504761155718757,0.04244386136997225,0.1821561338289963,21,2025-05-22,2025-06-05,
btc_macro_trend_vol_40_r7,Family A: BTC-only macro trend with drawdown control,btc,vol_target,7,development,25,0.25986640338627653,1.1434525197154641,0.7029080482250091,0.7069281155664018,0.2256382570280933,-0.3675994739268045,0.1654210264075735,0.014549726183692775,0.1706469595000711,0.07300325112667849,0.8293530404999289,5.310650057047862,-0.25908425007439284,0.26333708849294424,0.3034379671150972,110,2019-08-19,2020-03-12,2020-10-21
btc_macro_trend_vol_40_r7,Family A: BTC-only macro trend with drawdown control,btc,vol_target,7,holdout,25,-0.009446860823523306,-0.06481436084628515,-0.048132671933546804,-0.1288672992488429,0.08762844762176984,-0.07330688916884498,0.09107806691449814,0.01695286356527635,0.11044991679747315,0.02280160149529669,0.8895500832025268,6.187795201325868,-0.025229763977984154,0.03977084789855323,0.1821561338289963,21,2025-05-22,2025-06-05,
btc_macro_trend_vol_40_r7,Family A: BTC-only macro trend with drawdown control,btc,vol_target,7,development,50,0.24330311176514563,1.0854456634093423,0.6691889300920594,0.6549600722801187,0.22546500175022288,-0.3714777771385853,0.16492277030393623,0.014549726183692775,0.1706469595000711,0.14600650225335698,0.8293530404999289,5.310650057047862,-0.26092591883546623,0.2610384236641623,0.3034379671150972,110,2019-07-09,2020-03-12,2020-10-21
btc_macro_trend_vol_40_r7,Family A: BTC-only macro trend with drawdown control,btc,vol_target,7,holdout,50,-0.024674051388539953,-0.24072380296637552,-0.18106670691586726,-0.28752236454490715,0.08785616365003163,-0.0858161118269678,0.08921933085501858,0.01695286356527635,0.11044991679747315,0.04560320299059338,0.8895500832025268,6.187795201325868,-0.026437918445347597,0.03532610742230502,0.1821561338289963,21,2025-05-22,2026-04-19,
btc_macro_trend_vol_40_r7,Family A: BTC-only macro trend with drawdown control,btc,vol_target,7,development,100,0.21077397105659235,0.9683532392053895,0.6031583335118783,0.5547851954143107,0.22530699468114668,-0.3799199632556659,0.1619332336821126,0.014549726183692775,0.1706469595000711,0.29201300450671397,0.8293530404999289,5.310650057047862,-0.2646029780171034,0.2564471526874492,0.3034379671150972,110,2019-07-09,2020-03-12,2020-10-22
btc_macro_trend_vol_40_r7,Family A: BTC-only macro trend with drawdown control,btc,vol_target,7,holdout,100,-0.054488025660907824,-0.5853809740922735,-0.44491597249255055,-0.4832712650860624,0.08898144651057718,-0.11274832500377285,0.08736059479553904,0.01695286356527635,0.11044991679747315,0.09120640598118676,0.8895500832025268,6.187795201325868,-0.028853538993529715,0.026475106824160655,0.1821561338289963,21,2025-05-22,2026-04-19,
