candidate,family,model_name,overlay,split,cost_bps,CAGR,Sharpe,Sortino,Calmar,Annualized Volatility,Maximum Drawdown,Hit Rate,Turnover,Exposure,Transaction Costs,Cash Allocation,Annual Turnover,Worst Month,Best Month,Average Holdings
markov_fallback_macro_exposure_scaling,Current strategy + Fallback Markov exposure scaling,markov_fallback_macro,exposure_scaling,development,10,0.2392215812858105,0.7351217785324555,0.718472657733608,0.34167297004563646,0.4046621917461672,-0.7001478087478159,0.33169129720853857,0.031198686371100164,0.40325670498084293,0.05700000000000001,0.5967432950191571,11.38752052545156,-0.39175426900073296,0.3622513369020728,1.2567049808429118
markov_fallback_macro_exposure_scaling,Current strategy + Fallback Markov exposure scaling,markov_fallback_macro,exposure_scaling,holdout,10,0.1972199811518751,0.882220427475427,1.0859105357754681,1.4345079818392075,0.23421299891558425,-0.13748266558894706,0.23048327137546468,0.026022304832713755,0.24070631970260223,0.014,0.7592936802973977,9.498141263940521,-0.057144844928577854,0.2288266073918126,0.8847583643122676
markov_fallback_macro_exposure_scaling,Current strategy + Fallback Markov exposure scaling,markov_fallback_macro,exposure_scaling,development,25,0.21824454848634156,0.6929236665206591,0.6788409265185146,0.3090435927587398,0.4046545425718213,-0.7061934096032786,0.33004926108374383,0.031198686371100164,0.40325670498084293,0.14250000000000002,0.5967432950191571,11.38752052545156,-0.393120137002831,0.3622513369020728,1.2567049808429118
markov_fallback_macro_exposure_scaling,Current strategy + Fallback Markov exposure scaling,markov_fallback_macro,exposure_scaling,holdout,25,0.18024445074543927,0.8208437234826115,1.0111550028575513,1.2719523724387478,0.23436894822254553,-0.1417069181606634,0.23048327137546468,0.026022304832713755,0.24070631970260223,0.035,0.7592936802973977,9.498141263940521,-0.057847427918136574,0.226038994671397,0.8847583643122676
markov_fallback_macro_exposure_scaling,Current strategy + Fallback Markov exposure scaling,markov_fallback_macro,exposure_scaling,development,50,0.18403331431742997,0.6224822359019716,0.611519171527523,0.25702650338011285,0.40471180295521064,-0.716009095938506,0.3289545703338807,0.031198686371100164,0.40325670498084293,0.28500000000000003,0.5967432950191571,11.38752052545156,-0.39539240979323365,0.3622513369020728,1.2567049808429118
markov_fallback_macro_exposure_scaling,Current strategy + Fallback Markov exposure scaling,markov_fallback_macro,exposure_scaling,holdout,50,0.1524565400054001,0.7184259071064074,0.885955090923363,1.0251987954805022,0.23472834888019914,-0.14870924612620617,0.22676579925650558,0.026022304832713755,0.24070631970260223,0.07,0.7592936802973977,9.498141263940521,-0.05901839956740085,0.22140234696532501,0.8847583643122676
markov_fallback_macro_exposure_scaling,Current strategy + Fallback Markov exposure scaling,markov_fallback_macro,exposure_scaling,development,100,0.11833943093648891,0.4813472413911738,0.47544859421578506,0.1610716711526378,0.40508865244282105,-0.7347004602959999,0.32676518883415434,0.031198686371100164,0.40325670498084293,0.5700000000000001,0.5967432950191571,11.38752052545156,-0.3999213224953766,0.3622513369020728,1.2567049808429118
markov_fallback_macro_exposure_scaling,Current strategy + Fallback Markov exposure scaling,markov_fallback_macro,exposure_scaling,holdout,100,0.09872559955039817,0.5137193060556197,0.6324194559811338,0.6072731380295655,0.2358179247307237,-0.16257198510498194,0.22490706319702602,0.026022304832713755,0.24070631970260223,0.14,0.7592936802973977,9.498141263940521,-0.06136034286592962,0.21216414891468216,0.8847583643122676
gmm_macro_crypto_direct,GMM direct BTC/ETH/cash allocation,gmm_macro_crypto,direct,development,10,0.9833165389924361,1.647674954792032,2.0909618435856805,1.8979719579444942,0.48840333351061366,-0.5180880227847882,0.4822112753147236,0.007389162561576354,0.5944170771756979,0.0135,0.4055829228243021,2.697044334975369,-0.19444577501223015,0.5171626168136121,1.8160919540229885
gmm_macro_crypto_direct,GMM direct BTC/ETH/cash allocation,gmm_macro_crypto,direct,holdout,10,-0.22268518436914286,-0.8657031464604136,-1.1116374794543855,-0.5811873993990229,0.2536953822988357,-0.3831555615269887,0.41821561338289964,0.011152416356877323,0.42193308550185876,0.006,0.5780669144981412,4.070631970260223,-0.13211543599034903,0.1292436734611475,1.687732342007435
gmm_macro_crypto_direct,GMM direct BTC/ETH/cash allocation,gmm_macro_crypto,direct,development,25,0.9753009950417222,1.6393081759005463,2.0818420123780275,1.8799113135839796,0.4884282197397466,-0.5188015987745442,0.481663929939792,0.007389162561576354,0.5944170771756979,0.03375,0.4055829228243021,2.697044334975369,-0.19444577501223015,0.5171626168136121,1.8160919540229885
gmm_macro_crypto_direct,GMM direct BTC/ETH/cash allocation,gmm_macro_crypto,direct,holdout,25,-0.22742536836723448,-0.8896757968878156,-1.1446695609904436,-0.5878840745608341,0.2537225801169385,-0.38685410646159724,0.41821561338289964,0.011152416356877323,0.42193308550185876,0.015000000000000001,0.5780669144981412,4.070631970260223,-0.13211543599034903,0.1292436734611475,1.687732342007435
gmm_macro_crypto_direct,GMM direct BTC/ETH/cash allocation,gmm_macro_crypto,direct,development,50,0.9619999044400291,1.6253184714791862,2.0655513592213985,1.85003639991239,0.4884838122832124,-0.519989717221556,0.481663929939792,0.007389162561576354,0.5944170771756979,0.0675,0.4055829228243021,2.697044334975369,-0.19444577501223015,0.5171626168136121,1.8160919540229885
gmm_macro_crypto_direct,GMM direct BTC/ETH/cash allocation,gmm_macro_crypto,direct,holdout,50,-0.23526934468676786,-0.92947495761271,-1.1995266548670829,-0.5986874524973036,0.2538071807609877,-0.39297523892540154,0.4163568773234201,0.011152416356877323,0.42193308550185876,0.030000000000000002,0.5780669144981412,4.070631970260223,-0.13211543599034903,0.1292436734611475,1.687732342007435
gmm_macro_crypto_direct,GMM direct BTC/ETH/cash allocation,gmm_macro_crypto,direct,development,100,0.9356146928315179,1.5971756580648202,2.032809795671897,1.7911247406634563,0.48864790638821876,-0.5223615483558972,0.48111658456486045,0.007389162561576354,0.5944170771756979,0.135,0.4055829228243021,2.697044334975369,-0.19444577501223015,0.5171626168136121,1.8160919540229885
gmm_macro_crypto_direct,GMM direct BTC/ETH/cash allocation,gmm_macro_crypto,direct,holdout,100,-0.2507479999675175,-1.0084098605956469,-1.3094659788946343,-0.6190432850857854,0.25412343576207574,-0.4050572972983133,0.4144981412639405,0.011152416356877323,0.42193308550185876,0.060000000000000005,0.5780669144981412,4.070631970260223,-0.13211543599034903,0.1292436734611475,1.687732342007435
gmm_macro_crypto_confirmation_filter,Current strategy + GMM confirmation filter,gmm_macro_crypto,confirmation_filter,development,10,0.5488475585654329,1.277005918081266,1.3168815008281711,1.3379527485616662,0.40789314472036775,-0.41021445574625726,0.30049261083743845,0.026272577996715927,0.43103448275862066,0.048,0.5689655172413793,9.589490968801313,-0.16806891190508577,0.41153642156296155,1.1187739463601531
gmm_macro_crypto_confirmation_filter,Current strategy + GMM confirmation filter,gmm_macro_crypto,confirmation_filter,holdout,10,-0.009039838816587209,0.048317237563444325,0.04335974362638009,-0.0715590879442402,0.19285610885654808,-0.12632691494937964,0.15985130111524162,0.028810408921933085,0.19191449814126393,0.0155,0.8080855018587361,10.515799256505577,-0.057686720710772965,0.06662676177160054,0.6245353159851301
gmm_macro_crypto_confirmation_filter,Current strategy + GMM confirmation filter,gmm_macro_crypto,confirmation_filter,development,25,0.5267458317842499,1.241729250235005,1.2831331154000667,1.275731870946162,0.4078970703183709,-0.41289697606565434,0.29939792008757526,0.026272577996715927,0.43103448275862066,0.12000000000000001,0.5689655172413793,9.589490968801313,-0.16806891190508577,0.41050143799587135,1.1187739463601531
gmm_macro_crypto_confirmation_filter,Current strategy + GMM confirmation filter,gmm_macro_crypto,confirmation_filter,holdout,25,-0.024580584953762807,-0.033447391433935596,-0.030130456209877803,-0.18495132999931482,0.19300232935431302,-0.13290299104015024,0.15985130111524162,0.028810408921933085,0.19191449814126393,0.03875,0.8080855018587361,10.515799256505577,-0.05983982286898448,0.06424475657675277,0.6245353159851301
gmm_macro_crypto_confirmation_filter,Current strategy + GMM confirmation filter,gmm_macro_crypto,confirmation_filter,development,50,0.4905699050617802,1.1827623398415235,1.225424968756887,1.1754534170965747,0.4079636116433462,-0.4173452541177778,0.2988505747126437,0.026272577996715927,0.43103448275862066,0.24000000000000002,0.5689655172413793,9.589490968801313,-0.16806891190508577,0.4087764653840549,1.1187739463601531
gmm_macro_crypto_confirmation_filter,Current strategy + GMM confirmation filter,gmm_macro_crypto,confirmation_filter,holdout,50,-0.04997007969894163,-0.16932104549413834,-0.15330544455441064,-0.3239228731689724,0.19338956066139207,-0.1542653632640355,0.15613382899628253,0.028810408921933085,0.19191449814126393,0.0775,0.8080855018587361,10.515799256505577,-0.06342103525723375,0.06028066475998117,0.6245353159851301
gmm_macro_crypto_confirmation_filter,Current strategy + GMM confirmation filter,gmm_macro_crypto,confirmation_filter,development,100,0.4206317506758006,1.0642999094878975,1.1084050532832617,0.9870332864937525,0.4083215052067218,-0.42615761436984023,0.29720853858784896,0.026272577996715927,0.43103448275862066,0.48000000000000004,0.5689655172413793,9.589490968801313,-0.16806891190508577,0.40532652016042325,1.1187739463601531
gmm_macro_crypto_confirmation_filter,Current strategy + GMM confirmation filter,gmm_macro_crypto,confirmation_filter,holdout,100,-0.0988834569120215,-0.4382377507101619,-0.40019853404800093,-0.48553679469909045,0.1946977838926472,-0.20365800901516462,0.15427509293680297,0.028810408921933085,0.19191449814126393,0.155,0.8080855018587361,10.515799256505577,-0.07055615970418216,0.052374669281340935,0.6245353159851301
gmm_macro_crypto_exposure_scaling,Current strategy + GMM exposure scaling,gmm_macro_crypto,exposure_scaling,development,10,0.5068727346743103,1.3946397464872218,1.3954225269607825,2.1421174240727128,0.3339730234767616,-0.23662229202665075,0.2961138478379858,0.017241379310344827,0.3113026819923372,0.0315,0.6886973180076628,6.293103448275862,-0.1408042145559324,0.41153642156296155,1.0957854406130267
gmm_macro_crypto_exposure_scaling,Current strategy + GMM exposure scaling,gmm_macro_crypto,exposure_scaling,holdout,10,0.002734469597883704,0.07709215980067995,0.07065481682723128,0.04264425848110087,0.10071430494816384,-0.06412280797649628,0.1449814126394052,0.015799256505576207,0.09758364312267657,0.0085,0.9024163568773235,5.766728624535316,-0.028701394649114476,0.044203602829966604,0.5724907063197026
gmm_macro_crypto_exposure_scaling,Current strategy + GMM exposure scaling,gmm_macro_crypto,exposure_scaling,development,25,0.4927348804606051,1.3664249773087696,1.369705976204924,2.0671511442354746,0.33396081394937144,-0.23836422500341192,0.2950191570881226,0.017241379310344827,0.3113026819923372,0.07875,0.6886973180076628,6.293103448275862,-0.14144893375461487,0.41050143799587135,1.0957854406130267
gmm_macro_crypto_exposure_scaling,Current strategy + GMM exposure scaling,gmm_macro_crypto,exposure_scaling,holdout,25,-0.005910019396023758,-0.00878872273599359,-0.008096373672827834,-0.08875900137844608,0.10078934927562912,-0.06658501452517385,0.1449814126394052,0.015799256505576207,0.09758364312267657,0.02125,0.9024163568773235,5.766728624535316,-0.029416076766771382,0.04264512778424301,0.5724907063197026
gmm_macro_crypto_exposure_scaling,Current strategy + GMM exposure scaling,gmm_macro_crypto,exposure_scaling,development,50,0.46944709816366115,1.3192499812790797,1.3255970123642287,1.9457974118055195,0.33397736991052657,-0.2412620632114305,0.2939244663382594,0.017241379310344827,0.3113026819923372,0.1575,0.6886973180076628,6.293103448275862,-0.14252346575241903,0.4087764653840549,1.0957854406130267
gmm_macro_crypto_exposure_scaling,Current strategy + GMM exposure scaling,gmm_macro_crypto,exposure_scaling,holdout,50,-0.020161792068494,-0.15150136558496421,-0.14028644080288136,-0.2549923145897091,0.10100655626289434,-0.07906823427574661,0.1412639405204461,0.015799256505576207,0.09758364312267657,0.0425,0.9024163568773235,5.766728624535316,-0.031249977701716558,0.04005025570952725,0.5724907063197026
gmm_macro_crypto_exposure_scaling,Current strategy + GMM exposure scaling,gmm_macro_crypto,exposure_scaling,development,100,0.42388711648105626,1.2244068753829433,1.234908391753886,1.560335205521186,0.3341488274743304,-0.2716641366426573,0.2928297755883963,0.017241379310344827,0.3113026819923372,0.315,0.6886973180076628,6.293103448275862,-0.1446725297480267,0.40532652016042325,1.0957854406130267
gmm_macro_crypto_exposure_scaling,Current strategy + GMM exposure scaling,gmm_macro_crypto,exposure_scaling,holdout,100,-0.048090290420572446,-0.43362972641171305,-0.40546788486912644,-0.44297201679251064,0.10178332259360391,-0.1085628179603455,0.1412639405204461,0.015799256505576207,0.09758364312267657,0.085,0.9024163568773235,5.766728624535316,-0.03491084675596978,0.034870210315681494,0.5724907063197026
kmeans_macro_crypto_direct,KMEANS direct BTC/ETH/cash allocation,kmeans_macro_crypto,direct,development,10,0.6169512616442436,1.2932927463242874,1.6720996348476576,1.1506605256749018,0.45072194655678,-0.5361713971046157,0.5172413793103449,0.0038314176245210726,0.5814176245210728,0.007,0.4185823754789272,1.3984674329501916,-0.22336765343852127,0.3834956561868905,1.9616858237547892
kmeans_macro_crypto_direct,KMEANS direct BTC/ETH/cash allocation,kmeans_macro_crypto,direct,holdout,10,-0.11724480263659154,-0.3054398958788008,-0.43643365669804973,-0.34102267581046797,0.28010075163255377,-0.3438035384537107,0.49814126394052044,0.0018587360594795538,0.49349442379182157,0.001,0.5065055762081785,0.6784386617100372,-0.13211543599034903,0.1292436734611475,1.9739776951672863
kmeans_macro_crypto_direct,KMEANS direct BTC/ETH/cash allocation,kmeans_macro_crypto,direct,development,25,0.6135603141336798,1.2886265906956516,1.6657840368238266,1.143510078537413,0.45072616624190026,-0.5365587288206883,0.5172413793103449,0.0038314176245210726,0.5814176245210728,0.0175,0.4185823754789272,1.3984674329501916,-0.22336765343852127,0.3834956561868905,1.9616858237547892
kmeans_macro_crypto_direct,KMEANS direct BTC/ETH/cash allocation,kmeans_macro_crypto,direct,holdout,25,-0.11813495914001793,-0.3091092996400153,-0.44174219051640606,-0.343611818747828,0.2800679323061658,-0.3438035384537095,0.49814126394052044,0.0018587360594795538,0.49349442379182157,0.0025,0.5065055762081785,0.6784386617100372,-0.13211543599034903,0.1292436734611475,1.9739776951672863
kmeans_macro_crypto_direct,KMEANS direct BTC/ETH/cash allocation,kmeans_macro_crypto,direct,development,50,0.6079186935139933,1.2808271869034256,1.6552086360079825,1.13163411805269,0.45074117746906944,-0.5372042816808109,0.5172413793103449,0.0038314176245210726,0.5814176245210728,0.035,0.4185823754789272,1.3984674329501916,-0.22336765343852127,0.3834956561868905,1.9616858237547892
