name,window_days,median_rolling_sharpe,worst_rolling_sharpe,median_rolling_volatility,max_rolling_drawdown
btc_eth_macro_gate_balanced,90,0.6791777155797943,-5.527368045947107,0.2543750864760857,-0.7408840487248671
btc_eth_macro_gate_balanced,180,0.751276197844241,-3.116167617425863,0.31851052078074726,-0.7408840487248671
inverse_volatility__btc_eth__static,90,0.6995774250913661,-5.502336972059928,0.25700395433197165,-0.7424127126778646
inverse_volatility__btc_eth__static,180,0.7615423768449953,-3.109032600438967,0.3073551001717121,-0.7424127126778646
