name,method,universe,dynamic_budget,split,cost_bps,selected_development_candidate,CAGR,Sharpe,Sortino,Calmar,Annualized Volatility,Maximum Drawdown,Hit Rate,Turnover,Exposure,Transaction Costs,Cash Allocation,Annual Turnover,Worst Month,Best Month,Average Holdings,Omega
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,development,25,False,0.16432803872820934,0.722227090133151,0.45846293668321086,0.5576044120607384,0.2571067020589994,-0.2947036199389138,0.1454907822620827,0.015537414637119348,0.15738664673642253,0.07795897794174633,0.8426133532635774,5.671156342548562,-0.18475339750283448,0.3551443146960893,0.5301444942700548,1.2549245071110626
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,holdout,25,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,development,50,False,0.14794617241136088,0.6671606443400868,0.42517682218623026,0.49475671526346304,0.25707681632671714,-0.29902812401965684,0.14449427005480817,0.015537414637119348,0.15738664673642253,0.15591795588349266,0.8426133532635774,5.671156342548562,-0.18618782009835733,0.35332320777291537,0.5301444942700548,1.2326792384904202
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,holdout,50,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,development,100,False,0.11581430926439418,0.5565784425659277,0.35678814608996473,0.36672451705713216,0.2572067866170202,-0.31580738095661987,0.14349775784753363,0.015537414637119348,0.15738664673642253,0.31183591176698533,0.8426133532635774,5.671156342548562,-0.18905320734341735,0.34968514849588517,0.5301444942700548,1.189579700232843
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,holdout,100,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,development,10,False,0.21890552973062616,0.6671789423138746,0.6176110466283259,0.2970416338748335,0.4761874055548096,-0.7369523486491052,0.32536123567513703,0.03116952148090674,0.47085201793721976,0.06255722961217983,0.5291479820627802,11.376875340530958,-0.42769043606569634,0.437721609341998,1.234678624813154,1.1514083317044117
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,holdout,10,False,0.24414033829219295,1.0002686439770874,1.2493585442613997,1.4671784465316113,0.2485407979102952,-0.16640125737216027,0.22862453531598512,0.028044943429737065,0.2894981412639405,0.015088179565198543,0.7105018587360594,10.236404351854029,-0.05207407900731409,0.21160586455128705,0.8847583643122676,1.2777789037033709
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,development,25,False,0.19831918830350137,0.6314202487522018,0.5856265966804154,0.26715641336861085,0.4761280576043628,-0.7423336232241939,0.3243647234678625,0.03116952148090674,0.47085201793721976,0.15639307403044955,0.5291479820627802,11.376875340530958,-0.4285768272302225,0.4376590805279539,1.234678624813154,1.1425676312290092
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,holdout,25,False,0.22516104440509155,0.9381332816220284,1.1753256553239373,1.3230635984338057,0.24863520454965618,-0.17018157303369918,0.22862453531598512,0.028044943429737065,0.2894981412639405,0.037720448912996356,0.7105018587360594,10.236404351854029,-0.05333404414734788,0.20967551481244695,0.8847583643122676,1.257541166684656
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,development,50,False,0.16474265443300506,0.5717295843291386,0.5318831358227973,0.21929741639076378,0.4760899482550173,-0.751229344806561,0.32286995515695066,0.03116952148090674,0.47085201793721976,0.3127861480608991,0.5291479820627802,11.376875340530958,-0.4300524903537941,0.4375548691192348,1.234678624813154,1.127995217355138
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,holdout,50,False,0.19413803789501904,0.8343380042555841,1.0492357819596705,1.1002386862503286,0.24889427118518834,-0.17645083773290293,0.22862453531598512,0.028044943429737065,0.2894981412639405,0.07544089782599271,0.7105018587360594,10.236404351854029,-0.05695090029776917,0.206461981781896,0.8847583643122676,1.2248545129021418
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,development,100,False,0.10025873765327642,0.4521030026818083,0.42279505479695817,0.12892840420259788,0.4762417640212036,-0.7776311067631769,0.3208769307424016,0.03116952148090674,0.47085201793721976,0.6255722961217982,0.5291479820627802,11.376875340530958,-0.432997610781365,0.4373464586065725,1.234678624813154,1.09949889182169
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,holdout,100,False,0.13431419632396957,0.6264404233654498,0.7896384885091836,0.7111356387260968,0.24979219395096655,-0.1888728239869616,0.22676579925650558,0.028044943429737065,0.2894981412639405,0.15088179565198542,0.7105018587360594,10.236404351854029,-0.06415685326211307,0.20004884745498575,0.8847583643122676,1.1630436423856867
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,development,10,False,0.17425970100858867,0.7551716598503155,0.4778775268708367,0.5965786969347431,0.2571549888857285,-0.2920984304400164,0.14648729446935724,0.015537414637119348,0.15738664673642253,0.031183591176698534,0.8426133532635774,5.671156342548562,-0.18389219067416307,0.3562376437693584,0.5301444942700548,1.2684842496217417
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,holdout,10,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,development,25,False,0.16432803872820934,0.722227090133151,0.45846293668321086,0.5576044120607384,0.2571067020589994,-0.2947036199389138,0.1454907822620827,0.015537414637119348,0.15738664673642253,0.07795897794174633,0.8426133532635774,5.671156342548562,-0.18475339750283448,0.3551443146960893,0.5301444942700548,1.2549245071110626
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,holdout,25,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,development,50,False,0.14794617241136088,0.6671606443400868,0.42517682218623026,0.49475671526346304,0.25707681632671714,-0.29902812401965684,0.14449427005480817,0.015537414637119348,0.15738664673642253,0.15591795588349266,0.8426133532635774,5.671156342548562,-0.18618782009835733,0.35332320777291537,0.5301444942700548,1.2326792384904202
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,holdout,50,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,development,100,False,0.11581430926439418,0.5565784425659277,0.35678814608996473,0.36672451705713216,0.2572067866170202,-0.31580738095661987,0.14349775784753363,0.015537414637119348,0.15738664673642253,0.31183591176698533,0.8426133532635774,5.671156342548562,-0.18905320734341735,0.34968514849588517,0.5301444942700548,1.189579700232843
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,holdout,100,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
mean_variance__btc_eth__static,mean_variance,btc_eth,False,development,10,False,0.1454867541764484,0.5361001103472565,0.5008639754455547,0.18794734861470877,0.5208481182403044,-0.774082503684027,0.3218734429496761,0.03969464869591208,0.4697702673574194,0.07966715993269555,0.5302297326425807,14.488546774007908,-0.4320897947253527,0.5527426160337554,0.9521674140508222,1.1229393311173221
mean_variance__btc_eth__static,mean_variance,btc_eth,False,holdout,10,False,0.24884219403443852,0.9818799922628066,1.30540436714927,1.5673257088063395,0.2596351262738838,-0.15876865455359268,0.2174721189591078,0.029275092936802975,0.2894981412639405,0.01575,0.7105018587360594,10.685408921933085,-0.057686720710772965,0.20624289785212002,0.741635687732342,1.2810577295047307
mean_variance__btc_eth__static,mean_variance,btc_eth,False,development,25,False,0.12086994667827033,0.49439872806223506,0.46251659444873794,0.15484907577103058,0.5208223623693523,-0.7805661485315942,0.3213751868460389,0.03969464869591208,0.4697702673574194,0.19916789983173885,0.5302297326425807,14.488546774007908,-0.4329294666098096,0.5527426160337554,0.9521674140508222,1.1127169295602866
mean_variance__btc_eth__static,mean_variance,btc_eth,False,holdout,25,False,0.22900483747854117,0.9203147786345675,1.2251710817654762,1.4085549752144126,0.2595877279603222,-0.16258139831828833,0.2174721189591078,0.029275092936802975,0.2894981412639405,0.03937500000000001,0.7105018587360594,10.685408921933085,-0.05983982286898448,0.2030956663230803,0.741635687732342,1.2603924114207161
mean_variance__btc_eth__static,mean_variance,btc_eth,False,development,50,False,0.08096717043049573,0.4248271291644146,0.39835127419104516,0.1023638697173809,0.5208531456123664,-0.7909741069191709,0.32037867463876435,0.03969464869591208,0.4697702673574194,0.3983357996634777,0.5302297326425807,14.488546774007908,-0.43432753933400514,0.5527426160337554,0.9521674140508222,1.0959249004303842
mean_variance__btc_eth__static,mean_variance,btc_eth,False,holdout,50,False,0.1966061158819965,0.8173272453645742,1.088995062327651,1.1640076802289652,0.2596131491916352,-0.16890448338220865,0.21561338289962825,0.029275092936802975,0.2894981412639405,0.07875000000000001,0.7105018587360594,10.685408921933085,-0.06342103525723375,0.19786225426772086,0.741635687732342,1.2269230064377135
mean_variance__btc_eth__static,mean_variance,btc_eth,False,development,100,False,0.005216031814788913,0.2855571408721698,0.26946116458763963,0.006417827322439464,0.5211910031111454,-0.8127410652747603,0.31639262580966615,0.03969464869591208,0.4697702673574194,0.7966715993269554,0.5302297326425807,14.488546774007908,-0.4371185082202741,0.5527426160337554,0.9521674140508222,1.0632224230866307
mean_variance__btc_eth__static,mean_variance,btc_eth,False,holdout,100,False,0.13422634417453616,0.6104929667060469,0.8112836698682151,0.739811107970908,0.2600551753055659,-0.18143326415127903,0.21189591078066913,0.029275092936802975,0.2894981412639405,0.15750000000000003,0.7105018587360594,10.685408921933085,-0.07055615970418216,0.18744025603198922,0.741635687732342,1.1634342754288192
