candidate,method,universe,dynamic_budget,fold,test_groups,fold_sharpe
erc__btc_eth_cash__static,erc,btc_eth_cash,False,12,"3,4",-0.35501401512281877
erc__btc_eth_cash__static,erc,btc_eth_cash,False,13,"3,5",-0.4637882683659086
erc__btc_eth_cash__static,erc,btc_eth_cash,False,14,"4,5",0.796400940428891
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,0,"0,1",1.4959676743796473
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,1,"0,2",-0.416177135508743
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,2,"0,3",-0.28905637784652
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,3,"0,4",-0.1644907344258124
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,4,"0,5",-0.1644907344258124
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,5,"1,2",1.5019461221729198
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,6,"1,3",1.6612791119398855
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,7,"1,4",1.7300823647615238
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,8,"1,5",1.7300823647615238
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,9,"2,3",-0.6868005419953447
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,10,"2,4",-0.511142572409913
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,11,"2,5",-0.511142572409913
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,12,"3,4",-0.735980072193987
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,13,"3,5",-0.735980072193987
erc__btc_eth_cash__dynamic,erc,btc_eth_cash,True,14,"4,5",
hrp__btc_eth__static,hrp,btc_eth,False,0,"0,1",1.8297562664110765
hrp__btc_eth__static,hrp,btc_eth,False,1,"0,2",0.17575762580400323
hrp__btc_eth__static,hrp,btc_eth,False,2,"0,3",-0.2737238496299027
hrp__btc_eth__static,hrp,btc_eth,False,3,"0,4",0.5680873485247229
hrp__btc_eth__static,hrp,btc_eth,False,4,"0,5",0.45062568971139483
hrp__btc_eth__static,hrp,btc_eth,False,5,"1,2",1.760104079852424
hrp__btc_eth__static,hrp,btc_eth,False,6,"1,3",0.9993447449121905
hrp__btc_eth__static,hrp,btc_eth,False,7,"1,4",2.2159937859457743
hrp__btc_eth__static,hrp,btc_eth,False,8,"1,5",2.1294433392883354
hrp__btc_eth__static,hrp,btc_eth,False,9,"2,3",-0.6256117848313191
hrp__btc_eth__static,hrp,btc_eth,False,10,"2,4",0.22945491116056535
hrp__btc_eth__static,hrp,btc_eth,False,11,"2,5",0.05305754064738529
hrp__btc_eth__static,hrp,btc_eth,False,12,"3,4",-0.355712513856622
hrp__btc_eth__static,hrp,btc_eth,False,13,"3,5",-0.46427056078682605
hrp__btc_eth__static,hrp,btc_eth,False,14,"4,5",0.7980071773967585
hrp__btc_eth__dynamic,hrp,btc_eth,True,0,"0,1",1.497220409577301
hrp__btc_eth__dynamic,hrp,btc_eth,True,1,"0,2",-0.4156458239047627
hrp__btc_eth__dynamic,hrp,btc_eth,True,2,"0,3",-0.28775820300997657
hrp__btc_eth__dynamic,hrp,btc_eth,True,3,"0,4",-0.1630969376816218
hrp__btc_eth__dynamic,hrp,btc_eth,True,4,"0,5",-0.1630969376816218
hrp__btc_eth__dynamic,hrp,btc_eth,True,5,"1,2",1.5022812375313412
hrp__btc_eth__dynamic,hrp,btc_eth,True,6,"1,3",1.6618778154091591
hrp__btc_eth__dynamic,hrp,btc_eth,True,7,"1,4",1.7307191240626085
hrp__btc_eth__dynamic,hrp,btc_eth,True,8,"1,5",1.7307191240626085
hrp__btc_eth__dynamic,hrp,btc_eth,True,9,"2,3",-0.688111472433509
hrp__btc_eth__dynamic,hrp,btc_eth,True,10,"2,4",-0.5123712583895599
hrp__btc_eth__dynamic,hrp,btc_eth,True,11,"2,5",-0.5123712583895599
hrp__btc_eth__dynamic,hrp,btc_eth,True,12,"3,4",-0.735980072193987
hrp__btc_eth__dynamic,hrp,btc_eth,True,13,"3,5",-0.735980072193987
hrp__btc_eth__dynamic,hrp,btc_eth,True,14,"4,5",
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,0,"0,1",1.8297562664110765
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,1,"0,2",0.17575762580400323
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,2,"0,3",-0.2737238496299027
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,3,"0,4",0.5680873485247229
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,4,"0,5",0.45062568971139483
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,5,"1,2",1.760104079852424
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,6,"1,3",0.9993447449121905
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,7,"1,4",2.2159937859457743
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,8,"1,5",2.1294433392883354
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,9,"2,3",-0.6256117848313191
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,10,"2,4",0.22945491116056535
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,11,"2,5",0.05305754064738529
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,12,"3,4",-0.355712513856622
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,13,"3,5",-0.46427056078682605
hrp__btc_eth_cash__static,hrp,btc_eth_cash,False,14,"4,5",0.7980071773967585
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,0,"0,1",1.497220409577301
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,1,"0,2",-0.4156458239047627
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,2,"0,3",-0.28775820300997657
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,3,"0,4",-0.1630969376816218
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,4,"0,5",-0.1630969376816218
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,5,"1,2",1.5022812375313412
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,6,"1,3",1.6618778154091591
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,7,"1,4",1.7307191240626085
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,8,"1,5",1.7307191240626085
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,9,"2,3",-0.688111472433509
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,10,"2,4",-0.5123712583895599
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,11,"2,5",-0.5123712583895599
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,12,"3,4",-0.735980072193987
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,13,"3,5",-0.735980072193987
hrp__btc_eth_cash__dynamic,hrp,btc_eth_cash,True,14,"4,5",
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,0,"0,1",1.8282725897506467
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,1,"0,2",0.17554108125572815
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,2,"0,3",-0.27348186653624185
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,3,"0,4",0.5669454250715527
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,4,"0,5",0.4490740804121654
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,5,"1,2",1.7595599374451598
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,6,"1,3",0.9987436193984538
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,7,"1,4",2.215005778035163
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,8,"1,5",2.128035449453513
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,9,"2,3",-0.6240105575262547
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,10,"2,4",0.22978320830218407
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,11,"2,5",0.05287055877496623
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,12,"3,4",-0.35501401512282005
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,13,"3,5",-0.4637882683659093
maximum_diversification__btc_eth__static,maximum_diversification,btc_eth,False,14,"4,5",0.7964009404288904
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,0,"0,1",1.495967674379647
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,1,"0,2",-0.4161771355087425
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,2,"0,3",-0.2890563778465194
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,3,"0,4",-0.1644907344258118
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,4,"0,5",-0.1644907344258118
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,5,"1,2",1.5019461221729196
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,6,"1,3",1.661279111939885
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,7,"1,4",1.7300823647615233
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,8,"1,5",1.7300823647615233
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,9,"2,3",-0.6868005419953447
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,10,"2,4",-0.511142572409913
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,11,"2,5",-0.511142572409913
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,12,"3,4",-0.735980072193987
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,13,"3,5",-0.735980072193987
maximum_diversification__btc_eth__dynamic,maximum_diversification,btc_eth,True,14,"4,5",
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,0,"0,1",1.8282725897506467
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,1,"0,2",0.17554108125572815
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,2,"0,3",-0.27348186653624185
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,3,"0,4",0.5669454250715527
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,4,"0,5",0.4490740804121654
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,5,"1,2",1.7595599374451598
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,6,"1,3",0.9987436193984538
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,7,"1,4",2.215005778035163
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,8,"1,5",2.128035449453513
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,9,"2,3",-0.6240105575262547
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,10,"2,4",0.22978320830218407
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,11,"2,5",0.05287055877496623
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,12,"3,4",-0.35501401512282005
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,13,"3,5",-0.4637882683659093
maximum_diversification__btc_eth_cash__static,maximum_diversification,btc_eth_cash,False,14,"4,5",0.7964009404288904
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,0,"0,1",1.495967674379647
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,1,"0,2",-0.4161771355087425
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,2,"0,3",-0.2890563778465194
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,3,"0,4",-0.1644907344258118
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,4,"0,5",-0.1644907344258118
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,5,"1,2",1.5019461221729196
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,6,"1,3",1.661279111939885
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,7,"1,4",1.7300823647615233
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,8,"1,5",1.7300823647615233
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,9,"2,3",-0.6868005419953447
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,10,"2,4",-0.511142572409913
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,11,"2,5",-0.511142572409913
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,12,"3,4",-0.735980072193987
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,13,"3,5",-0.735980072193987
maximum_diversification__btc_eth_cash__dynamic,maximum_diversification,btc_eth_cash,True,14,"4,5",
mean_variance__btc_eth__static,mean_variance,btc_eth,False,0,"0,1",1.5271169594459488
mean_variance__btc_eth__static,mean_variance,btc_eth,False,1,"0,2",-0.04281714003129376
mean_variance__btc_eth__static,mean_variance,btc_eth,False,2,"0,3",-0.5433017322997798
mean_variance__btc_eth__static,mean_variance,btc_eth,False,3,"0,4",0.3213774124868909
mean_variance__btc_eth__static,mean_variance,btc_eth,False,4,"0,5",0.22054082037272718
mean_variance__btc_eth__static,mean_variance,btc_eth,False,5,"1,2",1.6114434348100006
mean_variance__btc_eth__static,mean_variance,btc_eth,False,6,"1,3",0.829597138895341
mean_variance__btc_eth__static,mean_variance,btc_eth,False,7,"1,4",2.071781293065479
mean_variance__btc_eth__static,mean_variance,btc_eth,False,8,"1,5",1.9984523440049125
mean_variance__btc_eth__static,mean_variance,btc_eth,False,9,"2,3",-0.7176598033776428
mean_variance__btc_eth__static,mean_variance,btc_eth,False,10,"2,4",0.25214558076683463
mean_variance__btc_eth__static,mean_variance,btc_eth,False,11,"2,5",0.11378447386780943
mean_variance__btc_eth__static,mean_variance,btc_eth,False,12,"3,4",-0.4686374097617397
mean_variance__btc_eth__static,mean_variance,btc_eth,False,13,"3,5",-0.560807962310941
mean_variance__btc_eth__static,mean_variance,btc_eth,False,14,"4,5",0.8885235753471834
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,0,"0,1",1.2017336445408746
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,1,"0,2",-0.7374388941396086
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,2,"0,3",-0.7198960475889352
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,3,"0,4",-0.5967818566100015
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,4,"0,5",-0.5967818566100015
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,5,"1,2",1.384772953756095
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,6,"1,3",1.5354319371717948
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,7,"1,4",1.6050550471419271
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,8,"1,5",1.6050550471419271
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,9,"2,3",-0.5987792858849171
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,10,"2,4",-0.4302332815682362
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,11,"2,5",-0.4302332815682362
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,12,"3,4",-0.735980072193987
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,13,"3,5",-0.735980072193987
mean_variance__btc_eth__dynamic,mean_variance,btc_eth,True,14,"4,5",
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,0,"0,1",1.5271169594459488
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,1,"0,2",-0.04281714003129376
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,2,"0,3",-0.5433017322997798
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,3,"0,4",0.3213774124868909
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,4,"0,5",0.22054082037272718
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,5,"1,2",1.6114434348100006
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,6,"1,3",0.829597138895341
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,7,"1,4",2.071781293065479
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,8,"1,5",1.9984523440049125
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,9,"2,3",-0.7176598033776428
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,10,"2,4",0.25214558076683463
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,11,"2,5",0.11378447386780943
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,12,"3,4",-0.4686374097617397
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,13,"3,5",-0.560807962310941
mean_variance__btc_eth_cash__static,mean_variance,btc_eth_cash,False,14,"4,5",0.8885235753471834
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,0,"0,1",1.2017336445408746
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,1,"0,2",-0.7374388941396086
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,2,"0,3",-0.7198960475889352
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,3,"0,4",-0.5967818566100015
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,4,"0,5",-0.5967818566100015
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,5,"1,2",1.384772953756095
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,6,"1,3",1.5354319371717948
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,7,"1,4",1.6050550471419271
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,8,"1,5",1.6050550471419271
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,9,"2,3",-0.5987792858849171
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,10,"2,4",-0.4302332815682362
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,11,"2,5",-0.4302332815682362
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,12,"3,4",-0.735980072193987
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,13,"3,5",-0.735980072193987
mean_variance__btc_eth_cash__dynamic,mean_variance,btc_eth_cash,True,14,"4,5",
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,0,"0,1",1.601665071846608
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,1,"0,2",-0.047910171842075557
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,2,"0,3",-0.5321769599754952
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,3,"0,4",0.30049914545364553
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,4,"0,5",0.183964662541879
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,5,"1,2",1.6896171035687892
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,6,"1,3",0.8728723483428215
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,7,"1,4",2.156234249461275
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,8,"1,5",2.073185217500435
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,9,"2,3",-0.6816302513820216
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,10,"2,4",0.23253227426135897
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,11,"2,5",0.07631832355587864
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,12,"3,4",-0.456187584935198
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,13,"3,5",-0.5567134234672949
mean_cvar__btc_eth__static,mean_cvar,btc_eth,False,14,"4,5",0.8056991427899546
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,0,"0,1",1.287656670779467
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,1,"0,2",-0.7693925844213426
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,2,"0,3",-0.7716384094408476
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,3,"0,4",-0.6419610663707465
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,4,"0,5",-0.6419610663707465
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,5,"1,2",1.4759291863790616
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,6,"1,3",1.6268918279460596
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,7,"1,4",1.6987231200829829
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,8,"1,5",1.6987231200829829
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,9,"2,3",-0.5949983531560614
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,10,"2,4",-0.42303570680826524
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,11,"2,5",-0.42303570680826524
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,12,"3,4",-0.735980072193987
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,13,"3,5",-0.735980072193987
mean_cvar__btc_eth__dynamic,mean_cvar,btc_eth,True,14,"4,5",
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,0,"0,1",1.601665071846608
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,1,"0,2",-0.047910171842075557
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,2,"0,3",-0.5321769599754952
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,3,"0,4",0.30049914545364553
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,4,"0,5",0.183964662541879
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,5,"1,2",1.6896171035687892
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,6,"1,3",0.8728723483428215
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,7,"1,4",2.156234249461275
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,8,"1,5",2.073185217500435
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,9,"2,3",-0.6816302513820216
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,10,"2,4",0.23253227426135897
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,11,"2,5",0.07631832355587864
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,12,"3,4",-0.456187584935198
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,13,"3,5",-0.5567134234672949
mean_cvar__btc_eth_cash__static,mean_cvar,btc_eth_cash,False,14,"4,5",0.8056991427899546
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,0,"0,1",1.287656670779467
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,1,"0,2",-0.7693925844213426
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,2,"0,3",-0.7716384094408476
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,3,"0,4",-0.6419610663707465
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,4,"0,5",-0.6419610663707465
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,5,"1,2",1.4759291863790616
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,6,"1,3",1.6268918279460596
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,7,"1,4",1.6987231200829829
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,8,"1,5",1.6987231200829829
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,9,"2,3",-0.5949983531560614
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,10,"2,4",-0.42303570680826524
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,11,"2,5",-0.42303570680826524
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,12,"3,4",-0.735980072193987
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,13,"3,5",-0.735980072193987
mean_cvar__btc_eth_cash__dynamic,mean_cvar,btc_eth_cash,True,14,"4,5",
kelly__btc_eth__static,kelly,btc_eth,False,0,"0,1",1.5268267032600658
kelly__btc_eth__static,kelly,btc_eth,False,1,"0,2",-0.059395993426712555
kelly__btc_eth__static,kelly,btc_eth,False,2,"0,3",-0.4312335270908268
kelly__btc_eth__static,kelly,btc_eth,False,3,"0,4",0.31015292310896864
kelly__btc_eth__static,kelly,btc_eth,False,4,"0,5",0.13060678426839836
kelly__btc_eth__static,kelly,btc_eth,False,5,"1,2",1.6327449218386587
kelly__btc_eth__static,kelly,btc_eth,False,6,"1,3",0.9951223019347808
kelly__btc_eth__static,kelly,btc_eth,False,7,"1,4",2.076628772211631
kelly__btc_eth__static,kelly,btc_eth,False,8,"1,5",1.9478738808777072
kelly__btc_eth__static,kelly,btc_eth,False,9,"2,3",-0.6003017295244502
kelly__btc_eth__static,kelly,btc_eth,False,10,"2,4",0.25775435099437316
kelly__btc_eth__static,kelly,btc_eth,False,11,"2,5",0.0011715537896623102
kelly__btc_eth__static,kelly,btc_eth,False,12,"3,4",-0.3167523985014076
kelly__btc_eth__static,kelly,btc_eth,False,13,"3,5",-0.4870955619950664
kelly__btc_eth__static,kelly,btc_eth,False,14,"4,5",0.7659850062845128
kelly__btc_eth__dynamic,kelly,btc_eth,True,0,"0,1",1.2149440796547082
kelly__btc_eth__dynamic,kelly,btc_eth,True,1,"0,2",-0.7597916742167774
kelly__btc_eth__dynamic,kelly,btc_eth,True,2,"0,3",-0.7366121674886408
kelly__btc_eth__dynamic,kelly,btc_eth,True,3,"0,4",-0.618156624349637
kelly__btc_eth__dynamic,kelly,btc_eth,True,4,"0,5",-0.618156624349637
kelly__btc_eth__dynamic,kelly,btc_eth,True,5,"1,2",1.3876243051890558
kelly__btc_eth__dynamic,kelly,btc_eth,True,6,"1,3",1.5468831555084295
kelly__btc_eth__dynamic,kelly,btc_eth,True,7,"1,4",1.6110017403547794
kelly__btc_eth__dynamic,kelly,btc_eth,True,8,"1,5",1.6110017403547794
kelly__btc_eth__dynamic,kelly,btc_eth,True,9,"2,3",-0.5961164351320966
kelly__btc_eth__dynamic,kelly,btc_eth,True,10,"2,4",-0.43879395499071755
kelly__btc_eth__dynamic,kelly,btc_eth,True,11,"2,5",-0.43879395499071755
kelly__btc_eth__dynamic,kelly,btc_eth,True,12,"3,4",-0.7359800721939871
kelly__btc_eth__dynamic,kelly,btc_eth,True,13,"3,5",-0.7359800721939871
kelly__btc_eth__dynamic,kelly,btc_eth,True,14,"4,5",
kelly__btc_eth_cash__static,kelly,btc_eth_cash,False,0,"0,1",1.5268267032600658
kelly__btc_eth_cash__static,kelly,btc_eth_cash,False,1,"0,2",-0.059395993426712555
